run_id,start_seconds,end_seconds
wide-researcher-1785987333-8acc5263871f,1.826,59.220
deep-researcher-1785987333-5c0a75006556,1.836,18.445
reviewer-1785987333-c29de7d6c150,1.844,45.673
data-analyst-1785987333-07b82c4baee0,1.869,39.621
wide-researcher-1785987333-ae04851859a8,1.877,23.039
deep-researcher-1785987333-d27fcbff827f,1.887,18.484
reviewer-1785987333-1c1e81961968,1.896,36.660
data-analyst-1785987333-a97c738f5d8c,1.920,35.148
wide-researcher-1785987333-19c6ee52a3bc,1.932,18.682
deep-researcher-1785987333-871906dda476,1.941,59.307
data-analyst-1785987347-05fe08d0cea2,15.517,18.516
data-analyst-1785987347-5a83c66e73e0,15.534,18.564
data-analyst-1785987347-4cb3da788f06,15.549,18.500
