elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-05T20:37:17,0.00,18.750,,,0.000,8.454,0
0.579,2026-08-05T20:37:18,0.00,18.750,,,0.000,8.454,0
1.137,2026-08-05T20:37:18,0.00,18.750,,,0.000,8.454,0
1.693,2026-08-05T20:37:19,0.00,18.750,,,0.000,8.454,0
2.232,2026-08-05T20:37:20,1.05,58.141,,,0.125,46.875,29
2.775,2026-08-05T20:37:20,1.54,115.109,,,0.359,102.641,71
3.338,2026-08-05T20:37:21,1.51,155.953,,,0.031,142.969,100
3.892,2026-08-05T20:37:21,1.90,165.453,,,4.969,142.031,100
4.442,2026-08-05T20:37:22,2.05,170.188,,,7.531,141.469,100
4.997,2026-08-05T20:37:22,1.87,173.000,,,8.562,141.438,100
5.555,2026-08-05T20:37:23,1.80,176.641,,,8.625,145.375,100
6.109,2026-08-05T20:37:23,1.86,179.656,,,8.641,148.359,100
6.664,2026-08-05T20:37:24,1.91,180.516,,,7.609,151.391,100
7.207,2026-08-05T20:37:24,1.75,183.016,,,7.484,153.516,100
7.767,2026-08-05T20:37:25,1.73,185.547,,,5.797,159.203,100
8.323,2026-08-05T20:37:26,1.88,187.000,,,5.500,161.500,100
8.883,2026-08-05T20:37:26,1.94,189.219,,,5.094,164.906,100
9.441,2026-08-05T20:37:27,1.33,189.922,,,4.000,168.000,100
9.989,2026-08-05T20:37:27,1.89,191.469,,,3.953,169.047,100
10.548,2026-08-05T20:37:28,2.12,192.500,,,3.984,170.016,100
11.100,2026-08-05T20:37:28,1.83,193.609,,,4.125,170.875,100
11.661,2026-08-05T20:37:29,1.46,195.062,,,4.641,171.359,100
12.217,2026-08-05T20:37:29,1.68,196.672,,,5.250,171.750,100
12.779,2026-08-05T20:37:30,1.90,196.953,,,4.906,173.094,100
13.333,2026-08-05T20:37:31,1.73,198.297,,,4.734,174.266,100
13.895,2026-08-05T20:37:31,1.44,199.125,,,5.125,174.875,100
14.454,2026-08-05T20:37:32,1.57,199.828,,,4.578,176.422,100
15.013,2026-08-05T20:37:32,2.13,200.672,,,4.625,177.375,100
15.568,2026-08-05T20:37:33,0.83,201.484,,,3.016,180.984,103
16.121,2026-08-05T20:37:33,1.86,204.031,,,0.453,188.547,115
16.676,2026-08-05T20:37:34,1.89,206.969,,,0.672,191.328,124
17.229,2026-08-05T20:37:34,1.86,208.891,,,0.844,193.156,130
17.787,2026-08-05T20:37:35,2.27,211.141,,,1.812,193.188,130
18.350,2026-08-05T20:37:36,1.98,213.672,,,3.078,192.922,130
18.909,2026-08-05T20:37:36,1.89,214.391,,,5.422,189.578,130
19.466,2026-08-05T20:37:37,1.91,215.922,,,7.812,186.188,130
20.011,2026-08-05T20:37:37,1.50,216.047,,,7.484,186.516,118
20.552,2026-08-05T20:37:38,1.86,217.172,,,8.312,186.688,103
21.116,2026-08-05T20:37:38,2.07,218.016,,,7.234,188.766,87
21.679,2026-08-05T20:37:39,1.66,218.375,,,6.922,190.078,80
22.222,2026-08-05T20:37:39,1.56,219.078,,,6.188,192.812,78
22.781,2026-08-05T20:37:40,1.66,219.672,,,6.406,192.594,78
23.328,2026-08-05T20:37:41,1.57,219.859,,,6.344,192.656,78
23.890,2026-08-05T20:37:41,2.09,220.781,,,6.906,193.094,78
24.454,2026-08-05T20:37:42,1.35,221.047,,,7.422,191.578,75
25.017,2026-08-05T20:37:42,1.54,221.328,,,6.953,193.047,71
25.579,2026-08-05T20:37:43,1.84,221.984,,,6.703,194.297,69
26.137,2026-08-05T20:37:43,1.81,222.172,,,6.547,194.453,69
26.697,2026-08-05T20:37:44,1.61,222.703,,,5.562,197.438,69
27.258,2026-08-05T20:37:45,1.51,223.156,,,5.469,197.531,69
27.813,2026-08-05T20:37:45,1.21,223.234,,,5.594,197.406,69
28.379,2026-08-05T20:37:46,1.82,223.578,,,5.562,198.438,69
28.943,2026-08-05T20:37:46,1.00,223.859,,,5.922,198.078,69
29.495,2026-08-05T20:37:47,1.10,224.219,,,6.000,198.000,69
30.051,2026-08-05T20:37:47,1.98,224.781,,,5.844,199.156,69
30.614,2026-08-05T20:37:48,0.46,225.125,,,6.422,197.578,69
31.163,2026-08-05T20:37:48,1.94,225.750,,,6.406,198.594,67
31.721,2026-08-05T20:37:49,1.82,226.250,,,7.047,197.953,66
32.284,2026-08-05T20:37:50,0.87,226.672,,,7.688,197.312,62
32.837,2026-08-05T20:37:50,1.68,227.516,,,8.078,196.922,62
33.388,2026-08-05T20:37:51,1.33,228.047,,,7.953,198.047,62
33.948,2026-08-05T20:37:51,1.38,228.219,,,7.859,198.141,62
34.507,2026-08-05T20:37:52,2.08,228.641,,,8.094,197.906,62
35.069,2026-08-05T20:37:52,0.62,228.703,,,8.344,197.656,62
35.626,2026-08-05T20:37:53,0.86,228.969,,,8.484,197.516,58
36.184,2026-08-05T20:37:53,1.28,229.250,,,9.297,196.703,52
36.745,2026-08-05T20:37:54,0.44,229.312,,,9.453,196.547,51
37.310,2026-08-05T20:37:55,0.62,229.547,,,10.000,195.000,46
37.873,2026-08-05T20:37:55,0.38,229.672,,,11.000,194.000,45
38.430,2026-08-05T20:37:56,1.12,229.734,,,11.000,194.000,45
38.994,2026-08-05T20:37:56,1.44,229.875,,,11.000,194.000,45
39.555,2026-08-05T20:37:57,0.42,230.078,,,11.000,194.000,45
40.114,2026-08-05T20:37:57,1.11,230.078,,,12.000,192.000,39
40.678,2026-08-05T20:37:58,1.36,230.203,,,14.000,188.000,35
41.241,2026-08-05T20:37:59,0.49,230.297,,,14.000,188.000,35
41.803,2026-08-05T20:37:59,1.17,230.375,,,14.000,188.000,35
42.364,2026-08-05T20:38:00,1.14,230.797,,,14.000,188.000,35
42.922,2026-08-05T20:38:00,0.62,230.984,,,15.000,187.000,35
43.470,2026-08-05T20:38:01,0.70,231.156,,,15.000,187.000,35
44.017,2026-08-05T20:38:01,0.68,231.484,,,15.000,187.000,35
44.572,2026-08-05T20:38:02,0.82,231.719,,,16.000,186.000,35
45.132,2026-08-05T20:38:02,0.97,231.969,,,16.000,186.000,35
45.684,2026-08-05T20:38:03,0.21,232.141,,,16.000,186.000,34
46.226,2026-08-05T20:38:03,1.11,232.234,,,17.000,184.000,28
46.783,2026-08-05T20:38:04,1.20,232.281,,,17.000,184.000,22
47.349,2026-08-05T20:38:05,0.17,232.281,,,18.000,182.000,20
47.916,2026-08-05T20:38:05,0.64,232.375,,,18.000,182.000,18
48.480,2026-08-05T20:38:06,0.70,232.625,,,19.000,181.000,17
49.041,2026-08-05T20:38:06,0.03,232.625,,,19.000,181.000,17
49.608,2026-08-05T20:38:07,0.46,232.734,,,19.000,181.000,17
50.169,2026-08-05T20:38:07,0.14,232.828,,,19.000,181.000,17
50.723,2026-08-05T20:38:08,0.07,232.828,,,19.000,181.000,17
51.285,2026-08-05T20:38:09,0.61,232.969,,,19.000,181.000,17
51.851,2026-08-05T20:38:09,0.04,232.969,,,19.000,181.000,17
52.411,2026-08-05T20:38:10,0.41,232.969,,,19.000,181.000,17
52.975,2026-08-05T20:38:10,0.89,233.125,,,19.000,181.000,17
53.538,2026-08-05T20:38:11,0.11,233.125,,,19.000,181.000,17
54.089,2026-08-05T20:38:11,0.67,233.125,,,19.000,180.000,15
54.652,2026-08-05T20:38:12,0.49,233.172,,,20.000,179.000,13
55.212,2026-08-05T20:38:12,0.24,233.266,,,20.000,179.000,13
55.776,2026-08-05T20:38:13,0.41,233.312,,,20.000,179.000,13
56.337,2026-08-05T20:38:14,0.21,233.359,,,20.000,179.000,13
56.892,2026-08-05T20:38:14,0.31,233.359,,,20.000,179.000,13
57.457,2026-08-05T20:38:15,0.69,233.453,,,20.000,179.000,13
58.018,2026-08-05T20:38:15,0.00,233.453,,,20.000,179.000,13
58.577,2026-08-05T20:38:16,0.12,233.453,,,20.000,179.000,13
59.138,2026-08-05T20:38:16,0.60,233.547,,,20.000,179.000,13
59.704,2026-08-05T20:38:17,0.15,233.547,,,20.000,179.000,13
60.264,2026-08-05T20:38:18,0.39,233.547,,,20.000,179.000,10
60.832,2026-08-05T20:38:18,0.12,233.547,,,21.000,177.000,7
61.393,2026-08-05T20:38:19,0.22,233.547,,,22.000,175.000,7
61.957,2026-08-05T20:38:19,0.39,233.562,,,22.000,176.000,7
62.521,2026-08-05T20:38:20,0.00,233.562,,,22.000,176.000,7
63.083,2026-08-05T20:38:20,0.23,233.562,,,22.000,176.000,7
63.647,2026-08-05T20:38:21,0.12,233.797,,,22.000,175.000,7
64.210,2026-08-05T20:38:21,0.16,233.844,,,22.000,176.000,7
64.765,2026-08-05T20:38:22,0.07,233.844,,,22.000,176.000,7
65.327,2026-08-05T20:38:23,0.04,233.891,,,22.000,176.000,7
65.891,2026-08-05T20:38:23,0.19,233.891,,,22.000,175.000,6
66.456,2026-08-05T20:38:24,0.19,233.938,,,23.000,174.000,5
67.014,2026-08-05T20:38:24,0.00,233.938,,,23.000,174.000,5
67.561,2026-08-05T20:38:25,0.39,233.938,,,22.000,175.000,5
68.123,2026-08-05T20:38:25,0.20,233.984,,,23.000,174.000,5
68.688,2026-08-05T20:38:26,0.00,233.984,,,23.000,174.000,5
69.249,2026-08-05T20:38:27,0.25,234.031,,,23.000,174.000,5
69.809,2026-08-05T20:38:27,0.04,234.031,,,23.000,174.000,5
70.363,2026-08-05T20:38:28,0.09,234.031,,,23.000,174.000,5
70.924,2026-08-05T20:38:28,0.32,234.031,,,23.000,174.000,5
71.488,2026-08-05T20:38:29,0.00,234.031,,,23.000,174.000,5
72.053,2026-08-05T20:38:29,0.19,234.078,,,23.000,174.000,5
72.620,2026-08-05T20:38:30,0.19,234.078,,,23.000,174.000,5
73.182,2026-08-05T20:38:30,0.00,234.078,,,23.000,174.000,5
73.743,2026-08-05T20:38:31,0.30,234.078,,,23.000,174.000,5
74.307,2026-08-05T20:38:32,0.07,234.078,,,23.000,174.000,5
74.868,2026-08-05T20:38:32,0.21,234.078,,,23.000,174.000,3
75.428,2026-08-05T20:38:33,0.21,234.078,,,24.000,171.000,0
75.988,2026-08-05T20:38:33,0.00,234.078,,,24.000,171.000,0
76.554,2026-08-05T20:38:34,0.00,234.078,,,24.000,171.000,0
77.117,2026-08-05T20:38:34,0.00,234.078,,,24.000,171.000,0
77.673,2026-08-05T20:38:35,0.00,234.078,,,24.000,171.000,0
78.222,2026-08-05T20:38:35,0.00,234.078,,,24.000,171.000,0
78.780,2026-08-05T20:38:36,0.00,234.078,,,24.000,171.000,0
79.327,2026-08-05T20:38:37,0.00,234.078,,,24.000,171.000,0
79.888,2026-08-05T20:38:37,0.00,234.078,,,24.000,171.000,0
80.449,2026-08-05T20:38:38,0.00,234.078,,,24.000,171.000,0
81.014,2026-08-05T20:38:38,0.00,234.078,,,24.000,171.000,0
81.581,2026-08-05T20:38:39,0.00,234.078,,,24.000,171.000,0
82.146,2026-08-05T20:38:39,0.00,234.078,,,24.000,171.000,0
82.711,2026-08-05T20:38:40,0.00,234.062,,,25.000,170.000,0
83.272,2026-08-05T20:38:41,0.00,234.062,,,30.000,160.000,0
83.838,2026-08-05T20:38:41,0.25,231.438,,,84.000,49.000,0
84.399,2026-08-05T20:38:42,0.03,230.781,,,99.000,18.000,0
84.962,2026-08-05T20:38:42,0.19,229.594,,,130.000,0.000,0
85.521,2026-08-05T20:38:43,0.21,227.812,,,165.000,0.000,0
86.081,2026-08-05T20:38:43,0.00,227.812,,,165.000,0.000,0
86.641,2026-08-05T20:38:44,0.00,227.812,,,165.000,0.000,0
87.203,2026-08-05T20:38:44,0.00,227.812,,,165.000,0.000,0
87.758,2026-08-05T20:38:45,0.00,227.812,,,165.000,0.000,0
88.307,2026-08-05T20:38:46,0.00,227.812,,,165.000,0.000,0
88.841,2026-08-05T20:38:46,0.00,227.812,,,165.000,0.000,0
89.400,2026-08-05T20:38:47,0.00,227.812,,,165.000,0.000,0
