elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-05T20:39:19,0.00,18.703,,,0.000,8.392,0
0.578,2026-08-05T20:39:19,0.00,18.703,,,0.000,8.392,0
1.132,2026-08-05T20:39:20,0.00,18.703,,,0.000,8.392,0
1.680,2026-08-05T20:39:20,0.00,18.703,,,0.000,8.392,0
2.220,2026-08-05T20:39:21,0.99,53.922,,,0.031,42.969,26
2.766,2026-08-05T20:39:21,1.49,106.609,,,0.109,95.891,66
3.309,2026-08-05T20:39:22,1.51,159.500,,,0.109,149.891,106
3.846,2026-08-05T20:39:22,1.82,207.359,,,0.234,193.766,147
4.396,2026-08-05T20:39:23,1.93,249.688,,,0.844,236.156,190
4.937,2026-08-05T20:39:23,1.99,289.000,,,1.031,276.969,231
5.483,2026-08-05T20:39:24,2.29,332.000,,,0.109,320.891,275
6.032,2026-08-05T20:39:25,2.32,371.734,,,0.172,358.828,318
6.589,2026-08-05T20:39:25,2.46,411.547,,,0.250,399.750,360
7.138,2026-08-05T20:39:26,2.83,451.094,,,1.281,437.719,402
7.689,2026-08-05T20:39:26,2.76,471.172,,,0.844,457.156,445
8.231,2026-08-05T20:39:27,3.00,486.641,,,0.453,472.547,487
8.787,2026-08-05T20:39:27,3.15,503.359,,,1.688,487.312,530
9.341,2026-08-05T20:39:28,3.20,517.781,,,0.266,504.734,572
9.893,2026-08-05T20:39:28,3.45,532.203,,,0.750,517.250,616
10.438,2026-08-05T20:39:29,3.67,545.203,,,0.422,531.578,659
10.986,2026-08-05T20:39:30,3.78,555.500,,,1.031,539.969,700
11.528,2026-08-05T20:39:30,4.12,564.875,,,1.141,549.859,739
12.078,2026-08-05T20:39:31,4.39,575.125,,,1.078,559.922,779
12.632,2026-08-05T20:39:31,5.88,584.531,,,1.156,569.844,823
13.183,2026-08-05T20:39:32,8.21,595.562,,,1.062,580.938,871
13.735,2026-08-05T20:39:32,7.88,605.594,,,1.234,589.766,913
14.291,2026-08-05T20:39:33,8.58,615.797,,,1.531,599.469,960
14.845,2026-08-05T20:39:33,9.01,624.547,,,0.375,610.625,1000
15.402,2026-08-05T20:39:34,11.31,630.078,,,1.000,615.000,1000
15.956,2026-08-05T20:39:34,15.04,637.438,,,1.094,621.906,1000
16.511,2026-08-05T20:39:35,13.49,644.594,,,4.031,623.969,1000
17.065,2026-08-05T20:39:36,13.34,651.094,,,7.484,622.516,1000
17.611,2026-08-05T20:39:36,13.81,655.719,,,10.000,623.000,1000
18.166,2026-08-05T20:39:37,12.45,660.406,,,12.000,623.000,1000
18.719,2026-08-05T20:39:37,13.89,663.781,,,12.000,627.000,1000
19.271,2026-08-05T20:39:38,12.28,669.844,,,13.000,631.000,1000
19.817,2026-08-05T20:39:38,10.64,674.859,,,14.000,634.000,1000
20.362,2026-08-05T20:39:39,11.22,680.141,,,16.000,635.000,1000
20.910,2026-08-05T20:39:39,11.89,686.578,,,17.000,639.000,1000
21.456,2026-08-05T20:39:40,10.22,691.781,,,18.000,643.000,1000
22.002,2026-08-05T20:39:41,12.12,697.422,,,21.000,642.000,1000
22.561,2026-08-05T20:39:41,11.23,702.094,,,20.000,648.000,1000
23.108,2026-08-05T20:39:42,11.09,705.484,,,20.000,653.000,1000
23.658,2026-08-05T20:39:42,11.16,711.281,,,19.000,660.000,1000
24.210,2026-08-05T20:39:43,8.25,714.609,,,17.000,667.000,1000
24.751,2026-08-05T20:39:43,10.05,720.156,,,18.000,671.000,1000
25.311,2026-08-05T20:39:44,9.62,724.609,,,17.000,677.000,1000
25.868,2026-08-05T20:39:44,9.74,729.375,,,15.000,687.000,1000
26.421,2026-08-05T20:39:45,10.71,736.156,,,17.000,689.000,1000
26.974,2026-08-05T20:39:45,10.72,740.672,,,13.000,701.000,1000
27.518,2026-08-05T20:39:46,9.26,744.562,,,11.000,709.000,1000
28.073,2026-08-05T20:39:47,9.34,749.469,,,9.375,717.625,1000
28.629,2026-08-05T20:39:47,9.39,753.594,,,8.391,723.609,1000
29.176,2026-08-05T20:39:48,9.07,758.312,,,8.109,728.891,1000
29.722,2026-08-05T20:39:48,8.73,763.938,,,7.172,736.828,1000
30.271,2026-08-05T20:39:49,8.44,767.844,,,7.391,739.609,1000
30.842,2026-08-05T20:39:49,8.56,773.203,,,11.000,738.000,986
31.399,2026-08-05T20:39:50,8.56,777.281,,,13.000,738.000,975
31.950,2026-08-05T20:39:50,8.79,779.828,,,14.000,738.000,963
32.503,2026-08-05T20:39:51,9.25,783.344,,,14.000,742.000,959
33.050,2026-08-05T20:39:52,8.79,786.141,,,13.000,747.000,954
33.608,2026-08-05T20:39:52,8.49,791.609,,,17.000,745.000,952
34.158,2026-08-05T20:39:53,9.55,795.719,,,16.000,750.000,953
34.710,2026-08-05T20:39:53,8.41,799.516,,,17.000,753.000,954
35.267,2026-08-05T20:39:54,8.07,802.859,,,18.000,754.000,953
35.825,2026-08-05T20:39:54,9.09,806.141,,,18.000,757.000,949
36.378,2026-08-05T20:39:55,7.64,809.781,,,19.000,759.000,950
36.928,2026-08-05T20:39:55,7.83,813.094,,,20.000,760.000,950
37.482,2026-08-05T20:39:56,8.14,817.641,,,19.000,767.000,950
38.034,2026-08-05T20:39:57,6.93,822.391,,,21.000,767.000,952
38.582,2026-08-05T20:39:57,6.92,825.484,,,22.000,768.000,948
39.133,2026-08-05T20:39:58,6.54,829.109,,,22.000,772.000,950
39.699,2026-08-05T20:39:58,5.75,833.328,,,21.000,778.000,956
40.249,2026-08-05T20:39:59,6.01,838.422,,,19.000,787.000,956
40.811,2026-08-05T20:39:59,5.88,843.531,,,20.000,791.000,952
41.375,2026-08-05T20:40:00,5.37,851.078,,,19.000,800.000,950
41.930,2026-08-05T20:40:00,5.61,857.688,,,20.000,804.000,947
42.485,2026-08-05T20:40:01,4.94,860.453,,,19.000,810.000,947
43.041,2026-08-05T20:40:02,4.89,865.125,,,18.000,816.000,953
43.602,2026-08-05T20:40:02,5.00,869.719,,,14.000,829.000,959
44.154,2026-08-05T20:40:03,4.49,873.219,,,11.000,838.000,969
44.719,2026-08-05T20:40:03,4.44,876.969,,,7.188,849.812,965
45.274,2026-08-05T20:40:04,4.22,879.641,,,5.266,855.734,964
45.836,2026-08-05T20:40:04,4.06,882.781,,,3.297,862.703,962
46.396,2026-08-05T20:40:05,4.56,889.203,,,2.141,871.859,964
46.950,2026-08-05T20:40:05,3.87,894.234,,,1.812,878.188,963
47.507,2026-08-05T20:40:06,4.16,899.688,,,0.281,885.719,965
48.075,2026-08-05T20:40:07,4.39,906.312,,,1.141,890.859,939
48.644,2026-08-05T20:40:07,4.17,909.781,,,1.312,893.688,904
49.205,2026-08-05T20:40:08,4.27,913.344,,,2.109,895.891,868
49.769,2026-08-05T20:40:08,4.03,916.594,,,3.203,897.797,841
50.329,2026-08-05T20:40:09,3.80,921.062,,,5.359,897.641,817
50.898,2026-08-05T20:40:09,4.47,924.828,,,4.391,903.609,794
51.459,2026-08-05T20:40:10,3.84,928.125,,,5.344,904.656,777
52.023,2026-08-05T20:40:11,4.09,932.359,,,6.094,906.906,759
52.595,2026-08-05T20:40:11,4.26,936.422,,,6.703,910.297,751
53.156,2026-08-05T20:40:12,3.92,939.469,,,8.328,909.672,734
53.727,2026-08-05T20:40:12,4.13,942.906,,,9.219,911.781,719
54.285,2026-08-05T20:40:13,3.64,945.766,,,8.125,915.875,700
54.854,2026-08-05T20:40:13,3.91,948.781,,,9.000,918.000,684
55.426,2026-08-05T20:40:14,3.92,952.828,,,10.000,919.000,670
56.000,2026-08-05T20:40:15,3.74,954.609,,,15.000,911.000,656
56.571,2026-08-05T20:40:15,3.64,956.422,,,21.000,902.000,642
57.148,2026-08-05T20:40:16,3.82,958.609,,,25.000,895.000,632
57.717,2026-08-05T20:40:16,3.27,960.328,,,26.000,895.000,629
58.293,2026-08-05T20:40:17,3.57,961.656,,,30.000,889.000,625
58.873,2026-08-05T20:40:17,3.27,962.922,,,32.000,885.000,624
59.447,2026-08-05T20:40:18,3.46,964.688,,,35.000,881.000,623
60.022,2026-08-05T20:40:19,3.57,966.266,,,40.000,873.000,629
60.585,2026-08-05T20:40:19,2.83,967.406,,,43.000,868.000,631
61.146,2026-08-05T20:40:20,3.17,968.922,,,47.000,862.000,631
61.720,2026-08-05T20:40:20,3.27,969.406,,,52.000,852.000,626
62.293,2026-08-05T20:40:21,3.11,970.766,,,55.000,847.000,626
62.881,2026-08-05T20:40:21,2.88,971.484,,,60.000,838.000,626
63.453,2026-08-05T20:40:22,2.64,972.234,,,64.000,831.000,626
64.018,2026-08-05T20:40:23,3.05,973.250,,,67.000,826.000,623
64.599,2026-08-05T20:40:23,2.81,973.938,,,71.000,819.000,622
65.168,2026-08-05T20:40:24,2.64,974.344,,,72.000,817.000,619
65.744,2026-08-05T20:40:24,2.33,975.406,,,75.000,812.000,619
66.317,2026-08-05T20:40:25,2.52,976.109,,,77.000,809.000,611
66.893,2026-08-05T20:40:25,2.83,976.516,,,82.000,799.000,574
67.469,2026-08-05T20:40:26,2.66,976.938,,,89.000,786.000,541
68.044,2026-08-05T20:40:27,2.52,977.359,,,97.000,770.000,506
68.618,2026-08-05T20:40:27,2.69,977.547,,,103.000,758.000,471
69.196,2026-08-05T20:40:28,2.25,977.781,,,112.000,741.000,435
69.777,2026-08-05T20:40:28,2.18,978.156,,,123.000,719.000,400
70.350,2026-08-05T20:40:29,2.36,978.484,,,132.000,701.000,368
70.920,2026-08-05T20:40:29,2.40,978.656,,,141.000,684.000,352
71.497,2026-08-05T20:40:30,2.03,978.891,,,145.000,675.000,330
72.079,2026-08-05T20:40:31,2.10,978.984,,,152.000,662.000,312
72.651,2026-08-05T20:40:31,2.41,980.203,,,156.000,655.000,296
73.228,2026-08-05T20:40:32,2.18,980.297,,,160.000,647.000,284
73.808,2026-08-05T20:40:32,2.17,980.422,,,169.000,629.000,279
74.386,2026-08-05T20:40:33,1.99,980.562,,,172.000,624.000,276
74.952,2026-08-05T20:40:33,2.37,980.844,,,175.000,618.000,272
75.511,2026-08-05T20:40:34,1.87,980.844,,,178.000,612.000,266
76.080,2026-08-05T20:40:35,1.79,980.859,,,180.000,607.000,264
76.661,2026-08-05T20:40:35,2.03,980.875,,,184.000,599.000,251
77.230,2026-08-05T20:40:36,2.19,980.922,,,186.000,596.000,217
77.806,2026-08-05T20:40:36,1.81,980.938,,,192.000,584.000,181
78.375,2026-08-05T20:40:37,1.23,980.984,,,192.000,583.000,155
78.959,2026-08-05T20:40:37,1.98,980.984,,,194.000,579.000,133
79.536,2026-08-05T20:40:38,2.11,980.984,,,195.000,578.000,119
80.107,2026-08-05T20:40:39,1.69,981.094,,,196.000,575.000,113
80.678,2026-08-05T20:40:39,1.24,981.094,,,197.000,574.000,100
81.254,2026-08-05T20:40:40,1.52,981.109,,,199.000,570.000,86
81.833,2026-08-05T20:40:40,1.84,981.109,,,200.000,568.000,79
82.413,2026-08-05T20:40:41,1.89,981.109,,,206.000,556.000,72
82.995,2026-08-05T20:40:42,1.87,981.109,,,206.000,556.000,63
83.577,2026-08-05T20:40:42,1.69,981.156,,,207.000,554.000,56
84.165,2026-08-05T20:40:43,1.47,981.156,,,209.000,550.000,50
84.742,2026-08-05T20:40:43,1.44,981.156,,,210.000,548.000,49
85.329,2026-08-05T20:40:44,0.99,981.219,,,210.000,548.000,49
85.910,2026-08-05T20:40:44,0.60,981.219,,,211.000,546.000,46
86.496,2026-08-05T20:40:45,1.15,981.234,,,216.000,536.000,40
87.072,2026-08-05T20:40:46,0.91,981.234,,,216.000,536.000,38
87.652,2026-08-05T20:40:46,0.93,981.234,,,217.000,534.000,35
88.240,2026-08-05T20:40:47,0.91,981.234,,,218.000,532.000,33
88.820,2026-08-05T20:40:47,0.73,981.234,,,219.000,530.000,30
89.400,2026-08-05T20:40:48,0.86,981.234,,,222.000,524.000,26
89.983,2026-08-05T20:40:49,0.84,981.234,,,223.000,522.000,22
90.564,2026-08-05T20:40:49,0.46,981.234,,,223.000,522.000,21
91.146,2026-08-05T20:40:50,0.56,981.234,,,226.000,516.000,16
91.728,2026-08-05T20:40:50,0.56,981.234,,,228.000,512.000,13
92.307,2026-08-05T20:40:51,0.36,981.234,,,230.000,508.000,10
92.890,2026-08-05T20:40:51,0.26,981.234,,,231.000,506.000,8
93.473,2026-08-05T20:40:52,0.15,981.234,,,231.000,506.000,8
94.059,2026-08-05T20:40:53,0.26,981.234,,,231.000,506.000,8
94.637,2026-08-05T20:40:53,0.26,981.234,,,231.000,506.000,8
95.219,2026-08-05T20:40:54,0.15,981.234,,,231.000,506.000,7
95.783,2026-08-05T20:40:54,0.29,981.234,,,231.000,506.000,7
96.368,2026-08-05T20:40:55,0.33,981.234,,,232.000,504.000,5
96.948,2026-08-05T20:40:55,0.01,981.234,,,233.000,502.000,4
97.534,2026-08-05T20:40:56,0.14,981.234,,,233.000,502.000,3
98.117,2026-08-05T20:40:57,0.17,981.234,,,233.000,502.000,3
98.702,2026-08-05T20:40:57,0.12,981.234,,,233.000,502.000,3
99.282,2026-08-05T20:40:58,0.07,981.234,,,234.000,500.000,2
99.864,2026-08-05T20:40:58,0.05,981.234,,,234.000,500.000,2
100.449,2026-08-05T20:40:59,0.05,981.234,,,234.000,500.000,2
101.030,2026-08-05T20:41:00,0.00,981.234,,,234.000,500.000,2
101.613,2026-08-05T20:41:00,0.13,981.234,,,234.000,500.000,1
102.195,2026-08-05T20:41:01,0.00,981.234,,,234.000,500.000,1
102.775,2026-08-05T20:41:01,0.12,981.234,,,235.000,498.000,1
103.360,2026-08-05T20:41:02,0.00,981.234,,,235.000,498.000,1
103.944,2026-08-05T20:41:02,0.07,980.438,,,281.000,404.000,1
104.527,2026-08-05T20:41:03,0.14,979.250,,,313.000,339.000,1
105.107,2026-08-05T20:41:04,0.28,976.781,,,375.000,214.000,1
105.689,2026-08-05T20:41:04,0.26,975.453,,,418.000,126.000,0
106.269,2026-08-05T20:41:05,0.25,973.812,,,475.000,10.000,0
106.849,2026-08-05T20:41:05,0.03,973.625,,,476.000,8.000,0
107.426,2026-08-05T20:41:06,0.18,971.844,,,535.000,0.000,0
108.003,2026-08-05T20:41:07,0.04,971.188,,,555.000,0.000,0
108.582,2026-08-05T20:41:07,0.13,970.000,,,592.000,0.000,0
109.161,2026-08-05T20:41:08,0.10,969.406,,,610.000,0.000,0
109.741,2026-08-05T20:41:08,0.09,968.812,,,630.000,0.000,0
110.316,2026-08-05T20:41:09,0.11,968.156,,,650.000,0.000,0
110.893,2026-08-05T20:41:09,0.00,968.156,,,650.000,0.000,0
111.471,2026-08-05T20:41:10,0.05,967.562,,,671.000,0.000,0
112.049,2026-08-05T20:41:11,0.03,966.969,,,690.000,0.000,0
112.629,2026-08-05T20:41:11,0.09,966.375,,,709.000,0.000,0
113.199,2026-08-05T20:41:12,0.00,966.375,,,709.000,0.000,0
113.776,2026-08-05T20:41:12,0.00,966.375,,,709.000,0.000,0
114.361,2026-08-05T20:41:13,0.08,965.719,,,730.000,0.000,0
114.938,2026-08-05T20:41:13,0.00,965.719,,,730.000,0.000,0
115.512,2026-08-05T20:41:14,0.00,965.719,,,730.000,0.000,0
116.080,2026-08-05T20:41:15,0.03,965.125,,,748.000,0.000,0
116.652,2026-08-05T20:41:15,0.00,965.125,,,748.000,0.000,0
117.228,2026-08-05T20:41:16,0.00,965.125,,,748.000,0.000,0
117.805,2026-08-05T20:41:16,0.00,965.125,,,748.000,0.000,0
118.381,2026-08-05T20:41:17,0.00,965.125,,,748.000,0.000,0
118.956,2026-08-05T20:41:17,0.00,965.125,,,748.000,0.000,0
119.532,2026-08-05T20:41:18,0.00,965.125,,,748.000,0.000,0
120.107,2026-08-05T20:41:19,0.01,965.125,,,748.000,0.000,0
120.684,2026-08-05T20:41:19,0.00,965.125,,,748.000,0.000,0
121.264,2026-08-05T20:41:20,0.00,965.125,,,748.000,0.000,0
121.841,2026-08-05T20:41:20,0.00,965.125,,,748.000,0.000,0
122.392,2026-08-05T20:41:21,0.00,965.125,,,748.000,0.000,0
122.950,2026-08-05T20:41:21,0.00,965.125,,,748.000,0.000,0
123.523,2026-08-05T20:41:22,0.00,965.125,,,748.000,0.000,0
124.096,2026-08-05T20:41:23,0.00,965.125,,,748.000,0.000,0
124.670,2026-08-05T20:41:23,0.00,965.125,,,748.000,0.000,0
125.243,2026-08-05T20:41:24,0.00,965.125,,,748.000,0.000,0
125.819,2026-08-05T20:41:24,0.00,965.125,,,748.000,0.000,0
126.395,2026-08-05T20:41:25,0.00,965.125,,,748.000,0.000,0
126.971,2026-08-05T20:41:25,0.00,965.125,,,748.000,0.000,0
127.551,2026-08-05T20:41:26,0.00,965.125,,,748.000,0.000,0
128.129,2026-08-05T20:41:27,0.00,965.125,,,748.000,0.000,0
128.709,2026-08-05T20:41:27,0.00,965.125,,,748.000,0.000,0
129.286,2026-08-05T20:41:28,0.00,965.125,,,748.000,0.000,0
129.865,2026-08-05T20:41:28,0.00,965.125,,,748.000,0.000,0
130.439,2026-08-05T20:41:29,0.00,965.125,,,748.000,0.000,0
131.009,2026-08-05T20:41:30,0.00,965.125,,,748.000,0.000,0
131.578,2026-08-05T20:41:30,0.00,965.125,,,748.000,0.000,0
132.156,2026-08-05T20:41:31,0.00,965.125,,,748.000,0.000,0
132.727,2026-08-05T20:41:31,0.00,965.125,,,748.000,0.000,0
133.298,2026-08-05T20:41:32,0.00,965.125,,,748.000,0.000,0
133.862,2026-08-05T20:41:32,0.00,965.125,,,748.000,0.000,0
134.442,2026-08-05T20:41:33,0.00,965.125,,,748.000,0.000,0
135.018,2026-08-05T20:41:34,0.00,965.125,,,748.000,0.000,0
