run_id,start_seconds,end_seconds
wide-researcher-1785987560-df5ca8efaed4,1.846,30.728
deep-researcher-1785987560-154867775c4d,1.855,31.115
reviewer-1785987560-590068a8d6d6,1.878,70.490
data-analyst-1785987560-71395cb55c0d,1.904,68.402
wide-researcher-1785987560-f4bda9346d27,1.918,31.453
deep-researcher-1785987560-90678256d22b,1.928,32.111
reviewer-1785987560-1d89c3f7723d,1.938,71.993
data-analyst-1785987560-8cb65549bde7,1.963,67.625
wide-researcher-1785987560-ae515cdea2e3,1.973,31.069
deep-researcher-1785987560-edb20caafafd,1.988,50.021
reviewer-1785987560-28a339c62a8c,1.998,77.081
data-analyst-1785987560-d863e33ef465,2.027,51.828
wide-researcher-1785987561-879e396e944f,2.037,34.396
deep-researcher-1785987561-a3d5a99c7e13,2.047,79.122
reviewer-1785987561-a645a0d75ddb,2.057,69.002
data-analyst-1785987561-2a60d8c53050,2.082,70.346
wide-researcher-1785987561-5dae90f83e10,2.091,32.326
deep-researcher-1785987561-fe31b3e37777,2.101,30.670
reviewer-1785987561-4c7529ec3dc0,2.111,71.289
data-analyst-1785987561-4833c4a7432e,2.136,72.012
wide-researcher-1785987561-865b1fce9450,2.146,46.956
deep-researcher-1785987561-2139763a7713,2.156,80.631
reviewer-1785987561-161f9318f63d,2.166,77.116
data-analyst-1785987561-90ef20d42a27,2.191,69.824
wide-researcher-1785987561-f23df9ec49c1,2.201,79.738
deep-researcher-1785987561-979753ab33f7,2.210,77.844
reviewer-1785987561-5191bfe0acba,2.219,77.168
data-analyst-1785987561-5f3e17c03473,2.236,67.642
wide-researcher-1785987561-c13af0a973fc,2.249,30.928
deep-researcher-1785987561-964b431e3217,2.259,44.309
reviewer-1785987561-0a3af1c77a40,2.269,77.338
data-analyst-1785987561-19645751f376,2.289,55.347
wide-researcher-1785987561-fce20158ffed,2.302,69.051
deep-researcher-1785987561-9cc4c18afb39,2.312,32.830
reviewer-1785987561-c766b3620247,2.322,69.871
data-analyst-1785987561-afa7fe645d02,2.346,67.910
wide-researcher-1785987561-cec7513966da,2.356,68.472
deep-researcher-1785987561-1ffa2fc359e6,2.371,79.038
