txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1594609,2025-08-01,ACC-1035,transfer,3022.80,12.14,3010.66
TXN-2058607,2025-08-01,ACC-1003,transfer,4422.81,26.64,4396.17
TXN-2149508,2025-08-01,ACC-1064,payment,1343.70,39.27,1304.43
TXN-2301978,2025-08-01,ACC-1129,payment,2037.09,59.38,1977.71
TXN-2601502,2025-08-01,ACC-1005,payment,763.00,14.70,748.30
TXN-2726249,2025-08-01,ACC-1110,payment,1910.69,46.11,1864.58
TXN-3070469,2025-08-01,ACC-1127,payment,493.97,14.63,479.34
TXN-3543914,2025-08-01,ACC-1008,payment,619.44,11.97,607.47
TXN-3589915,2025-08-01,ACC-1078,refund,398.23,0.25,397.98
TXN-3883131,2025-08-01,ACC-1033,payment,2393.43,69.71,2323.72
TXN-4301258,2025-08-01,ACC-1076,payment,617.74,15.08,602.66
TXN-4585766,2025-08-01,ACC-1118,payment,1113.04,32.58,1080.46
TXN-6080736,2025-08-01,ACC-1005,transfer,2005.19,8.07,1997.12
TXN-6580577,2025-08-01,ACC-1057,payment,942.07,22.86,919.21
TXN-8041755,2025-08-01,ACC-1044,payment,1571.98,30.07,1541.91
TXN-8293752,2025-08-01,ACC-1031,payment,1820.44,53.09,1767.35
TXN-8310466,2025-08-01,ACC-1056,payment,2086.11,60.80,2025.31
TXN-8976943,2025-08-01,ACC-1085,payment,1195.06,22.91,1172.15
TXN-1388094,2025-08-02,ACC-1088,payment,1754.51,51.18,1703.33
TXN-1419118,2025-08-02,ACC-1102,payment,706.08,20.78,685.30
TXN-1469547,2025-08-02,ACC-1069,payment,2498.61,72.76,2425.85
TXN-1823424,2025-08-02,ACC-1127,payment,1335.81,39.04,1296.77
TXN-1937986,2025-08-02,ACC-1101,payment,1710.91,49.92,1660.99
TXN-2251597,2025-08-02,ACC-1117,payment,2133.84,62.18,2071.66
TXN-3242859,2025-08-02,ACC-1079,refund,301.45,0.25,301.20
TXN-3249191,2025-08-02,ACC-1059,transfer,1366.82,11.03,1355.79
