txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1736673,2023-04-01,ACC-1110,payment,2052.91,49.52,2003.39
TXN-1944487,2023-04-01,ACC-1101,payment,1998.49,58.26,1940.23
TXN-2698293,2023-04-01,ACC-1065,payment,2339.88,68.16,2271.72
TXN-3458544,2023-04-01,ACC-1020,payment,1636.00,47.74,1588.26
TXN-4101717,2023-04-01,ACC-1127,payment,143.62,4.46,139.16
TXN-4260871,2023-04-01,ACC-1103,transfer,1367.40,11.04,1356.36
TXN-4776200,2023-04-01,ACC-1129,transfer,2923.94,23.49,2900.45
TXN-5267968,2023-04-01,ACC-1027,payment,1981.31,57.76,1923.55
TXN-5293752,2023-04-01,ACC-1054,payment,2279.56,54.96,2224.60
TXN-5318167,2023-04-01,ACC-1112,payment,235.48,7.13,228.35
TXN-5489410,2023-04-01,ACC-1050,transfer,72.74,0.54,72.20
TXN-5740158,2023-04-01,ACC-1007,payment,1296.93,37.91,1259.02
TXN-5901344,2023-04-01,ACC-1110,transfer,4024.80,24.25,4000.55
TXN-6247848,2023-04-01,ACC-1095,transfer,3468.58,20.91,3447.67
TXN-6872082,2023-04-01,ACC-1102,payment,1155.56,33.81,1121.75
TXN-7183588,2023-04-01,ACC-1007,payment,1573.81,45.94,1527.87
TXN-7418838,2023-04-01,ACC-1056,payment,190.77,5.83,184.94
TXN-7505751,2023-04-01,ACC-1022,payment,2078.29,60.57,2017.72
TXN-8028299,2023-04-01,ACC-1015,payment,2480.38,72.23,2408.15
TXN-8393169,2023-04-01,ACC-1034,payment,700.85,20.62,680.23
TXN-8457814,2023-04-01,ACC-1121,transfer,1975.35,11.95,1963.40
TXN-9473305,2023-04-01,ACC-1114,payment,1992.80,38.06,1954.74
TXN-9969537,2023-04-01,ACC-1057,payment,384.49,9.48,375.01
TXN-9996004,2023-04-01,ACC-1125,payment,1692.17,32.35,1659.82
TXN-1474357,2023-04-02,ACC-1002,payment,738.51,21.72,716.79
TXN-1484356,2023-04-02,ACC-1052,payment,715.58,17.42,698.16
TXN-2713039,2023-04-02,ACC-1058,payment,245.64,7.42,238.22
TXN-2788986,2023-04-02,ACC-1091,payment,749.94,22.05,727.89
TXN-3281968,2023-04-02,ACC-1123,payment,1506.28,36.40,1469.88
TXN-3653077,2023-04-02,ACC-1122,payment,1210.80,35.41,1175.39
TXN-4327784,2023-04-02,ACC-1081,payment,1593.67,46.52,1547.15
TXN-4728827,2023-04-02,ACC-1028,payment,951.26,27.89,923.37
TXN-4786131,2023-04-02,ACC-1071,transfer,4516.39,36.23,4480.16
TXN-5626908,2023-04-02,ACC-1122,payment,625.82,18.45,607.37
TXN-6059281,2023-04-02,ACC-1088,payment,332.14,9.93,322.21
TXN-6064132,2023-04-02,ACC-1077,payment,1554.44,29.73,1524.71
TXN-6140006,2023-04-02,ACC-1117,transfer,889.13,7.21,881.92
TXN-6731684,2023-04-02,ACC-1025,payment,1098.03,26.60,1071.43
TXN-6902672,2023-04-02,ACC-1065,payment,1466.39,42.83,1423.56
TXN-1249491,2023-04-03,ACC-1042,payment,161.46,4.98,156.48
TXN-1260408,2023-04-03,ACC-1034,payment,1956.25,57.03,1899.22
TXN-1971423,2023-04-03,ACC-1100,transfer,4588.99,36.81,4552.18
TXN-2363250,2023-04-03,ACC-1002,payment,1142.92,33.44,1109.48
TXN-2561151,2023-04-03,ACC-1077,payment,738.80,14.24,724.56
TXN-2964083,2023-04-03,ACC-1095,payment,1749.30,42.23,1707.07
TXN-3239506,2023-04-03,ACC-1030,refund,394.11,0.20,393.91
