txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-6833433,2024-08-10,ACC-1001,payment,1387.92,33.56,1354.36
TXN-1555224,2025-02-01,ACC-1026,payment,1730.48,50.48,1680.00
TXN-6195791,2025-02-02,ACC-1037,payment,1654.36,48.28,1606.08
TXN-8052256,2025-02-02,ACC-1034,payment,1266.91,37.04,1229.87
TXN-8257246,2025-02-03,ACC-1027,payment,2269.05,66.10,2202.95
TXN-2451403,2025-02-04,ACC-1002,transfer,4054.93,32.54,4022.39
TXN-3386229,2025-02-04,ACC-1027,transfer,2225.70,17.91,2207.79
TXN-9177234,2025-02-04,ACC-1023,payment,1691.43,32.34,1659.09
TXN-2694369,2025-02-05,ACC-1002,payment,2448.57,71.31,2377.26
TXN-3545384,2025-02-05,ACC-1040,transfer,4805.38,28.93,4776.45
TXN-2586597,2025-02-06,ACC-1034,transfer,1742.90,14.04,1728.86
TXN-5960192,2025-02-06,ACC-1032,payment,1686.23,49.20,1637.03
TXN-6113811,2025-02-06,ACC-1035,transfer,223.54,0.94,222.60
TXN-4986338,2025-02-07,ACC-1014,payment,1424.27,41.60,1382.67
TXN-8649134,2025-02-07,ACC-1002,payment,919.25,26.96,892.29
TXN-5456272,2025-02-08,ACC-1023,payment,964.82,18.53,946.29
TXN-5623337,2025-02-08,ACC-1016,payment,273.99,8.25,265.74
TXN-7090065,2025-02-08,ACC-1022,transfer,2698.63,21.69,2676.94
TXN-5343951,2025-02-09,ACC-1002,payment,1436.23,41.95,1394.28
TXN-5982969,2025-02-09,ACC-1020,refund,355.73,0.25,355.48
TXN-7111274,2025-02-09,ACC-1015,payment,1544.20,45.08,1499.12
TXN-3267981,2025-02-10,ACC-1028,payment,2052.18,59.81,1992.37
TXN-3563198,2025-02-10,ACC-1034,payment,544.72,16.10,528.62
TXN-4410939,2025-02-10,ACC-1027,payment,1585.45,46.28,1539.17
TXN-8765072,2025-02-11,ACC-1011,payment,1629.90,47.57,1582.33
TXN-1680654,2025-02-12,ACC-1035,payment,1428.10,27.33,1400.77
TXN-1755685,2025-02-12,ACC-1026,refund,182.60,0.25,182.35
TXN-5419782,2025-02-12,ACC-1008,payment,2010.70,38.40,1972.30
TXN-5971802,2025-02-12,ACC-1004,transfer,596.25,2.44,593.81
TXN-9289800,2025-02-12,ACC-1012,payment,111.03,3.52,107.51
TXN-3480903,2025-02-13,ACC-1031,transfer,1947.83,15.68,1932.15
TXN-3579340,2025-02-13,ACC-1015,refund,375.50,0.25,375.25
TXN-3913430,2025-02-13,ACC-1018,payment,2144.47,62.49,2081.98
TXN-6366747,2025-02-13,ACC-1038,payment,354.96,8.77,346.19
TXN-9121111,2025-02-13,ACC-1026,payment,2089.18,60.89,2028.29
TXN-9615619,2025-02-13,ACC-1030,transfer,2695.73,10.83,2684.90
TXN-9553854,2025-02-14,ACC-1017,payment,1927.58,56.20,1871.38
TXN-2479046,2025-02-15,ACC-1031,payment,970.21,28.44,941.77
TXN-3781126,2025-02-15,ACC-1006,transfer,1543.32,12.45,1530.87
TXN-5171448,2025-02-16,ACC-1013,refund,14.13,0.25,13.88
TXN-3353423,2025-02-17,ACC-1009,payment,1032.36,30.24,1002.12
TXN-7813525,2025-02-17,ACC-1036,payment,298.14,8.95,289.19
TXN-4378133,2025-02-18,ACC-1022,payment,2086.94,60.82,2026.12
TXN-9514154,2025-02-18,ACC-1020,payment,803.83,23.61,780.22
TXN-3591956,2025-02-19,ACC-1013,refund,213.64,0.25,213.39
TXN-5056144,2025-02-19,ACC-1012,payment,634.70,18.71,615.99
TXN-6013590,2025-02-19,ACC-1017,payment,534.51,15.80,518.71
TXN-5954639,2025-02-20,ACC-1039,payment,2317.84,67.52,2250.32
TXN-6814260,2025-02-20,ACC-1026,transfer,1832.11,14.76,1817.35
TXN-9235652,2025-02-20,ACC-1005,transfer,703.04,2.86,700.18
TXN-9676243,2025-02-20,ACC-1015,refund,259.82,0.25,259.57
TXN-1372244,2025-02-21,ACC-1024,payment,1599.55,30.59,1568.96
TXN-5414895,2025-02-21,ACC-1024,payment,18.88,0.56,18.32
TXN-5456868,2025-02-22,ACC-1027,payment,1401.41,40.94,1360.47
TXN-7483071,2025-02-22,ACC-1021,payment,2287.08,66.63,2220.45
TXN-7526535,2025-02-22,ACC-1038,payment,1062.55,25.75,1036.80
TXN-1043078,2025-02-23,ACC-1010,refund,385.35,0.20,385.15
TXN-4069720,2025-02-23,ACC-1014,transfer,1150.84,9.31,1141.53
TXN-3443376,2025-02-24,ACC-1040,transfer,358.28,2.25,356.03
TXN-6374166,2025-02-24,ACC-1029,payment,1265.68,37.00,1228.68
TXN-3884215,2025-02-25,ACC-1014,payment,1944.37,56.69,1887.68
TXN-5476041,2025-02-25,ACC-1014,transfer,205.33,1.74,203.59
TXN-3575534,2025-02-26,ACC-1008,payment,510.01,9.89,500.12
TXN-4450202,2025-02-26,ACC-1026,payment,2329.55,67.86,2261.69
TXN-4939760,2025-02-26,ACC-1020,payment,1874.85,54.67,1820.18
TXN-7422735,2025-02-26,ACC-1016,transfer,2738.09,22.00,2716.09
TXN-5184399,2025-02-27,ACC-1038,payment,1517.52,36.67,1480.85
TXN-8296106,2025-02-27,ACC-1005,transfer,2157.60,8.68,2148.92
TXN-8689920,2025-02-27,ACC-1035,payment,103.97,2.18,101.79
