txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1919456,2023-03-01,ACC-1053,payment,1831.08,53.40,1777.68
TXN-2131288,2023-03-01,ACC-1100,payment,2042.71,59.54,1983.17
TXN-2376660,2023-03-01,ACC-1039,payment,517.43,15.31,502.12
TXN-2377097,2023-03-01,ACC-1020,payment,265.00,7.99,257.01
TXN-3594346,2023-03-01,ACC-1100,payment,1139.68,33.35,1106.33
TXN-3641296,2023-03-01,ACC-1116,payment,638.05,18.80,619.25
TXN-4374559,2023-03-01,ACC-1118,payment,59.14,2.02,57.12
TXN-5297077,2023-03-01,ACC-1012,payment,49.77,1.74,48.03
TXN-5447934,2023-03-01,ACC-1073,transfer,424.28,3.49,420.79
TXN-5786628,2023-03-01,ACC-1126,transfer,4382.52,26.40,4356.12
TXN-5921007,2023-03-01,ACC-1098,payment,1381.48,26.45,1355.03
TXN-6085892,2023-03-01,ACC-1124,payment,1089.02,26.39,1062.63
TXN-6160587,2023-03-01,ACC-1092,payment,2058.73,60.00,1998.73
TXN-6269138,2023-03-01,ACC-1090,transfer,150.81,1.00,149.81
TXN-6513773,2023-03-01,ACC-1093,payment,654.71,19.29,635.42
TXN-7095924,2023-03-01,ACC-1021,payment,204.54,6.23,198.31
TXN-7634341,2023-03-01,ACC-1130,payment,946.60,22.97,923.63
TXN-7636640,2023-03-01,ACC-1001,payment,284.64,7.08,277.56
TXN-7745024,2023-03-01,ACC-1051,payment,236.32,4.69,231.63
TXN-8565230,2023-03-01,ACC-1074,payment,346.59,8.57,338.02
TXN-8940293,2023-03-01,ACC-1113,payment,1540.32,37.22,1503.10
TXN-9688920,2023-03-01,ACC-1094,payment,1922.34,46.39,1875.95
TXN-9914792,2023-03-01,ACC-1011,payment,413.59,12.29,401.30
TXN-1151081,2023-03-02,ACC-1029,payment,1326.34,38.76,1287.58
TXN-1631325,2023-03-02,ACC-1025,payment,403.66,9.94,393.72
TXN-1690358,2023-03-02,ACC-1094,payment,592.01,14.46,577.55
TXN-2045481,2023-03-02,ACC-1032,payment,397.26,9.78,387.48
TXN-2400381,2023-03-02,ACC-1001,payment,532.60,13.03,519.57
TXN-2786620,2023-03-02,ACC-1030,payment,751.78,14.48,737.30
TXN-2987834,2023-03-02,ACC-1090,payment,1856.66,44.81,1811.85
TXN-3741251,2023-03-02,ACC-1089,payment,2309.02,55.67,2253.35
TXN-4605722,2023-03-02,ACC-1057,payment,931.75,22.61,909.14
TXN-4659590,2023-03-02,ACC-1121,payment,113.26,2.97,110.29
TXN-4905873,2023-03-02,ACC-1119,payment,1657.92,40.04,1617.88
TXN-4918138,2023-03-02,ACC-1048,payment,166.17,4.24,161.93
TXN-5554450,2023-03-02,ACC-1041,payment,1827.60,53.30,1774.30
TXN-6260562,2023-03-02,ACC-1036,transfer,2813.02,22.60,2790.42
TXN-6564062,2023-03-02,ACC-1058,payment,1528.51,44.63,1483.88
TXN-7863109,2023-03-02,ACC-1125,transfer,3714.93,14.91,3700.02
TXN-7903350,2023-03-02,ACC-1026,payment,91.44,2.95,88.49
TXN-7932373,2023-03-02,ACC-1103,payment,1866.29,54.42,1811.87
TXN-8409380,2023-03-02,ACC-1117,payment,605.76,17.87,587.89
TXN-8597163,2023-03-02,ACC-1024,transfer,4868.76,19.53,4849.23
TXN-8904246,2023-03-02,ACC-1013,transfer,2494.60,15.07,2479.53
TXN-9917168,2023-03-02,ACC-1102,transfer,263.81,2.21,261.60
TXN-9969941,2023-03-02,ACC-1027,transfer,2385.78,19.19,2366.59
TXN-1256645,2023-03-03,ACC-1010,transfer,2694.32,10.83,2683.49
TXN-1567782,2023-03-03,ACC-1076,payment,1499.63,36.24,1463.39
TXN-2878743,2023-03-03,ACC-1050,payment,62.88,1.76,61.12
TXN-2943933,2023-03-03,ACC-1125,payment,1380.46,26.43,1354.03
TXN-3331344,2023-03-03,ACC-1127,payment,1794.32,52.34,1741.98
TXN-3548161,2023-03-03,ACC-1085,payment,1862.47,35.59,1826.88
TXN-3743578,2023-03-03,ACC-1103,refund,197.14,0.25,196.89
TXN-4313603,2023-03-03,ACC-1059,payment,2168.81,63.20,2105.61
TXN-4549065,2023-03-03,ACC-1018,payment,1292.79,37.79,1255.00
TXN-4571337,2023-03-03,ACC-1115,payment,242.30,6.07,236.23
