txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1171379,2024-03-01,ACC-1015,payment,1578.52,46.08,1532.44
TXN-1277245,2024-03-01,ACC-1117,transfer,4760.81,38.19,4722.62
TXN-1455776,2024-03-01,ACC-1048,payment,1054.91,25.57,1029.34
TXN-1803575,2024-03-01,ACC-1123,payment,442.10,10.86,431.24
TXN-1927801,2024-03-01,ACC-1048,payment,94.63,2.52,92.11
TXN-1978495,2024-03-01,ACC-1073,payment,1328.11,38.82,1289.29
TXN-2227447,2024-03-01,ACC-1089,transfer,3249.67,19.60,3230.07
TXN-3299626,2024-03-01,ACC-1003,transfer,733.05,4.50,728.55
TXN-3621289,2024-03-01,ACC-1043,refund,38.96,0.25,38.71
TXN-3635847,2024-03-01,ACC-1093,payment,731.87,21.52,710.35
TXN-3766865,2024-03-01,ACC-1036,payment,1706.43,49.79,1656.64
TXN-5206902,2024-03-01,ACC-1002,payment,1554.33,45.38,1508.95
TXN-5337140,2024-03-01,ACC-1021,payment,1993.72,58.12,1935.60
TXN-5380720,2024-03-01,ACC-1041,payment,411.51,12.23,399.28
TXN-5681556,2024-03-01,ACC-1077,payment,2174.83,41.52,2133.31
TXN-6246419,2024-03-01,ACC-1107,payment,1651.58,48.20,1603.38
TXN-6259028,2024-03-01,ACC-1018,payment,1513.01,44.18,1468.83
TXN-6647056,2024-03-01,ACC-1008,payment,1466.21,28.06,1438.15
TXN-6773318,2024-03-01,ACC-1108,payment,2057.91,59.98,1997.93
TXN-7867656,2024-03-01,ACC-1111,transfer,1408.88,8.55,1400.33
TXN-7946110,2024-03-01,ACC-1002,payment,525.69,15.55,510.14
TXN-8814133,2024-03-01,ACC-1092,payment,1440.76,42.08,1398.68
TXN-9116533,2024-03-01,ACC-1088,refund,148.45,0.25,148.20
TXN-9203814,2024-03-01,ACC-1091,payment,762.66,22.42,740.24
TXN-9399906,2024-03-01,ACC-1064,transfer,2017.16,16.24,2000.92
TXN-9647799,2024-03-01,ACC-1045,payment,451.06,11.08,439.98
TXN-9931059,2024-03-01,ACC-1026,transfer,1198.35,9.69,1188.66
TXN-1626928,2024-03-02,ACC-1034,payment,1510.23,44.10,1466.13
