txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-2288455,2025-10-01,ACC-1006,payment,1379.96,40.32,1339.64
TXN-2711276,2025-10-01,ACC-1003,payment,2330.72,56.19,2274.53
TXN-2984517,2025-10-01,ACC-1018,transfer,2873.48,23.09,2850.39
TXN-3000684,2025-10-01,ACC-1051,payment,58.04,1.30,56.74
TXN-3902492,2025-10-01,ACC-1129,refund,152.19,0.25,151.94
TXN-4183002,2025-10-01,ACC-1117,payment,2476.78,72.13,2404.65
TXN-5560867,2025-10-01,ACC-1038,payment,749.10,18.23,730.87
TXN-5821493,2025-10-01,ACC-1014,payment,71.90,2.39,69.51
TXN-6840077,2025-10-01,ACC-1007,payment,1963.68,57.25,1906.43
TXN-6970387,2025-10-01,ACC-1044,payment,1823.37,34.84,1788.53
TXN-7124954,2025-10-01,ACC-1089,refund,226.34,0.25,226.09
TXN-7710828,2025-10-01,ACC-1039,payment,2346.01,68.33,2277.68
TXN-8281804,2025-10-01,ACC-1120,payment,604.34,14.75,589.59
TXN-9187492,2025-10-01,ACC-1064,payment,5.97,0.47,5.50
TXN-9775073,2025-10-01,ACC-1119,payment,1282.29,31.02,1251.27
TXN-9948816,2025-10-01,ACC-1049,payment,692.55,20.38,672.17
TXN-1983163,2025-10-02,ACC-1031,payment,683.40,20.12,663.28
TXN-3068107,2025-10-02,ACC-1119,payment,1607.28,38.82,1568.46
TXN-3448408,2025-10-02,ACC-1128,payment,897.51,26.33,871.18
TXN-3821767,2025-10-02,ACC-1035,payment,2157.22,41.19,2116.03
TXN-4197461,2025-10-02,ACC-1024,payment,426.00,8.29,417.71
TXN-4683665,2025-10-02,ACC-1127,payment,1726.21,50.36,1675.85
TXN-4794352,2025-10-02,ACC-1023,payment,2198.60,41.97,2156.63
TXN-5463599,2025-10-02,ACC-1088,payment,2167.27,63.15,2104.12
TXN-5787406,2025-10-02,ACC-1045,transfer,4784.65,28.81,4755.84
TXN-6323668,2025-10-02,ACC-1113,payment,1072.91,26.00,1046.91
TXN-6554703,2025-10-02,ACC-1026,transfer,4791.34,38.43,4752.91
TXN-6563399,2025-10-02,ACC-1061,payment,1101.66,32.25,1069.41
