txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1044894,2023-08-01,ACC-1022,transfer,828.13,6.73,821.40
TXN-1225286,2023-08-01,ACC-1066,payment,2357.02,44.98,2312.04
TXN-1252551,2023-08-01,ACC-1033,payment,142.68,4.44,138.24
TXN-1306032,2023-08-01,ACC-1129,transfer,2869.59,23.06,2846.53
TXN-4417775,2023-08-01,ACC-1129,payment,270.21,8.14,262.07
TXN-4443039,2023-08-01,ACC-1089,payment,1064.77,25.80,1038.97
TXN-5460074,2023-08-01,ACC-1083,payment,1374.64,26.32,1348.32
TXN-6436917,2023-08-01,ACC-1039,payment,551.64,16.30,535.34
TXN-7073727,2023-08-01,ACC-1099,transfer,2069.42,16.66,2052.76
TXN-7255271,2023-08-01,ACC-1122,payment,599.99,17.70,582.29
TXN-7538308,2023-08-01,ACC-1075,payment,2395.69,69.78,2325.91
TXN-7807701,2023-08-01,ACC-1109,transfer,229.69,1.94,227.75
TXN-8319936,2023-08-01,ACC-1052,transfer,865.62,5.29,860.33
TXN-9233937,2023-08-01,ACC-1057,payment,865.55,21.02,844.53
TXN-9699829,2023-08-01,ACC-1129,payment,2363.52,68.84,2294.68
TXN-2466498,2023-08-02,ACC-1115,payment,944.02,22.91,921.11
TXN-2761191,2023-08-02,ACC-1113,payment,1364.21,32.99,1331.22
TXN-2939657,2023-08-02,ACC-1014,transfer,1111.57,8.99,1102.58
TXN-2966698,2023-08-02,ACC-1038,payment,12.70,0.55,12.15
TXN-3043578,2023-08-02,ACC-1110,transfer,2516.81,15.20,2501.61
TXN-3988410,2023-08-02,ACC-1065,payment,2182.59,63.60,2118.99
TXN-4224421,2023-08-02,ACC-1090,transfer,74.10,0.54,73.56
TXN-4705709,2023-08-02,ACC-1007,payment,1167.45,34.16,1133.29
TXN-5433731,2023-08-02,ACC-1036,transfer,2149.39,17.30,2132.09
TXN-6264646,2023-08-02,ACC-1072,payment,1417.82,41.42,1376.40
TXN-6369823,2023-08-02,ACC-1076,payment,1949.78,47.04,1902.74
TXN-6764165,2023-08-02,ACC-1021,payment,1239.32,36.24,1203.08
TXN-6859255,2023-08-02,ACC-1055,payment,1153.64,27.94,1125.70
TXN-7325566,2023-08-02,ACC-1018,payment,2332.11,67.93,2264.18
TXN-8081804,2023-08-02,ACC-1090,payment,2456.37,59.20,2397.17
TXN-8558135,2023-08-02,ACC-1094,transfer,3755.46,22.63,3732.83
TXN-8861613,2023-08-02,ACC-1012,payment,1449.12,42.32,1406.80
TXN-8902759,2023-08-02,ACC-1029,payment,409.17,12.17,397.00
TXN-9145990,2023-08-02,ACC-1011,payment,1259.63,36.83,1222.80
TXN-9250383,2023-08-02,ACC-1109,payment,2148.52,62.61,2085.91
TXN-9346214,2023-08-02,ACC-1129,payment,641.25,18.90,622.35
TXN-9661823,2023-08-02,ACC-1030,payment,198.10,3.96,194.14
TXN-9842398,2023-08-02,ACC-1061,refund,262.69,0.25,262.44
