txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-8606326,2023-07-01,ACC-1042,transfer,4241.81,34.03,4207.78
TXN-1223328,2024-08-01,ACC-1031,payment,412.94,12.28,400.66
TXN-1787057,2024-08-01,ACC-1034,refund,12.37,0.25,12.12
TXN-1856004,2024-08-01,ACC-1036,payment,728.72,21.43,707.29
TXN-2167929,2024-08-01,ACC-1083,transfer,890.59,3.61,886.98
TXN-2249465,2024-08-01,ACC-1036,payment,225.84,6.85,218.99
TXN-2846284,2024-08-01,ACC-1088,payment,623.95,18.39,605.56
TXN-2882603,2024-08-01,ACC-1011,refund,180.64,0.25,180.39
TXN-3011240,2024-08-01,ACC-1094,payment,1681.27,40.60,1640.67
TXN-3123844,2024-08-01,ACC-1109,payment,1323.11,38.67,1284.44
TXN-3738368,2024-08-01,ACC-1013,payment,1652.39,39.91,1612.48
TXN-3917266,2024-08-01,ACC-1073,transfer,4673.04,37.48,4635.56
TXN-4011837,2024-08-01,ACC-1107,transfer,3907.70,31.36,3876.34
TXN-4354188,2024-08-01,ACC-1007,payment,606.54,17.89,588.65
TXN-5920106,2024-08-01,ACC-1114,transfer,1463.54,5.90,1457.64
TXN-5985597,2024-08-01,ACC-1123,payment,2219.14,53.51,2165.63
TXN-6663596,2024-08-01,ACC-1013,payment,1326.35,32.08,1294.27
TXN-6683914,2024-08-01,ACC-1106,payment,864.32,20.99,843.33
TXN-6702598,2024-08-01,ACC-1001,payment,1635.02,39.49,1595.53
TXN-7169247,2024-08-01,ACC-1101,payment,228.03,6.91,221.12
TXN-8451575,2024-08-01,ACC-1039,payment,2333.99,67.99,2266.00
TXN-8698676,2024-08-01,ACC-1039,payment,426.56,12.67,413.89
TXN-8755334,2024-08-01,ACC-1052,payment,1565.40,37.82,1527.58
TXN-9155152,2024-08-01,ACC-1071,payment,817.85,24.02,793.83
TXN-9892055,2024-08-01,ACC-1093,refund,169.04,0.25,168.79
TXN-9916622,2024-08-01,ACC-1070,payment,1574.92,30.12,1544.80
TXN-1107075,2024-08-02,ACC-1007,transfer,1025.47,8.30,1017.17
TXN-1315756,2024-08-02,ACC-1121,payment,1824.68,44.04,1780.64
TXN-1847489,2024-08-02,ACC-1062,payment,137.71,3.56,134.15
TXN-2144497,2024-08-02,ACC-1055,transfer,4914.65,29.59,4885.06
TXN-2577979,2024-08-02,ACC-1117,payment,577.98,17.06,560.92
TXN-2738858,2024-08-02,ACC-1100,payment,65.57,2.20,63.37
TXN-3282759,2024-08-02,ACC-1034,payment,874.04,25.65,848.39
TXN-3578020,2024-08-02,ACC-1051,payment,1997.59,38.15,1959.44
TXN-4277508,2024-08-02,ACC-1041,transfer,246.38,2.07,244.31
TXN-4543851,2024-08-02,ACC-1090,payment,383.55,9.46,374.09
TXN-6353218,2024-08-02,ACC-1024,payment,1301.16,24.92,1276.24
TXN-6479197,2024-08-02,ACC-1008,payment,1184.59,22.71,1161.88
TXN-7078779,2024-08-02,ACC-1006,payment,2350.54,68.47,2282.07
TXN-9306994,2024-08-02,ACC-1092,payment,1392.39,40.68,1351.71
TXN-9901144,2024-08-02,ACC-1037,transfer,4968.02,39.84,4928.18
TXN-1218996,2024-08-03,ACC-1093,refund,358.85,0.25,358.60
TXN-1432752,2024-08-03,ACC-1033,payment,1000.30,29.31,970.99
TXN-2183115,2024-08-03,ACC-1070,payment,1687.37,32.26,1655.11
TXN-2193647,2024-08-03,ACC-1058,payment,1272.63,37.21,1235.42
TXN-2592950,2024-08-03,ACC-1027,payment,1733.97,50.59,1683.38
TXN-2723030,2024-08-03,ACC-1033,payment,1735.55,50.63,1684.92
TXN-2978328,2024-08-03,ACC-1108,payment,318.10,9.52,308.58
TXN-3267831,2024-08-03,ACC-1114,payment,272.26,5.37,266.89
TXN-3275965,2024-08-03,ACC-1013,payment,178.50,4.53,173.97
TXN-3439305,2024-08-03,ACC-1034,payment,2116.82,61.69,2055.13
TXN-4156424,2024-08-03,ACC-1082,payment,1009.25,29.57,979.68
TXN-4930188,2024-08-03,ACC-1037,payment,515.72,15.26,500.46
TXN-5685571,2024-08-03,ACC-1112,refund,61.32,0.25,61.07
TXN-6096396,2024-08-03,ACC-1116,transfer,2841.11,22.83,2818.28
TXN-6145496,2024-08-03,ACC-1021,payment,882.11,25.88,856.23
TXN-6173932,2024-08-03,ACC-1077,refund,225.47,0.20,225.27
TXN-6295766,2024-08-03,ACC-1128,payment,1224.41,35.81,1188.60
TXN-6447538,2024-08-03,ACC-1039,transfer,4839.23,38.81,4800.42
TXN-7106757,2024-08-03,ACC-1117,transfer,4001.53,32.11,3969.42
TXN-8591799,2024-08-03,ACC-1003,transfer,2760.50,16.66,2743.84
TXN-8930624,2024-08-03,ACC-1011,payment,734.39,21.60,712.79
TXN-9598046,2024-08-03,ACC-1052,payment,2491.43,60.04,2431.39
TXN-9605105,2024-08-03,ACC-1088,transfer,3019.88,24.26,2995.62
TXN-1025201,2024-08-04,ACC-1073,payment,589.64,17.40,572.24
TXN-1387917,2024-08-04,ACC-1070,payment,226.72,4.51,222.21
TXN-1890843,2024-08-04,ACC-1118,payment,1947.94,56.79,1891.15
TXN-2540156,2024-08-04,ACC-1086,refund,176.62,0.20,176.42
TXN-2603412,2024-08-04,ACC-1025,payment,1490.66,36.03,1454.63
TXN-2681346,2024-08-04,ACC-1003,payment,2128.17,51.33,2076.84
TXN-2771101,2024-08-04,ACC-1077,payment,315.05,6.19,308.86
TXN-2970520,2024-08-04,ACC-1120,transfer,3196.95,19.28,3177.67
TXN-4243716,2024-08-04,ACC-1094,payment,1438.21,34.77,1403.44
TXN-4339372,2024-08-04,ACC-1067,payment,1687.91,40.76,1647.15
TXN-5271420,2024-08-04,ACC-1049,payment,1659.86,48.44,1611.42
TXN-5650424,2024-08-04,ACC-1107,payment,2162.01,63.00,2099.01
TXN-6666982,2024-08-04,ACC-1102,transfer,992.54,8.04,984.50
TXN-7530146,2024-08-04,ACC-1067,payment,1463.97,35.39,1428.58
TXN-7861433,2024-08-04,ACC-1116,payment,2331.78,67.92,2263.86
TXN-8143842,2024-08-04,ACC-1065,payment,409.60,12.18,397.42
TXN-8195511,2024-08-04,ACC-1046,payment,1409.21,41.17,1368.04
TXN-8567012,2024-08-04,ACC-1007,payment,494.51,14.64,479.87
TXN-8815969,2024-08-04,ACC-1070,payment,294.57,5.80,288.77
TXN-9063703,2024-08-04,ACC-1026,payment,914.32,26.82,887.50
TXN-9431916,2024-08-04,ACC-1074,refund,353.48,0.25,353.23
TXN-9716221,2024-08-04,ACC-1059,payment,1508.03,44.03,1464.00
TXN-9746434,2024-08-04,ACC-1129,payment,2099.21,61.18,2038.03
TXN-1029543,2024-08-05,ACC-1102,payment,1516.94,44.29,1472.65
TXN-1503022,2024-08-05,ACC-1016,payment,2066.66,60.23,2006.43
TXN-1713054,2024-08-05,ACC-1122,payment,1302.15,38.06,1264.09
TXN-2136100,2024-08-05,ACC-1126,refund,260.34,0.25,260.09
TXN-2194314,2024-08-05,ACC-1052,transfer,2314.11,13.98,2300.13
TXN-2727248,2024-08-05,ACC-1085,transfer,1351.95,5.46,1346.49
TXN-2777570,2024-08-05,ACC-1019,payment,1042.97,30.55,1012.42
TXN-2911717,2024-08-05,ACC-1076,transfer,376.25,2.36,373.89
TXN-2921641,2024-08-05,ACC-1063,payment,1023.10,29.97,993.13
TXN-3314214,2024-08-05,ACC-1061,payment,195.67,5.97,189.70
TXN-3319742,2024-08-05,ACC-1089,payment,1205.32,29.18,1176.14
TXN-3363772,2024-08-05,ACC-1115,transfer,4492.30,27.05,4465.25
TXN-3880165,2024-08-05,ACC-1029,payment,2255.66,65.71,2189.95
TXN-4310697,2024-08-05,ACC-1071,payment,438.67,13.02,425.65
TXN-4352000,2024-08-05,ACC-1112,payment,209.57,6.38,203.19
TXN-4499328,2024-08-05,ACC-1010,refund,395.81,0.20,395.61
TXN-5071480,2024-08-05,ACC-1064,payment,1561.06,45.57,1515.49
TXN-5100089,2024-08-05,ACC-1105,payment,2368.79,68.99,2299.80
TXN-5484896,2024-08-05,ACC-1071,payment,324.92,9.72,315.20
TXN-6805731,2024-08-05,ACC-1047,payment,2212.69,42.24,2170.45
TXN-7149512,2024-08-05,ACC-1078,refund,42.12,0.25,41.87
TXN-7585482,2024-08-05,ACC-1037,transfer,3133.95,25.17,3108.78
TXN-7596280,2024-08-05,ACC-1047,payment,794.96,15.30,779.66
TXN-8654951,2024-08-05,ACC-1083,transfer,1738.21,7.00,1731.21
TXN-8945427,2024-08-05,ACC-1040,payment,167.39,4.27,163.12
TXN-9322935,2024-08-05,ACC-1020,payment,1728.95,50.44,1678.51
TXN-9705674,2024-08-05,ACC-1081,payment,2070.34,60.34,2010.00
TXN-9974765,2024-08-05,ACC-1122,transfer,2824.98,22.70,2802.28
TXN-1058303,2024-08-06,ACC-1085,transfer,1594.32,12.85,1581.47
TXN-1143308,2024-08-06,ACC-1127,refund,372.76,0.25,372.51
TXN-1866345,2024-08-06,ACC-1116,payment,2498.15,72.75,2425.40
TXN-2098185,2024-08-06,ACC-1058,payment,1372.49,40.10,1332.39
TXN-2567700,2024-08-06,ACC-1102,payment,2222.30,64.75,2157.55
TXN-2734678,2024-08-06,ACC-1059,payment,2097.76,61.14,2036.62
TXN-3514312,2024-08-06,ACC-1017,payment,896.06,26.29,869.77
TXN-3516873,2024-08-06,ACC-1081,payment,495.04,14.66,480.38
TXN-3705712,2024-08-06,ACC-1042,transfer,3389.53,27.22,3362.31
TXN-3764549,2024-08-06,ACC-1025,payment,1830.47,44.18,1786.29
TXN-4463230,2024-08-06,ACC-1008,payment,771.32,14.86,756.46
TXN-4878956,2024-08-06,ACC-1010,transfer,1988.48,8.00,1980.48
TXN-5064436,2024-08-06,ACC-1005,transfer,1368.73,5.52,1363.21
TXN-5273902,2024-08-06,ACC-1091,payment,1038.55,30.42,1008.13
TXN-5276736,2024-08-06,ACC-1035,transfer,1075.26,4.35,1070.91
TXN-5420647,2024-08-06,ACC-1098,transfer,1211.41,4.90,1206.51
TXN-5922952,2024-08-06,ACC-1127,payment,354.44,10.58,343.86
TXN-6096194,2024-08-06,ACC-1052,payment,109.16,2.87,106.29
TXN-6400130,2024-08-06,ACC-1095,payment,1271.84,30.77,1241.07
TXN-7217065,2024-08-06,ACC-1049,payment,568.79,16.79,552.00
TXN-7582287,2024-08-06,ACC-1073,payment,722.14,21.24,700.90
TXN-7636472,2024-08-06,ACC-1110,payment,1574.46,38.04,1536.42
TXN-7895594,2024-08-06,ACC-1106,transfer,1624.42,9.85,1614.57
TXN-7911969,2024-08-06,ACC-1094,payment,1246.68,30.17,1216.51
TXN-8022043,2024-08-06,ACC-1123,transfer,2371.03,14.33,2356.70
TXN-8107515,2024-08-06,ACC-1067,payment,578.12,14.12,564.00
TXN-8640036,2024-08-06,ACC-1119,transfer,3451.49,20.81,3430.68
TXN-8890220,2024-08-06,ACC-1058,transfer,2551.87,20.51,2531.36
TXN-8894108,2024-08-06,ACC-1103,payment,373.99,11.15,362.84
TXN-8907967,2024-08-06,ACC-1100,payment,2452.29,71.42,2380.87
TXN-8938991,2024-08-06,ACC-1119,payment,2202.40,53.11,2149.29
TXN-9589175,2024-08-06,ACC-1045,payment,2219.40,53.52,2165.88
TXN-9828862,2024-08-06,ACC-1090,payment,1288.26,31.17,1257.09
TXN-1746845,2024-08-07,ACC-1043,transfer,3338.60,20.13,3318.47
TXN-2108809,2024-08-07,ACC-1113,payment,385.88,9.51,376.37
TXN-2295720,2024-08-07,ACC-1109,payment,2046.19,59.64,1986.55
TXN-2650220,2024-08-07,ACC-1069,payment,51.78,1.80,49.98
TXN-2842315,2024-08-07,ACC-1069,payment,421.25,12.52,408.73
TXN-3109897,2024-08-07,ACC-1060,payment,2234.22,65.09,2169.13
TXN-3686026,2024-08-07,ACC-1125,payment,388.00,7.57,380.43
TXN-3991344,2024-08-07,ACC-1078,payment,236.33,7.15,229.18
TXN-4092741,2024-08-07,ACC-1072,payment,301.29,9.04,292.25
TXN-4920204,2024-08-07,ACC-1113,payment,344.10,8.51,335.59
TXN-5294391,2024-08-07,ACC-1088,transfer,415.09,3.42,411.67
TXN-5565285,2024-08-07,ACC-1066,payment,2063.60,39.41,2024.19
TXN-5747697,2024-08-07,ACC-1115,payment,680.28,16.58,663.70
TXN-5862517,2024-08-07,ACC-1007,refund,240.32,0.25,240.07
TXN-5984049,2024-08-07,ACC-1124,payment,365.29,9.02,356.27
TXN-6319386,2024-08-07,ACC-1023,payment,1347.03,25.79,1321.24
TXN-6748351,2024-08-07,ACC-1008,payment,1363.84,26.11,1337.73
TXN-6754449,2024-08-07,ACC-1054,transfer,4114.22,24.79,4089.43
TXN-6984745,2024-08-07,ACC-1021,refund,316.18,0.25,315.93
TXN-7781584,2024-08-07,ACC-1029,payment,1656.74,48.35,1608.39
TXN-8353985,2024-08-07,ACC-1065,payment,590.74,17.43,573.31
TXN-8701681,2024-08-07,ACC-1101,payment,259.53,7.83,251.70
TXN-8991491,2024-08-07,ACC-1114,payment,510.85,9.91,500.94
TXN-9548312,2024-08-07,ACC-1103,payment,1292.53,37.78,1254.75
TXN-1302493,2024-08-08,ACC-1101,transfer,3159.43,25.38,3134.05
TXN-1387349,2024-08-08,ACC-1097,payment,270.84,8.15,262.69
TXN-1523500,2024-08-08,ACC-1066,payment,2269.30,43.32,2225.98
TXN-2090498,2024-08-08,ACC-1044,payment,941.66,18.09,923.57
TXN-2695896,2024-08-08,ACC-1060,payment,38.48,1.42,37.06
TXN-3064419,2024-08-08,ACC-1090,transfer,1821.95,11.03,1810.92
TXN-3418055,2024-08-08,ACC-1082,transfer,1549.03,12.49,1536.54
TXN-3649773,2024-08-08,ACC-1080,transfer,3192.29,25.64,3166.65
TXN-3927424,2024-08-08,ACC-1018,refund,242.27,0.25,242.02
TXN-4609480,2024-08-08,ACC-1062,payment,838.63,20.38,818.25
TXN-4855160,2024-08-08,ACC-1122,transfer,2164.78,17.42,2147.36
TXN-5105445,2024-08-08,ACC-1124,transfer,1889.73,11.44,1878.29
TXN-5140994,2024-08-08,ACC-1041,payment,2049.92,59.75,1990.17
TXN-5330045,2024-08-08,ACC-1088,payment,2050.03,59.75,1990.28
TXN-5611326,2024-08-08,ACC-1011,refund,6.12,0.25,5.87
TXN-5830695,2024-08-08,ACC-1058,payment,464.03,13.76,450.27
TXN-6719828,2024-08-08,ACC-1098,payment,2294.69,43.80,2250.89
TXN-6900530,2024-08-08,ACC-1086,payment,1537.80,29.42,1508.38
TXN-7156896,2024-08-08,ACC-1020,payment,1038.75,30.42,1008.33
TXN-7164708,2024-08-08,ACC-1099,payment,2270.96,66.16,2204.80
TXN-8533157,2024-08-08,ACC-1019,transfer,3173.91,25.49,3148.42
TXN-1932310,2024-08-09,ACC-1122,payment,1193.17,34.90,1158.27
TXN-2004655,2024-08-09,ACC-1097,transfer,1723.07,13.88,1709.19
TXN-2192499,2024-08-09,ACC-1043,payment,2006.86,48.41,1958.45
TXN-2213311,2024-08-09,ACC-1117,payment,1765.95,51.51,1714.44
TXN-2757822,2024-08-09,ACC-1128,payment,390.59,11.63,378.96
TXN-2963596,2024-08-09,ACC-1044,payment,993.09,19.07,974.02
TXN-3449316,2024-08-09,ACC-1097,payment,1579.64,46.11,1533.53
TXN-3740937,2024-08-09,ACC-1018,transfer,796.92,6.48,790.44
TXN-5384067,2024-08-09,ACC-1054,payment,1990.74,48.03,1942.71
TXN-6847103,2024-08-09,ACC-1046,refund,194.29,0.25,194.04
TXN-6966603,2024-08-09,ACC-1002,transfer,2128.48,17.13,2111.35
TXN-7125988,2024-08-09,ACC-1030,payment,1835.95,35.08,1800.87
TXN-7314678,2024-08-09,ACC-1122,payment,1033.16,30.26,1002.90
