txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1072325,2023-10-01,ACC-1109,payment,1092.69,31.99,1060.70
TXN-1241997,2023-10-01,ACC-1044,payment,1182.00,22.66,1159.34
TXN-1367305,2023-10-01,ACC-1118,payment,2098.76,61.16,2037.60
TXN-2388351,2023-10-01,ACC-1034,payment,939.64,27.55,912.09
TXN-3207302,2023-10-01,ACC-1019,payment,1511.72,44.14,1467.58
TXN-3260571,2023-10-01,ACC-1021,payment,1938.30,56.51,1881.79
TXN-3870222,2023-10-01,ACC-1028,payment,1808.06,52.73,1755.33
TXN-4647016,2023-10-01,ACC-1013,refund,195.09,0.25,194.84
TXN-6074567,2023-10-01,ACC-1011,payment,1698.58,49.56,1649.02
TXN-6120436,2023-10-01,ACC-1031,payment,2204.88,64.24,2140.64
TXN-6453544,2023-10-01,ACC-1053,transfer,1882.57,15.16,1867.41
TXN-6963673,2023-10-01,ACC-1041,transfer,4349.34,34.89,4314.45
TXN-7177730,2023-10-01,ACC-1046,transfer,2499.99,20.10,2479.89
TXN-7724659,2023-10-01,ACC-1126,payment,1355.12,32.77,1322.35
TXN-7763905,2023-10-01,ACC-1018,transfer,2221.50,17.87,2203.63
TXN-8841571,2023-10-01,ACC-1085,payment,1747.54,33.40,1714.14
TXN-8971266,2023-10-01,ACC-1102,payment,538.07,15.90,522.17
TXN-9023649,2023-10-01,ACC-1017,payment,1257.53,36.77,1220.76
TXN-9048281,2023-10-01,ACC-1078,payment,1295.98,37.88,1258.10
TXN-9147545,2023-10-01,ACC-1049,transfer,3229.02,25.93,3203.09
TXN-9489632,2023-10-01,ACC-1055,payment,1900.25,45.86,1854.39
TXN-9509329,2023-10-01,ACC-1010,payment,1937.02,37.00,1900.02
TXN-1123094,2023-10-02,ACC-1047,transfer,122.45,0.54,121.91
TXN-1135425,2023-10-02,ACC-1032,payment,707.81,17.24,690.57
TXN-1775269,2023-10-02,ACC-1095,transfer,768.50,4.71,763.79
TXN-1779910,2023-10-02,ACC-1036,payment,240.76,7.28,233.48
TXN-2024991,2023-10-02,ACC-1102,payment,980.21,28.73,951.48
TXN-2555940,2023-10-02,ACC-1094,payment,1214.46,29.40,1185.06
TXN-2838924,2023-10-02,ACC-1029,payment,386.90,11.52,375.38
TXN-3181128,2023-10-02,ACC-1067,payment,561.44,13.72,547.72
TXN-3728864,2023-10-02,ACC-1030,payment,359.49,7.03,352.46
TXN-4060053,2023-10-02,ACC-1117,payment,1604.30,46.82,1557.48
TXN-4089488,2023-10-02,ACC-1109,payment,461.28,13.68,447.60
TXN-4739556,2023-10-02,ACC-1043,refund,256.40,0.25,256.15
