txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1741582,2023-06-01,ACC-1099,transfer,3994.45,32.06,3962.39
TXN-1756904,2023-06-01,ACC-1112,payment,743.42,21.86,721.56
TXN-1887685,2023-06-01,ACC-1039,payment,280.92,8.45,272.47
TXN-1955902,2023-06-01,ACC-1027,payment,78.99,2.59,76.40
TXN-2171503,2023-06-01,ACC-1082,payment,719.02,21.15,697.87
TXN-2258239,2023-06-01,ACC-1111,transfer,3216.56,19.40,3197.16
TXN-3125096,2023-06-01,ACC-1054,payment,2469.69,59.52,2410.17
TXN-3321449,2023-06-01,ACC-1030,payment,643.12,12.42,630.70
TXN-3455166,2023-06-01,ACC-1072,payment,1963.40,57.24,1906.16
TXN-3648068,2023-06-01,ACC-1026,payment,1215.15,35.54,1179.61
TXN-4578775,2023-06-01,ACC-1109,payment,410.23,12.20,398.03
TXN-4730909,2023-06-01,ACC-1118,payment,1604.45,46.83,1557.62
TXN-5310568,2023-06-01,ACC-1076,payment,66.95,1.86,65.09
TXN-5656551,2023-06-01,ACC-1110,transfer,1355.04,8.23,1346.81
TXN-6705006,2023-06-01,ACC-1026,payment,2141.49,62.40,2079.09
TXN-6979924,2023-06-01,ACC-1003,payment,1480.53,35.78,1444.75
TXN-7136469,2023-06-01,ACC-1042,payment,2071.60,60.38,2011.22
TXN-7694605,2023-06-01,ACC-1059,payment,867.51,25.46,842.05
TXN-7729673,2023-06-01,ACC-1019,payment,126.73,3.98,122.75
TXN-7844461,2023-06-01,ACC-1082,transfer,3774.53,30.30,3744.23
TXN-8473272,2023-06-01,ACC-1117,transfer,3087.19,24.80,3062.39
TXN-8491856,2023-06-01,ACC-1039,transfer,938.86,7.61,931.25
TXN-8667075,2023-06-01,ACC-1118,payment,94.80,3.05,91.75
TXN-9174775,2023-06-01,ACC-1130,transfer,3636.72,21.92,3614.80
TXN-9345331,2023-06-01,ACC-1105,payment,1951.53,56.89,1894.64
TXN-9578445,2023-06-01,ACC-1104,transfer,461.15,1.89,459.26
TXN-2709584,2023-06-02,ACC-1013,refund,160.73,0.25,160.48
TXN-3121322,2023-06-02,ACC-1062,payment,831.11,20.20,810.91
TXN-3129648,2023-06-02,ACC-1018,payment,2037.47,59.39,1978.08
TXN-3231652,2023-06-02,ACC-1086,transfer,2849.89,11.45,2838.44
TXN-3315621,2023-06-02,ACC-1122,payment,1130.90,33.10,1097.80
TXN-3354164,2023-06-02,ACC-1114,payment,17.36,0.53,16.83
TXN-3571916,2023-06-02,ACC-1076,payment,1967.70,47.47,1920.23
TXN-3723996,2023-06-02,ACC-1027,payment,1386.39,40.51,1345.88
