txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1714578,2024-02-01,ACC-1081,payment,1885.45,54.98,1830.47
TXN-2551175,2024-02-01,ACC-1075,payment,1977.59,57.65,1919.94
TXN-3283663,2024-02-01,ACC-1059,payment,903.27,26.49,876.78
TXN-3389832,2024-02-01,ACC-1130,payment,2030.49,48.98,1981.51
TXN-3456894,2024-02-01,ACC-1086,payment,990.83,19.03,971.80
TXN-3872035,2024-02-01,ACC-1011,transfer,306.96,2.56,304.40
TXN-3908104,2024-02-01,ACC-1033,payment,2420.32,70.49,2349.83
TXN-3988766,2024-02-01,ACC-1054,payment,1685.70,40.71,1644.99
TXN-4793770,2024-02-01,ACC-1124,payment,2402.69,57.91,2344.78
TXN-6612196,2024-02-01,ACC-1024,payment,1176.78,22.56,1154.22
TXN-6635926,2024-02-01,ACC-1122,payment,1305.21,38.15,1267.06
TXN-6803793,2024-02-01,ACC-1084,payment,598.22,17.65,580.57
TXN-7790017,2024-02-01,ACC-1031,transfer,3594.55,28.86,3565.69
TXN-7864947,2024-02-01,ACC-1065,payment,85.36,2.78,82.58
TXN-8573935,2024-02-01,ACC-1024,refund,105.80,0.20,105.60
TXN-9446401,2024-02-01,ACC-1123,payment,286.74,7.13,279.61
TXN-1096965,2024-02-02,ACC-1017,payment,2470.65,71.95,2398.70
TXN-2356370,2024-02-02,ACC-1031,payment,1850.19,53.96,1796.23
TXN-2377094,2024-02-02,ACC-1116,payment,1472.20,42.99,1429.21
TXN-2401699,2024-02-02,ACC-1123,payment,1673.49,40.41,1633.08
TXN-2758660,2024-02-02,ACC-1120,payment,1246.43,30.16,1216.27
TXN-3074992,2024-02-02,ACC-1033,payment,2385.69,69.49,2316.20
TXN-3325145,2024-02-02,ACC-1017,transfer,232.56,1.96,230.60
TXN-3346951,2024-02-02,ACC-1031,payment,1245.31,36.41,1208.90
TXN-4929796,2024-02-02,ACC-1107,refund,132.31,0.25,132.06
TXN-6675496,2024-02-02,ACC-1107,payment,1716.04,50.07,1665.97
TXN-7310223,2024-02-02,ACC-1044,refund,247.13,0.20,246.93
TXN-7376732,2024-02-02,ACC-1127,transfer,1447.44,11.68,1435.76
TXN-8410943,2024-02-02,ACC-1087,payment,977.14,28.64,948.50
TXN-8437468,2024-02-02,ACC-1036,payment,903.74,26.51,877.23
TXN-8515669,2024-02-02,ACC-1105,payment,306.15,9.18,296.97
TXN-8667729,2024-02-02,ACC-1118,payment,1069.32,31.31,1038.01
TXN-1406384,2024-02-03,ACC-1082,payment,732.54,21.54,711.00
TXN-1836295,2024-02-03,ACC-1092,payment,682.40,20.09,662.31
TXN-2998003,2024-02-03,ACC-1115,payment,1774.10,42.83,1731.27
TXN-3724371,2024-02-03,ACC-1064,payment,1442.68,42.14,1400.54
TXN-4361019,2024-02-03,ACC-1003,transfer,3368.43,20.31,3348.12
TXN-4875123,2024-02-03,ACC-1086,payment,1312.15,25.13,1287.02
TXN-5245884,2024-02-03,ACC-1078,payment,216.25,6.57,209.68
TXN-5291534,2024-02-03,ACC-1022,payment,689.07,20.28,668.79
TXN-5893137,2024-02-03,ACC-1034,payment,2307.40,67.21,2240.19
TXN-6571493,2024-02-03,ACC-1019,payment,1893.67,55.22,1838.45
TXN-6771880,2024-02-03,ACC-1015,payment,2311.52,67.33,2244.19
TXN-7203238,2024-02-03,ACC-1106,payment,1415.55,34.22,1381.33
TXN-8113406,2024-02-03,ACC-1043,payment,1294.89,31.33,1263.56
TXN-8674816,2024-02-03,ACC-1091,payment,1818.55,53.04,1765.51
TXN-8845998,2024-02-03,ACC-1004,transfer,2026.38,8.16,2018.22
TXN-9806899,2024-02-03,ACC-1101,payment,2475.45,72.09,2403.36
TXN-9882856,2024-02-03,ACC-1122,payment,545.09,16.11,528.98
TXN-1504701,2024-02-04,ACC-1098,payment,2317.36,44.23,2273.13
TXN-1817296,2024-02-04,ACC-1064,payment,1552.07,45.31,1506.76
TXN-2279263,2024-02-04,ACC-1113,payment,1035.28,25.10,1010.18
TXN-2839517,2024-02-04,ACC-1034,payment,2014.73,58.73,1956.00
TXN-3163305,2024-02-04,ACC-1068,transfer,1309.38,7.96,1301.42
TXN-3388881,2024-02-04,ACC-1059,refund,215.73,0.25,215.48
TXN-3390416,2024-02-04,ACC-1093,payment,957.52,28.07,929.45
TXN-4310863,2024-02-04,ACC-1022,payment,1909.26,55.67,1853.59
TXN-4448816,2024-02-04,ACC-1116,transfer,2008.43,16.17,1992.26
TXN-5826023,2024-02-04,ACC-1085,refund,93.77,0.20,93.57
