elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-05T21:07:28,0.00,18.828,,,0.000,8.532,0
0.575,2026-08-05T21:07:29,0.00,18.828,,,0.000,8.532,0
1.117,2026-08-05T21:07:29,0.00,18.828,,,0.000,8.532,0
1.663,2026-08-05T21:07:30,0.00,18.828,,,0.000,8.532,0
2.201,2026-08-05T21:07:30,0.85,48.828,,,0.188,37.812,22
2.746,2026-08-05T21:07:31,1.49,100.547,,,0.109,89.891,61
3.288,2026-08-05T21:07:31,1.49,155.797,,,0.062,144.938,103
3.826,2026-08-05T21:07:32,1.71,200.641,,,0.594,187.406,142
4.368,2026-08-05T21:07:32,1.88,243.797,,,0.672,230.328,183
4.908,2026-08-05T21:07:33,1.96,279.297,,,0.531,267.469,223
5.454,2026-08-05T21:07:33,2.21,318.719,,,0.281,307.719,263
5.999,2026-08-05T21:07:34,2.30,356.875,,,0.031,344.969,303
6.548,2026-08-05T21:07:35,2.35,393.906,,,0.078,382.922,343
7.099,2026-08-05T21:07:35,2.59,431.188,,,0.422,419.578,383
7.650,2026-08-05T21:07:36,2.69,470.203,,,0.641,457.359,423
8.197,2026-08-05T21:07:36,2.88,512.766,,,0.969,499.031,466
8.755,2026-08-05T21:07:37,3.08,553.453,,,0.531,541.469,507
9.303,2026-08-05T21:07:37,3.26,591.766,,,0.094,580.906,547
9.858,2026-08-05T21:07:38,3.27,634.609,,,0.188,623.812,591
10.410,2026-08-05T21:07:38,3.52,679.766,,,0.344,666.656,633
10.971,2026-08-05T21:07:39,3.79,722.734,,,0.922,711.078,675
11.528,2026-08-05T21:07:40,3.98,768.797,,,1.094,756.906,718
12.079,2026-08-05T21:07:40,4.10,816.375,,,0.359,804.641,762
12.628,2026-08-05T21:07:41,4.19,860.484,,,0.125,850.875,804
13.200,2026-08-05T21:07:41,5.68,920.062,,,0.062,912.938,860
13.770,2026-08-05T21:07:42,5.97,972.453,,,0.047,961.953,914
14.333,2026-08-05T21:07:42,6.29,997.906,,,1.031,985.969,972
14.892,2026-08-05T21:07:43,6.14,1024.938,,,0.781,1014.219,1000
15.458,2026-08-05T21:07:43,6.58,1042.484,,,0.156,1030.844,1000
16.016,2026-08-05T21:07:44,7.23,1063.812,,,3.516,1046.484,1000
16.582,2026-08-05T21:07:45,6.64,1081.797,,,0.703,1069.297,1000
17.145,2026-08-05T21:07:45,6.46,1094.797,,,0.766,1082.234,1000
17.712,2026-08-05T21:07:46,6.86,1111.797,,,1.109,1098.891,1000
18.274,2026-08-05T21:07:46,6.67,1130.719,,,4.312,1110.688,1000
18.835,2026-08-05T21:07:47,6.50,1145.844,,,7.094,1120.906,1000
19.399,2026-08-05T21:07:47,6.70,1159.578,,,10.000,1129.000,1000
19.968,2026-08-05T21:07:48,5.99,1169.375,,,13.000,1133.000,1000
20.537,2026-08-05T21:07:49,6.86,1180.359,,,13.000,1143.000,1005
21.099,2026-08-05T21:07:49,6.39,1193.703,,,19.000,1144.000,1007
21.663,2026-08-05T21:07:50,6.14,1204.625,,,23.000,1148.000,1008
22.225,2026-08-05T21:07:50,6.69,1218.219,,,23.000,1161.000,1012
22.794,2026-08-05T21:07:51,6.36,1232.453,,,27.000,1167.000,1014
23.351,2026-08-05T21:07:51,6.03,1246.188,,,33.000,1169.000,1017
23.920,2026-08-05T21:07:52,6.22,1256.109,,,32.000,1181.000,1019
24.482,2026-08-05T21:07:53,5.66,1263.672,,,31.000,1190.000,1022
25.041,2026-08-05T21:07:53,6.22,1273.875,,,33.000,1196.000,1030
25.604,2026-08-05T21:07:54,6.04,1281.656,,,34.000,1202.000,1033
26.164,2026-08-05T21:07:54,5.59,1287.266,,,34.000,1208.000,1036
26.726,2026-08-05T21:07:55,5.81,1294.875,,,34.000,1216.000,1043
27.294,2026-08-05T21:07:55,5.71,1301.469,,,40.000,1210.000,1045
27.857,2026-08-05T21:07:56,5.66,1307.938,,,42.000,1212.000,1051
28.428,2026-08-05T21:07:56,5.44,1314.703,,,46.000,1211.000,1057
28.999,2026-08-05T21:07:57,5.16,1319.156,,,48.000,1212.000,1057
29.568,2026-08-05T21:07:58,5.47,1323.531,,,49.000,1214.000,1060
30.143,2026-08-05T21:07:58,5.50,1329.359,,,48.000,1222.000,1063
30.713,2026-08-05T21:07:59,4.90,1335.016,,,49.000,1225.000,1063
31.284,2026-08-05T21:07:59,5.27,1341.906,,,48.000,1234.000,1069
31.853,2026-08-05T21:08:00,4.86,1347.828,,,48.000,1240.000,1075
32.422,2026-08-05T21:08:00,4.96,1353.688,,,49.000,1244.000,1075
32.981,2026-08-05T21:08:01,5.16,1359.422,,,47.000,1254.000,1078
33.555,2026-08-05T21:08:02,4.83,1364.312,,,45.000,1263.000,1078
34.126,2026-08-05T21:08:02,5.38,1369.578,,,45.000,1269.000,1077
34.702,2026-08-05T21:08:03,5.29,1377.344,,,49.000,1267.000,1079
35.272,2026-08-05T21:08:03,4.13,1383.516,,,53.000,1266.000,1082
35.833,2026-08-05T21:08:04,5.19,1390.375,,,56.000,1267.000,1081
36.405,2026-08-05T21:08:04,4.62,1396.641,,,58.000,1269.000,1076
36.979,2026-08-05T21:08:05,4.46,1400.516,,,63.000,1263.000,1041
37.550,2026-08-05T21:08:06,4.86,1405.141,,,71.000,1252.000,1006
38.126,2026-08-05T21:08:06,4.77,1408.328,,,74.000,1249.000,971
38.690,2026-08-05T21:08:07,4.67,1411.828,,,80.000,1241.000,937
39.258,2026-08-05T21:08:07,4.62,1414.906,,,83.000,1237.000,926
