run_id,start_seconds,end_seconds
deep-researcher-1785989097-b3e558cd108e,1.803,88.231
data-analyst-1785989097-3b2c9c7a0887,1.813,60.877
wide-researcher-1785989097-9db4eff3d0bf,1.866,41.961
reviewer-1785989097-a516df6b1a4c,1.875,60.913
deep-researcher-1785989097-a3dafae1e087,1.904,69.574
data-analyst-1785989097-f7bebad4948d,1.913,62.574
wide-researcher-1785989097-c831715ddba3,1.922,79.439
reviewer-1785989097-85983b2c529c,1.930,76.036
deep-researcher-1785989097-b5bbff312af0,1.955,37.839
data-analyst-1785989097-e1c6a9390b00,1.963,73.739
wide-researcher-1785989097-c9818b0185a3,1.972,79.771
reviewer-1785989097-71052aee5c3a,1.986,64.033
deep-researcher-1785989097-a61b473a547f,2.008,60.400
data-analyst-1785989097-c2b09df33254,2.017,73.107
wide-researcher-1785989097-3b7bf33294b1,2.035,37.284
reviewer-1785989098-2c8b5cc33a97,2.048,64.355
deep-researcher-1785989098-0f552d253d1e,2.074,37.092
data-analyst-1785989098-629a87eef6f0,2.083,73.787
wide-researcher-1785989098-ad6acb0af1b8,2.091,37.387
reviewer-1785989098-5ca3db9c307e,2.101,64.846
deep-researcher-1785989098-c221c776467e,2.124,34.269
data-analyst-1785989098-a6a1560bd6ac,2.133,56.242
wide-researcher-1785989098-6b5712dde811,2.142,72.303
reviewer-1785989098-e6122d3d729e,2.151,71.665
deep-researcher-1785989098-5f056244bd35,2.174,37.077
data-analyst-1785989098-8558d84b99db,2.182,72.748
wide-researcher-1785989098-7c383b436609,2.192,74.870
reviewer-1785989098-751e193ce28a,2.203,63.631
deep-researcher-1785989098-2d948d28271c,2.220,81.116
data-analyst-1785989098-b4b3f179c353,2.228,62.170
wide-researcher-1785989098-5d6e51bfb141,2.236,59.174
reviewer-1785989098-be4a163f3386,2.244,75.972
deep-researcher-1785989098-cdda63fdfabb,2.261,30.341
data-analyst-1785989098-4202b5bf86ef,2.273,73.557
wide-researcher-1785989098-9a9538347f73,2.280,29.474
reviewer-1785989098-67ad1d6e5628,2.288,70.904
deep-researcher-1785989098-a30b18c1c113,2.306,37.255
data-analyst-1785989098-4c0b72b58289,2.317,65.380
wide-researcher-1785989098-1707566d4e4a,2.325,26.997
reviewer-1785989098-1e7dee7fe963,2.333,74.361
deep-researcher-1785989098-dbc82defb093,2.358,27.554
data-analyst-1785989098-955616a2bcfc,2.367,63.287
wide-researcher-1785989098-5aaaabd734f6,2.374,34.870
reviewer-1785989098-7d5b1165f461,2.384,74.558
deep-researcher-1785989098-494ee03079d2,2.406,38.367
data-analyst-1785989098-556af68c8f73,2.415,59.452
wide-researcher-1785989098-edf048360500,2.424,28.195
reviewer-1785989098-36c4bb9a9359,2.433,72.873
deep-researcher-1785989098-6b15a12cfd60,2.454,37.046
data-analyst-1785989098-b0ceb0d34692,2.463,73.380
wide-researcher-1785989098-f3badb2b4c37,2.472,38.777
reviewer-1785989098-cb0a34220b24,2.482,79.487
deep-researcher-1785989098-f313c1ccf41c,2.504,55.515
data-analyst-1785989098-cefe260b3808,2.514,64.159
wide-researcher-1785989098-814b2c3c488b,2.523,52.575
reviewer-1785989098-b5690cd3d64b,2.533,59.093
deep-researcher-1785989098-75c3fd796dcb,2.575,46.041
data-analyst-1785989098-ff89a9d1596a,2.584,73.914
wide-researcher-1785989098-d068d00f4768,2.592,65.499
reviewer-1785989098-170ad48c08f2,2.600,74.822
deep-researcher-1785989098-2e7c20da0322,2.621,35.752
data-analyst-1785989098-662a3385be4e,2.629,57.739
wide-researcher-1785989098-e53550730e11,2.639,73.282
reviewer-1785989098-13e9c9fabd19,2.648,71.682
deep-researcher-1785989098-a36f74d3bac4,2.670,60.417
data-analyst-1785989098-45395e53d8f7,2.679,58.992
wide-researcher-1785989098-06130b017f44,2.687,58.287
reviewer-1785989098-e73d7ceaf304,2.696,61.683
deep-researcher-1785989098-9f7bb0aa969e,2.717,81.227
data-analyst-1785989098-e0b5b6707c55,2.729,72.020
wide-researcher-1785989098-30f53978cbc1,2.737,24.600
reviewer-1785989098-e26f46e59923,2.745,74.760
deep-researcher-1785989098-bafe944c8e67,2.762,24.527
data-analyst-1785989098-5fc9b4155143,2.773,61.146
wide-researcher-1785989098-f075c562fc8d,2.782,28.042
reviewer-1785989098-5a999698f850,2.789,69.538
deep-researcher-1785989098-a6a75b405de4,2.809,31.348
data-analyst-1785989098-a395bb2a5496,2.817,72.686
wide-researcher-1785989098-fdc627bb360b,2.825,28.337
reviewer-1785989098-1093588d8129,2.833,71.269
deep-researcher-1785989098-bc8db2b65c14,2.854,58.506
data-analyst-1785989098-2ba120aeb9f2,2.863,74.592
wide-researcher-1785989098-87a79a8e7471,2.872,37.468
reviewer-1785989098-f8b89a69004f,2.880,62.291
deep-researcher-1785989098-c540ddd8beed,2.909,27.431
data-analyst-1785989098-ea14f32e605d,2.917,72.944
wide-researcher-1785989098-9f8ab3c4c219,2.925,37.033
reviewer-1785989098-e508d0822931,2.933,71.698
deep-researcher-1785989098-5126f355a7e0,2.953,38.445
data-analyst-1785989098-fe165e69b3c8,2.961,60.978
wide-researcher-1785989098-0b4f12688f41,2.969,38.036
reviewer-1785989098-7f39713f823f,2.977,61.616
deep-researcher-1785989098-06b0a70e7ee2,3.042,25.491
data-analyst-1785989098-81ff9655649f,3.052,60.368
wide-researcher-1785989098-443d1da6e078,3.060,25.035
reviewer-1785989099-101bd67f8e3f,3.093,76.773
deep-researcher-1785989099-755dd2f24481,3.130,57.661
data-analyst-1785989099-8ef454a9bc02,3.140,59.042
wide-researcher-1785989099-cdc12805dea2,3.153,29.220
reviewer-1785989099-2ac3c094b97c,3.163,79.629
deep-researcher-1785989099-b827b15ce037,3.188,76.860
data-analyst-1785989099-69a6c1505821,3.197,72.528
wide-researcher-1785989099-fff7ffa8b7e0,3.206,37.659
reviewer-1785989099-fe1db7eb100d,3.215,74.273
deep-researcher-1785989099-4b055715c1a1,3.234,26.744
data-analyst-1785989099-67394cf4afe1,3.246,67.030
wide-researcher-1785989099-5ca83af4c100,3.254,43.181
reviewer-1785989099-cd40c06d4baf,3.264,79.020
deep-researcher-1785989099-fa2518399501,3.286,74.790
data-analyst-1785989099-86431ee59565,3.296,61.698
wide-researcher-1785989099-14419af4c1e0,3.305,40.281
reviewer-1785989099-8b4ded56db81,3.314,71.631
deep-researcher-1785989099-d21ca1c05b12,3.337,26.297
data-analyst-1785989099-a264cba0f0bb,3.345,60.304
wide-researcher-1785989099-3d24c410e7b0,3.355,74.728
reviewer-1785989099-8fe1035852a5,3.365,72.656
deep-researcher-1785989099-5073ce931698,3.390,24.768
data-analyst-1785989099-f090ba91ac4a,3.399,65.723
wide-researcher-1785989099-4e08ea15b594,3.409,38.577
reviewer-1785989099-3386c6ad8c4b,3.418,64.193
deep-researcher-1785989099-fe1a18241e1a,3.446,41.743
data-analyst-1785989099-3c09aa336e30,3.455,72.252
wide-researcher-1785989099-47b5e50e9914,3.470,58.078
reviewer-1785989099-d8a5ab6584d4,3.480,71.788
deep-researcher-1785989099-13eb4668efaf,3.505,56.784
data-analyst-1785989099-9e576066daf1,3.515,72.592
wide-researcher-1785989099-bea1e045fee3,3.525,75.521
reviewer-1785989099-d5b054346315,3.540,75.309
deep-researcher-1785989099-250d3f0d6400,3.565,82.891
data-analyst-1785989099-87da6e72691a,3.574,60.239
wide-researcher-1785989099-7f2128177f24,3.584,39.339
reviewer-1785989099-9b6a52aa5bf2,3.592,77.104
deep-researcher-1785989099-1a1310726cfe,3.616,28.559
data-analyst-1785989099-551d29e12b8b,3.626,60.945
wide-researcher-1785989099-466d7491db80,3.636,58.222
reviewer-1785989099-563afd46324d,3.646,71.807
deep-researcher-1785989099-c3af34c43caf,3.672,26.931
data-analyst-1785989099-b90422ca3380,3.682,72.798
wide-researcher-1785989099-7a3f985eb9ee,3.692,27.877
reviewer-1785989099-a71a95364e77,3.706,71.037
deep-researcher-1785989099-d1850fe8ca08,3.730,37.196
data-analyst-1785989099-7953d0fe1d04,3.740,73.690
wide-researcher-1785989099-7cd1cc1efba6,3.749,79.597
reviewer-1785989099-87953621aa90,3.759,63.321
deep-researcher-1785989099-fa444f4821fc,3.784,90.394
