run_id,start_seconds,end_seconds
wide-researcher-1785977403-97384c34b471,1.807,73.229
deep-researcher-1785977403-7a5a0ff09145,1.816,124.392
reviewer-1785977403-938bd0ade1c4,1.826,110.254
data-analyst-1785977403-4bac35b11c53,1.854,113.143
wide-researcher-1785977403-e33429ac810d,1.864,45.567
deep-researcher-1785977403-d2767fab923f,1.875,86.028
reviewer-1785977403-25aa154c2a18,1.886,132.358
data-analyst-1785977403-ab28e76a8667,1.917,115.178
wide-researcher-1785977403-0c271f084193,1.927,39.921
deep-researcher-1785977403-63469197d0d9,1.942,130.356
reviewer-1785977403-07815b075a97,1.952,125.952
data-analyst-1785977403-81bd2abb9b43,1.977,115.299
wide-researcher-1785977403-a9bc4d37e1d1,1.987,137.723
deep-researcher-1785977403-1c5975543723,1.998,107.803
reviewer-1785977403-2c54e3b97680,2.009,92.442
data-analyst-1785977403-4c6ef81e2808,2.038,116.213
wide-researcher-1785977403-240d62d504c7,2.048,48.336
deep-researcher-1785977403-d0a6f1dbf0e4,2.058,54.997
reviewer-1785977403-0929377c2660,2.068,126.012
data-analyst-1785977403-83d143396184,2.093,111.556
wide-researcher-1785977403-c12664e58a12,2.103,69.981
deep-researcher-1785977403-5737b36fe824,2.113,47.928
reviewer-1785977403-851aadc82d4f,2.123,108.070
data-analyst-1785977403-ad934e00e4b6,2.149,98.723
wide-researcher-1785977403-7cb29eac2cd1,2.159,129.152
deep-researcher-1785977403-a94ebec70347,2.170,140.967
reviewer-1785977403-74ef88b789d1,2.180,132.478
data-analyst-1785977403-8e88abcf9d7f,2.202,61.791
wide-researcher-1785977403-7c47887979cd,2.216,36.210
deep-researcher-1785977403-4f2c038db64b,2.227,61.183
reviewer-1785977403-b3ee1ad467e4,2.237,116.594
data-analyst-1785977403-9a01c6c23627,2.258,99.399
wide-researcher-1785977403-36d0baf7381e,2.272,88.170
deep-researcher-1785977403-9490f044d036,2.283,67.880
reviewer-1785977403-4d85e448ead5,2.293,125.158
data-analyst-1785977403-e181ac608e62,2.316,130.521
wide-researcher-1785977403-5fdda5e085cf,2.330,107.865
deep-researcher-1785977403-c6bf732130dd,2.336,73.856
reviewer-1785977403-297930fce8c1,2.347,118.860
data-analyst-1785977403-52fb37126a96,2.378,100.739
wide-researcher-1785977403-4b6342614fa7,2.388,129.997
deep-researcher-1785977403-b86d37568663,2.399,39.618
reviewer-1785977403-9c02314a70ac,2.409,108.842
data-analyst-1785977403-f7a37b530736,2.434,109.536
wide-researcher-1785977403-a14a53b3e01f,2.445,107.626
deep-researcher-1785977403-93d19c56aaa4,2.455,135.969
reviewer-1785977403-7daa51b66b2c,2.465,100.641
data-analyst-1785977403-5d162521f280,2.491,108.889
wide-researcher-1785977403-1e90fcdbfb42,2.501,79.096
deep-researcher-1785977403-5c2bc824d074,2.512,125.897
reviewer-1785977403-ff97f88fd8d5,2.523,99.924
data-analyst-1785977403-628b2627eaff,2.549,99.071
wide-researcher-1785977403-846ce282f348,2.559,63.816
deep-researcher-1785977403-cba9fa95f07d,2.570,40.734
reviewer-1785977403-f165c4360e7d,2.581,134.936
data-analyst-1785977403-65a0cf5fde88,2.606,102.050
wide-researcher-1785977403-3c3ae237b3ba,2.616,77.478
deep-researcher-1785977404-09bd24a7160b,2.627,88.658
reviewer-1785977404-d23b7bf12ec6,2.638,107.993
