elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-05T17:56:12,0.00,18.484,,,0.000,8.407,0
0.573,2026-08-05T17:56:13,0.00,18.484,,,0.000,8.407,0
1.127,2026-08-05T17:56:13,0.00,18.484,,,0.000,8.407,0
1.683,2026-08-05T17:56:14,0.00,18.484,,,0.000,8.407,0
2.223,2026-08-05T17:56:15,1.05,58.516,,,0.000,48.000,29
2.755,2026-08-05T17:56:15,1.48,111.656,,,0.000,101.000,69
3.305,2026-08-05T17:56:16,1.52,164.406,,,0.000,154.000,109
3.848,2026-08-05T17:56:16,1.72,205.625,,,0.125,191.875,147
4.395,2026-08-05T17:56:17,1.81,244.547,,,0.000,233.000,187
4.938,2026-08-05T17:56:17,1.87,281.531,,,0.000,271.000,226
5.479,2026-08-05T17:56:18,2.14,320.500,,,0.000,309.000,266
6.024,2026-08-05T17:56:18,2.26,358.938,,,0.000,347.000,307
6.577,2026-08-05T17:56:19,2.27,396.734,,,0.000,386.000,346
7.131,2026-08-05T17:56:19,2.61,438.078,,,0.000,427.000,387
7.682,2026-08-05T17:56:20,2.62,476.047,,,0.000,464.000,428
8.236,2026-08-05T17:56:21,2.79,516.188,,,0.125,503.875,467
8.790,2026-08-05T17:56:21,3.09,553.609,,,0.000,543.000,507
9.348,2026-08-05T17:56:22,3.13,596.547,,,0.000,586.000,547
9.894,2026-08-05T17:56:22,3.41,641.141,,,0.000,631.000,587
10.446,2026-08-05T17:56:23,3.44,683.188,,,0.000,672.000,625
10.997,2026-08-05T17:56:23,3.53,725.750,,,0.000,715.000,665
11.556,2026-08-05T17:56:24,3.85,769.922,,,0.000,760.000,707
12.113,2026-08-05T17:56:24,4.08,814.359,,,0.000,804.000,748
12.666,2026-08-05T17:56:25,3.94,861.734,,,0.000,852.000,791
13.227,2026-08-05T17:56:26,5.14,919.391,,,0.000,911.000,845
13.797,2026-08-05T17:56:26,5.76,977.188,,,0.000,967.000,901
14.360,2026-08-05T17:56:27,5.98,1001.312,,,0.000,991.000,955
14.921,2026-08-05T17:56:27,6.34,1029.031,,,0.000,1018.000,1000
15.485,2026-08-05T17:56:28,6.11,1047.078,,,0.000,1035.000,1000
16.049,2026-08-05T17:56:28,7.17,1067.406,,,0.000,1057.000,1000
16.604,2026-08-05T17:56:29,6.59,1083.516,,,0.000,1072.000,1000
17.170,2026-08-05T17:56:29,6.17,1095.297,,,5.406,1072.594,1000
17.727,2026-08-05T17:56:30,6.28,1106.922,,,3.562,1088.438,1000
18.288,2026-08-05T17:56:31,6.55,1122.672,,,5.609,1099.391,1000
18.850,2026-08-05T17:56:31,5.97,1136.609,,,5.594,1114.406,1000
