elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-05T17:44:38,0.00,18.484,,,0.000,8.407,0
0.570,2026-08-05T17:44:39,0.00,18.484,,,0.000,8.407,0
1.126,2026-08-05T17:44:39,0.00,18.484,,,0.000,8.407,0
1.681,2026-08-05T17:44:40,0.00,18.484,,,0.000,8.407,0
2.219,2026-08-05T17:44:40,1.17,62.109,,,0.000,50.000,31
2.759,2026-08-05T17:44:41,1.43,106.766,,,0.031,94.969,65
3.294,2026-08-05T17:44:41,1.27,116.453,,,0.031,101.969,103
3.836,2026-08-05T17:44:42,1.89,132.625,,,0.391,118.609,139
4.379,2026-08-05T17:44:42,1.84,144.797,,,0.000,130.000,175
4.921,2026-08-05T17:44:43,1.67,150.688,,,0.172,136.828,213
5.460,2026-08-05T17:44:43,2.67,162.844,,,0.125,148.875,251
6.007,2026-08-05T17:44:44,2.39,170.281,,,0.547,154.453,288
6.556,2026-08-05T17:44:45,2.63,176.188,,,0.125,161.875,327
7.100,2026-08-05T17:44:45,3.68,183.812,,,0.453,168.547,367
7.639,2026-08-05T17:44:46,3.16,189.359,,,0.453,174.547,407
8.174,2026-08-05T17:44:46,4.06,194.297,,,0.453,179.547,446
8.718,2026-08-05T17:44:47,4.78,203.109,,,0.172,188.828,485
9.270,2026-08-05T17:44:47,3.67,208.453,,,0.219,193.781,524
9.815,2026-08-05T17:44:48,5.42,214.500,,,0.219,199.781,561
10.359,2026-08-05T17:44:48,6.39,221.312,,,0.078,206.922,599
10.905,2026-08-05T17:44:49,4.36,225.016,,,0.188,210.812,637
11.452,2026-08-05T17:44:49,6.52,231.141,,,0.188,216.812,671
12.000,2026-08-05T17:44:50,6.19,236.594,,,0.328,221.672,707
12.546,2026-08-05T17:44:51,5.81,241.156,,,0.328,226.672,747
13.090,2026-08-05T17:44:51,9.12,246.672,,,0.359,231.641,779
13.643,2026-08-05T17:44:52,8.35,251.547,,,0.312,236.688,823
14.185,2026-08-05T17:44:52,9.57,258.000,,,0.359,242.641,868
14.733,2026-08-05T17:44:53,11.78,263.328,,,0.359,248.641,909
15.283,2026-08-05T17:44:53,9.62,268.609,,,0.578,253.422,953
15.833,2026-08-05T17:44:54,10.52,274.984,,,0.578,259.422,994
16.375,2026-08-05T17:44:54,15.16,278.734,,,1.016,261.984,1000
16.933,2026-08-05T17:44:55,3.04,278.828,,,0.828,263.172,1000
17.478,2026-08-05T17:44:56,11.99,280.844,,,1.281,263.719,1000
18.028,2026-08-05T17:44:56,12.72,281.703,,,1.281,264.719,1000
18.567,2026-08-05T17:44:57,4.55,282.047,,,3.000,262.000,1000
19.114,2026-08-05T17:44:57,13.88,284.906,,,2.422,265.578,1000
19.680,2026-08-05T17:44:58,8.98,286.359,,,5.047,261.953,1000
20.227,2026-08-05T17:44:58,7.67,287.141,,,4.578,263.422,1000
20.777,2026-08-05T17:44:59,14.34,289.359,,,5.484,263.516,1000
21.347,2026-08-05T17:44:59,5.64,289.625,,,5.391,264.609,1000
21.887,2026-08-05T17:45:00,12.04,291.422,,,5.859,265.141,1000
22.437,2026-08-05T17:45:00,13.96,292.797,,,7.469,263.531,1000
22.992,2026-08-05T17:45:01,2.86,293.078,,,7.234,263.766,1000
23.537,2026-08-05T17:45:02,14.13,294.047,,,6.641,266.359,1000
24.096,2026-08-05T17:45:02,11.66,295.062,,,6.281,267.719,1000
24.647,2026-08-05T17:45:03,5.09,295.656,,,7.547,266.453,1000
25.185,2026-08-05T17:45:03,13.53,296.609,,,6.844,268.156,1000
25.755,2026-08-05T17:45:04,8.30,297.203,,,8.938,265.062,1000
26.303,2026-08-05T17:45:04,7.98,297.547,,,7.688,267.312,1000
26.840,2026-08-05T17:45:05,14.84,298.844,,,7.359,269.641,1000
27.409,2026-08-05T17:45:05,5.06,298.875,,,8.094,267.906,1000
27.961,2026-08-05T17:45:06,11.45,299.797,,,7.797,270.203,1000
28.510,2026-08-05T17:45:07,13.12,300.812,,,8.047,269.953,1000
29.052,2026-08-05T17:45:07,2.31,300.922,,,11.000,265.000,1000
29.596,2026-08-05T17:45:08,12.04,301.781,,,10.000,267.000,1000
30.156,2026-08-05T17:45:08,9.57,302.609,,,12.000,264.000,1000
30.702,2026-08-05T17:45:09,4.89,302.969,,,11.000,266.000,1000
31.256,2026-08-05T17:45:09,13.09,304.000,,,12.000,266.000,1000
31.823,2026-08-05T17:45:10,6.55,304.500,,,12.000,266.000,1000
32.376,2026-08-05T17:45:10,7.05,305.047,,,13.000,265.000,1000
32.927,2026-08-05T17:45:11,13.93,306.219,,,13.000,266.000,1000
33.495,2026-08-05T17:45:12,3.31,306.438,,,15.000,262.000,1000
34.039,2026-08-05T17:45:12,12.48,307.047,,,14.000,265.000,1000
34.590,2026-08-05T17:45:13,11.03,308.250,,,13.000,268.000,1000
35.129,2026-08-05T17:45:13,3.58,308.312,,,13.000,267.000,1000
35.675,2026-08-05T17:45:14,13.46,309.031,,,13.000,269.000,1000
36.226,2026-08-05T17:45:14,7.56,309.297,,,14.000,267.000,1000
36.776,2026-08-05T17:45:15,5.56,309.594,,,14.000,268.000,1000
37.323,2026-08-05T17:45:15,13.14,310.609,,,14.000,268.000,1000
37.895,2026-08-05T17:45:16,5.96,311.031,,,14.000,269.000,1000
38.440,2026-08-05T17:45:16,8.52,311.312,,,14.000,269.000,1000
38.988,2026-08-05T17:45:17,12.76,312.141,,,14.000,270.000,1000
39.552,2026-08-05T17:45:18,2.70,312.219,,,15.000,268.000,1000
40.100,2026-08-05T17:45:18,11.01,312.891,,,15.000,269.000,1000
40.649,2026-08-05T17:45:19,11.91,313.344,,,14.000,270.000,1000
41.197,2026-08-05T17:45:19,4.77,313.781,,,14.000,271.000,1000
41.749,2026-08-05T17:45:20,12.72,314.156,,,14.000,272.000,1000
42.320,2026-08-05T17:45:20,7.93,314.719,,,17.000,267.000,1000
42.874,2026-08-05T17:45:21,5.54,314.938,,,16.000,269.000,1000
43.420,2026-08-05T17:45:21,13.47,315.688,,,15.000,271.000,1000
43.991,2026-08-05T17:45:22,4.82,315.859,,,15.000,271.000,1000
44.538,2026-08-05T17:45:23,9.54,316.844,,,15.000,272.000,999
45.077,2026-08-05T17:45:23,11.87,317.406,,,15.000,273.000,999
45.631,2026-08-05T17:45:24,2.31,317.469,,,15.000,273.000,999
46.173,2026-08-05T17:45:24,13.54,318.188,,,15.000,274.000,999
46.721,2026-08-05T17:45:25,8.97,318.750,,,15.000,274.000,999
47.260,2026-08-05T17:45:25,4.97,318.750,,,15.000,275.000,999
47.806,2026-08-05T17:45:26,12.94,319.078,,,15.000,275.000,999
48.377,2026-08-05T17:45:26,6.53,319.281,,,15.000,275.000,998
48.924,2026-08-05T17:45:27,6.34,319.703,,,15.000,275.000,998
49.472,2026-08-05T17:45:28,13.86,320.250,,,14.000,277.000,998
50.020,2026-08-05T17:45:28,4.96,320.312,,,14.000,278.000,998
50.561,2026-08-05T17:45:29,10.16,320.953,,,14.000,279.000,997
51.104,2026-08-05T17:45:29,14.57,321.656,,,14.000,280.000,996
51.660,2026-08-05T17:45:30,1.63,321.656,,,15.000,277.000,996
52.203,2026-08-05T17:45:30,13.07,322.719,,,15.000,278.000,996
52.764,2026-08-05T17:45:31,9.08,323.125,,,15.000,279.000,996
53.316,2026-08-05T17:45:31,4.07,323.219,,,16.000,277.000,995
53.865,2026-08-05T17:45:32,11.41,323.500,,,15.000,279.000,995
54.419,2026-08-05T17:45:32,6.83,323.609,,,16.000,277.000,995
54.976,2026-08-05T17:45:33,5.38,324.156,,,15.000,279.000,994
55.524,2026-08-05T17:45:34,14.63,324.500,,,15.000,280.000,993
56.086,2026-08-05T17:45:34,3.41,324.594,,,16.000,278.000,993
56.625,2026-08-05T17:45:35,8.14,324.891,,,16.000,279.000,992
57.173,2026-08-05T17:45:35,12.06,325.672,,,15.000,281.000,991
57.735,2026-08-05T17:45:36,1.46,325.672,,,15.000,281.000,990
58.285,2026-08-05T17:45:36,13.14,326.172,,,15.000,282.000,989
58.850,2026-08-05T17:45:37,8.24,326.406,,,15.000,282.000,989
59.395,2026-08-05T17:45:37,5.08,326.672,,,15.000,282.000,989
59.941,2026-08-05T17:45:38,12.19,327.047,,,15.000,283.000,989
60.512,2026-08-05T17:45:39,6.18,327.359,,,16.000,281.000,989
61.054,2026-08-05T17:45:39,7.74,327.625,,,16.000,281.000,988
61.603,2026-08-05T17:45:40,11.98,328.422,,,14.000,286.000,987
62.174,2026-08-05T17:45:40,3.27,328.625,,,16.000,282.000,986
62.720,2026-08-05T17:45:41,10.67,329.906,,,15.000,286.000,984
63.274,2026-08-05T17:45:41,10.56,330.250,,,15.000,286.000,984
63.822,2026-08-05T17:45:42,2.42,330.250,,,17.000,282.000,984
64.372,2026-08-05T17:45:42,14.16,330.859,,,16.000,285.000,982
64.924,2026-08-05T17:45:43,7.38,331.109,,,16.000,284.000,981
65.464,2026-08-05T17:45:43,7.81,331.453,,,16.000,285.000,981
66.008,2026-08-05T17:45:44,10.91,332.188,,,16.000,286.000,981
66.560,2026-08-05T17:45:45,5.17,332.438,,,18.000,282.000,980
67.102,2026-08-05T17:45:45,9.54,332.766,,,16.000,286.000,979
67.646,2026-08-05T17:45:46,12.12,333.312,,,16.000,287.000,979
68.212,2026-08-05T17:45:46,3.62,333.438,,,17.000,285.000,979
68.760,2026-08-05T17:45:47,11.07,333.906,,,16.000,287.000,977
69.313,2026-08-05T17:45:47,11.28,334.281,,,16.000,288.000,977
69.863,2026-08-05T17:45:48,3.06,334.422,,,16.000,288.000,976
70.412,2026-08-05T17:45:48,13.83,335.078,,,16.000,289.000,976
70.978,2026-08-05T17:45:49,8.93,335.656,,,16.000,289.000,974
71.525,2026-08-05T17:45:50,5.88,336.141,,,17.000,288.000,974
72.072,2026-08-05T17:45:50,13.36,336.719,,,17.000,289.000,974
72.627,2026-08-05T17:45:51,6.54,337.031,,,20.000,282.000,972
73.181,2026-08-05T17:45:51,9.95,337.344,,,19.000,285.000,970
73.726,2026-08-05T17:45:52,14.88,338.141,,,18.000,287.000,970
74.294,2026-08-05T17:45:52,2.28,338.141,,,21.000,282.000,970
74.839,2026-08-05T17:45:53,13.29,338.547,,,20.000,284.000,970
75.398,2026-08-05T17:45:53,10.78,339.031,,,20.000,285.000,970
75.954,2026-08-05T17:45:54,3.84,339.203,,,20.000,285.000,969
76.493,2026-08-05T17:45:55,13.99,339.547,,,19.000,287.000,967
77.060,2026-08-05T17:45:55,6.78,339.609,,,19.000,287.000,966
77.610,2026-08-05T17:45:56,6.62,339.812,,,18.000,289.000,965
78.153,2026-08-05T17:45:56,13.28,340.109,,,18.000,290.000,967
78.712,2026-08-05T17:45:57,4.71,340.156,,,18.000,290.000,965
79.255,2026-08-05T17:45:57,10.58,340.859,,,20.000,286.000,964
79.809,2026-08-05T17:45:58,12.82,341.125,,,19.000,288.000,963
80.371,2026-08-05T17:45:58,1.85,341.125,,,20.000,286.000,962
80.926,2026-08-05T17:45:59,12.75,341.797,,,19.000,289.000,962
81.490,2026-08-05T17:46:00,9.51,342.234,,,18.000,291.000,961
82.036,2026-08-05T17:46:00,3.89,342.406,,,19.000,290.000,959
82.603,2026-08-05T17:46:01,14.48,342.969,,,18.000,292.000,962
