txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1070186,2024-12-01,ACC-1108,transfer,4867.53,39.04,4828.49
TXN-2035513,2024-12-01,ACC-1124,transfer,3654.32,12.83,3641.49
TXN-3126570,2024-12-01,ACC-1009,payment,1626.23,47.46,1578.77
TXN-3624376,2024-12-01,ACC-1029,payment,405.43,12.06,393.37
TXN-3640714,2024-12-01,ACC-1072,transfer,4098.94,24.69,4074.25
TXN-3652915,2024-12-01,ACC-1051,payment,1800.15,29.82,1770.33
TXN-4345966,2024-12-01,ACC-1063,payment,1581.64,46.17,1535.47
TXN-4843355,2024-12-01,ACC-1017,refund,94.45,0.25,94.20
TXN-5648168,2024-12-01,ACC-1040,payment,80.37,1.45,78.92
TXN-5684064,2024-12-01,ACC-1119,payment,1407.21,41.11,1366.10
TXN-7320505,2024-12-01,ACC-1074,payment,568.62,16.79,551.83
TXN-7977953,2024-12-01,ACC-1009,payment,464.17,13.76,450.41
TXN-8333836,2024-12-01,ACC-1025,payment,1624.13,39.23,1584.90
TXN-8384451,2024-12-01,ACC-1027,payment,2265.69,37.50,2228.19
TXN-8635780,2024-12-01,ACC-1086,transfer,3602.76,28.92,3573.84
TXN-8763475,2024-12-01,ACC-1127,refund,377.93,0.25,377.68
TXN-9090232,2024-12-01,ACC-1094,payment,299.95,5.07,294.88
TXN-1730702,2024-12-02,ACC-1032,payment,1585.91,26.29,1559.62
TXN-1772787,2024-12-02,ACC-1098,refund,73.10,0.25,72.85
TXN-2179075,2024-12-02,ACC-1059,transfer,4818.86,29.01,4789.85
TXN-2681025,2024-12-02,ACC-1078,payment,806.65,23.69,782.96
TXN-2722729,2024-12-02,ACC-1073,payment,1946.55,46.97,1899.58
TXN-2978203,2024-12-02,ACC-1058,payment,320.47,5.41,315.06
TXN-3578904,2024-12-02,ACC-1040,payment,2262.55,37.45,2225.10
TXN-4081764,2024-12-02,ACC-1079,payment,536.89,13.14,523.75
TXN-4098340,2024-12-02,ACC-1110,transfer,3206.62,11.26,3195.36
TXN-5254086,2024-12-02,ACC-1060,payment,1552.59,37.51,1515.08
TXN-5329583,2024-12-02,ACC-1076,transfer,1562.44,12.60,1549.84
TXN-5808182,2024-12-02,ACC-1098,payment,1459.45,42.62,1416.83
TXN-6365367,2024-12-02,ACC-1112,payment,780.20,18.97,761.23
TXN-6496464,2024-12-02,ACC-1028,transfer,2234.66,17.98,2216.68
TXN-6600350,2024-12-02,ACC-1075,payment,1242.45,20.62,1221.83
TXN-6764941,2024-12-02,ACC-1021,payment,537.97,13.16,524.81
TXN-7268558,2024-12-02,ACC-1076,payment,2480.68,72.24,2408.44
TXN-7646280,2024-12-02,ACC-1037,payment,2363.36,56.97,2306.39
TXN-7795025,2024-12-02,ACC-1016,transfer,3667.43,22.10,3645.33
TXN-7981321,2024-12-02,ACC-1072,transfer,2069.13,12.51,2056.62
TXN-8158953,2024-12-02,ACC-1092,transfer,3834.03,30.77,3803.26
TXN-8418837,2024-12-02,ACC-1099,payment,1054.08,17.51,1036.57
TXN-8644124,2024-12-02,ACC-1044,payment,2251.01,65.58,2185.43
TXN-8705094,2024-12-02,ACC-1059,payment,2427.15,58.50,2368.65
TXN-8916311,2024-12-02,ACC-1039,payment,2045.58,49.34,1996.24
TXN-9161977,2024-12-02,ACC-1036,payment,1893.85,55.22,1838.63
TXN-1100848,2024-12-03,ACC-1005,refund,92.36,0.25,92.11
TXN-1416433,2024-12-03,ACC-1053,refund,344.69,0.25,344.44
TXN-1449446,2024-12-03,ACC-1083,payment,884.39,21.48,862.91
TXN-1959237,2024-12-03,ACC-1119,refund,388.54,0.25,388.29
TXN-2521593,2024-12-03,ACC-1072,payment,1858.14,44.85,1813.29
TXN-3247423,2024-12-03,ACC-1059,payment,1303.82,31.54,1272.28
TXN-3357970,2024-12-03,ACC-1004,payment,1856.65,54.14,1802.51
TXN-5143432,2024-12-03,ACC-1088,payment,1623.69,39.22,1584.47
TXN-5167105,2024-12-03,ACC-1013,payment,1765.37,42.62,1722.75
