txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1312552,2024-05-01,ACC-1111,payment,1052.13,25.50,1026.63
TXN-1329435,2024-05-01,ACC-1024,transfer,3158.51,11.09,3147.42
TXN-1435909,2024-05-01,ACC-1039,payment,799.96,19.45,780.51
TXN-3579467,2024-05-01,ACC-1086,payment,381.92,11.38,370.54
TXN-3671939,2024-05-01,ACC-1099,payment,1684.64,27.92,1656.72
TXN-3788031,2024-05-01,ACC-1102,payment,1617.95,26.82,1591.13
TXN-4591118,2024-05-01,ACC-1020,transfer,4180.38,14.67,4165.71
TXN-4763831,2024-05-01,ACC-1084,payment,204.04,6.22,197.82
TXN-5216160,2024-05-01,ACC-1084,payment,1577.78,46.06,1531.72
TXN-5291789,2024-05-01,ACC-1053,payment,1478.87,43.19,1435.68
TXN-5552294,2024-05-01,ACC-1120,payment,1360.13,32.89,1327.24
TXN-7504869,2024-05-01,ACC-1097,payment,1741.27,50.80,1690.47
TXN-8150613,2024-05-01,ACC-1092,payment,464.90,13.78,451.12
TXN-8765309,2024-05-01,ACC-1006,refund,108.01,0.25,107.76
TXN-9537972,2024-05-01,ACC-1082,transfer,4544.63,36.46,4508.17
TXN-1145139,2024-05-02,ACC-1124,payment,283.85,4.80,279.05
TXN-1719867,2024-05-02,ACC-1121,payment,1255.32,36.70,1218.62
TXN-1735274,2024-05-02,ACC-1035,payment,626.12,10.45,615.67
TXN-2667091,2024-05-02,ACC-1130,payment,562.57,13.75,548.82
TXN-2967387,2024-05-02,ACC-1023,payment,207.41,5.23,202.18
TXN-3142554,2024-05-02,ACC-1043,payment,1176.92,34.43,1142.49
TXN-3433342,2024-05-02,ACC-1082,payment,2114.90,61.63,2053.27
TXN-3907341,2024-05-02,ACC-1130,payment,591.80,14.45,577.35
TXN-4916738,2024-05-02,ACC-1066,payment,72.68,2.41,70.27
TXN-5138864,2024-05-02,ACC-1087,payment,1138.33,18.90,1119.43
TXN-5186428,2024-05-02,ACC-1048,payment,207.66,6.32,201.34
TXN-5415981,2024-05-02,ACC-1022,payment,1999.80,48.25,1951.55
TXN-5996769,2024-05-02,ACC-1055,payment,1474.06,24.44,1449.62
TXN-6023756,2024-05-02,ACC-1095,payment,430.40,12.78,417.62
TXN-6596146,2024-05-02,ACC-1010,payment,150.26,4.66,145.60
TXN-6812771,2024-05-02,ACC-1101,payment,1775.33,42.86,1732.47
TXN-7374647,2024-05-02,ACC-1080,payment,1302.04,38.06,1263.98
TXN-7963486,2024-05-02,ACC-1009,payment,1182.56,34.59,1147.97
TXN-8003882,2024-05-02,ACC-1125,payment,2352.05,38.93,2313.12
TXN-8307785,2024-05-02,ACC-1047,transfer,3481.49,27.95,3453.54
TXN-8427567,2024-05-02,ACC-1040,payment,1598.18,26.49,1571.69
TXN-8532437,2024-05-02,ACC-1124,payment,1873.45,31.03,1842.42
TXN-8670960,2024-05-02,ACC-1063,payment,1172.42,34.30,1138.12
TXN-9109602,2024-05-02,ACC-1098,payment,1301.42,38.04,1263.38
TXN-9752705,2024-05-02,ACC-1038,transfer,3979.90,31.94,3947.96
TXN-9825726,2024-05-02,ACC-1078,refund,17.47,0.25,17.22
TXN-1390149,2024-05-03,ACC-1001,transfer,299.98,2.50,297.48
TXN-1745544,2024-05-03,ACC-1087,payment,1619.95,26.85,1593.10
TXN-1837886,2024-05-03,ACC-1030,payment,672.96,19.82,653.14
TXN-4483768,2024-05-03,ACC-1093,payment,520.55,12.74,507.81
TXN-4627504,2024-05-03,ACC-1073,payment,1352.33,32.71,1319.62
TXN-4932463,2024-05-03,ACC-1065,refund,283.68,0.15,283.53
TXN-4951828,2024-05-03,ACC-1107,transfer,4875.74,39.11,4836.63
TXN-5742914,2024-05-03,ACC-1061,refund,136.83,0.15,136.68
