txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1008155,2023-07-01,ACC-1055,payment,1385.95,22.99,1362.96
TXN-2751073,2023-07-01,ACC-1083,payment,343.48,8.49,334.99
TXN-2938771,2023-07-01,ACC-1093,payment,2445.88,58.95,2386.93
TXN-3405204,2023-07-01,ACC-1055,payment,258.11,4.38,253.73
TXN-3881520,2023-07-01,ACC-1035,payment,687.60,11.47,676.13
TXN-3892666,2023-07-01,ACC-1078,payment,711.22,20.93,690.29
TXN-4850694,2023-07-01,ACC-1079,payment,2157.75,52.04,2105.71
TXN-5144053,2023-07-01,ACC-1112,payment,397.55,9.79,387.76
TXN-5355411,2023-07-01,ACC-1082,payment,851.94,25.01,826.93
TXN-5434222,2023-07-01,ACC-1105,payment,1308.66,38.25,1270.41
TXN-5707195,2023-07-01,ACC-1085,transfer,2934.73,23.58,2911.15
TXN-5746058,2023-07-01,ACC-1022,payment,157.64,4.03,153.61
TXN-6897564,2023-07-01,ACC-1033,payment,1943.12,56.65,1886.47
TXN-7768104,2023-07-01,ACC-1067,refund,124.03,0.25,123.78
TXN-8288277,2023-07-01,ACC-1125,payment,1385.34,22.98,1362.36
TXN-8419536,2023-07-01,ACC-1013,transfer,1811.78,10.97,1800.81
TXN-8656181,2023-07-01,ACC-1110,transfer,3307.32,11.62,3295.70
TXN-9696461,2023-07-01,ACC-1051,payment,1416.48,23.49,1392.99
TXN-9899782,2023-07-01,ACC-1065,payment,1687.11,27.96,1659.15
TXN-1239554,2023-07-02,ACC-1076,payment,304.24,9.12,295.12
TXN-1637824,2023-07-02,ACC-1097,payment,864.70,25.38,839.32
TXN-2238764,2023-07-02,ACC-1104,payment,632.73,10.56,622.17
TXN-3413076,2023-07-02,ACC-1005,payment,2339.07,56.39,2282.68
TXN-4839150,2023-07-02,ACC-1092,payment,2257.11,65.76,2191.35
TXN-5334269,2023-07-02,ACC-1090,payment,408.44,12.14,396.30
TXN-5534382,2023-07-02,ACC-1026,payment,548.79,13.42,535.37
TXN-5585963,2023-07-02,ACC-1094,payment,559.60,9.35,550.25
TXN-5614855,2023-07-02,ACC-1008,payment,2087.26,60.83,2026.43
TXN-5651045,2023-07-02,ACC-1054,refund,291.33,0.25,291.08
TXN-5714238,2023-07-02,ACC-1075,transfer,550.45,1.97,548.48
TXN-6419122,2023-07-02,ACC-1106,refund,213.83,0.25,213.58
TXN-6596575,2023-07-02,ACC-1130,payment,2046.67,49.37,1997.30
TXN-7089446,2023-07-02,ACC-1080,payment,1986.51,57.91,1928.60
TXN-7103938,2023-07-02,ACC-1054,payment,56.38,1.94,54.44
TXN-7296159,2023-07-02,ACC-1120,payment,1003.30,24.33,978.97
TXN-8278463,2023-07-02,ACC-1060,payment,72.60,1.99,70.61
TXN-8957828,2023-07-02,ACC-1032,transfer,965.56,3.42,962.14
TXN-9127214,2023-07-02,ACC-1076,payment,1755.70,51.22,1704.48
TXN-1399619,2023-07-03,ACC-1027,transfer,4401.15,15.44,4385.71
TXN-2307043,2023-07-03,ACC-1109,payment,505.79,14.97,490.82
TXN-2594650,2023-07-03,ACC-1036,payment,2192.98,63.90,2129.08
TXN-2738060,2023-07-03,ACC-1116,payment,1500.53,36.26,1464.27
TXN-3168488,2023-07-03,ACC-1086,payment,757.81,22.28,735.53
TXN-3757851,2023-07-03,ACC-1015,payment,720.73,21.20,699.53
TXN-4002381,2023-07-03,ACC-1032,payment,519.75,8.70,511.05
TXN-4178397,2023-07-03,ACC-1089,payment,846.20,20.56,825.64
TXN-4296860,2023-07-03,ACC-1051,payment,1325.49,21.99,1303.50
TXN-4387747,2023-07-03,ACC-1093,payment,543.48,13.29,530.19
TXN-4642277,2023-07-03,ACC-1042,payment,1133.22,27.45,1105.77
TXN-5559179,2023-07-03,ACC-1020,transfer,1903.89,6.70,1897.19
TXN-7016334,2023-07-03,ACC-1008,transfer,291.61,2.43,289.18
TXN-7190113,2023-07-03,ACC-1070,refund,69.86,0.25,69.61
TXN-7504461,2023-07-03,ACC-1058,payment,119.04,2.08,116.96
TXN-8395625,2023-07-03,ACC-1104,transfer,3680.43,12.92,3667.51
TXN-8557014,2023-07-03,ACC-1095,payment,1363.35,39.84,1323.51
TXN-9035960,2023-07-03,ACC-1029,payment,245.97,7.43,238.54
TXN-9037187,2023-07-03,ACC-1015,payment,2446.92,71.26,2375.66
TXN-9241584,2023-07-03,ACC-1099,payment,1531.45,25.39,1506.06
TXN-9680122,2023-07-03,ACC-1068,payment,1286.88,37.62,1249.26
TXN-1135716,2023-07-04,ACC-1075,payment,422.16,7.09,415.07
TXN-1602982,2023-07-04,ACC-1055,refund,283.42,0.15,283.27
TXN-1734174,2023-07-04,ACC-1096,payment,1995.11,48.13,1946.98
TXN-2473106,2023-07-04,ACC-1129,payment,248.20,7.50,240.70
TXN-3386985,2023-07-04,ACC-1053,payment,2336.75,68.07,2268.68
TXN-3393130,2023-07-04,ACC-1079,payment,2229.10,53.75,2175.35
TXN-4775728,2023-07-04,ACC-1071,transfer,2588.97,15.63,2573.34
TXN-4929813,2023-07-04,ACC-1091,payment,2210.16,64.39,2145.77
TXN-4982331,2023-07-04,ACC-1023,payment,593.60,14.50,579.10
TXN-5295058,2023-07-04,ACC-1055,payment,1105.87,18.37,1087.50
TXN-5854433,2023-07-04,ACC-1027,payment,306.85,5.18,301.67
TXN-6256187,2023-07-04,ACC-1124,payment,1110.68,18.45,1092.23
TXN-6259424,2023-07-04,ACC-1086,payment,1170.41,34.24,1136.17
TXN-6824351,2023-07-04,ACC-1051,payment,1073.71,17.84,1055.87
TXN-6925449,2023-07-04,ACC-1082,transfer,3744.53,30.06,3714.47
TXN-7301961,2023-07-04,ACC-1124,transfer,2102.27,7.40,2094.87
TXN-7360385,2023-07-04,ACC-1083,transfer,238.42,1.53,236.89
TXN-7876230,2023-07-04,ACC-1017,refund,319.40,0.25,319.15
TXN-8803209,2023-07-04,ACC-1097,transfer,4233.02,33.96,4199.06
