txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1414451,2024-06-01,ACC-1003,payment,1679.97,49.02,1630.95
TXN-1699304,2024-06-01,ACC-1097,payment,2343.00,68.25,2274.75
TXN-1966580,2024-06-01,ACC-1079,transfer,149.07,0.99,148.08
TXN-2032557,2024-06-01,ACC-1054,transfer,617.24,5.04,612.20
TXN-2553438,2024-06-01,ACC-1050,transfer,1599.42,12.90,1586.52
TXN-2912811,2024-06-01,ACC-1006,transfer,2806.57,22.55,2784.02
TXN-3734831,2024-06-01,ACC-1067,payment,276.89,6.90,269.99
TXN-4056061,2024-06-01,ACC-1120,payment,997.83,24.20,973.63
TXN-5211913,2024-06-01,ACC-1085,payment,494.28,14.63,479.65
TXN-5882912,2024-06-01,ACC-1095,payment,949.96,27.85,922.11
TXN-6074655,2024-06-01,ACC-1050,payment,951.61,27.90,923.71
TXN-6153975,2024-06-01,ACC-1006,refund,202.86,0.25,202.61
TXN-6158538,2024-06-01,ACC-1015,transfer,1880.80,15.15,1865.65
TXN-6330435,2024-06-01,ACC-1071,payment,706.86,17.21,689.65
TXN-6502553,2024-06-01,ACC-1059,payment,914.85,22.21,892.64
TXN-6611552,2024-06-01,ACC-1127,payment,365.35,10.90,354.45
TXN-6674501,2024-06-01,ACC-1014,payment,44.47,1.59,42.88
TXN-6697359,2024-06-01,ACC-1104,payment,605.60,10.11,595.49
TXN-6922254,2024-06-01,ACC-1018,payment,1950.79,47.07,1903.72
TXN-7676422,2024-06-01,ACC-1066,payment,2227.04,64.88,2162.16
TXN-8390484,2024-06-01,ACC-1098,payment,1954.85,56.99,1897.86
TXN-9182598,2024-06-01,ACC-1005,payment,828.14,20.13,808.01
TXN-9477960,2024-06-01,ACC-1047,payment,287.38,8.63,278.75
TXN-9744622,2024-06-01,ACC-1053,payment,2482.23,72.28,2409.95
TXN-1159305,2024-06-02,ACC-1124,refund,23.73,0.15,23.58
TXN-1365421,2024-06-02,ACC-1070,payment,1039.31,30.44,1008.87
TXN-2187466,2024-06-02,ACC-1096,payment,2407.05,58.02,2349.03
TXN-2336801,2024-06-02,ACC-1011,payment,57.61,1.07,56.54
TXN-2481219,2024-06-02,ACC-1033,payment,1230.40,35.98,1194.42
TXN-3509441,2024-06-02,ACC-1053,payment,897.77,26.34,871.43
TXN-3993685,2024-06-02,ACC-1027,transfer,4104.84,14.41,4090.43
TXN-4015140,2024-06-02,ACC-1116,payment,1983.33,47.85,1935.48
TXN-4224940,2024-06-02,ACC-1032,transfer,3190.19,11.21,3178.98
TXN-4274127,2024-06-02,ACC-1046,transfer,4459.10,35.77,4423.33
TXN-4912019,2024-06-02,ACC-1006,payment,1987.86,57.95,1929.91
TXN-5267145,2024-06-02,ACC-1126,payment,1425.33,41.63,1383.70
TXN-5677725,2024-06-02,ACC-1020,payment,2263.58,37.47,2226.11
TXN-5919486,2024-06-02,ACC-1021,payment,1274.57,30.84,1243.73
TXN-6414048,2024-06-02,ACC-1047,transfer,3768.02,30.24,3737.78
TXN-6790045,2024-06-02,ACC-1030,payment,1516.45,44.28,1472.17
TXN-7199250,2024-06-02,ACC-1130,transfer,1692.51,10.26,1682.25
TXN-7505183,2024-06-02,ACC-1045,refund,374.87,0.25,374.62
TXN-8330400,2024-06-02,ACC-1005,payment,1378.75,33.34,1345.41
TXN-9403739,2024-06-02,ACC-1118,payment,1177.24,34.44,1142.80
TXN-9692988,2024-06-02,ACC-1062,payment,503.24,14.89,488.35
TXN-1090301,2024-06-03,ACC-1057,transfer,1094.22,8.85,1085.37
TXN-1433090,2024-06-03,ACC-1072,payment,877.62,21.31,856.31
TXN-1690627,2024-06-03,ACC-1077,payment,1691.26,49.35,1641.91
TXN-3397126,2024-06-03,ACC-1087,transfer,4190.27,14.71,4175.56
TXN-3536017,2024-06-03,ACC-1120,payment,1452.02,35.10,1416.92
TXN-3912799,2024-06-03,ACC-1017,payment,1383.29,40.42,1342.87
TXN-5530502,2024-06-03,ACC-1002,payment,1670.26,48.74,1621.52
TXN-5986115,2024-06-03,ACC-1022,payment,2186.54,52.73,2133.81
TXN-6468061,2024-06-03,ACC-1066,payment,1891.50,55.15,1836.35
TXN-6494224,2024-06-03,ACC-1049,payment,2388.38,69.56,2318.82
TXN-6937958,2024-06-03,ACC-1060,payment,1665.30,40.22,1625.08
TXN-8025616,2024-06-03,ACC-1050,payment,1137.98,33.30,1104.68
TXN-8857392,2024-06-03,ACC-1116,payment,1467.72,35.48,1432.24
TXN-9026640,2024-06-03,ACC-1010,refund,104.40,0.25,104.15
TXN-9429540,2024-06-03,ACC-1082,transfer,188.99,1.61,187.38
TXN-9799086,2024-06-03,ACC-1073,payment,1881.22,45.40,1835.82
TXN-1099968,2024-06-04,ACC-1088,payment,1909.89,46.09,1863.80
TXN-1380019,2024-06-04,ACC-1099,refund,198.74,0.15,198.59
TXN-2302671,2024-06-04,ACC-1052,payment,1041.06,25.24,1015.82
TXN-2469021,2024-06-04,ACC-1106,refund,38.02,0.25,37.77
TXN-3067335,2024-06-04,ACC-1019,payment,1469.67,35.52,1434.15
TXN-3168545,2024-06-04,ACC-1100,transfer,1510.81,5.33,1505.48
TXN-3617179,2024-06-04,ACC-1091,payment,2082.63,60.70,2021.93
TXN-4808757,2024-06-04,ACC-1032,payment,1279.15,21.23,1257.92
TXN-4895440,2024-06-04,ACC-1120,payment,1198.63,29.02,1169.61
TXN-5332791,2024-06-04,ACC-1005,payment,2338.31,56.37,2281.94
TXN-5746412,2024-06-04,ACC-1041,transfer,4964.90,39.82,4925.08
TXN-6112471,2024-06-04,ACC-1075,transfer,3551.74,12.47,3539.27
TXN-6626934,2024-06-04,ACC-1057,payment,1354.59,39.58,1315.01
TXN-8015638,2024-06-04,ACC-1070,payment,1006.06,29.48,976.58
