txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1109426,2025-01-01,ACC-1067,payment,165.55,4.22,161.33
TXN-1243452,2025-01-01,ACC-1041,transfer,4986.70,39.99,4946.71
TXN-1605568,2025-01-01,ACC-1102,payment,728.45,12.14,716.31
TXN-1874270,2025-01-01,ACC-1045,payment,2448.92,71.32,2377.60
TXN-2060171,2025-01-01,ACC-1065,payment,741.13,12.35,728.78
TXN-2304004,2025-01-01,ACC-1086,payment,707.25,20.81,686.44
TXN-2327755,2025-01-01,ACC-1061,payment,1814.41,30.06,1784.35
TXN-2467006,2025-01-01,ACC-1032,refund,291.83,0.15,291.68
TXN-2591576,2025-01-01,ACC-1041,payment,1702.07,49.66,1652.41
TXN-2607866,2025-01-01,ACC-1080,payment,550.28,16.26,534.02
TXN-3288204,2025-01-01,ACC-1082,payment,1508.05,44.03,1464.02
TXN-4072619,2025-01-01,ACC-1106,payment,1675.08,48.88,1626.20
TXN-4197005,2025-01-01,ACC-1116,payment,1460.14,35.29,1424.85
TXN-4424134,2025-01-01,ACC-1052,transfer,1640.31,9.94,1630.37
TXN-5328739,2025-01-01,ACC-1044,payment,461.61,13.69,447.92
TXN-5442786,2025-01-01,ACC-1129,transfer,4333.84,34.77,4299.07
TXN-6186392,2025-01-01,ACC-1013,payment,1611.31,38.92,1572.39
TXN-6579585,2025-01-01,ACC-1079,payment,722.30,17.59,704.71
TXN-7103425,2025-01-01,ACC-1123,refund,92.90,0.15,92.75
TXN-8028458,2025-01-01,ACC-1021,payment,1621.81,39.17,1582.64
TXN-8157534,2025-01-01,ACC-1112,payment,325.80,8.07,317.73
TXN-1535669,2025-01-02,ACC-1028,payment,718.43,21.13,697.30
TXN-2619430,2025-01-02,ACC-1097,refund,273.38,0.25,273.13
TXN-2635116,2025-01-02,ACC-1070,transfer,4202.04,33.72,4168.32
TXN-3079560,2025-01-02,ACC-1014,refund,394.70,0.25,394.45
TXN-3169909,2025-01-02,ACC-1011,payment,513.44,8.59,504.85
TXN-3191196,2025-01-02,ACC-1072,payment,1352.70,32.71,1319.99
TXN-4437428,2025-01-02,ACC-1078,payment,1523.34,44.48,1478.86
TXN-4514336,2025-01-02,ACC-1042,transfer,937.19,5.72,931.47
TXN-6011582,2025-01-02,ACC-1052,transfer,4625.25,27.85,4597.40
TXN-6289231,2025-01-02,ACC-1063,payment,865.72,25.41,840.31
TXN-7175593,2025-01-02,ACC-1085,transfer,2712.28,21.80,2690.48
TXN-7717860,2025-01-02,ACC-1009,refund,11.68,0.25,11.43
TXN-7996389,2025-01-02,ACC-1090,payment,685.10,20.17,664.93
TXN-8164245,2025-01-02,ACC-1083,payment,787.46,19.15,768.31
TXN-8638176,2025-01-02,ACC-1069,payment,1386.35,40.50,1345.85
TXN-9446271,2025-01-02,ACC-1103,payment,2394.87,69.75,2325.12
TXN-1393167,2025-01-03,ACC-1109,payment,1596.26,46.59,1549.67
TXN-1696703,2025-01-03,ACC-1118,payment,161.22,4.98,156.24
TXN-1700295,2025-01-03,ACC-1060,payment,227.17,5.70,221.47
TXN-2215375,2025-01-03,ACC-1076,payment,2234.26,65.09,2169.17
TXN-2739417,2025-01-03,ACC-1083,transfer,483.45,3.00,480.45
TXN-3262075,2025-01-03,ACC-1064,payment,2500.00,72.80,2427.20
TXN-3326239,2025-01-03,ACC-1083,payment,2488.09,59.96,2428.13
TXN-3351068,2025-01-03,ACC-1041,payment,875.45,25.69,849.76
TXN-3839930,2025-01-03,ACC-1052,payment,393.25,9.69,383.56
TXN-4147690,2025-01-03,ACC-1046,payment,2479.26,72.20,2407.06
TXN-4228637,2025-01-03,ACC-1024,transfer,2408.49,8.47,2400.02
TXN-4387402,2025-01-03,ACC-1126,refund,115.84,0.25,115.59
TXN-4808212,2025-01-03,ACC-1003,transfer,3114.51,25.02,3089.49
TXN-5818589,2025-01-03,ACC-1065,payment,732.82,12.21,720.61
TXN-9849525,2025-01-03,ACC-1104,transfer,900.60,3.19,897.41
TXN-9951442,2025-01-03,ACC-1001,transfer,169.97,1.46,168.51
TXN-1016782,2025-01-04,ACC-1094,payment,2430.76,40.23,2390.53
TXN-1115903,2025-01-04,ACC-1073,payment,243.50,6.09,237.41
TXN-2019566,2025-01-04,ACC-1024,payment,2477.67,41.00,2436.67
TXN-2053665,2025-01-04,ACC-1016,payment,2373.93,57.22,2316.71
TXN-2722360,2025-01-04,ACC-1007,payment,2420.42,58.34,2362.08
TXN-2997044,2025-01-04,ACC-1094,transfer,495.33,1.77,493.56
TXN-3213706,2025-01-04,ACC-1081,transfer,1860.05,14.98,1845.07
TXN-3816920,2025-01-04,ACC-1066,payment,1695.40,49.47,1645.93
TXN-4454447,2025-01-04,ACC-1087,payment,496.75,8.32,488.43
TXN-5133268,2025-01-04,ACC-1128,payment,785.83,19.11,766.72
TXN-5847101,2025-01-04,ACC-1032,transfer,3815.12,13.39,3801.73
TXN-6523553,2025-01-04,ACC-1126,payment,2259.81,65.83,2193.98
TXN-8063266,2025-01-04,ACC-1084,payment,283.68,8.53,275.15
TXN-8563754,2025-01-04,ACC-1108,transfer,3818.69,30.65,3788.04
TXN-8674999,2025-01-04,ACC-1086,payment,1081.09,31.65,1049.44
TXN-9720020,2025-01-04,ACC-1102,payment,496.21,8.31,487.90
TXN-1663280,2025-01-05,ACC-1127,payment,2390.58,69.63,2320.95
TXN-1733293,2025-01-05,ACC-1008,payment,742.72,21.84,720.88
TXN-1746213,2025-01-05,ACC-1065,payment,766.34,12.76,753.58
TXN-1997969,2025-01-05,ACC-1083,payment,1175.53,28.46,1147.07
TXN-2255305,2025-01-05,ACC-1056,transfer,3898.75,23.49,3875.26
TXN-2644778,2025-01-05,ACC-1021,payment,454.90,11.17,443.73
TXN-2904924,2025-01-05,ACC-1099,transfer,2241.64,7.89,2233.75
TXN-3504983,2025-01-05,ACC-1116,payment,1891.69,45.65,1846.04
TXN-3905496,2025-01-05,ACC-1121,transfer,729.80,5.94,723.86
TXN-4392542,2025-01-05,ACC-1010,transfer,1950.81,15.71,1935.10
TXN-4877506,2025-01-05,ACC-1002,payment,2474.03,72.05,2401.98
TXN-4899277,2025-01-05,ACC-1106,payment,474.69,14.07,460.62
TXN-5589467,2025-01-05,ACC-1008,payment,832.39,24.44,807.95
TXN-5597455,2025-01-05,ACC-1115,refund,26.51,0.25,26.26
TXN-6090981,2025-01-05,ACC-1047,payment,128.91,4.04,124.87
TXN-6338286,2025-01-05,ACC-1054,payment,2017.21,58.80,1958.41
TXN-6612843,2025-01-05,ACC-1092,payment,577.14,17.04,560.10
TXN-7690830,2025-01-05,ACC-1050,payment,1761.72,51.39,1710.33
TXN-7698494,2025-01-05,ACC-1082,payment,350.84,10.47,340.37
TXN-7723180,2025-01-05,ACC-1022,refund,79.78,0.25,79.53
TXN-7998063,2025-01-05,ACC-1098,refund,115.30,0.25,115.05
TXN-8869011,2025-01-05,ACC-1021,payment,2406.00,57.99,2348.01
TXN-8885238,2025-01-05,ACC-1122,refund,267.71,0.25,267.46
TXN-9433890,2025-01-05,ACC-1105,refund,170.95,0.25,170.70
TXN-1095730,2025-01-06,ACC-1052,payment,2373.82,57.22,2316.60
TXN-1652548,2025-01-06,ACC-1106,payment,513.74,15.20,498.54
TXN-1876003,2025-01-06,ACC-1074,refund,227.80,0.25,227.55
TXN-2381556,2025-01-06,ACC-1093,payment,1921.81,46.37,1875.44
TXN-2547281,2025-01-06,ACC-1087,payment,374.97,6.31,368.66
TXN-2739628,2025-01-06,ACC-1039,payment,1712.14,41.34,1670.80
TXN-2834743,2025-01-06,ACC-1066,payment,1560.42,45.55,1514.87
