txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1525400,2025-12-01,ACC-1112,transfer,1264.18,7.69,1256.49
TXN-2424799,2025-12-01,ACC-1091,payment,590.31,17.42,572.89
TXN-2585817,2025-12-01,ACC-1071,payment,1959.74,47.28,1912.46
TXN-3240797,2025-12-01,ACC-1045,payment,218.43,6.63,211.80
TXN-3469576,2025-12-01,ACC-1125,payment,889.58,14.80,874.78
TXN-4695531,2025-12-01,ACC-1118,payment,622.06,18.34,603.72
TXN-5250803,2025-12-01,ACC-1005,payment,1629.64,39.36,1590.28
TXN-6369501,2025-12-01,ACC-1016,payment,506.84,12.41,494.43
TXN-6592703,2025-12-01,ACC-1065,refund,249.09,0.15,248.94
TXN-7559679,2025-12-01,ACC-1021,payment,1375.31,33.26,1342.05
TXN-8124272,2025-12-01,ACC-1102,transfer,1019.18,3.61,1015.57
TXN-8406323,2025-12-01,ACC-1013,payment,944.23,22.91,921.32
TXN-8430951,2025-12-01,ACC-1029,refund,31.81,0.25,31.56
TXN-8644820,2025-12-01,ACC-1077,transfer,3323.69,26.69,3297.00
TXN-8667657,2025-12-01,ACC-1092,payment,1763.85,51.45,1712.40
TXN-9761781,2025-12-01,ACC-1077,payment,2380.72,69.34,2311.38
TXN-9953089,2025-12-01,ACC-1018,refund,63.56,0.25,63.31
TXN-1697795,2025-12-02,ACC-1001,payment,396.99,11.81,385.18
TXN-1880358,2025-12-02,ACC-1109,payment,27.82,1.11,26.71
TXN-2396182,2025-12-02,ACC-1020,payment,1199.64,19.91,1179.73
TXN-3241946,2025-12-02,ACC-1118,transfer,4363.49,35.01,4328.48
TXN-3426324,2025-12-02,ACC-1045,payment,152.66,4.73,147.93
TXN-3594999,2025-12-02,ACC-1056,transfer,3617.46,21.80,3595.66
TXN-4127104,2025-12-02,ACC-1073,refund,305.60,0.25,305.35
TXN-4608921,2025-12-02,ACC-1113,payment,1249.21,36.53,1212.68
TXN-4686487,2025-12-02,ACC-1120,payment,680.62,16.58,664.04
TXN-4697317,2025-12-02,ACC-1097,payment,959.31,28.12,931.19
TXN-5489491,2025-12-02,ACC-1110,payment,1117.67,18.56,1099.11
TXN-5506653,2025-12-02,ACC-1062,payment,1059.71,31.03,1028.68
TXN-5950296,2025-12-02,ACC-1056,payment,919.12,22.31,896.81
TXN-6099177,2025-12-02,ACC-1011,payment,1368.67,22.70,1345.97
TXN-7030519,2025-12-02,ACC-1010,payment,472.05,13.99,458.06
TXN-7927946,2025-12-02,ACC-1096,payment,755.73,18.39,737.34
TXN-8137098,2025-12-02,ACC-1079,payment,1812.47,43.75,1768.72
TXN-8859350,2025-12-02,ACC-1091,payment,2363.30,68.84,2294.46
TXN-9304600,2025-12-02,ACC-1038,transfer,4852.93,38.92,4814.01
TXN-9597537,2025-12-02,ACC-1095,refund,292.83,0.25,292.58
TXN-1115784,2025-12-03,ACC-1029,payment,1398.39,40.85,1357.54
TXN-1121876,2025-12-03,ACC-1032,transfer,842.12,2.99,839.13
TXN-1296702,2025-12-03,ACC-1066,payment,1754.50,51.18,1703.32
TXN-1382457,2025-12-03,ACC-1093,transfer,1857.77,11.25,1846.52
TXN-1487196,2025-12-03,ACC-1128,refund,347.18,0.25,346.93
TXN-1987713,2025-12-03,ACC-1114,transfer,4155.52,33.34,4122.18
TXN-2021670,2025-12-03,ACC-1100,transfer,325.40,1.18,324.22
TXN-2394106,2025-12-03,ACC-1009,payment,2206.42,64.29,2142.13
TXN-2490310,2025-12-03,ACC-1008,refund,79.65,0.25,79.40
TXN-2579709,2025-12-03,ACC-1074,payment,407.13,12.11,395.02
TXN-2595096,2025-12-03,ACC-1027,transfer,3043.76,10.69,3033.07
TXN-2644868,2025-12-03,ACC-1019,transfer,3679.61,22.18,3657.43
TXN-2649153,2025-12-03,ACC-1013,payment,2056.49,49.61,2006.88
TXN-2813322,2025-12-03,ACC-1106,transfer,2937.75,23.60,2914.15
TXN-3120609,2025-12-03,ACC-1049,payment,129.61,4.06,125.55
TXN-3140860,2025-12-03,ACC-1046,refund,175.17,0.25,174.92
TXN-3167262,2025-12-03,ACC-1077,payment,2458.30,71.59,2386.71
TXN-3708887,2025-12-03,ACC-1125,payment,2361.14,39.08,2322.06
TXN-3800432,2025-12-03,ACC-1012,payment,1834.76,44.28,1790.48
TXN-3915649,2025-12-03,ACC-1121,payment,962.80,28.22,934.58
TXN-4719515,2025-12-03,ACC-1105,transfer,3709.71,29.78,3679.93
TXN-5114730,2025-12-03,ACC-1071,payment,534.18,13.07,521.11
TXN-5201326,2025-12-03,ACC-1007,payment,2135.88,51.51,2084.37
TXN-5567834,2025-12-03,ACC-1125,transfer,4307.51,15.12,4292.39
TXN-5690594,2025-12-03,ACC-1057,payment,1111.36,32.53,1078.83
TXN-6090378,2025-12-03,ACC-1098,payment,1913.62,55.79,1857.83
TXN-7026874,2025-12-03,ACC-1125,payment,2349.35,38.88,2310.47
TXN-7031711,2025-12-03,ACC-1118,payment,17.34,0.80,16.54
TXN-7191266,2025-12-03,ACC-1096,payment,1258.05,30.44,1227.61
TXN-7795086,2025-12-03,ACC-1108,payment,1467.17,42.85,1424.32
TXN-8193356,2025-12-03,ACC-1116,payment,1161.19,28.12,1133.07
TXN-9408380,2025-12-03,ACC-1067,payment,1745.93,42.15,1703.78
TXN-9468167,2025-12-03,ACC-1078,payment,399.85,11.90,387.95
TXN-9769805,2025-12-03,ACC-1124,payment,70.27,1.28,68.99
TXN-1229619,2025-12-04,ACC-1097,payment,414.45,12.32,402.13
TXN-1230865,2025-12-04,ACC-1097,refund,347.90,0.25,347.65
TXN-1488461,2025-12-04,ACC-1069,transfer,3298.62,26.49,3272.13
TXN-2309295,2025-12-04,ACC-1128,payment,1034.97,25.09,1009.88
TXN-3705266,2025-12-04,ACC-1039,payment,1815.71,43.83,1771.88
TXN-4364693,2025-12-04,ACC-1111,payment,1808.70,43.66,1765.04
TXN-5678992,2025-12-04,ACC-1079,payment,2406.64,58.01,2348.63
TXN-5728339,2025-12-04,ACC-1012,payment,2265.04,54.61,2210.43
TXN-5915808,2025-12-04,ACC-1054,refund,114.80,0.25,114.55
TXN-6562850,2025-12-04,ACC-1040,transfer,4818.08,16.90,4801.18
TXN-6656680,2025-12-04,ACC-1049,transfer,1768.43,14.25,1754.18
TXN-6672966,2025-12-04,ACC-1016,transfer,2723.20,16.44,2706.76
TXN-7773916,2025-12-04,ACC-1072,transfer,4297.90,25.89,4272.01
TXN-8663948,2025-12-04,ACC-1049,transfer,584.81,4.78,580.03
TXN-8912420,2025-12-04,ACC-1032,payment,344.17,5.80,338.37
TXN-9019854,2025-12-04,ACC-1024,payment,2328.33,38.54,2289.79
TXN-9125558,2025-12-04,ACC-1086,transfer,2463.36,19.81,2443.55
TXN-1225827,2025-12-05,ACC-1006,payment,660.85,19.46,641.39
TXN-2070103,2025-12-05,ACC-1050,payment,1943.02,56.65,1886.37
TXN-2153276,2025-12-05,ACC-1049,transfer,3245.39,26.06,3219.33
TXN-2319075,2025-12-05,ACC-1125,refund,278.17,0.15,278.02
TXN-2675963,2025-12-05,ACC-1078,payment,450.82,13.37,437.45
TXN-3101163,2025-12-05,ACC-1112,payment,825.79,20.07,805.72
TXN-3128308,2025-12-05,ACC-1093,transfer,3221.36,19.43,3201.93
TXN-3735917,2025-12-05,ACC-1041,payment,2305.50,67.16,2238.34
TXN-3993833,2025-12-05,ACC-1080,payment,270.13,8.13,262.00
TXN-4094430,2025-12-05,ACC-1053,refund,330.09,0.25,329.84
TXN-4203085,2025-12-05,ACC-1024,payment,1449.93,24.04,1425.89
TXN-4788134,2025-12-05,ACC-1115,refund,262.49,0.25,262.24
TXN-5018554,2025-12-05,ACC-1122,payment,540.88,15.99,524.89
TXN-5087615,2025-12-05,ACC-1120,payment,1208.48,29.25,1179.23
TXN-5242432,2025-12-05,ACC-1097,payment,533.53,15.77,517.76
TXN-6958537,2025-12-05,ACC-1120,transfer,3453.99,20.82,3433.17
TXN-7684035,2025-12-05,ACC-1105,payment,1183.47,34.62,1148.85
TXN-8468483,2025-12-05,ACC-1048,payment,2284.07,66.54,2217.53
TXN-8975853,2025-12-05,ACC-1045,transfer,2838.79,22.81,2815.98
TXN-9492357,2025-12-05,ACC-1038,payment,2450.94,71.38,2379.56
TXN-9685534,2025-12-05,ACC-1110,payment,1276.60,21.18,1255.42
TXN-1179831,2025-12-06,ACC-1065,payment,1948.81,32.28,1916.53
TXN-1802725,2025-12-06,ACC-1069,payment,2031.50,59.21,1972.29
TXN-2906940,2025-12-06,ACC-1085,payment,1376.59,40.22,1336.37
TXN-3151644,2025-12-06,ACC-1101,transfer,927.82,5.67,922.15
TXN-3534413,2025-12-06,ACC-1003,payment,1731.60,50.52,1681.08
