txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1337829,2024-04-01,ACC-1016,payment,2352.65,56.71,2295.94
TXN-1403292,2024-04-01,ACC-1076,transfer,1109.08,8.97,1100.11
TXN-2277253,2024-04-01,ACC-1075,payment,1014.76,16.86,997.90
TXN-2852096,2024-04-01,ACC-1042,transfer,3698.21,22.29,3675.92
TXN-3235019,2024-04-01,ACC-1012,payment,285.24,7.10,278.14
TXN-3578506,2024-04-01,ACC-1039,payment,1760.03,42.49,1717.54
TXN-3695474,2024-04-01,ACC-1109,payment,1723.65,50.29,1673.36
TXN-4626490,2024-04-01,ACC-1123,payment,1532.96,25.41,1507.55
TXN-5187355,2024-04-01,ACC-1014,payment,1225.21,35.83,1189.38
TXN-6205797,2024-04-01,ACC-1014,refund,106.09,0.25,105.84
TXN-6844629,2024-04-01,ACC-1109,payment,2343.81,68.27,2275.54
TXN-6882264,2024-04-01,ACC-1083,payment,240.52,6.02,234.50
TXN-6901713,2024-04-01,ACC-1065,refund,338.05,0.15,337.90
TXN-7019280,2024-04-01,ACC-1115,transfer,4506.08,27.14,4478.94
TXN-7086918,2024-04-01,ACC-1119,payment,1715.54,50.05,1665.49
TXN-7179377,2024-04-01,ACC-1025,transfer,2221.96,13.43,2208.53
TXN-7507805,2024-04-01,ACC-1042,transfer,3257.75,19.65,3238.10
TXN-9089473,2024-04-01,ACC-1043,payment,123.32,3.88,119.44
TXN-9452027,2024-04-01,ACC-1028,payment,1093.26,32.00,1061.26
TXN-1921582,2024-04-02,ACC-1018,payment,1430.24,34.58,1395.66
TXN-2294068,2024-04-02,ACC-1104,payment,713.90,11.90,702.00
TXN-2653214,2024-04-02,ACC-1035,payment,1437.11,23.83,1413.28
TXN-3040713,2024-04-02,ACC-1009,refund,138.09,0.25,137.84
TXN-4797565,2024-04-02,ACC-1115,transfer,2363.90,14.28,2349.62
TXN-5486563,2024-04-02,ACC-1099,payment,846.42,14.09,832.33
TXN-6385005,2024-04-02,ACC-1088,payment,786.63,19.13,767.50
TXN-7275933,2024-04-02,ACC-1035,payment,1480.76,24.55,1456.21
TXN-7763282,2024-04-02,ACC-1021,payment,1478.40,35.73,1442.67
TXN-8044445,2024-04-02,ACC-1029,payment,962.92,28.22,934.70
TXN-8246586,2024-04-02,ACC-1056,transfer,158.16,1.05,157.11
TXN-9026261,2024-04-02,ACC-1078,payment,1830.40,53.38,1777.02
TXN-9254735,2024-04-02,ACC-1083,payment,172.73,4.40,168.33
TXN-9349832,2024-04-02,ACC-1125,transfer,1968.82,6.93,1961.89
TXN-2013181,2024-04-03,ACC-1120,payment,1370.61,33.14,1337.47
TXN-2905616,2024-04-03,ACC-1073,transfer,1573.93,9.54,1564.39
TXN-3084030,2024-04-03,ACC-1059,refund,226.49,0.25,226.24
TXN-3601945,2024-04-03,ACC-1029,refund,396.03,0.25,395.78
TXN-3632833,2024-04-03,ACC-1025,payment,1637.01,39.54,1597.47
TXN-3725275,2024-04-03,ACC-1128,payment,34.05,1.07,32.98
TXN-4357747,2024-04-03,ACC-1112,refund,149.95,0.25,149.70
TXN-4406924,2024-04-03,ACC-1013,payment,557.44,13.63,543.81
TXN-4540226,2024-04-03,ACC-1125,payment,1896.53,31.41,1865.12
TXN-5160720,2024-04-03,ACC-1127,payment,1294.49,37.84,1256.65
TXN-5321112,2024-04-03,ACC-1069,payment,1070.14,31.33,1038.81
TXN-5454681,2024-04-03,ACC-1052,payment,1397.82,33.80,1364.02
TXN-6122447,2024-04-03,ACC-1039,refund,98.82,0.25,98.57
TXN-7140502,2024-04-03,ACC-1126,payment,1275.90,37.30,1238.60
TXN-7732526,2024-04-03,ACC-1042,payment,167.62,4.27,163.35
TXN-8165182,2024-04-03,ACC-1066,payment,1141.04,33.39,1107.65
TXN-9477845,2024-04-03,ACC-1094,payment,964.22,16.03,948.19
TXN-9924778,2024-04-03,ACC-1116,payment,1193.78,28.90,1164.88
TXN-1328785,2024-04-04,ACC-1026,payment,1289.27,31.19,1258.08
TXN-1582173,2024-04-04,ACC-1010,transfer,2017.55,16.24,2001.31
TXN-1606915,2024-04-04,ACC-1093,payment,1262.89,30.56,1232.33
TXN-2057851,2024-04-04,ACC-1070,payment,1096.32,32.09,1064.23
TXN-2455113,2024-04-04,ACC-1042,payment,2473.47,59.61,2413.86
TXN-3258999,2024-04-04,ACC-1019,payment,808.14,19.65,788.49
TXN-4156067,2024-04-04,ACC-1027,refund,66.86,0.15,66.71
TXN-4276802,2024-04-04,ACC-1053,payment,1559.29,45.52,1513.77
TXN-4592064,2024-04-04,ACC-1013,payment,278.43,6.93,271.50
TXN-4932916,2024-04-04,ACC-1115,transfer,2979.81,17.98,2961.83
TXN-5480807,2024-04-04,ACC-1075,payment,1315.29,21.82,1293.47
TXN-6441418,2024-04-04,ACC-1092,payment,54.25,1.87,52.38
TXN-6555453,2024-04-04,ACC-1030,payment,316.27,9.47,306.80
TXN-7385502,2024-04-04,ACC-1122,transfer,1151.15,9.31,1141.84
TXN-7574085,2024-04-04,ACC-1064,transfer,3665.68,29.43,3636.25
TXN-8119849,2024-04-04,ACC-1101,payment,917.35,22.27,895.08
TXN-8474907,2024-04-04,ACC-1100,payment,476.05,7.97,468.08
TXN-8798066,2024-04-04,ACC-1021,refund,301.26,0.25,301.01
TXN-9902472,2024-04-04,ACC-1023,payment,2055.23,49.58,2005.65
TXN-1034126,2024-04-05,ACC-1038,payment,1039.05,30.43,1008.62
TXN-2256334,2024-04-05,ACC-1103,transfer,3462.29,27.80,3434.49
TXN-2698621,2024-04-05,ACC-1098,refund,110.52,0.25,110.27
TXN-2901157,2024-04-05,ACC-1056,payment,1976.79,47.69,1929.10
TXN-3345611,2024-04-05,ACC-1128,payment,2014.36,48.59,1965.77
TXN-3530609,2024-04-05,ACC-1077,transfer,2642.06,21.24,2620.82
TXN-3985727,2024-04-05,ACC-1006,payment,2440.60,71.08,2369.52
TXN-3992915,2024-04-05,ACC-1017,payment,1901.30,55.44,1845.86
TXN-4604109,2024-04-05,ACC-1037,transfer,2589.39,15.64,2573.75
TXN-4734653,2024-04-05,ACC-1013,payment,2185.74,52.71,2133.03
TXN-5912115,2024-04-05,ACC-1027,payment,2371.95,39.26,2332.69
TXN-6043924,2024-04-05,ACC-1005,transfer,637.88,3.93,633.95
TXN-6218171,2024-04-05,ACC-1112,payment,237.56,5.95,231.61
TXN-6266457,2024-04-05,ACC-1012,payment,1977.03,47.70,1929.33
TXN-6662771,2024-04-05,ACC-1031,payment,1871.35,31.00,1840.35
TXN-7754525,2024-04-05,ACC-1017,payment,1646.74,48.06,1598.68
TXN-7989631,2024-04-05,ACC-1093,transfer,1605.56,9.73,1595.83
TXN-8758800,2024-04-05,ACC-1055,payment,820.98,13.67,807.31
TXN-9016113,2024-04-05,ACC-1120,payment,72.86,2.00,70.86
TXN-9409047,2024-04-05,ACC-1024,payment,2122.19,35.14,2087.05
TXN-9539832,2024-04-05,ACC-1083,payment,1767.05,42.66,1724.39
TXN-9780604,2024-04-05,ACC-1076,payment,585.41,17.28,568.13
TXN-1260652,2024-04-06,ACC-1114,transfer,1655.83,13.35,1642.48
TXN-1702812,2024-04-06,ACC-1067,payment,2091.67,50.45,2041.22
TXN-2248561,2024-04-06,ACC-1027,payment,1317.13,21.85,1295.28
TXN-4185440,2024-04-06,ACC-1042,payment,1298.97,31.43,1267.54
TXN-5303385,2024-04-06,ACC-1082,payment,1912.78,55.77,1857.01
TXN-6882245,2024-04-06,ACC-1040,payment,790.16,13.16,777.00
TXN-7189765,2024-04-06,ACC-1073,payment,494.84,12.13,482.71
TXN-7254931,2024-04-06,ACC-1040,payment,1736.13,28.77,1707.36
TXN-7895324,2024-04-06,ACC-1043,payment,1784.87,52.06,1732.81
TXN-8391310,2024-04-06,ACC-1110,payment,301.35,5.09,296.26
TXN-9392071,2024-04-06,ACC-1051,payment,2111.28,34.96,2076.32
TXN-1381226,2024-04-07,ACC-1125,transfer,1980.39,6.97,1973.42
TXN-1438938,2024-04-07,ACC-1124,payment,415.61,6.98,408.63
TXN-2115577,2024-04-07,ACC-1078,payment,601.30,17.74,583.56
TXN-4175002,2024-04-07,ACC-1130,transfer,3885.73,23.41,3862.32
TXN-4245799,2024-04-07,ACC-1066,transfer,4822.31,38.68,4783.63
TXN-4341251,2024-04-07,ACC-1061,payment,1377.38,22.85,1354.53
TXN-4649006,2024-04-07,ACC-1006,transfer,4755.79,38.15,4717.64
TXN-4666057,2024-04-07,ACC-1106,payment,2289.45,66.69,2222.76
TXN-5866691,2024-04-07,ACC-1060,payment,2056.49,49.61,2006.88
TXN-6056940,2024-04-07,ACC-1022,payment,914.53,22.20,892.33
TXN-6141440,2024-04-07,ACC-1125,payment,741.29,12.35,728.94
TXN-6856858,2024-04-07,ACC-1103,payment,1487.59,43.44,1444.15
TXN-6918080,2024-04-07,ACC-1041,payment,713.45,20.99,692.46
TXN-7640159,2024-04-07,ACC-1003,payment,1446.33,42.24,1404.09
TXN-7773574,2024-04-07,ACC-1124,payment,2200.72,36.43,2164.29
TXN-8481582,2024-04-07,ACC-1016,payment,1700.46,41.06,1659.40
TXN-8571400,2024-04-07,ACC-1026,payment,531.00,12.99,518.01
TXN-9204809,2024-04-07,ACC-1078,refund,197.15,0.25,196.90
TXN-1018631,2024-04-08,ACC-1058,payment,708.37,11.81,696.56
TXN-1134082,2024-04-08,ACC-1080,payment,434.23,12.89,421.34
TXN-1405942,2024-04-08,ACC-1072,payment,2064.49,49.80,2014.69
TXN-1732522,2024-04-08,ACC-1040,payment,539.93,9.03,530.90
TXN-1905897,2024-04-08,ACC-1074,transfer,2257.53,18.16,2239.37
TXN-1967904,2024-04-08,ACC-1130,payment,715.95,17.43,698.52
TXN-2370774,2024-04-08,ACC-1023,payment,521.15,12.76,508.39
TXN-2752486,2024-04-08,ACC-1121,transfer,145.37,1.26,144.11
TXN-2812956,2024-04-08,ACC-1070,refund,376.54,0.25,376.29
TXN-3225833,2024-04-08,ACC-1086,transfer,1804.60,14.54,1790.06
TXN-3671859,2024-04-08,ACC-1106,payment,14.59,0.72,13.87
