txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-1527355,2023-02-01,ACC-1071,transfer,1212.23,7.37,1204.86
TXN-3161365,2023-02-01,ACC-1109,transfer,4391.05,35.23,4355.82
TXN-3814578,2023-02-01,ACC-1019,transfer,1636.96,9.92,1627.04
TXN-4476495,2023-02-01,ACC-1037,transfer,1645.86,9.98,1635.88
TXN-4647743,2023-02-01,ACC-1028,payment,44.08,1.58,42.50
TXN-4814651,2023-02-01,ACC-1045,payment,1782.24,51.98,1730.26
TXN-4956978,2023-02-01,ACC-1110,payment,2442.59,40.42,2402.17
TXN-6031000,2023-02-01,ACC-1001,payment,1694.34,49.44,1644.90
TXN-6343245,2023-02-01,ACC-1050,payment,997.49,29.23,968.26
TXN-6755547,2023-02-01,ACC-1012,payment,2388.71,57.58,2331.13
TXN-6968469,2023-02-01,ACC-1071,payment,1554.46,37.56,1516.90
TXN-8335183,2023-02-01,ACC-1044,payment,162.66,5.02,157.64
TXN-9087982,2023-02-01,ACC-1105,transfer,3669.65,29.46,3640.19
TXN-9270673,2023-02-01,ACC-1027,payment,1047.97,17.41,1030.56
TXN-1715443,2023-02-02,ACC-1036,payment,1815.08,52.94,1762.14
TXN-3305212,2023-02-02,ACC-1046,payment,1616.87,47.19,1569.68
TXN-3515697,2023-02-02,ACC-1102,transfer,2797.82,9.83,2787.99
TXN-4043310,2023-02-02,ACC-1068,transfer,1499.74,12.10,1487.64
TXN-4470688,2023-02-02,ACC-1070,transfer,3163.92,25.41,3138.51
TXN-4525956,2023-02-02,ACC-1129,payment,1282.22,37.48,1244.74
TXN-5542609,2023-02-02,ACC-1058,transfer,3391.64,11.91,3379.73
TXN-5931836,2023-02-02,ACC-1125,payment,1031.05,17.13,1013.92
TXN-6042840,2023-02-02,ACC-1031,payment,1636.21,27.12,1609.09
TXN-6726409,2023-02-02,ACC-1002,payment,308.21,9.24,298.97
TXN-6866420,2023-02-02,ACC-1026,transfer,18.00,0.21,17.79
TXN-7452971,2023-02-02,ACC-1082,payment,1842.63,53.74,1788.89
TXN-7823148,2023-02-02,ACC-1089,transfer,3042.36,18.35,3024.01
TXN-9080710,2023-02-02,ACC-1034,payment,1347.28,32.58,1314.70
TXN-9796302,2023-02-02,ACC-1082,payment,1817.10,53.00,1764.10
TXN-9905668,2023-02-02,ACC-1065,payment,108.10,1.90,106.20
TXN-9997761,2023-02-02,ACC-1081,payment,1441.89,42.11,1399.78
TXN-1945525,2023-02-03,ACC-1013,payment,1971.87,47.57,1924.30
TXN-1987120,2023-02-03,ACC-1110,refund,256.41,0.15,256.26
TXN-2174893,2023-02-03,ACC-1002,refund,134.08,0.25,133.83
TXN-2744189,2023-02-03,ACC-1101,refund,228.96,0.25,228.71
TXN-2868291,2023-02-03,ACC-1014,transfer,2467.10,19.84,2447.26
TXN-3126967,2023-02-03,ACC-1080,payment,1789.30,52.19,1737.11
TXN-3446930,2023-02-03,ACC-1125,payment,796.10,13.26,782.84
TXN-3542347,2023-02-03,ACC-1004,payment,1181.39,34.56,1146.83
TXN-3597043,2023-02-03,ACC-1118,payment,1266.45,37.03,1229.42
TXN-3843597,2023-02-03,ACC-1039,payment,1569.79,37.92,1531.87
TXN-5050691,2023-02-03,ACC-1006,payment,1229.86,35.97,1193.89
TXN-5149618,2023-02-03,ACC-1120,payment,2325.68,56.07,2269.61
TXN-5449075,2023-02-03,ACC-1130,payment,1870.61,45.14,1825.47
TXN-6068266,2023-02-03,ACC-1070,payment,2414.06,70.31,2343.75
TXN-6183471,2023-02-03,ACC-1017,transfer,1020.64,8.27,1012.37
TXN-6266027,2023-02-03,ACC-1001,payment,1489.19,43.49,1445.70
TXN-6350109,2023-02-03,ACC-1025,payment,559.92,13.69,546.23
TXN-6394654,2023-02-03,ACC-1106,transfer,180.22,1.54,178.68
TXN-6655115,2023-02-03,ACC-1071,payment,2070.25,49.94,2020.31
TXN-9726959,2023-02-03,ACC-1071,payment,1349.86,32.65,1317.21
TXN-9808050,2023-02-03,ACC-1018,payment,1298.73,31.42,1267.31
TXN-2352462,2023-02-04,ACC-1002,payment,1189.42,34.79,1154.63
TXN-3393119,2023-02-04,ACC-1124,transfer,1921.62,6.77,1914.85
TXN-3597285,2023-02-04,ACC-1103,payment,1330.51,38.88,1291.63
