txn_id,date,account_id,type,gross_amount,fee_amount,net_amount
TXN-2486559,2023-03-01,ACC-1100,payment,2376.89,39.34,2337.55
TXN-2919476,2023-03-01,ACC-1113,transfer,635.60,5.18,630.42
TXN-3143770,2023-03-01,ACC-1026,refund,102.68,0.25,102.43
TXN-3325615,2023-03-01,ACC-1059,transfer,1911.58,11.57,1900.01
TXN-3416506,2023-03-01,ACC-1057,payment,443.52,13.16,430.36
TXN-3573662,2023-03-01,ACC-1002,payment,938.13,27.51,910.62
TXN-3634296,2023-03-01,ACC-1118,transfer,1939.49,15.62,1923.87
TXN-3928542,2023-03-01,ACC-1011,transfer,3117.03,10.95,3106.08
TXN-4156145,2023-03-01,ACC-1098,payment,2130.15,62.07,2068.08
TXN-4415044,2023-03-01,ACC-1115,transfer,2937.03,17.72,2919.31
TXN-4951525,2023-03-01,ACC-1063,payment,1820.22,53.09,1767.13
TXN-5400581,2023-03-01,ACC-1032,refund,327.35,0.15,327.20
TXN-6188737,2023-03-01,ACC-1043,payment,2021.58,58.93,1962.65
TXN-6322280,2023-03-01,ACC-1091,payment,1840.57,53.68,1786.89
TXN-6424059,2023-03-01,ACC-1048,payment,2472.54,72.00,2400.54
TXN-6575705,2023-03-01,ACC-1002,payment,1642.49,47.93,1594.56
TXN-6812600,2023-03-01,ACC-1116,payment,157.11,4.02,153.09
TXN-6866269,2023-03-01,ACC-1125,payment,1908.28,31.61,1876.67
TXN-7040797,2023-03-01,ACC-1062,payment,2128.25,62.02,2066.23
TXN-7274245,2023-03-01,ACC-1110,payment,2334.30,38.64,2295.66
TXN-7642716,2023-03-01,ACC-1093,payment,2236.29,53.92,2182.37
TXN-8314296,2023-03-01,ACC-1048,payment,185.42,5.68,179.74
TXN-8425773,2023-03-01,ACC-1020,transfer,4111.36,14.43,4096.93
TXN-9067839,2023-03-01,ACC-1067,payment,1167.04,28.26,1138.78
TXN-9507217,2023-03-01,ACC-1070,refund,135.19,0.25,134.94
TXN-1482781,2023-03-02,ACC-1104,transfer,3340.25,11.73,3328.52
TXN-1621678,2023-03-02,ACC-1078,payment,571.62,16.88,554.74
TXN-2192254,2023-03-02,ACC-1007,payment,2164.18,52.19,2111.99
TXN-2992716,2023-03-02,ACC-1104,payment,2369.74,39.22,2330.52
TXN-3066987,2023-03-02,ACC-1054,payment,1300.66,38.02,1262.64
TXN-3704641,2023-03-02,ACC-1108,transfer,3074.28,24.69,3049.59
TXN-3759579,2023-03-02,ACC-1076,payment,1301.60,38.05,1263.55
TXN-3939826,2023-03-02,ACC-1045,payment,1454.93,42.49,1412.44
TXN-3966382,2023-03-02,ACC-1005,payment,432.42,10.63,421.79
TXN-4109242,2023-03-02,ACC-1108,payment,802.75,23.58,779.17
TXN-4128298,2023-03-02,ACC-1022,refund,88.73,0.25,88.48
TXN-4453168,2023-03-02,ACC-1120,payment,292.55,7.27,285.28
TXN-4481474,2023-03-02,ACC-1124,transfer,2543.72,8.94,2534.78
TXN-4827736,2023-03-02,ACC-1097,payment,709.10,20.86,688.24
TXN-5685639,2023-03-02,ACC-1108,payment,646.94,19.06,627.88
TXN-5714404,2023-03-02,ACC-1109,transfer,4786.14,38.39,4747.75
TXN-5886419,2023-03-02,ACC-1121,payment,1589.46,46.39,1543.07
TXN-6005100,2023-03-02,ACC-1095,payment,1924.01,56.10,1867.91
TXN-6196588,2023-03-02,ACC-1096,transfer,1425.62,8.65,1416.97
TXN-6346836,2023-03-02,ACC-1061,payment,916.03,15.23,900.80
TXN-6844464,2023-03-02,ACC-1099,transfer,4133.85,14.51,4119.34
TXN-7207781,2023-03-02,ACC-1086,refund,204.36,0.25,204.11
TXN-8215698,2023-03-02,ACC-1005,payment,641.70,15.65,626.05
TXN-8693483,2023-03-02,ACC-1094,refund,74.21,0.15,74.06
TXN-9489394,2023-03-02,ACC-1089,payment,1541.72,37.25,1504.47
TXN-1027579,2023-03-03,ACC-1099,payment,539.41,9.02,530.39
TXN-1347552,2023-03-03,ACC-1031,payment,753.35,12.55,740.80
TXN-1633642,2023-03-03,ACC-1077,transfer,958.13,7.77,950.36
TXN-2045539,2023-03-03,ACC-1045,payment,14.32,0.72,13.60
TXN-2579396,2023-03-03,ACC-1027,payment,1736.25,28.77,1707.48
TXN-2854013,2023-03-03,ACC-1119,payment,576.31,17.01,559.30
TXN-3594433,2023-03-03,ACC-1128,transfer,2590.75,15.64,2575.11
TXN-3887966,2023-03-03,ACC-1029,payment,1399.19,40.88,1358.31
TXN-3961634,2023-03-03,ACC-1103,refund,237.51,0.25,237.26
TXN-4563056,2023-03-03,ACC-1078,payment,1122.37,32.85,1089.52
TXN-4836810,2023-03-03,ACC-1022,transfer,1133.19,6.90,1126.29
TXN-5264728,2023-03-03,ACC-1031,payment,2022.13,33.49,1988.64
TXN-6361994,2023-03-03,ACC-1081,payment,1416.32,41.37,1374.95
TXN-6958240,2023-03-03,ACC-1038,payment,412.92,12.27,400.65
TXN-7548632,2023-03-03,ACC-1112,payment,1272.49,30.79,1241.70
TXN-9234887,2023-03-03,ACC-1074,payment,1980.39,57.73,1922.66
TXN-1673428,2023-03-04,ACC-1071,transfer,949.73,5.80,943.93
TXN-1865265,2023-03-04,ACC-1003,refund,182.63,0.25,182.38
TXN-1886756,2023-03-04,ACC-1053,refund,295.82,0.25,295.57
TXN-2635405,2023-03-04,ACC-1091,transfer,1750.99,14.11,1736.88
TXN-2787975,2023-03-04,ACC-1053,payment,371.71,11.08,360.63
TXN-2878015,2023-03-04,ACC-1069,transfer,2825.66,22.71,2802.95
TXN-3059394,2023-03-04,ACC-1121,payment,2198.18,64.05,2134.13
TXN-3285177,2023-03-04,ACC-1080,payment,946.60,27.75,918.85
TXN-3730521,2023-03-04,ACC-1103,transfer,3937.57,31.60,3905.97
TXN-3790242,2023-03-04,ACC-1105,transfer,784.17,6.37,777.80
TXN-3860488,2023-03-04,ACC-1103,transfer,3873.19,31.09,3842.10
TXN-4125183,2023-03-04,ACC-1086,payment,1651.03,48.18,1602.85
TXN-4465733,2023-03-04,ACC-1048,payment,796.09,23.39,772.70
TXN-4842971,2023-03-04,ACC-1117,payment,1032.96,25.04,1007.92
TXN-5153280,2023-03-04,ACC-1055,transfer,271.23,0.99,270.24
TXN-5705049,2023-03-04,ACC-1011,payment,1678.70,27.82,1650.88
TXN-5875063,2023-03-04,ACC-1092,payment,697.82,20.54,677.28
TXN-6310792,2023-03-04,ACC-1050,transfer,3206.40,25.75,3180.65
TXN-6621953,2023-03-04,ACC-1044,payment,194.53,5.94,188.59
TXN-6920707,2023-03-04,ACC-1001,refund,267.37,0.25,267.12
TXN-7001006,2023-03-04,ACC-1077,payment,2416.08,70.37,2345.71
TXN-7045596,2023-03-04,ACC-1028,transfer,1866.40,15.03,1851.37
TXN-8020888,2023-03-04,ACC-1027,payment,207.11,3.54,203.57
TXN-8094479,2023-03-04,ACC-1028,payment,714.07,21.01,693.06
TXN-8289628,2023-03-04,ACC-1031,payment,905.18,15.06,890.12
TXN-8555275,2023-03-04,ACC-1017,payment,2324.96,67.72,2257.24
TXN-8583216,2023-03-04,ACC-1085,transfer,4865.30,39.02,4826.28
TXN-9564257,2023-03-04,ACC-1107,payment,1341.02,39.19,1301.83
TXN-9842611,2023-03-04,ACC-1043,transfer,3898.37,31.29,3867.08
TXN-1289433,2023-03-05,ACC-1037,payment,1083.74,26.26,1057.48
TXN-1308772,2023-03-05,ACC-1066,refund,15.41,0.25,15.16
TXN-1970170,2023-03-05,ACC-1115,payment,2014.89,48.61,1966.28
TXN-2253931,2023-03-05,ACC-1059,payment,258.22,6.45,251.77
TXN-3136758,2023-03-05,ACC-1055,transfer,449.50,1.61,447.89
TXN-3320450,2023-03-05,ACC-1081,payment,625.72,18.45,607.27
TXN-3465459,2023-03-05,ACC-1076,payment,383.73,11.43,372.30
TXN-4009345,2023-03-05,ACC-1088,transfer,4848.55,29.19,4819.36
TXN-4320609,2023-03-05,ACC-1038,payment,810.09,23.79,786.30
TXN-5144127,2023-03-05,ACC-1058,refund,135.31,0.15,135.16
TXN-5454644,2023-03-05,ACC-1110,transfer,3024.88,10.63,3014.25
TXN-5566360,2023-03-05,ACC-1114,transfer,1497.31,12.08,1485.23
TXN-5651434,2023-03-05,ACC-1081,transfer,4485.06,35.98,4449.08
TXN-6453483,2023-03-05,ACC-1039,payment,1709.99,41.29,1668.70
TXN-7017552,2023-03-05,ACC-1061,payment,1231.13,20.43,1210.70
TXN-8124766,2023-03-05,ACC-1114,payment,2218.43,64.63,2153.80
TXN-8251944,2023-03-05,ACC-1089,payment,189.41,4.80,184.61
TXN-8592015,2023-03-05,ACC-1086,transfer,691.08,5.63,685.45
TXN-8734201,2023-03-05,ACC-1051,payment,568.24,9.50,558.74
TXN-9522070,2023-03-05,ACC-1098,transfer,955.33,7.74,947.59
TXN-9853489,2023-03-05,ACC-1027,payment,894.91,14.89,880.02
TXN-9872770,2023-03-05,ACC-1115,payment,220.80,5.55,215.25
TXN-1129740,2023-03-06,ACC-1041,payment,312.88,9.37,303.51
TXN-2407756,2023-03-06,ACC-1027,payment,165.75,2.85,162.90
TXN-2758303,2023-03-06,ACC-1079,payment,40.08,1.21,38.87
TXN-2956164,2023-03-06,ACC-1116,transfer,1891.13,11.45,1879.68
TXN-3210216,2023-03-06,ACC-1111,payment,1701.19,41.08,1660.11
TXN-4025003,2023-03-06,ACC-1081,transfer,1255.25,10.14,1245.11
TXN-4641803,2023-03-06,ACC-1078,payment,1020.45,29.89,990.56
TXN-4960163,2023-03-06,ACC-1030,payment,1224.98,35.82,1189.16
TXN-5586423,2023-03-06,ACC-1128,payment,421.47,10.37,411.10
TXN-5602940,2023-03-06,ACC-1010,payment,1485.78,43.39,1442.39
TXN-6923238,2023-03-06,ACC-1050,refund,146.09,0.25,145.84
TXN-7556333,2023-03-06,ACC-1080,payment,390.29,11.62,378.67
TXN-7909607,2023-03-06,ACC-1079,transfer,4709.55,28.36,4681.19
TXN-1233239,2023-03-07,ACC-1007,payment,1982.90,47.84,1935.06
TXN-1580637,2023-03-07,ACC-1028,transfer,1891.52,15.23,1876.29
TXN-1622006,2023-03-07,ACC-1097,payment,1738.25,50.71,1687.54
TXN-2052719,2023-03-07,ACC-1100,transfer,4395.34,15.42,4379.92
TXN-2604026,2023-03-07,ACC-1004,payment,536.15,15.85,520.30
TXN-3462502,2023-03-07,ACC-1078,transfer,4283.98,34.37,4249.61
TXN-3528550,2023-03-07,ACC-1029,transfer,2813.06,22.60,2790.46
TXN-4891313,2023-03-07,ACC-1048,payment,1182.29,34.59,1147.70
TXN-5551274,2023-03-07,ACC-1073,transfer,133.39,0.90,132.49
TXN-5806153,2023-03-07,ACC-1125,payment,1586.93,26.30,1560.63
TXN-6003090,2023-03-07,ACC-1077,transfer,4471.99,35.88,4436.11
TXN-6172181,2023-03-07,ACC-1058,payment,812.88,13.53,799.35
TXN-6215341,2023-03-07,ACC-1110,payment,1458.94,24.19,1434.75
TXN-6298553,2023-03-07,ACC-1081,payment,1413.68,41.30,1372.38
TXN-6667093,2023-03-07,ACC-1126,payment,1987.31,57.93,1929.38
TXN-6721436,2023-03-07,ACC-1051,payment,1360.15,22.56,1337.59
TXN-6809967,2023-03-07,ACC-1080,payment,803.35,23.60,779.75
TXN-6980471,2023-03-07,ACC-1056,payment,270.95,6.75,264.20
TXN-7152652,2023-03-07,ACC-1059,transfer,3445.04,20.77,3424.27
TXN-7519478,2023-03-07,ACC-1031,payment,2333.78,38.63,2295.15
TXN-8888625,2023-03-07,ACC-1015,payment,233.06,7.06,226.00
TXN-8982722,2023-03-07,ACC-1126,payment,2144.56,62.49,2082.07
TXN-9091238,2023-03-07,ACC-1048,payment,1365.13,39.89,1325.24
TXN-9694935,2023-03-07,ACC-1008,payment,1653.45,48.25,1605.20
TXN-9839379,2023-03-07,ACC-1016,payment,2131.89,51.42,2080.47
TXN-9878710,2023-03-07,ACC-1001,payment,1324.95,38.72,1286.23
TXN-1151202,2023-03-08,ACC-1085,payment,1976.51,57.62,1918.89
TXN-1598586,2023-03-08,ACC-1127,refund,136.64,0.25,136.39
TXN-1676644,2023-03-08,ACC-1086,refund,180.74,0.25,180.49
TXN-2415882,2023-03-08,ACC-1035,refund,224.14,0.15,223.99
TXN-2651885,2023-03-08,ACC-1097,transfer,4911.62,39.39,4872.23
TXN-3205180,2023-03-08,ACC-1126,transfer,3406.99,27.36,3379.63
TXN-3513476,2023-03-08,ACC-1035,payment,381.06,6.41,374.65
TXN-3614360,2023-03-08,ACC-1031,payment,2098.41,34.74,2063.67
TXN-3856330,2023-03-08,ACC-1115,payment,338.33,8.37,329.96
TXN-3940151,2023-03-08,ACC-1047,payment,1112.59,32.57,1080.02
TXN-4113245,2023-03-08,ACC-1090,payment,382.35,11.39,370.96
TXN-4786093,2023-03-08,ACC-1033,payment,715.77,21.06,694.71
TXN-5189484,2023-03-08,ACC-1070,refund,244.51,0.25,244.26
TXN-5483120,2023-03-08,ACC-1121,payment,371.20,11.06,360.14
TXN-5544767,2023-03-08,ACC-1002,payment,2203.12,64.19,2138.93
TXN-6267101,2023-03-08,ACC-1035,transfer,591.71,2.11,589.60
TXN-6402593,2023-03-08,ACC-1105,payment,1638.53,47.82,1590.71
TXN-6776935,2023-03-08,ACC-1084,payment,262.73,7.92,254.81
TXN-6825002,2023-03-08,ACC-1125,payment,1287.44,21.36,1266.08
TXN-6906250,2023-03-08,ACC-1088,transfer,4681.88,28.19,4653.69
TXN-6947104,2023-03-08,ACC-1031,payment,1413.51,23.44,1390.07
TXN-8391555,2023-03-08,ACC-1031,refund,352.71,0.15,352.56
TXN-8896717,2023-03-08,ACC-1028,refund,224.53,0.25,224.28
TXN-9106782,2023-03-08,ACC-1123,payment,1315.82,21.83,1293.99
TXN-9119092,2023-03-08,ACC-1125,refund,109.85,0.15,109.70
TXN-9122186,2023-03-08,ACC-1121,transfer,4146.98,33.28,4113.70
TXN-9340675,2023-03-08,ACC-1097,payment,1646.36,48.04,1598.32
TXN-9989278,2023-03-08,ACC-1025,payment,1810.02,43.69,1766.33
TXN-1381947,2023-03-09,ACC-1124,payment,2075.51,34.37,2041.14
TXN-4207863,2023-03-09,ACC-1050,payment,81.81,2.67,79.14
TXN-5343897,2023-03-09,ACC-1005,payment,976.99,23.70,953.29
TXN-5749142,2023-03-09,ACC-1089,transfer,3914.38,23.59,3890.79
TXN-5969052,2023-03-09,ACC-1100,transfer,3816.81,13.40,3803.41
TXN-6022871,2023-03-09,ACC-1053,payment,1407.04,41.10,1365.94
TXN-6448799,2023-03-09,ACC-1005,refund,163.59,0.25,163.34
TXN-6506695,2023-03-09,ACC-1008,payment,196.74,6.01,190.73
TXN-6796857,2023-03-09,ACC-1054,transfer,1417.02,11.44,1405.58
TXN-7066916,2023-03-09,ACC-1087,payment,699.43,11.66,687.77
TXN-7109439,2023-03-09,ACC-1082,payment,919.68,26.97,892.71
TXN-7624299,2023-03-09,ACC-1092,payment,607.45,17.92,589.53
TXN-7774703,2023-03-09,ACC-1100,transfer,2294.07,8.07,2286.00
TXN-7804025,2023-03-09,ACC-1088,payment,841.05,20.44,820.61
TXN-8310215,2023-03-09,ACC-1117,payment,888.80,21.58,867.22
TXN-8334849,2023-03-09,ACC-1120,payment,2212.38,53.35,2159.03
TXN-9034314,2023-03-09,ACC-1007,refund,46.45,0.25,46.20
TXN-9336591,2023-03-09,ACC-1066,payment,1646.81,48.06,1598.75
TXN-1046824,2023-03-10,ACC-1076,payment,285.04,8.57,276.47
TXN-1125713,2023-03-10,ACC-1051,payment,645.55,10.77,634.78
TXN-1255394,2023-03-10,ACC-1033,payment,2035.62,59.33,1976.29
TXN-1507629,2023-03-10,ACC-1123,transfer,4078.88,14.32,4064.56
TXN-2229514,2023-03-10,ACC-1067,transfer,3899.74,23.50,3876.24
TXN-2508811,2023-03-10,ACC-1027,payment,2351.38,38.92,2312.46
TXN-3035892,2023-03-10,ACC-1083,payment,2078.33,50.13,2028.20
TXN-3193577,2023-03-10,ACC-1105,payment,57.69,1.97,55.72
TXN-3308598,2023-03-10,ACC-1103,transfer,1097.01,8.88,1088.13
TXN-3393597,2023-03-10,ACC-1053,payment,1709.50,49.88,1659.62
TXN-3713570,2023-03-10,ACC-1093,payment,38.91,1.18,37.73
TXN-4063374,2023-03-10,ACC-1073,payment,1085.83,26.31,1059.52
TXN-4176069,2023-03-10,ACC-1083,payment,787.56,19.15,768.41
TXN-4380313,2023-03-10,ACC-1063,payment,326.43,9.77,316.66
TXN-4423040,2023-03-10,ACC-1002,payment,1515.33,44.24,1471.09
TXN-4630884,2023-03-10,ACC-1104,payment,144.57,2.51,142.06
TXN-4748433,2023-03-10,ACC-1123,payment,575.74,9.62,566.12
TXN-5018891,2023-03-10,ACC-1059,transfer,3372.79,20.34,3352.45
TXN-5115503,2023-03-10,ACC-1004,payment,1024.76,30.02,994.74
TXN-6139263,2023-03-10,ACC-1087,payment,652.36,10.88,641.48
TXN-6200692,2023-03-10,ACC-1042,transfer,3362.70,20.28,3342.42
TXN-6890792,2023-03-10,ACC-1116,payment,1028.92,24.94,1003.98
TXN-7164462,2023-03-10,ACC-1070,payment,1157.60,33.87,1123.73
TXN-8119985,2023-03-10,ACC-1076,payment,545.82,16.13,529.69
TXN-8597480,2023-03-10,ACC-1013,payment,83.06,2.24,80.82
TXN-8710822,2023-03-10,ACC-1114,payment,1394.26,40.73,1353.53
TXN-8714243,2023-03-10,ACC-1105,payment,476.81,14.13,462.68
TXN-8773432,2023-03-10,ACC-1031,transfer,2805.16,9.86,2795.30
TXN-8829917,2023-03-10,ACC-1067,refund,100.84,0.25,100.59
TXN-8942563,2023-03-10,ACC-1014,payment,623.31,18.38,604.93
TXN-1095936,2023-03-11,ACC-1092,payment,2188.47,63.77,2124.70
TXN-2445693,2023-03-11,ACC-1073,refund,234.57,0.25,234.32
TXN-3114187,2023-03-11,ACC-1035,payment,1943.65,32.19,1911.46
TXN-3187973,2023-03-11,ACC-1023,payment,53.94,1.54,52.40
TXN-3550305,2023-03-11,ACC-1042,transfer,3531.07,21.29,3509.78
TXN-5109506,2023-03-11,ACC-1009,payment,1265.35,37.00,1228.35
TXN-5701138,2023-03-11,ACC-1090,payment,1750.01,51.05,1698.96
TXN-6309812,2023-03-11,ACC-1052,refund,117.49,0.25,117.24
TXN-6349839,2023-03-11,ACC-1122,transfer,3773.78,30.29,3743.49
TXN-7266865,2023-03-11,ACC-1044,refund,267.04,0.25,266.79
TXN-7558504,2023-03-11,ACC-1110,transfer,297.10,1.08,296.02
TXN-8114494,2023-03-11,ACC-1092,transfer,2649.75,21.30,2628.45
TXN-9747114,2023-03-11,ACC-1044,transfer,2249.61,18.10,2231.51
TXN-9848844,2023-03-11,ACC-1056,transfer,3994.86,24.07,3970.79
TXN-1565183,2023-03-12,ACC-1013,transfer,835.59,5.11,830.48
TXN-2143015,2023-03-12,ACC-1009,transfer,2761.19,22.19,2739.00
TXN-2475726,2023-03-12,ACC-1101,payment,1869.58,45.12,1824.46
TXN-2993659,2023-03-12,ACC-1129,payment,2195.16,63.96,2131.20
TXN-3486663,2023-03-12,ACC-1121,refund,298.27,0.25,298.02
TXN-3957290,2023-03-12,ACC-1098,transfer,1547.44,12.48,1534.96
TXN-4999122,2023-03-12,ACC-1103,payment,2413.83,70.30,2343.53
TXN-5331332,2023-03-12,ACC-1044,transfer,3750.83,30.11,3720.72
TXN-6093260,2023-03-12,ACC-1075,payment,1733.85,28.73,1705.12
TXN-6126386,2023-03-12,ACC-1058,payment,782.44,13.03,769.41
TXN-6800737,2023-03-12,ACC-1001,payment,1617.43,47.21,1570.22
TXN-6850143,2023-03-12,ACC-1110,payment,419.11,7.04,412.07
TXN-7093304,2023-03-12,ACC-1113,refund,88.85,0.25,88.60
TXN-7254892,2023-03-12,ACC-1072,transfer,931.78,5.69,926.09
TXN-8001325,2023-03-12,ACC-1049,payment,638.52,18.82,619.70
TXN-8395245,2023-03-12,ACC-1007,payment,236.65,5.93,230.72
TXN-8967154,2023-03-12,ACC-1075,payment,416.92,7.00,409.92
TXN-9654365,2023-03-12,ACC-1095,transfer,4554.92,36.54,4518.38
TXN-2954096,2023-03-13,ACC-1094,payment,1826.86,30.26,1796.60
TXN-3057387,2023-03-13,ACC-1076,transfer,548.47,4.49,543.98
TXN-4158048,2023-03-13,ACC-1025,refund,395.82,0.25,395.57
TXN-4584005,2023-03-13,ACC-1093,payment,2266.82,54.65,2212.17
TXN-4877159,2023-03-13,ACC-1069,payment,154.99,4.79,150.20
TXN-5221679,2023-03-13,ACC-1071,payment,2496.40,60.16,2436.24
TXN-6918640,2023-03-13,ACC-1125,payment,1314.60,21.81,1292.79
TXN-7799831,2023-03-13,ACC-1078,refund,167.62,0.25,167.37
TXN-8043293,2023-03-13,ACC-1078,payment,715.02,21.04,693.98
TXN-8536210,2023-03-13,ACC-1028,refund,144.69,0.25,144.44
TXN-9002809,2023-03-13,ACC-1046,refund,392.32,0.25,392.07
TXN-9197957,2023-03-13,ACC-1055,payment,347.44,5.85,341.59
