run_id,start_seconds,end_seconds
deep-researcher-1785980300-295a0430f746,1.843,377.113
wide-researcher-1785980300-ee89909cdefe,1.853,32.907
reviewer-1785980300-2b231b120461,1.948,388.382
data-analyst-1785980300-52e371725e33,1.988,273.460
deep-researcher-1785980300-13393f33d127,2.000,298.116
wide-researcher-1785980300-081444502b09,2.008,267.639
reviewer-1785980300-c85f608aebb4,2.016,431.022
data-analyst-1785980300-4ac272b2982b,2.040,276.954
deep-researcher-1785980300-a57c3db14e1f,2.048,104.549
wide-researcher-1785980300-0587afeb6c50,2.056,280.836
reviewer-1785980300-d0b9a9f5f65e,2.064,376.453
data-analyst-1785980300-1513ccfc2834,2.088,267.815
deep-researcher-1785980300-d36850a7a814,2.096,57.500
wide-researcher-1785980300-94f8086253d0,2.104,140.076
reviewer-1785980300-30bdbc2c0f04,2.113,244.395
data-analyst-1785980300-0bbe932259d3,2.140,271.755
deep-researcher-1785980300-064b11a71d35,2.149,31.211
wide-researcher-1785980300-a2269cfb6633,2.158,63.790
reviewer-1785980300-587249615a55,2.167,510.977
data-analyst-1785980300-043d3aca4de5,2.187,178.549
deep-researcher-1785980300-e6a513785c1d,2.197,269.261
wide-researcher-1785980300-91dac0914cb8,2.207,106.537
reviewer-1785980300-2fa87de70b22,2.217,380.594
data-analyst-1785980300-e51e8f7f1db6,2.238,328.517
deep-researcher-1785980300-b4407d24c1aa,2.252,31.179
wide-researcher-1785980300-866461ff6af9,2.262,33.284
reviewer-1785980300-598fffdafe29,2.272,174.064
data-analyst-1785980300-e80fc94c66b6,2.297,218.919
deep-researcher-1785980300-dbf9ec192d87,2.308,99.354
wide-researcher-1785980300-09746a671979,2.317,383.621
reviewer-1785980300-0e56ef4f5a6c,2.331,381.941
data-analyst-1785980300-0cac8eeb72f1,2.356,103.776
deep-researcher-1785980300-8ccb85f04924,2.366,501.402
wide-researcher-1785980300-320926579068,2.376,174.355
reviewer-1785980300-595315448291,2.385,267.121
data-analyst-1785980300-d8193045cee3,2.410,96.101
deep-researcher-1785980300-e6fd3b8593b4,2.419,31.914
wide-researcher-1785980300-7c1c93b5dbc7,2.429,269.111
reviewer-1785980300-da3cfc86d417,2.439,270.355
data-analyst-1785980300-7eca5e152184,2.463,228.477
deep-researcher-1785980300-5f0ebb01a379,2.472,33.606
wide-researcher-1785980300-5423b7443932,2.481,32.446
reviewer-1785980301-89a0d7c8bf61,2.490,210.926
data-analyst-1785980301-d3b66fb1605b,2.512,177.296
deep-researcher-1785980301-39da53d86d8d,2.524,104.774
wide-researcher-1785980301-90c65d450275,2.533,31.966
reviewer-1785980301-4e75387ea95c,2.542,362.033
data-analyst-1785980301-5fd2cbd201bf,2.567,179.883
deep-researcher-1785980301-015d8ff3835b,2.576,32.817
wide-researcher-1785980301-a93d91dfed2c,2.586,110.832
reviewer-1785980301-b31f23dfb245,2.596,274.518
data-analyst-1785980301-5758a5306983,2.621,243.285
deep-researcher-1785980301-80b169d8ba68,2.630,31.667
wide-researcher-1785980301-8d2cf16b9df1,2.639,58.314
reviewer-1785980301-c3d11f894713,2.648,275.064
data-analyst-1785980301-18be96476afd,2.671,180.312
deep-researcher-1785980301-a81e67fa934f,2.680,34.027
wide-researcher-1785980301-cd67c4944ab9,2.689,29.118
reviewer-1785980301-f29b3a2984cd,2.699,225.102
data-analyst-1785980301-e701e03c217c,2.723,288.831
deep-researcher-1785980301-ad68bec14bda,2.732,398.511
wide-researcher-1785980301-9fac85e97c10,2.741,104.934
reviewer-1785980301-734e668b0bf3,2.750,269.821
data-analyst-1785980301-e34eb1c4c1a0,2.774,511.936
deep-researcher-1785980301-86b6efc2af78,2.784,178.828
wide-researcher-1785980301-4e237dc1bce4,2.794,63.109
reviewer-1785980301-d6972df04005,2.809,519.461
data-analyst-1785980301-a86fbd63e6ac,2.835,180.026
deep-researcher-1785980301-68a653db21a3,2.845,400.726
wide-researcher-1785980301-6c933d507476,2.855,30.258
reviewer-1785980301-85d89d9430ee,2.865,493.796
data-analyst-1785980301-a3a56aabbd9e,2.890,400.707
deep-researcher-1785980301-9f2aed51028b,2.900,604.805
wide-researcher-1785980301-b981be7c49e1,2.911,390.263
reviewer-1785980301-6b8d6cfce895,2.921,385.812
data-analyst-1785980301-50b10cbe4e41,2.946,178.258
deep-researcher-1785980301-58e8614ce8c5,2.955,385.365
wide-researcher-1785980301-d0491a42960e,2.965,104.011
reviewer-1785980301-edee8241f3e4,2.975,209.931
data-analyst-1785980301-a40611f47d50,3.000,108.680
deep-researcher-1785980301-5fa9898443d7,3.009,378.055
wide-researcher-1785980301-d39481590d18,3.020,396.493
reviewer-1785980301-9b50f1e9748a,3.030,272.294
data-analyst-1785980301-72e355199b78,3.055,173.493
deep-researcher-1785980301-5b5929d4a61a,3.065,675.453
wide-researcher-1785980301-3390af8edc5c,3.075,447.076
reviewer-1785980301-f260a9c80c23,3.085,395.548
data-analyst-1785980301-d9940647a267,3.110,608.704
deep-researcher-1785980301-ba387c6f5fdd,3.119,29.925
wide-researcher-1785980301-2dff62a9eb50,3.129,180.263
reviewer-1785980301-b00a6728df18,3.139,380.015
data-analyst-1785980301-57c2eb28a6ad,3.158,383.266
deep-researcher-1785980301-dec1bd3cb08d,3.167,519.731
wide-researcher-1785980301-57cd20cc2d31,3.175,37.127
reviewer-1785980301-d702724e1bbd,3.185,264.468
data-analyst-1785980301-f101b31fbb19,3.204,140.767
deep-researcher-1785980301-c499135dc568,3.217,42.163
wide-researcher-1785980301-be20f480c608,3.227,123.445
reviewer-1785980301-67758483840e,3.237,610.446
data-analyst-1785980301-2f72fae9f035,3.261,173.841
deep-researcher-1785980301-300ce07080e8,3.271,36.878
wide-researcher-1785980301-ca53e83d49e9,3.281,104.657
reviewer-1785980301-ab2ce4ede449,3.288,211.734
data-analyst-1785980301-0826eb712d5e,3.317,107.334
deep-researcher-1785980301-1587a9cc2a4b,3.327,33.137
wide-researcher-1785980301-eae03a0bc79a,3.336,42.336
reviewer-1785980301-dc5836490ed5,3.345,176.237
data-analyst-1785980301-fe7c5ccf97bb,3.368,279.482
deep-researcher-1785980301-524ce573311a,3.378,62.836
wide-researcher-1785980301-8c7ae0ef1bd5,3.387,139.829
reviewer-1785980301-9c4202476113,3.393,546.644
data-analyst-1785980301-6fc6a6a2514f,3.422,509.686
deep-researcher-1785980301-dc86a9884f0f,3.437,398.676
wide-researcher-1785980301-acdf310efcb6,3.448,29.860
reviewer-1785980301-5cf53579476b,3.458,614.780
data-analyst-1785980301-a967a5949e6a,3.483,381.660
deep-researcher-1785980302-f93b5188caa2,3.493,32.430
wide-researcher-1785980302-5b727c246b0a,3.503,30.207
reviewer-1785980302-45ecfee98fba,3.513,508.962
data-analyst-1785980302-9552692290aa,3.538,200.941
deep-researcher-1785980302-e8bde21c2dbe,3.547,40.482
wide-researcher-1785980302-9b42fb239016,3.556,39.348
reviewer-1785980302-fbf045135a9d,3.566,172.429
data-analyst-1785980302-182d54423c6c,3.591,230.806
deep-researcher-1785980302-aef0b887621d,3.600,36.510
wide-researcher-1785980302-c5f3b60baba0,3.610,106.142
reviewer-1785980302-431682b9cc9a,3.620,271.579
data-analyst-1785980302-70c267cf3b05,3.645,262.482
deep-researcher-1785980302-2bebc6e78687,3.655,299.688
wide-researcher-1785980302-d273ccfcad9b,3.665,32.412
reviewer-1785980302-39c09778dcaa,3.675,174.016
data-analyst-1785980302-eff9cac3d67f,3.701,270.759
deep-researcher-1785980302-63a7da015b42,3.709,457.660
wide-researcher-1785980302-96a1dbc5ca2d,3.719,641.346
reviewer-1785980302-f6337967ff0e,3.729,276.062
data-analyst-1785980302-a82dc7e97841,3.754,180.364
deep-researcher-1785980302-f92ed54a0d74,3.763,30.376
wide-researcher-1785980302-11538096e7f8,3.772,47.872
reviewer-1785980302-4b06d54aa6fb,3.781,279.932
data-analyst-1785980302-9750bc7c5976,3.805,507.336
deep-researcher-1785980302-2a38bfe3bf61,3.816,263.726
wide-researcher-1785980302-e876430f279e,3.830,178.844
reviewer-1785980302-44cec875a984,3.839,610.791
data-analyst-1785980302-25274914b85d,3.863,264.280
deep-researcher-1785980302-24bf803ee30b,3.872,47.118
wide-researcher-1785980302-aed97bb2bf23,3.882,30.108
reviewer-1785980302-39a64abce28e,3.892,287.782
data-analyst-1785980302-713fe49774ea,3.917,395.139
deep-researcher-1785980302-0809e424c7b0,3.926,30.761
wide-researcher-1785980302-bc45aafdde14,3.936,56.555
reviewer-1785980302-fc8c8b434817,3.946,179.281
data-analyst-1785980302-a560790ec5fc,3.970,267.701
deep-researcher-1785980302-dd9c32532c3e,3.979,176.500
wide-researcher-1785980302-5766256d8aac,3.989,131.688
reviewer-1785980302-21e3368571f8,3.998,259.984
data-analyst-1785980302-07fa170f445b,4.023,266.078
deep-researcher-1785980302-f556412d5c7d,4.033,31.411
wide-researcher-1785980302-a5759fed02a6,4.039,32.126
reviewer-1785980302-73d66e9c325a,4.053,515.495
data-analyst-1785980302-cab1bb924e14,4.077,263.309
deep-researcher-1785980302-aa0e1846017f,4.087,224.223
wide-researcher-1785980302-6abe24e89e98,4.097,380.492
reviewer-1785980302-128200d7cbf3,4.106,504.595
data-analyst-1785980302-d8afccc3869c,4.130,424.471
deep-researcher-1785980302-febe0e0af43f,4.139,37.108
wide-researcher-1785980302-72547f8fd451,4.152,199.772
