elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-06T00:58:46,0.00,18.859,,,8.626,0.000,8.626,0
0.580,2026-08-06T00:58:47,0.00,18.859,,,8.626,0.000,8.626,0
1.134,2026-08-06T00:58:48,0.00,18.859,,,8.626,0.000,8.626,0
1.691,2026-08-06T00:58:48,0.00,18.859,,,8.626,0.000,8.626,0
2.233,2026-08-06T00:58:49,1.06,57.891,,,47.000,0.109,46.891,29
2.780,2026-08-06T00:58:49,1.49,111.172,,,101.000,0.031,100.969,69
3.345,2026-08-06T00:58:50,1.56,155.672,,,143.000,0.078,142.922,100
3.894,2026-08-06T00:58:50,1.87,165.297,,,146.000,5.641,140.359,100
4.441,2026-08-06T00:58:51,1.82,169.688,,,148.000,7.562,140.438,100
5.001,2026-08-06T00:58:51,1.79,172.812,,,151.000,8.125,142.875,100
5.562,2026-08-06T00:58:52,2.11,176.688,,,154.000,9.109,144.891,100
6.117,2026-08-06T00:58:53,1.79,179.672,,,157.000,8.859,148.141,100
6.670,2026-08-06T00:58:53,1.90,180.922,,,159.000,7.391,151.609,100
7.226,2026-08-06T00:58:54,1.86,183.297,,,164.000,5.562,158.438,100
7.789,2026-08-06T00:58:54,1.96,186.234,,,167.000,4.516,162.484,100
8.347,2026-08-06T00:58:55,1.36,188.141,,,170.000,4.109,165.891,100
8.907,2026-08-06T00:58:55,2.19,190.141,,,172.000,4.297,167.703,100
9.469,2026-08-06T00:58:56,1.63,191.406,,,174.000,3.750,170.250,100
10.024,2026-08-06T00:58:56,2.11,192.422,,,175.000,3.750,171.250,100
10.582,2026-08-06T00:58:57,1.71,193.969,,,176.000,3.688,172.312,100
11.135,2026-08-06T00:58:58,1.63,195.297,,,176.000,4.797,171.203,100
11.692,2026-08-06T00:58:58,1.98,196.219,,,178.000,4.391,173.609,100
12.252,2026-08-06T00:58:59,2.15,197.859,,,179.000,5.078,173.922,100
12.808,2026-08-06T00:58:59,1.48,198.562,,,179.000,5.438,173.562,100
13.363,2026-08-06T00:59:00,1.83,199.344,,,180.000,5.109,174.891,100
13.920,2026-08-06T00:59:00,1.90,200.266,,,181.000,4.766,176.234,100
14.479,2026-08-06T00:59:01,1.80,201.000,,,182.000,4.375,177.625,100
15.035,2026-08-06T00:59:01,1.80,201.828,,,183.000,4.453,178.547,100
15.584,2026-08-06T00:59:02,1.74,202.703,,,185.000,4.031,180.969,100
16.139,2026-08-06T00:59:03,2.04,205.281,,,190.000,0.828,189.172,113
16.677,2026-08-06T00:59:03,1.96,209.375,,,193.000,2.172,190.828,126
17.234,2026-08-06T00:59:04,1.87,211.484,,,195.000,2.703,192.297,136
17.792,2026-08-06T00:59:04,2.21,214.297,,,196.000,3.875,192.125,136
