run_id,start_seconds,end_seconds
deep-researcher-1786002668-8342c8fa9e53,1.838,23.021
wide-researcher-1786002668-70fc97df71b6,1.847,18.480
reviewer-1786002668-0979438e09ff,1.860,36.625
data-analyst-1786002668-1ffa7ba50e52,1.885,35.104
deep-researcher-1786002668-c268b3c2653c,1.893,18.528
wide-researcher-1786002668-903e986a92a3,1.902,30.615
reviewer-1786002668-8d083eb7bbb6,1.916,36.666
data-analyst-1786002668-6c623bc90920,1.941,39.671
deep-researcher-1786002668-83cc1cdfd4b4,1.950,59.317
wide-researcher-1786002668-4460e25cf18a,1.959,18.574
data-analyst-1786002682-dcfeb3282bc1,15.567,18.635
data-analyst-1786002682-5fe157a66cda,15.582,18.604
data-analyst-1786002682-a1aa8d41318e,15.597,18.619
