elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-06T01:24:23,0.00,18.781,,,8.516,0.000,8.516,0
1.068,2026-08-06T01:24:24,0.00,18.781,,,8.516,0.000,8.516,0
2.107,2026-08-06T01:24:25,0.28,38.375,,,28.000,0.078,27.922,14
3.155,2026-08-06T01:24:26,1.46,127.797,,,117.000,0.078,116.922,82
4.204,2026-08-06T01:24:27,1.68,203.844,,,191.000,1.016,189.984,149
5.250,2026-08-06T01:24:28,1.91,268.016,,,256.000,0.531,255.469,217
6.299,2026-08-06T01:24:29,2.16,337.359,,,325.000,0.109,324.891,288
7.346,2026-08-06T01:24:30,2.52,409.078,,,397.000,0.969,396.031,359
8.405,2026-08-06T01:24:31,2.74,470.938,,,458.000,0.141,457.859,431
9.457,2026-08-06T01:24:32,3.02,504.688,,,492.000,0.500,491.500,504
10.513,2026-08-06T01:24:33,3.16,528.750,,,515.000,1.281,513.719,577
11.563,2026-08-06T01:24:34,3.51,553.016,,,539.000,0.828,538.172,647
12.611,2026-08-06T01:24:35,3.85,569.641,,,553.000,4.078,548.922,718
13.660,2026-08-06T01:24:36,4.30,582.781,,,568.000,2.016,565.984,789
14.712,2026-08-06T01:24:37,4.67,598.594,,,584.000,1.281,582.719,854
15.762,2026-08-06T01:24:38,5.33,614.406,,,601.000,1.125,599.875,917
16.809,2026-08-06T01:24:39,5.88,629.797,,,615.000,1.656,613.344,978
17.863,2026-08-06T01:24:40,6.52,644.453,,,630.000,1.516,628.484,1040
18.912,2026-08-06T01:24:42,7.29,658.688,,,645.000,0.531,644.469,1097
19.969,2026-08-06T01:24:43,7.56,678.031,,,663.000,1.656,661.344,1152
21.021,2026-08-06T01:24:44,9.58,697.438,,,683.000,2.266,680.734,1212
22.079,2026-08-06T01:24:45,9.97,713.719,,,698.000,2.250,695.750,1271
23.140,2026-08-06T01:24:46,10.19,729.703,,,715.000,1.828,713.172,1331
24.200,2026-08-06T01:24:47,12.34,743.359,,,730.000,0.750,729.250,1386
25.259,2026-08-06T01:24:48,14.09,757.719,,,744.000,0.688,743.312,1441
26.321,2026-08-06T01:24:49,14.44,769.125,,,754.000,1.688,752.312,1491
27.376,2026-08-06T01:24:50,14.61,775.922,,,759.000,3.500,755.500,1544
28.431,2026-08-06T01:24:51,16.61,782.734,,,768.000,1.859,766.141,1584
29.490,2026-08-06T01:24:52,13.47,790.141,,,776.000,1.312,774.688,1617
30.555,2026-08-06T01:24:53,15.15,796.500,,,782.000,1.906,780.094,1656
31.622,2026-08-06T01:24:54,17.39,803.109,,,788.000,2.484,785.516,1696
32.682,2026-08-06T01:24:55,20.08,811.266,,,797.000,1.328,795.672,1742
33.737,2026-08-06T01:24:56,18.11,819.516,,,805.000,1.516,803.484,1783
34.803,2026-08-06T01:24:57,20.07,829.562,,,814.000,2.266,811.734,1825
35.858,2026-08-06T01:24:58,20.29,839.812,,,824.000,2.828,821.172,1862
36.922,2026-08-06T01:25:00,20.10,850.969,,,837.000,1.156,835.844,1910
37.998,2026-08-06T01:25:01,20.04,861.406,,,845.000,3.031,841.969,1949
39.064,2026-08-06T01:25:02,21.65,870.094,,,852.000,4.703,847.297,1991
40.140,2026-08-06T01:25:03,20.57,880.109,,,865.000,2.469,862.531,2031
41.201,2026-08-06T01:25:04,25.70,889.719,,,873.000,4.109,868.891,2066
42.273,2026-08-06T01:25:05,22.71,899.984,,,881.000,5.984,875.016,2104
43.331,2026-08-06T01:25:06,24.94,909.266,,,892.000,4.266,887.734,2142
44.399,2026-08-06T01:25:07,23.92,916.562,,,902.000,1.609,900.391,2181
45.476,2026-08-06T01:25:08,21.68,926.734,,,911.000,2.891,908.109,2224
46.546,2026-08-06T01:25:09,22.27,936.328,,,923.000,0.359,922.641,2264
47.623,2026-08-06T01:25:10,24.00,947.016,,,933.000,0.766,932.234,2298
48.686,2026-08-06T01:25:11,25.27,959.047,,,945.000,1.531,943.469,2334
49.754,2026-08-06T01:25:12,24.96,968.344,,,954.000,1.438,952.562,2373
50.825,2026-08-06T01:25:13,24.96,980.938,,,966.000,2.734,963.266,2410
51.896,2026-08-06T01:25:15,26.01,993.625,,,980.000,0.797,979.203,2448
52.974,2026-08-06T01:25:16,26.86,1003.422,,,988.000,2.516,985.484,2466
54.055,2026-08-06T01:25:17,27.23,1009.203,,,991.000,4.688,986.312,2482
55.131,2026-08-06T01:25:18,24.49,1014.219,,,994.000,6.875,987.125,2508
56.208,2026-08-06T01:25:19,25.09,1021.188,,,999.000,9.109,989.891,2546
57.289,2026-08-06T01:25:20,27.42,1026.859,,,1004.000,9.406,994.594,2579
58.362,2026-08-06T01:25:21,27.81,1032.922,,,1010.000,10.000,1000.000,2608
59.444,2026-08-06T01:25:22,28.84,1037.156,,,1015.000,9.422,1005.578,2639
60.526,2026-08-06T01:25:23,28.35,1042.438,,,1019.000,10.000,1009.000,2666
61.592,2026-08-06T01:25:24,31.41,1048.391,,,1026.000,9.312,1016.688,2698
62.670,2026-08-06T01:25:25,28.71,1054.328,,,1036.000,5.516,1030.484,2732
63.761,2026-08-06T01:25:26,30.26,1060.734,,,1043.000,4.469,1038.531,2772
64.839,2026-08-06T01:25:27,29.97,1070.641,,,1051.000,6.406,1044.594,2801
65.929,2026-08-06T01:25:29,28.90,1076.172,,,1059.000,4.062,1054.938,2838
67.012,2026-08-06T01:25:30,29.68,1082.688,,,1066.000,4.297,1061.703,2866
68.094,2026-08-06T01:25:31,29.33,1089.359,,,1072.000,4.109,1067.891,2902
69.167,2026-08-06T01:25:32,29.14,1098.422,,,1084.000,1.609,1082.391,2932
70.243,2026-08-06T01:25:33,29.38,1104.828,,,1090.000,1.906,1088.094,2967
71.317,2026-08-06T01:25:34,30.71,1112.094,,,1098.000,1.031,1096.969,2996
72.405,2026-08-06T01:25:35,30.74,1119.703,,,1105.000,2.000,1103.000,3023
73.492,2026-08-06T01:25:36,30.52,1126.812,,,1110.000,3.672,1106.328,3061
74.569,2026-08-06T01:25:37,32.87,1135.312,,,1120.000,3.203,1116.797,3098
75.657,2026-08-06T01:25:38,31.24,1143.922,,,1127.000,3.969,1123.031,3127
76.740,2026-08-06T01:25:39,32.64,1152.016,,,1138.000,1.656,1136.344,3158
77.830,2026-08-06T01:25:40,30.29,1160.188,,,1144.000,2.844,1141.156,3190
78.922,2026-08-06T01:25:42,31.02,1166.469,,,1152.000,1.859,1150.141,3225
79.999,2026-08-06T01:25:43,32.52,1174.875,,,1160.000,1.438,1158.562,3256
81.088,2026-08-06T01:25:44,31.15,1183.641,,,1169.000,1.906,1167.094,3287
82.194,2026-08-06T01:25:45,30.51,1192.500,,,1177.000,1.984,1175.016,3318
83.289,2026-08-06T01:25:46,31.09,1202.781,,,1188.000,2.078,1185.922,3346
84.384,2026-08-06T01:25:47,31.30,1212.734,,,1197.000,3.328,1193.672,3381
85.469,2026-08-06T01:25:48,28.84,1222.188,,,1205.000,4.625,1200.375,3413
86.563,2026-08-06T01:25:49,29.87,1231.141,,,1215.000,3.688,1211.312,3442
87.648,2026-08-06T01:25:50,30.06,1247.625,,,1223.000,12.000,1211.000,3475
88.743,2026-08-06T01:25:51,28.82,1255.453,,,1233.000,10.000,1223.000,3506
89.826,2026-08-06T01:25:52,32.61,1264.938,,,1241.000,11.000,1230.000,3535
90.914,2026-08-06T01:25:54,32.25,1272.219,,,1252.000,7.562,1244.438,3559
92.003,2026-08-06T01:25:55,32.41,1284.234,,,1263.000,8.609,1254.391,3592
93.088,2026-08-06T01:25:56,30.62,1291.328,,,1270.000,8.141,1261.859,3627
94.182,2026-08-06T01:25:57,32.48,1300.484,,,1278.000,9.688,1268.312,3656
95.264,2026-08-06T01:25:58,32.24,1310.438,,,1286.000,12.000,1274.000,3686
96.368,2026-08-06T01:25:59,31.02,1320.594,,,1293.000,15.000,1278.000,3699
97.462,2026-08-06T01:26:00,31.60,1324.719,,,1292.000,20.000,1272.000,3660
98.567,2026-08-06T01:26:01,32.36,1328.312,,,1296.000,19.000,1277.000,3636
99.657,2026-08-06T01:26:02,34.42,1330.750,,,1294.000,24.000,1270.000,3633
100.745,2026-08-06T01:26:03,32.29,1332.969,,,1297.000,23.000,1274.000,3652
101.846,2026-08-06T01:26:04,33.08,1336.234,,,1298.000,25.000,1273.000,3665
102.929,2026-08-06T01:26:06,33.24,1338.438,,,1301.000,24.000,1277.000,3684
104.019,2026-08-06T01:26:07,33.49,1341.203,,,1304.000,25.000,1279.000,3698
105.113,2026-08-06T01:26:08,32.59,1345.891,,,1309.000,24.000,1285.000,3718
106.214,2026-08-06T01:26:09,33.48,1350.641,,,1315.000,23.000,1292.000,3738
107.303,2026-08-06T01:26:10,33.17,1354.766,,,1319.000,23.000,1296.000,3753
108.404,2026-08-06T01:26:11,32.85,1358.266,,,1322.000,23.000,1299.000,3778
109.501,2026-08-06T01:26:12,31.48,1363.016,,,1327.000,23.000,1304.000,3807
110.603,2026-08-06T01:26:13,33.81,1367.688,,,1330.000,24.000,1306.000,3825
111.695,2026-08-06T01:26:14,34.30,1372.094,,,1335.000,24.000,1311.000,3841
112.817,2026-08-06T01:26:15,34.06,1375.234,,,1338.000,25.000,1313.000,3861
113.915,2026-08-06T01:26:17,34.46,1379.312,,,1347.000,19.000,1328.000,3883
115.021,2026-08-06T01:26:18,33.77,1384.047,,,1351.000,20.000,1331.000,3907
116.123,2026-08-06T01:26:19,33.99,1387.062,,,1358.000,16.000,1342.000,3924
117.221,2026-08-06T01:26:20,33.98,1391.625,,,1366.000,13.000,1353.000,3952
118.322,2026-08-06T01:26:21,33.24,1395.234,,,1370.000,12.000,1358.000,3976
119.427,2026-08-06T01:26:22,35.39,1399.453,,,1374.000,13.000,1361.000,4001
120.526,2026-08-06T01:26:23,33.34,1404.281,,,1382.000,9.078,1372.922,4022
121.634,2026-08-06T01:26:24,34.38,1409.094,,,1390.000,6.688,1383.312,4040
122.737,2026-08-06T01:26:25,35.50,1415.734,,,1398.000,5.266,1392.734,4057
123.831,2026-08-06T01:26:26,38.01,1422.312,,,1405.000,4.891,1400.109,4078
124.935,2026-08-06T01:26:28,35.41,1427.734,,,1411.000,4.219,1406.781,4101
126.049,2026-08-06T01:26:29,34.38,1435.297,,,1419.000,3.719,1415.281,4125
127.148,2026-08-06T01:26:30,35.95,1443.375,,,1427.000,3.719,1423.281,4146
128.263,2026-08-06T01:26:31,33.64,1453.141,,,1435.000,5.406,1429.594,4168
129.363,2026-08-06T01:26:32,35.58,1460.219,,,1443.000,4.453,1438.547,4187
130.467,2026-08-06T01:26:33,36.08,1469.016,,,1453.000,3.312,1449.688,4207
131.566,2026-08-06T01:26:34,36.39,1476.125,,,1458.000,5.406,1452.594,4222
132.664,2026-08-06T01:26:35,36.11,1482.391,,,1462.000,7.328,1454.672,4241
133.765,2026-08-06T01:26:36,36.41,1488.719,,,1470.000,6.359,1463.641,4259
134.872,2026-08-06T01:26:38,35.31,1495.969,,,1475.000,7.891,1467.109,4282
135.987,2026-08-06T01:26:39,35.67,1503.141,,,1484.000,6.828,1477.172,4305
137.102,2026-08-06T01:26:40,34.76,1524.500,,,1496.000,16.000,1480.000,4333
138.223,2026-08-06T01:26:41,36.21,1529.422,,,1507.000,9.703,1497.297,4355
139.336,2026-08-06T01:26:42,37.01,1534.672,,,1513.000,8.859,1504.141,4381
140.456,2026-08-06T01:26:43,37.38,1541.359,,,1521.000,7.703,1513.297,4405
141.569,2026-08-06T01:26:44,34.88,1550.031,,,1527.000,10.000,1517.000,4431
142.680,2026-08-06T01:26:45,36.38,1558.594,,,1537.000,8.906,1528.094,4456
143.790,2026-08-06T01:26:46,37.89,1566.438,,,1542.000,11.000,1531.000,4474
144.909,2026-08-06T01:26:48,34.92,1574.266,,,1550.000,12.000,1538.000,4494
146.020,2026-08-06T01:26:49,35.26,1580.328,,,1558.000,10.000,1548.000,4515
147.135,2026-08-06T01:26:50,33.95,1587.016,,,1563.000,11.000,1552.000,4543
148.245,2026-08-06T01:26:51,37.12,1595.922,,,1571.000,12.000,1559.000,4558
149.367,2026-08-06T01:26:52,34.36,1603.500,,,1581.000,9.641,1571.359,4590
150.470,2026-08-06T01:26:53,36.27,1610.703,,,1589.000,9.359,1579.641,4609
