elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T01:10:22,0.00,18.844,,,8.595,0.000,8.595,0
1.063,2026-08-06T01:10:23,0.00,18.844,,,8.595,0.000,8.595,0
2.094,2026-08-06T01:10:24,0.32,38.312,,,28.000,0.188,27.812,14
3.139,2026-08-06T01:10:25,1.51,139.391,,,129.000,0.156,128.844,91
4.190,2026-08-06T01:10:26,1.80,227.750,,,214.000,0.781,213.219,169
5.234,2026-08-06T01:10:27,2.04,302.891,,,291.000,0.938,290.062,247
6.287,2026-08-06T01:10:28,2.27,377.609,,,365.000,0.594,364.406,326
7.339,2026-08-06T01:10:29,2.68,451.141,,,440.000,0.188,439.812,403
8.397,2026-08-06T01:10:30,2.91,484.906,,,472.000,0.844,471.156,478
9.449,2026-08-06T01:10:31,3.16,513.578,,,501.000,0.578,500.422,553
10.497,2026-08-06T01:10:32,3.73,542.891,,,528.000,2.125,525.875,631
11.545,2026-08-06T01:10:33,3.91,561.859,,,548.000,0.562,547.438,710
12.592,2026-08-06T01:10:34,4.63,581.312,,,568.000,0.812,567.188,783
13.648,2026-08-06T01:10:35,5.37,600.719,,,587.000,1.203,585.797,860
14.696,2026-08-06T01:10:36,6.39,616.234,,,602.000,1.562,600.438,930
15.741,2026-08-06T01:10:37,6.65,628.609,,,615.000,1.000,614.000,1001
16.793,2026-08-06T01:10:38,7.39,642.359,,,628.000,1.438,626.562,1067
17.848,2026-08-06T01:10:40,8.14,657.094,,,642.000,1.578,640.422,1135
18.908,2026-08-06T01:10:41,8.88,670.266,,,654.000,2.938,651.062,1200
19.966,2026-08-06T01:10:42,9.71,682.078,,,667.000,2.500,664.500,1261
21.019,2026-08-06T01:10:43,11.56,696.422,,,681.000,1.891,679.109,1319
22.075,2026-08-06T01:10:44,11.72,708.938,,,695.000,1.109,693.891,1379
23.134,2026-08-06T01:10:45,12.72,721.391,,,708.000,0.500,707.500,1436
24.191,2026-08-06T01:10:46,15.89,735.062,,,722.000,0.375,721.625,1489
25.257,2026-08-06T01:10:47,16.57,748.812,,,735.000,0.609,734.391,1542
26.317,2026-08-06T01:10:48,16.01,760.625,,,747.000,0.141,746.859,1599
27.370,2026-08-06T01:10:49,18.31,775.250,,,762.000,0.969,761.031,1647
28.432,2026-08-06T01:10:50,19.19,788.672,,,774.000,1.594,772.406,1695
29.493,2026-08-06T01:10:51,17.19,802.188,,,788.000,2.109,785.891,1748
30.563,2026-08-06T01:10:52,19.79,816.016,,,799.000,3.812,795.188,1796
31.629,2026-08-06T01:10:53,19.48,823.047,,,803.000,6.938,796.062,1840
32.689,2026-08-06T01:10:54,19.81,832.547,,,812.000,7.984,804.016,1883
33.754,2026-08-06T01:10:55,20.49,839.938,,,819.000,7.328,811.672,1921
34.812,2026-08-06T01:10:56,19.79,847.016,,,828.000,6.016,821.984,1960
35.882,2026-08-06T01:10:58,21.77,855.797,,,837.000,5.312,831.688,1993
36.953,2026-08-06T01:10:59,21.76,863.469,,,844.000,5.969,838.031,2038
38.012,2026-08-06T01:11:00,20.33,871.844,,,849.000,9.266,839.734,2076
39.073,2026-08-06T01:11:01,22.23,881.422,,,855.000,14.000,841.000,2120
40.135,2026-08-06T01:11:02,22.04,890.672,,,864.000,14.000,850.000,2162
41.200,2026-08-06T01:11:03,25.03,900.109,,,876.000,11.000,865.000,2198
42.269,2026-08-06T01:11:04,25.06,908.312,,,884.000,11.000,873.000,2233
43.341,2026-08-06T01:11:05,24.60,915.484,,,890.000,12.000,878.000,2277
44.411,2026-08-06T01:11:06,25.52,925.375,,,904.000,8.328,895.672,2316
45.485,2026-08-06T01:11:07,23.95,933.609,,,915.000,5.219,909.781,2358
46.553,2026-08-06T01:11:08,26.60,942.047,,,924.000,4.922,919.078,2392
47.618,2026-08-06T01:11:09,28.16,950.500,,,933.000,4.438,928.562,2428
48.692,2026-08-06T01:11:10,25.74,960.359,,,944.000,2.922,941.078,2468
49.764,2026-08-06T01:11:11,26.89,969.453,,,955.000,1.578,953.422,2512
50.833,2026-08-06T01:11:13,26.77,979.766,,,964.000,2.891,961.109,2548
51.913,2026-08-06T01:11:14,27.21,989.188,,,971.000,4.969,966.031,2586
52.989,2026-08-06T01:11:15,25.74,998.234,,,980.000,4.859,975.141,2625
54.068,2026-08-06T01:11:16,24.62,1008.281,,,992.000,3.500,988.500,2664
55.147,2026-08-06T01:11:17,25.82,1015.438,,,999.000,3.203,995.797,2702
56.223,2026-08-06T01:11:18,25.52,1024.500,,,1008.000,3.172,1004.828,2744
