elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T01:38:38,0.00,18.891,,,8.642,0.000,8.642,0
1.079,2026-08-06T01:38:39,0.00,18.891,,,8.642,0.000,8.642,0
2.118,2026-08-06T01:38:40,0.40,47.469,,,36.000,0.078,35.922,20
3.166,2026-08-06T01:38:41,1.49,140.609,,,130.000,0.141,129.859,91
4.212,2026-08-06T01:38:42,1.78,223.047,,,210.000,0.797,209.203,164
5.268,2026-08-06T01:38:43,1.98,293.094,,,281.000,0.484,280.516,237
6.317,2026-08-06T01:38:44,2.26,360.672,,,349.000,0.094,348.906,310
7.370,2026-08-06T01:38:45,2.54,434.391,,,423.000,0.938,422.062,384
8.426,2026-08-06T01:38:46,2.73,480.969,,,469.000,0.188,468.812,459
9.481,2026-08-06T01:38:47,3.08,511.438,,,498.000,0.938,497.062,532
10.537,2026-08-06T01:38:48,3.29,535.172,,,521.000,1.906,519.094,602
11.584,2026-08-06T01:38:50,3.41,554.281,,,540.000,1.719,538.281,676
12.639,2026-08-06T01:38:51,3.84,574.250,,,561.000,0.250,560.750,746
13.689,2026-08-06T01:38:52,4.13,592.188,,,578.000,1.219,576.781,815
14.743,2026-08-06T01:38:53,4.57,608.734,,,594.000,1.297,592.703,882
15.802,2026-08-06T01:38:54,4.98,625.906,,,612.000,0.922,611.078,949
16.849,2026-08-06T01:38:55,6.67,643.781,,,628.000,2.516,625.484,1011
17.910,2026-08-06T01:38:56,7.18,658.234,,,644.000,1.531,642.469,1077
18.957,2026-08-06T01:38:57,8.99,671.000,,,653.000,5.328,647.672,1134
20.006,2026-08-06T01:38:58,10.45,682.422,,,664.000,5.281,658.719,1192
21.063,2026-08-06T01:38:59,10.67,694.328,,,677.000,3.922,673.078,1252
22.118,2026-08-06T01:39:00,10.82,705.703,,,690.000,2.469,687.531,1312
23.177,2026-08-06T01:39:01,12.70,718.797,,,701.000,4.859,696.141,1368
24.238,2026-08-06T01:39:02,12.50,731.219,,,716.000,1.906,714.094,1424
25.300,2026-08-06T01:39:03,13.79,740.562,,,727.000,0.172,726.828,1477
26.364,2026-08-06T01:39:04,15.88,753.047,,,739.000,1.016,737.984,1525
27.422,2026-08-06T01:39:05,16.19,766.344,,,752.000,0.969,751.031,1572
28.479,2026-08-06T01:39:06,17.59,777.609,,,763.000,1.469,761.531,1620
29.535,2026-08-06T01:39:07,16.77,788.469,,,775.000,0.688,774.312,1671
30.598,2026-08-06T01:39:09,19.62,797.469,,,784.000,0.281,783.719,1717
31.657,2026-08-06T01:39:10,20.01,808.188,,,795.000,0.812,794.188,1759
32.723,2026-08-06T01:39:11,20.56,821.297,,,807.000,1.312,805.688,1804
33.779,2026-08-06T01:39:12,21.29,833.422,,,818.000,2.453,815.547,1847
34.847,2026-08-06T01:39:13,21.34,846.016,,,829.000,3.812,825.188,1890
35.914,2026-08-06T01:39:14,19.52,856.875,,,841.000,2.812,838.188,1933
36.980,2026-08-06T01:39:15,21.54,865.859,,,849.000,3.641,845.359,1973
38.056,2026-08-06T01:39:16,21.21,875.172,,,854.000,8.109,845.891,1996
39.127,2026-08-06T01:39:17,22.11,883.906,,,862.000,9.000,853.000,2017
40.191,2026-08-06T01:39:18,22.10,891.859,,,867.000,12.000,855.000,2044
41.259,2026-08-06T01:39:19,22.57,899.844,,,872.000,15.000,857.000,2081
42.321,2026-08-06T01:39:20,20.69,905.625,,,878.000,14.000,864.000,2122
43.392,2026-08-06T01:39:21,23.79,910.578,,,884.000,14.000,870.000,2160
44.462,2026-08-06T01:39:22,22.44,918.422,,,892.000,13.000,879.000,2203
45.532,2026-08-06T01:39:23,24.82,923.250,,,901.000,8.734,892.266,2242
46.598,2026-08-06T01:39:25,22.56,927.953,,,911.000,4.609,906.391,2285
47.673,2026-08-06T01:39:26,24.93,936.203,,,920.000,3.594,916.406,2324
48.746,2026-08-06T01:39:27,25.48,943.344,,,927.000,3.891,923.109,2359
49.821,2026-08-06T01:39:28,22.99,952.016,,,938.000,0.719,937.281,2398
50.895,2026-08-06T01:39:29,26.48,959.781,,,944.000,2.812,941.188,2432
51.967,2026-08-06T01:39:30,25.07,968.328,,,952.000,3.844,948.156,2471
53.036,2026-08-06T01:39:31,24.56,976.453,,,960.000,3.672,956.328,2510
54.114,2026-08-06T01:39:32,27.41,984.094,,,968.000,2.859,965.141,2544
55.184,2026-08-06T01:39:33,24.72,992.828,,,977.000,2.469,974.531,2585
56.255,2026-08-06T01:39:34,22.89,1000.359,,,985.000,2.094,982.906,2625
57.330,2026-08-06T01:39:35,27.10,1007.109,,,992.000,1.781,990.219,2654
58.402,2026-08-06T01:39:36,25.79,1015.172,,,1001.000,0.938,1000.062,2691
59.480,2026-08-06T01:39:37,26.93,1022.969,,,1010.000,0.125,1009.875,2727
60.564,2026-08-06T01:39:39,28.04,1032.453,,,1018.000,1.219,1016.781,2764
61.637,2026-08-06T01:39:40,27.17,1041.578,,,1025.000,3.188,1021.812,2803
62.733,2026-08-06T01:39:41,26.00,1052.812,,,1039.000,1.172,1037.828,2845
63.808,2026-08-06T01:39:42,27.12,1068.078,,,1050.000,5.234,1044.766,2882
64.894,2026-08-06T01:39:43,29.61,1076.734,,,1057.000,7.266,1049.734,2913
65.973,2026-08-06T01:39:44,28.47,1088.594,,,1069.000,6.953,1062.047,2940
67.057,2026-08-06T01:39:45,27.09,1095.859,,,1079.000,3.938,1075.062,2980
68.137,2026-08-06T01:39:46,29.33,1104.625,,,1090.000,1.891,1088.109,3011
69.220,2026-08-06T01:39:47,29.81,1114.109,,,1097.000,4.328,1092.672,3041
70.300,2026-08-06T01:39:48,29.49,1124.453,,,1107.000,5.031,1101.969,3072
71.390,2026-08-06T01:39:49,29.04,1132.922,,,1115.000,4.688,1110.312,3112
72.469,2026-08-06T01:39:50,29.71,1141.125,,,1123.000,5.375,1117.625,3147
73.557,2026-08-06T01:39:52,31.57,1149.234,,,1124.000,12.000,1112.000,3122
