run_id,start_seconds,end_seconds
wide-researcher-1786005520-ecfea2f6ea18,1.799,39.922
deep-researcher-1786005520-0f2c2d8e57dd,1.811,235.310
data-analyst-1786005520-dd6084eef1fe,1.847,418.533
reviewer-1786005520-519ecfeeedc1,1.858,232.754
wide-researcher-1786005520-2603ce8df6bc,1.883,321.451
deep-researcher-1786005520-3ea03edfb247,1.893,39.903
data-analyst-1786005520-1d8cd36963ca,1.904,421.660
reviewer-1786005520-496167167fbc,1.915,318.437
wide-researcher-1786005520-c4644a1f412f,1.944,37.602
deep-researcher-1786005520-17fc4b9d65e5,1.955,37.526
data-analyst-1786005520-73731151acf7,1.965,537.911
reviewer-1786005520-d81ec2856d7f,1.976,134.160
wide-researcher-1786005520-0ece22e11004,2.003,133.845
deep-researcher-1786005520-11424e83f415,2.014,482.972
data-analyst-1786005520-364e086077e9,2.025,131.355
reviewer-1786005520-c200fdd987d2,2.036,325.751
wide-researcher-1786005520-90d9b63de02c,2.062,154.520
deep-researcher-1786005520-12c1a7f6c91e,2.073,37.581
data-analyst-1786005520-2d57b6d5d9ba,2.084,320.402
reviewer-1786005520-e78afd93ab6b,2.095,311.857
wide-researcher-1786005520-bc6af86cd8ca,2.117,39.293
deep-researcher-1786005520-eb3227b52689,2.132,38.971
data-analyst-1786005520-e9d156cb5e8d,2.143,206.378
reviewer-1786005520-78594855abac,2.154,377.298
wide-researcher-1786005520-51eaa763a164,2.177,471.141
deep-researcher-1786005520-e26530e55fe9,2.191,438.564
data-analyst-1786005520-ef751e176c8f,2.202,319.753
reviewer-1786005520-36ec8c860ed4,2.212,303.332
wide-researcher-1786005520-b300fa09f881,2.236,178.827
deep-researcher-1786005520-fd60281515f1,2.246,429.088
data-analyst-1786005520-548bdb197d10,2.256,244.974
reviewer-1786005520-1a74a067ae40,2.267,140.787
wide-researcher-1786005520-d8f68aef6b6c,2.290,590.410
deep-researcher-1786005520-d3fa9d8d2354,2.304,147.215
data-analyst-1786005520-cf4094f9ff2c,2.314,132.549
reviewer-1786005520-de7104a530bc,2.324,157.978
wide-researcher-1786005520-da655a9bff8d,2.351,39.607
deep-researcher-1786005520-828f937cb3c6,2.362,109.160
data-analyst-1786005520-dcb5da9991ab,2.376,216.073
reviewer-1786005520-0a003ed302e1,2.383,492.122
wide-researcher-1786005520-a62c71fc443f,2.413,42.379
deep-researcher-1786005520-b405cd39ef62,2.425,39.329
data-analyst-1786005520-0edb0445e0c6,2.435,322.612
reviewer-1786005520-353535ec116c,2.446,458.837
wide-researcher-1786005520-31786629c3c0,2.473,316.792
deep-researcher-1786005520-d03dfc7fb54b,2.483,38.348
data-analyst-1786005520-13d07909147c,2.493,131.476
reviewer-1786005520-b72b0f975ec8,2.504,465.724
wide-researcher-1786005520-7bca8cbca61b,2.530,37.894
deep-researcher-1786005520-111862a2c864,2.541,211.412
data-analyst-1786005520-a580864c6a73,2.552,207.378
reviewer-1786005520-25cee6a0b277,2.563,227.109
wide-researcher-1786005520-9e00794971f3,2.589,38.859
deep-researcher-1786005521-969183fe0cc5,2.600,214.781
data-analyst-1786005521-c5c476ef4cb9,2.614,264.364
reviewer-1786005521-99e2429175f0,2.621,640.205
wide-researcher-1786005521-5edae64378f6,2.651,38.212
deep-researcher-1786005521-bdd5e02e93e8,2.671,212.763
data-analyst-1786005521-a60cd6e83e39,2.691,236.727
reviewer-1786005521-5f1790439a8c,2.701,205.420
wide-researcher-1786005521-847659610d1e,2.729,131.074
deep-researcher-1786005521-cee3a84a7531,2.740,434.717
data-analyst-1786005521-e98a470cb5aa,2.750,332.465
reviewer-1786005521-19dc3d9f36c3,2.760,540.445
wide-researcher-1786005521-ec21a606c57b,2.785,320.081
deep-researcher-1786005521-a859383ebfb5,2.791,358.762
data-analyst-1786005521-6ecdf8d98c13,2.806,228.515
reviewer-1786005521-0ee909b29ca3,2.817,424.680
wide-researcher-1786005521-1f939e7c1bed,2.843,207.529
deep-researcher-1786005521-dc4770211d05,2.854,38.476
data-analyst-1786005521-74fcc4081810,2.865,244.214
reviewer-1786005521-16f0237767a7,2.875,463.528
wide-researcher-1786005521-5a48586d9a18,2.901,38.156
deep-researcher-1786005521-e48a3c7c36b7,2.911,487.531
data-analyst-1786005521-1b1903c7b3bb,2.921,159.542
reviewer-1786005521-5bce7dc06dff,2.931,317.628
wide-researcher-1786005521-baea85e85e2d,2.956,38.491
deep-researcher-1786005521-63355c3bf18a,2.966,420.917
data-analyst-1786005521-4f0dbc613e06,2.977,431.636
reviewer-1786005521-d49c6ab8bed0,2.988,209.123
wide-researcher-1786005521-a050e605c695,3.015,38.066
deep-researcher-1786005521-ef1d3c255d40,3.025,76.851
data-analyst-1786005521-3914d76f0a05,3.036,435.889
reviewer-1786005521-caf8273ed3e4,3.046,547.242
wide-researcher-1786005521-f589dba54d8f,3.073,61.866
deep-researcher-1786005521-b8c94802204d,3.083,129.833
data-analyst-1786005521-73279b4c7fb6,3.094,320.752
reviewer-1786005521-baea68aca349,3.104,544.182
wide-researcher-1786005521-8527926eafe9,3.126,68.770
deep-researcher-1786005521-d14d57902447,3.136,38.955
data-analyst-1786005521-b7e2f2f3d72f,3.151,197.328
reviewer-1786005521-95905279f5f6,3.161,329.342
wide-researcher-1786005521-b0762b2878be,3.179,163.770
deep-researcher-1786005521-7b9b2b59744d,3.193,33.650
data-analyst-1786005521-6f8f15f1bbb9,3.203,135.017
reviewer-1786005521-5f770aa0cb08,3.214,303.186
wide-researcher-1786005521-a2bcd4f7b898,3.235,35.720
deep-researcher-1786005521-9c37b332113a,3.249,394.270
data-analyst-1786005521-4a20fd5125c5,3.259,79.818
reviewer-1786005521-5a157f14cb80,3.269,205.312
wide-researcher-1786005521-529d1714f995,3.294,114.435
deep-researcher-1786005521-bd1608a084b7,3.304,305.165
data-analyst-1786005521-5b1db441187d,3.315,435.989
reviewer-1786005521-fe56bdca3ba1,3.325,316.024
wide-researcher-1786005521-456cf792615f,3.350,41.531
deep-researcher-1786005521-3d15b77fe521,3.360,36.454
data-analyst-1786005521-1848c44fbeed,3.370,205.041
reviewer-1786005521-9c0ee0b8f7b0,3.380,307.233
wide-researcher-1786005521-2cc35eb8f0de,3.405,350.170
deep-researcher-1786005521-b166b008cffe,3.414,317.551
data-analyst-1786005521-02eaac679d58,3.424,420.306
reviewer-1786005521-ca15bf54793f,3.434,651.149
wide-researcher-1786005521-7b10e6280039,3.465,63.990
deep-researcher-1786005521-80b3f32fae94,3.475,545.623
data-analyst-1786005521-8a1e5a9d2206,3.490,424.200
reviewer-1786005521-60ab49446d22,3.501,243.434
wide-researcher-1786005521-206e83076004,3.530,38.627
deep-researcher-1786005521-26bfae6ed3d0,3.540,38.523
data-analyst-1786005521-0a8ca417dc0d,3.551,81.158
reviewer-1786005521-659079b2bc0b,3.564,209.280
wide-researcher-1786005521-631975ecbf57,3.588,317.349
deep-researcher-1786005522-6751b0e72fe0,3.598,40.738
data-analyst-1786005522-e6a32b681fd9,3.609,128.876
reviewer-1786005522-0e584ffbb187,3.619,441.517
wide-researcher-1786005522-fe779337239f,3.644,302.875
deep-researcher-1786005522-0fffb967179e,3.653,39.159
data-analyst-1786005522-e80a95642cf9,3.662,113.078
reviewer-1786005522-eaa7afe8284d,3.672,212.983
wide-researcher-1786005522-7991344e9fd7,3.694,208.291
deep-researcher-1786005522-ae40b366f870,3.708,37.252
data-analyst-1786005522-b07bb5cc3318,3.719,129.954
reviewer-1786005522-337cd5446ee1,3.730,318.286
wide-researcher-1786005522-5e504f4889b5,3.756,152.186
deep-researcher-1786005522-419b302d0a83,3.766,132.761
data-analyst-1786005522-eb9ed4be4151,3.777,321.358
reviewer-1786005522-a0d81dccfc89,3.787,464.797
wide-researcher-1786005522-864677f05211,3.813,72.515
deep-researcher-1786005522-db1ba0e1bdf3,3.822,38.333
data-analyst-1786005522-01c5f4012758,3.833,426.811
reviewer-1786005522-890d05cbb9fa,3.847,440.611
wide-researcher-1786005522-823560da0af0,3.872,83.192
deep-researcher-1786005522-718b15dd4f7c,3.882,36.020
data-analyst-1786005522-dc95471fbb04,3.893,433.220
reviewer-1786005522-d8e81997345f,3.904,240.918
wide-researcher-1786005522-4cff1d31f46e,3.930,330.921
deep-researcher-1786005522-ceceb312acdc,3.939,39.140
data-analyst-1786005522-7aa80373969c,3.950,189.282
reviewer-1786005522-b5ccb3f54865,3.960,539.791
wide-researcher-1786005522-d8ebaa06aa6a,3.986,92.546
deep-researcher-1786005522-35f4c2eba11c,3.998,116.993
data-analyst-1786005522-ae67a3cc2f64,4.009,421.176
reviewer-1786005522-ed964fa029e3,4.020,208.215
wide-researcher-1786005522-8eecf43cff59,4.046,40.959
deep-researcher-1786005522-bc95d8ffb49f,4.056,37.418
data-analyst-1786005522-25df1beb98ef,4.066,164.108
reviewer-1786005522-ef59323449ad,4.076,419.718
wide-researcher-1786005522-ab795ecef60b,4.101,41.671
deep-researcher-1786005522-fa74686ab01a,4.111,429.727
data-analyst-1786005522-730f843e6a86,4.122,208.782
reviewer-1786005522-ff5e8eba060b,4.132,302.295
wide-researcher-1786005522-f8a1bc4a443b,4.157,37.433
deep-researcher-1786005522-85affb99907c,4.167,76.105
data-analyst-1786005522-90d1b9fe189f,4.177,212.496
reviewer-1786005522-750f368a19be,4.187,438.450
wide-researcher-1786005522-a721c6b7750b,4.207,72.580
deep-researcher-1786005522-f696808b093f,4.220,352.729
data-analyst-1786005522-cb38d6462b2d,4.234,220.447
reviewer-1786005522-936eb24193d3,4.246,275.879
wide-researcher-1786005522-02f0813ac1a7,4.267,37.335
deep-researcher-1786005522-39f1a4143cab,4.277,132.747
data-analyst-1786005522-f3aad84a78db,4.287,426.431
reviewer-1786005522-acdb86ad4126,4.297,322.156
wide-researcher-1786005522-56921ec84562,4.324,37.545
deep-researcher-1786005522-4e8bb5b7cdf8,4.334,350.349
data-analyst-1786005522-1ac2780052bc,4.345,438.066
reviewer-1786005522-2be8f1fcd3b4,4.355,424.261
wide-researcher-1786005522-02214e045a5f,4.381,232.575
deep-researcher-1786005522-8fb099cad130,4.391,41.028
data-analyst-1786005522-c1891d039799,4.402,265.520
reviewer-1786005522-d838b196ebfe,4.413,567.673
wide-researcher-1786005522-f1bdf955ed2a,4.440,323.064
deep-researcher-1786005522-c218c6b4fbd1,4.446,43.878
data-analyst-1786005522-c83e7cd09009,4.460,436.218
reviewer-1786005522-5e8096263b16,4.470,215.711
wide-researcher-1786005522-26fd6a02d6de,4.495,37.754
deep-researcher-1786005522-a0c0a9761dc7,4.505,88.621
data-analyst-1786005522-25a83a5454ed,4.516,302.689
reviewer-1786005522-700c8e9555a1,4.528,523.780
wide-researcher-1786005522-d8cc65f7453a,4.556,37.827
deep-researcher-1786005522-00067b633c42,4.565,37.381
data-analyst-1786005522-5eb40d6d387a,4.575,133.438
reviewer-1786005523-76b1ef0e55a2,4.585,306.235
wide-researcher-1786005523-2ee57d0139a5,4.611,349.292
deep-researcher-1786005523-2809d91615f4,4.621,129.385
data-analyst-1786005523-cbfa536ab5ba,4.632,218.131
reviewer-1786005523-5a3070419abc,4.642,130.792
wide-researcher-1786005523-4b69ce9dd084,4.672,41.950
deep-researcher-1786005523-199de5f332db,4.682,76.869
data-analyst-1786005523-ec54fc8663fc,4.691,225.309
reviewer-1786005523-69631363bab7,4.701,254.587
wide-researcher-1786005523-f62c6d1d30d8,4.727,37.912
deep-researcher-1786005523-ff3fa0a33887,4.737,548.758
data-analyst-1786005523-2c20101c04f4,4.748,130.987
reviewer-1786005523-cc1bba77877d,4.759,141.307
wide-researcher-1786005523-8f73084656e6,4.783,213.384
deep-researcher-1786005523-c627d342278a,4.793,315.468
data-analyst-1786005523-9c9265db5302,4.804,563.533
reviewer-1786005523-0acc826e71db,4.815,324.035
wide-researcher-1786005523-5f81566a21e8,4.842,37.487
deep-researcher-1786005523-7a7a0b6a4d79,4.852,542.168
data-analyst-1786005523-d9684602ee05,4.862,417.620
reviewer-1786005523-657cdf46dc57,4.872,304.748
wide-researcher-1786005523-74f5eee20801,4.897,38.366
deep-researcher-1786005523-7de73443a67f,4.907,40.644
data-analyst-1786005523-e727a2af25bf,4.918,444.449
reviewer-1786005523-72940b0bc2ec,4.929,215.558
wide-researcher-1786005523-9aee904b5ccb,4.952,39.734
deep-researcher-1786005523-f7ae11bd5875,4.962,38.193
data-analyst-1786005523-fafcdab2e542,4.978,269.005
reviewer-1786005523-00a5595a2e59,4.989,236.422
wide-researcher-1786005523-2f5fe5c74149,5.017,87.917
deep-researcher-1786005523-98047ada993c,5.028,40.428
data-analyst-1786005523-eb2bcae1b6c4,5.040,432.514
reviewer-1786005523-4c74dc2f642c,5.048,434.770
wide-researcher-1786005523-89d841a77e1c,5.080,130.368
deep-researcher-1786005523-c63a752ce353,5.090,72.866
data-analyst-1786005523-b925f8769dd0,5.101,200.651
reviewer-1786005523-6da9e69a82b7,5.111,544.039
wide-researcher-1786005523-0dacbbd5ac9a,5.136,41.422
deep-researcher-1786005523-d27088006cbc,5.153,68.355
data-analyst-1786005523-a00f81262977,5.164,403.641
reviewer-1786005523-a8845e5c628d,5.175,430.591
wide-researcher-1786005523-5f38f05fca30,5.199,39.178
deep-researcher-1786005523-62b7228aa72b,5.209,38.921
data-analyst-1786005523-f561b4868930,5.221,217.185
reviewer-1786005523-6c4be3846431,5.229,315.732
wide-researcher-1786005523-78d52e92a213,5.254,75.457
deep-researcher-1786005523-f87b5cab09b1,5.264,423.044
data-analyst-1786005523-61c5c70f5896,5.273,547.601
reviewer-1786005523-753a4445492e,5.282,428.020
wide-researcher-1786005523-51fdbc29f4a4,5.301,37.964
deep-researcher-1786005523-4edddaf5bdf2,5.311,37.772
data-analyst-1786005523-c68eaa843c9d,5.322,307.645
reviewer-1786005523-e3c2225d0300,5.333,326.947
wide-researcher-1786005523-da7557b0a58e,5.356,39.749
deep-researcher-1786005523-6444568b36bc,5.366,58.175
data-analyst-1786005523-ee78ca5f2ef9,5.376,304.312
reviewer-1786005523-031e77960d8c,5.387,313.949
wide-researcher-1786005523-9267852d9576,5.410,49.695
deep-researcher-1786005523-779d9ddd8129,5.419,323.277
data-analyst-1786005523-0d75e30df343,5.428,420.900
reviewer-1786005523-49ec9f4af8de,5.439,314.956
wide-researcher-1786005523-d68389e512f8,5.463,302.952
deep-researcher-1786005523-04041b268065,5.477,500.363
data-analyst-1786005523-8aa967a0f0c5,5.489,303.170
reviewer-1786005523-453c5655e24c,5.500,140.270
wide-researcher-1786005523-7806e4a92a1e,5.526,38.174
deep-researcher-1786005523-252ef202f1ac,5.532,38.573
data-analyst-1786005523-2b3b9ca40550,5.547,189.262
reviewer-1786005523-5990df7e7ff4,5.557,131.644
wide-researcher-1786005523-d2623c428a61,5.581,38.000
deep-researcher-1786005524-6aec81d2c521,5.595,38.608
data-analyst-1786005524-b441395d8e3f,5.606,542.280
reviewer-1786005524-987c45c04fc2,5.617,206.248
wide-researcher-1786005524-31923b9acaa2,5.650,38.839
deep-researcher-1786005524-4ebb37475f04,5.661,38.104
data-analyst-1786005524-a5f219c6bb2f,5.671,226.185
reviewer-1786005524-b69c8a37ddd5,5.681,314.628
wide-researcher-1786005524-a92228f96d6c,5.704,301.856
deep-researcher-1786005524-50ab0d5e71b0,5.718,38.280
data-analyst-1786005524-46c3f07488b9,5.729,308.835
reviewer-1786005524-b8e869a3e77f,5.740,219.412
wide-researcher-1786005524-cb70054eaa75,5.766,73.254
deep-researcher-1786005524-7d42d2312857,5.775,564.983
data-analyst-1786005524-6bdb93a1b7a6,5.785,184.565
reviewer-1786005524-3b17b8ae3add,5.795,427.192
wide-researcher-1786005524-5712433a3212,5.822,38.399
deep-researcher-1786005524-94181436889e,5.832,41.310
data-analyst-1786005524-637d8c0c8323,5.843,434.226
reviewer-1786005524-93c43c422796,5.854,212.596
wide-researcher-1786005524-b76a007c13b0,5.880,77.547
deep-researcher-1786005524-440edec9d751,5.890,132.354
data-analyst-1786005524-097dbccdbec5,5.899,230.544
reviewer-1786005524-0759a655f982,5.909,303.626
wide-researcher-1786005524-3bb046ee72d8,5.936,339.901
deep-researcher-1786005524-a3260e300973,5.946,426.928
data-analyst-1786005524-3bf795866b09,5.956,417.683
reviewer-1786005524-6b6499e93e81,5.967,236.220
wide-researcher-1786005524-6b1b6b610682,5.994,342.384
deep-researcher-1786005524-8a5faad078ee,6.005,39.450
data-analyst-1786005524-f717a6a6b85a,6.016,297.532
reviewer-1786005524-e3c6a434bfa2,6.027,165.668
wide-researcher-1786005524-576dd4b2fdd5,6.054,460.857
deep-researcher-1786005524-152532997aaf,6.064,38.505
data-analyst-1786005524-e353420a85a7,6.075,225.351
reviewer-1786005524-087f42f69cf9,6.085,212.779
wide-researcher-1786005524-e75b7d8e79d3,6.111,516.366
deep-researcher-1786005524-5625453ab3ee,6.121,110.692
data-analyst-1786005524-4c9a944603ab,6.132,213.485
reviewer-1786005524-aa6c4be1e96b,6.143,321.407
wide-researcher-1786005524-aa3ce43dd1d7,6.170,304.157
deep-researcher-1786005524-54c96721516f,6.181,425.066
data-analyst-1786005524-27214fad1b3a,6.191,131.975
reviewer-1786005524-3eb35ea2242b,6.202,285.180
wide-researcher-1786005524-9bba1add27d0,6.225,205.648
deep-researcher-1786005524-67597fba7d93,6.239,144.692
data-analyst-1786005524-eeea7c3aaa41,6.254,434.000
reviewer-1786005524-0db991edf5f3,6.265,556.937
wide-researcher-1786005524-e263b8623679,6.292,261.980
deep-researcher-1786005524-89f148ff4115,6.301,170.843
data-analyst-1786005524-413e37ac81f6,6.310,443.511
reviewer-1786005524-90e9dd98ab70,6.319,228.971
wide-researcher-1786005524-65109260d9c0,6.337,78.379
deep-researcher-1786005524-3b5c40df0f58,6.348,130.753
data-analyst-1786005524-77ca35dea668,6.358,216.849
reviewer-1786005524-0afca0493be0,6.368,302.980
wide-researcher-1786005524-ce696fa125a7,6.393,128.267
deep-researcher-1786005524-06196386be21,6.403,426.876
data-analyst-1786005524-3cab7adac0d4,6.414,322.901
reviewer-1786005524-e18149aacda0,6.425,581.756
wide-researcher-1786005524-2e3f5a9287c4,6.451,134.579
deep-researcher-1786005524-a5b4a666dcdf,6.461,452.281
data-analyst-1786005524-c4478d2275d8,6.472,448.201
reviewer-1786005524-b8ba92dcfba9,6.483,324.101
wide-researcher-1786005524-5a762b07b16e,6.510,64.267
deep-researcher-1786005524-b9f1cf81cec4,6.521,75.924
data-analyst-1786005524-f74fedc599cd,6.531,214.827
reviewer-1786005524-fe25a918051c,6.546,553.200
wide-researcher-1786005524-5b06befc6c3d,6.570,156.972
deep-researcher-1786005524-c00cfc6de00e,6.584,440.725
data-analyst-1786005525-c9ed6a90997b,6.595,189.888
reviewer-1786005525-ec39ebcf7ed8,6.606,425.250
wide-researcher-1786005525-f4f46894e262,6.633,320.689
deep-researcher-1786005525-fb40ce1db1c7,6.643,77.346
data-analyst-1786005525-934e9363a32d,6.653,211.181
reviewer-1786005525-0aa4cd3a3380,6.663,315.405
wide-researcher-1786005525-fbe6d6d9e856,6.688,39.799
deep-researcher-1786005525-8d9078378b30,6.697,43.999
data-analyst-1786005525-04a7dbb83055,6.709,227.891
reviewer-1786005525-6f8e0150b736,6.720,321.329
wide-researcher-1786005525-deeca0edbeff,6.745,150.018
deep-researcher-1786005525-45d373b3ba11,6.754,302.484
data-analyst-1786005525-99ecd7521019,6.766,132.806
reviewer-1786005525-3bf5e33c5c98,6.777,322.599
wide-researcher-1786005525-60d344532bc1,6.805,64.753
deep-researcher-1786005525-6910f5ade25e,6.815,441.177
data-analyst-1786005525-3b573c8c8388,6.826,444.707
reviewer-1786005525-3f6523b9cc29,6.836,317.059
wide-researcher-1786005525-f89b94c0ecb0,6.863,130.693
deep-researcher-1786005525-d300d4c0ba85,6.874,78.830
data-analyst-1786005525-a369b3ca6b36,6.884,318.724
reviewer-1786005525-4ed8eff98abf,6.894,303.563
wide-researcher-1786005525-4ab26a00b5ab,6.916,82.230
deep-researcher-1786005525-db5440385dc7,6.926,74.898
data-analyst-1786005525-2857f0a2268d,6.936,304.845
reviewer-1786005525-557c3254eee7,6.946,140.501
wide-researcher-1786005525-177e5c32254d,6.971,54.893
deep-researcher-1786005525-abecb6aace48,6.980,129.034
data-analyst-1786005525-fac71c1bcc4d,6.990,212.143
reviewer-1786005525-e78b5f58cc6b,7.000,314.698
wide-researcher-1786005525-4c4a53968fc5,7.027,41.546
deep-researcher-1786005525-0c196dd95374,7.037,84.420
data-analyst-1786005525-623ab88fb070,7.048,212.612
reviewer-1786005525-fcc5018c45e0,7.058,226.344
wide-researcher-1786005525-515392cb149f,7.084,175.084
deep-researcher-1786005525-6b737b4b3710,7.093,83.328
data-analyst-1786005525-897735a65d68,7.103,426.207
reviewer-1786005525-cc9341a52e6c,7.113,436.592
wide-researcher-1786005525-163704e57197,7.136,40.302
deep-researcher-1786005525-a31698865261,7.151,424.757
data-analyst-1786005525-b88150a49144,7.162,430.989
reviewer-1786005525-cc7b3d84ea0a,7.172,320.127
wide-researcher-1786005525-5d674b1fa737,7.199,216.191
deep-researcher-1786005525-9c76f482ec84,7.208,68.714
data-analyst-1786005525-2be066f60425,7.218,331.825
reviewer-1786005525-f7145013439d,7.228,227.128
wide-researcher-1786005525-471f85014018,7.256,41.655
deep-researcher-1786005525-d4bb15fc52e9,7.266,324.497
data-analyst-1786005525-0871c0e705e3,7.277,403.561
reviewer-1786005525-7813b747864c,7.288,432.943
wide-researcher-1786005525-c3546cf844f2,7.314,66.487
deep-researcher-1786005525-750883191d52,7.324,57.204
data-analyst-1786005525-534f67a01664,7.334,538.562
reviewer-1786005525-e447679586ad,7.343,304.474
wide-researcher-1786005525-e7a12ba3019c,7.369,57.020
deep-researcher-1786005525-016a74071ade,7.378,74.394
data-analyst-1786005525-61d5f6acc5c5,7.388,216.864
reviewer-1786005525-e572d2d03113,7.398,211.599
wide-researcher-1786005525-fbdd3e8650e7,7.421,319.712
deep-researcher-1786005525-d56118ac90a5,7.429,440.594
data-analyst-1786005525-9d349ec32bfc,7.437,205.788
reviewer-1786005525-62722399b69a,7.445,440.989
wide-researcher-1786005525-efd46615c2cc,7.468,107.887
deep-researcher-1786005525-2ceb1a33f71c,7.478,206.496
data-analyst-1786005525-8c85f7127a96,7.488,133.483
reviewer-1786005525-1850cd754a28,7.498,352.617
wide-researcher-1786005525-75263610e04b,7.522,332.995
deep-researcher-1786005525-a46e041c981b,7.531,79.043
data-analyst-1786005525-fc4e4e07a7c7,7.541,130.535
reviewer-1786005525-f532da1a0e98,7.550,339.788
wide-researcher-1786005525-f45898739d77,7.574,205.356
deep-researcher-1786005525-785818350922,7.584,82.180
data-analyst-1786005526-7627b72a8032,7.594,301.101
reviewer-1786005526-75bd414b6bcc,7.604,314.012
wide-researcher-1786005526-75496024b201,7.632,357.086
deep-researcher-1786005526-519c71c5288a,7.642,447.702
data-analyst-1786005526-7905b03805fa,7.651,300.877
reviewer-1786005526-eccc326bb0a1,7.661,419.345
wide-researcher-1786005526-da0d6ee3a4ae,7.687,49.206
deep-researcher-1786005526-12b6f6b997cd,7.697,551.178
data-analyst-1786005526-2cb1ee7db832,7.707,325.000
reviewer-1786005526-80bf035a4056,7.718,570.055
wide-researcher-1786005526-33a26fefdc7a,7.745,73.084
deep-researcher-1786005526-81f6a5a98195,7.754,76.428
data-analyst-1786005526-d86a7f489276,7.765,228.094
reviewer-1786005526-6b6711563850,7.776,178.766
wide-researcher-1786005526-25ff13bce5fd,7.797,423.978
deep-researcher-1786005526-bd37c11034f1,7.810,65.249
data-analyst-1786005526-558010a7e36f,7.819,489.156
