elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T00:56:45,0.00,18.734,,,8.485,0.000,8.485,0
0.575,2026-08-06T00:56:46,0.00,18.734,,,8.485,0.000,8.485,0
1.135,2026-08-06T00:56:46,0.00,18.734,,,8.485,0.000,8.485,0
1.689,2026-08-06T00:56:47,0.00,18.734,,,8.485,0.000,8.485,0
2.221,2026-08-06T00:56:47,1.06,58.156,,,46.000,0.188,45.812,29
2.769,2026-08-06T00:56:48,1.49,110.906,,,99.000,0.125,98.875,68
3.332,2026-08-06T00:56:48,1.52,155.422,,,143.000,0.078,142.922,100
3.888,2026-08-06T00:56:49,1.75,164.828,,,146.000,4.672,141.328,100
4.441,2026-08-06T00:56:50,2.34,169.203,,,148.000,6.969,141.031,100
4.997,2026-08-06T00:56:50,1.99,172.906,,,151.000,8.297,142.703,100
5.554,2026-08-06T00:56:51,1.86,176.469,,,154.000,8.844,145.156,100
6.108,2026-08-06T00:56:51,1.68,179.031,,,156.000,8.703,147.297,100
6.665,2026-08-06T00:56:52,1.88,180.750,,,159.000,7.578,151.422,100
7.206,2026-08-06T00:56:52,1.98,182.969,,,162.000,7.203,154.797,100
7.768,2026-08-06T00:56:53,1.99,185.141,,,166.000,4.766,161.234,100
8.334,2026-08-06T00:56:53,1.62,186.656,,,169.000,3.750,165.250,100
8.896,2026-08-06T00:56:54,2.23,188.547,,,171.000,2.906,168.094,100
9.458,2026-08-06T00:56:55,1.52,189.656,,,173.000,2.500,170.500,100
10.003,2026-08-06T00:56:55,1.90,190.562,,,174.000,2.547,171.453,100
10.558,2026-08-06T00:56:56,1.98,191.578,,,175.000,2.625,172.375,100
11.113,2026-08-06T00:56:56,1.91,192.375,,,175.000,2.938,172.062,100
11.673,2026-08-06T00:56:57,2.04,193.688,,,176.000,3.188,172.812,100
12.219,2026-08-06T00:56:57,1.72,195.188,,,177.000,4.031,172.969,100
12.781,2026-08-06T00:56:58,1.88,195.844,,,178.000,3.766,174.234,100
13.338,2026-08-06T00:56:58,1.88,196.766,,,180.000,3.078,176.922,100
13.902,2026-08-06T00:56:59,1.78,197.562,,,180.000,3.062,176.938,100
14.460,2026-08-06T00:57:00,1.77,198.047,,,181.000,3.000,178.000,100
15.018,2026-08-06T00:57:00,1.96,198.797,,,182.000,2.922,179.078,100
15.573,2026-08-06T00:57:01,1.09,199.562,,,183.000,2.562,180.438,103
16.122,2026-08-06T00:57:01,1.91,202.797,,,188.000,0.562,187.438,114
16.680,2026-08-06T00:57:02,1.72,207.391,,,192.000,1.406,190.594,124
17.242,2026-08-06T00:57:02,1.91,208.922,,,193.000,1.672,191.328,133
17.788,2026-08-06T00:57:03,2.29,211.500,,,195.000,2.047,192.953,136
18.353,2026-08-06T00:57:03,2.14,212.641,,,197.000,1.188,195.812,136
