elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T01:07:49,0.00,18.812,,,8.563,0.000,8.563,0
0.578,2026-08-06T01:07:50,0.00,18.812,,,8.563,0.000,8.563,0
1.133,2026-08-06T01:07:50,0.00,18.812,,,8.563,0.000,8.563,0
1.687,2026-08-06T01:07:51,0.00,18.812,,,8.563,0.000,8.563,0
2.225,2026-08-06T01:07:51,0.95,51.688,,,40.000,0.141,39.859,23
2.767,2026-08-06T01:07:52,1.52,104.234,,,93.000,0.125,92.875,63
3.316,2026-08-06T01:07:53,1.52,155.453,,,145.000,0.078,144.922,103
3.865,2026-08-06T01:07:53,1.74,200.375,,,188.000,0.656,187.344,142
4.406,2026-08-06T01:07:54,1.98,239.141,,,226.000,1.422,224.578,181
4.952,2026-08-06T01:07:54,2.04,278.547,,,266.000,1.125,264.875,222
5.504,2026-08-06T01:07:55,2.24,321.156,,,308.000,0.250,307.750,265
6.048,2026-08-06T01:07:55,2.31,357.062,,,345.000,0.062,344.938,304
6.596,2026-08-06T01:07:56,2.42,396.984,,,386.000,0.062,385.938,346
7.148,2026-08-06T01:07:56,2.69,437.750,,,427.000,1.219,425.781,387
7.695,2026-08-06T01:07:57,2.74,464.469,,,452.000,0.125,451.875,427
8.249,2026-08-06T01:07:57,2.98,481.094,,,468.000,1.000,467.000,468
8.800,2026-08-06T01:07:58,3.04,499.375,,,486.000,0.859,485.141,510
9.352,2026-08-06T01:07:59,3.08,512.484,,,500.000,0.031,499.969,552
9.900,2026-08-06T01:07:59,3.49,527.734,,,514.000,0.672,513.328,594
10.451,2026-08-06T01:08:00,3.54,542.203,,,528.000,1.672,526.328,634
11.005,2026-08-06T01:08:00,3.79,553.719,,,540.000,0.500,539.500,675
11.553,2026-08-06T01:08:01,4.21,563.875,,,550.000,1.344,548.656,715
12.103,2026-08-06T01:08:01,4.20,574.391,,,560.000,1.766,558.234,757
12.652,2026-08-06T01:08:02,4.64,579.375,,,565.000,1.469,563.531,799
13.202,2026-08-06T01:08:02,7.08,588.484,,,574.000,1.703,572.297,852
13.761,2026-08-06T01:08:03,7.44,595.766,,,582.000,1.031,580.969,896
14.309,2026-08-06T01:08:04,8.53,604.484,,,589.000,2.469,586.531,938
14.865,2026-08-06T01:08:04,9.69,614.594,,,600.000,1.969,598.031,985
15.418,2026-08-06T01:08:05,12.14,619.844,,,606.000,0.422,605.578,1000
15.974,2026-08-06T01:08:05,11.39,625.828,,,611.000,2.031,608.969,1000
16.524,2026-08-06T01:08:06,13.59,630.875,,,616.000,2.406,613.594,1000
17.083,2026-08-06T01:08:06,12.25,635.984,,,621.000,2.312,618.688,1000
17.637,2026-08-06T01:08:07,14.66,640.562,,,625.000,2.812,622.188,1000
18.193,2026-08-06T01:08:07,13.54,645.438,,,631.000,1.328,629.672,1000
18.747,2026-08-06T01:08:08,11.47,650.891,,,635.000,3.328,631.672,1000
19.302,2026-08-06T01:08:09,13.49,657.766,,,641.000,4.266,636.734,1000
19.854,2026-08-06T01:08:09,12.24,665.484,,,648.000,3.797,644.203,1000
20.411,2026-08-06T01:08:10,10.47,671.203,,,654.000,4.031,649.969,1000
20.963,2026-08-06T01:08:10,11.91,679.109,,,661.000,4.891,656.109,1000
21.508,2026-08-06T01:08:11,11.35,684.188,,,666.000,5.375,660.625,1000
22.059,2026-08-06T01:08:11,11.56,690.594,,,672.000,5.750,666.250,1000
22.609,2026-08-06T01:08:12,11.09,695.516,,,676.000,5.812,670.188,1000
23.166,2026-08-06T01:08:12,11.47,699.406,,,682.000,4.453,677.547,1000
23.718,2026-08-06T01:08:13,13.02,705.125,,,687.000,4.984,682.016,1000
24.275,2026-08-06T01:08:14,11.41,708.969,,,691.000,5.344,685.656,1000
24.822,2026-08-06T01:08:14,13.66,712.703,,,693.000,6.359,686.641,1000
25.374,2026-08-06T01:08:15,12.46,716.750,,,697.000,6.594,690.406,1000
25.931,2026-08-06T01:08:15,12.29,721.094,,,702.000,5.891,696.109,1001
26.478,2026-08-06T01:08:16,13.68,726.844,,,706.000,7.531,698.469,1000
27.036,2026-08-06T01:08:16,12.47,731.219,,,712.000,6.688,705.312,1002
27.592,2026-08-06T01:08:17,13.99,735.688,,,715.000,7.797,707.203,1006
28.149,2026-08-06T01:08:17,13.14,740.547,,,720.000,7.594,712.406,1004
28.701,2026-08-06T01:08:18,13.37,745.891,,,727.000,5.547,721.453,1008
29.255,2026-08-06T01:08:18,12.88,750.828,,,733.000,4.922,728.078,1007
29.810,2026-08-06T01:08:19,12.44,757.938,,,738.000,6.438,731.562,1007
30.362,2026-08-06T01:08:20,14.19,761.625,,,742.000,5.984,736.016,1008
30.913,2026-08-06T01:08:20,12.12,765.469,,,749.000,3.609,745.391,1014
31.469,2026-08-06T01:08:21,12.09,770.875,,,754.000,3.344,750.656,1016
32.016,2026-08-06T01:08:21,11.69,775.406,,,761.000,1.672,759.328,1015
32.563,2026-08-06T01:08:22,11.47,781.109,,,766.000,2.453,763.547,1014
33.113,2026-08-06T01:08:22,11.73,786.797,,,771.000,3.016,767.984,1016
33.670,2026-08-06T01:08:23,12.53,790.469,,,775.000,2.547,772.453,1015
34.217,2026-08-06T01:08:23,13.14,795.781,,,780.000,2.219,777.781,1015
34.765,2026-08-06T01:08:24,11.13,799.141,,,785.000,1.438,783.562,1016
35.321,2026-08-06T01:08:25,10.82,804.125,,,788.000,2.984,785.016,1015
35.877,2026-08-06T01:08:25,10.24,809.969,,,792.000,5.359,786.641,1015
36.431,2026-08-06T01:08:26,9.26,815.688,,,795.000,7.500,787.500,1022
36.991,2026-08-06T01:08:26,7.69,819.641,,,797.000,9.188,787.812,1021
37.551,2026-08-06T01:08:27,8.11,829.094,,,802.000,14.000,788.000,1024
38.107,2026-08-06T01:08:27,6.77,835.047,,,805.000,17.000,788.000,1025
38.663,2026-08-06T01:08:28,6.28,842.016,,,810.000,19.000,791.000,1008
39.223,2026-08-06T01:08:28,6.28,845.406,,,813.000,20.000,793.000,989
39.780,2026-08-06T01:08:29,4.97,848.438,,,817.000,18.000,799.000,976
40.337,2026-08-06T01:08:30,5.12,851.953,,,819.000,20.000,799.000,966
40.900,2026-08-06T01:08:30,4.79,854.469,,,823.000,19.000,804.000,962
41.462,2026-08-06T01:08:31,4.92,857.203,,,828.000,16.000,812.000,955
42.021,2026-08-06T01:08:31,4.75,860.828,,,834.000,14.000,820.000,947
42.571,2026-08-06T01:08:32,4.66,863.922,,,840.000,11.000,829.000,940
43.137,2026-08-06T01:08:32,4.13,866.312,,,842.000,11.000,831.000,937
43.701,2026-08-06T01:08:33,4.86,869.797,,,847.000,9.594,837.406,931
44.269,2026-08-06T01:08:34,4.33,873.797,,,852.000,9.453,842.547,928
44.819,2026-08-06T01:08:34,4.75,879.109,,,856.000,10.000,846.000,922
45.372,2026-08-06T01:08:35,4.46,882.641,,,860.000,10.000,850.000,915
45.925,2026-08-06T01:08:35,4.24,886.469,,,865.000,8.688,856.312,918
46.489,2026-08-06T01:08:36,4.94,890.219,,,870.000,7.344,862.656,910
47.048,2026-08-06T01:08:36,4.53,894.000,,,873.000,7.547,865.453,906
47.606,2026-08-06T01:08:37,4.27,898.312,,,880.000,5.594,874.406,898
48.167,2026-08-06T01:08:37,4.59,902.094,,,885.000,4.375,880.625,897
48.729,2026-08-06T01:08:38,3.84,905.891,,,889.000,3.859,885.141,895
49.292,2026-08-06T01:08:39,4.72,909.906,,,893.000,3.359,889.641,892
49.862,2026-08-06T01:08:39,4.25,913.078,,,897.000,3.438,893.562,894
50.417,2026-08-06T01:08:40,4.15,917.734,,,901.000,3.234,897.766,888
50.976,2026-08-06T01:08:40,4.92,923.312,,,909.000,1.078,907.922,885
51.533,2026-08-06T01:08:41,4.49,927.188,,,913.000,1.250,911.750,883
52.103,2026-08-06T01:08:41,4.39,932.734,,,918.000,2.516,915.484,877
52.665,2026-08-06T01:08:42,4.40,938.359,,,922.000,3.250,918.750,873
53.229,2026-08-06T01:08:42,3.74,943.500,,,927.000,3.812,923.188,870
53.796,2026-08-06T01:08:43,3.94,948.078,,,932.000,3.281,928.719,870
54.361,2026-08-06T01:08:44,4.00,952.281,,,937.000,2.969,934.031,868
54.923,2026-08-06T01:08:44,3.85,957.078,,,942.000,2.016,939.984,867
55.485,2026-08-06T01:08:45,3.91,962.891,,,947.000,3.109,943.891,868
56.060,2026-08-06T01:08:45,3.54,967.344,,,952.000,2.609,949.391,865
56.638,2026-08-06T01:08:46,3.83,971.719,,,955.000,4.344,950.656,863
57.215,2026-08-06T01:08:46,3.85,974.781,,,955.000,6.609,948.391,862
57.780,2026-08-06T01:08:47,3.51,976.828,,,957.000,6.641,950.359,867
58.344,2026-08-06T01:08:48,3.39,978.750,,,955.000,10.000,945.000,867
58.917,2026-08-06T01:08:48,3.49,980.562,,,953.000,14.000,939.000,863
59.476,2026-08-06T01:08:49,3.28,982.562,,,952.000,17.000,935.000,844
60.047,2026-08-06T01:08:49,3.41,984.375,,,951.000,21.000,930.000,811
60.617,2026-08-06T01:08:50,2.83,985.875,,,948.000,25.000,923.000,777
61.192,2026-08-06T01:08:50,2.91,986.953,,,946.000,28.000,918.000,745
61.767,2026-08-06T01:08:51,2.92,987.906,,,944.000,31.000,913.000,713
62.344,2026-08-06T01:08:52,2.87,988.734,,,941.000,35.000,906.000,682
62.924,2026-08-06T01:08:52,2.81,989.375,,,933.000,44.000,889.000,660
63.489,2026-08-06T01:08:53,2.89,990.250,,,926.000,51.000,875.000,642
64.065,2026-08-06T01:08:53,2.58,990.719,,,920.000,57.000,863.000,624
64.635,2026-08-06T01:08:54,2.91,991.172,,,915.000,63.000,852.000,601
