elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-06T01:05:21,0.00,18.766,,,8.517,0.000,8.517,0
0.579,2026-08-06T01:05:22,0.00,18.766,,,8.517,0.000,8.517,0
1.113,2026-08-06T01:05:23,0.00,18.766,,,8.517,0.000,8.517,0
1.673,2026-08-06T01:05:23,0.00,18.766,,,8.517,0.000,8.517,0
2.214,2026-08-06T01:05:24,0.89,48.922,,,38.000,0.188,37.812,22
2.750,2026-08-06T01:05:24,1.48,98.719,,,88.000,0.156,87.844,59
3.290,2026-08-06T01:05:25,1.49,149.062,,,139.000,0.000,139.000,98
3.834,2026-08-06T01:05:25,1.77,195.641,,,183.000,0.062,182.938,138
4.380,2026-08-06T01:05:26,1.87,235.141,,,223.000,0.125,222.875,178
4.930,2026-08-06T01:05:26,1.98,273.922,,,261.000,0.828,260.172,218
5.468,2026-08-06T01:05:27,2.30,312.875,,,300.000,0.125,299.875,257
6.022,2026-08-06T01:05:27,2.25,349.266,,,336.000,0.031,335.969,297
6.576,2026-08-06T01:05:28,2.42,388.516,,,376.000,0.125,375.875,337
7.123,2026-08-06T01:05:29,2.65,429.922,,,416.000,1.172,414.828,377
7.670,2026-08-06T01:05:29,2.60,460.922,,,448.000,0.594,447.406,418
8.223,2026-08-06T01:05:30,2.75,478.000,,,466.000,0.156,465.844,459
8.778,2026-08-06T01:05:30,3.16,497.672,,,482.000,2.797,479.203,500
9.328,2026-08-06T01:05:31,2.90,511.531,,,497.000,1.719,495.281,540
9.881,2026-08-06T01:05:31,3.22,525.047,,,512.000,0.562,511.438,580
10.431,2026-08-06T01:05:32,3.57,539.141,,,526.000,0.969,525.031,620
10.983,2026-08-06T01:05:32,3.64,546.734,,,531.000,2.781,528.219,658
11.538,2026-08-06T01:05:33,3.85,554.562,,,541.000,0.531,540.469,697
12.083,2026-08-06T01:05:34,4.22,563.828,,,550.000,1.297,548.703,737
12.628,2026-08-06T01:05:34,4.09,572.781,,,558.000,1.484,556.516,778
13.175,2026-08-06T01:05:35,4.99,582.812,,,569.000,1.250,567.750,822
13.725,2026-08-06T01:05:35,6.37,590.922,,,578.000,0.672,577.328,864
14.286,2026-08-06T01:05:36,7.66,600.078,,,587.000,1.031,585.969,908
14.832,2026-08-06T01:05:36,8.40,610.406,,,596.000,1.219,594.781,947
15.390,2026-08-06T01:05:37,8.83,619.734,,,607.000,0.594,606.406,988
15.942,2026-08-06T01:05:37,10.84,626.844,,,612.000,1.484,610.516,1000
16.494,2026-08-06T01:05:38,12.81,633.719,,,617.000,3.672,613.328,1000
17.052,2026-08-06T01:05:38,10.53,639.734,,,622.000,4.672,617.328,1000
17.604,2026-08-06T01:05:39,12.94,646.578,,,628.000,6.047,621.953,1000
18.154,2026-08-06T01:05:40,12.93,653.766,,,633.000,7.266,625.734,1000
18.700,2026-08-06T01:05:40,10.94,659.906,,,638.000,8.250,629.750,1000
19.253,2026-08-06T01:05:41,14.29,666.266,,,642.000,11.000,631.000,1000
19.798,2026-08-06T01:05:41,13.07,671.016,,,648.000,10.000,638.000,1000
20.343,2026-08-06T01:05:42,11.41,677.344,,,654.000,9.703,644.297,1000
20.891,2026-08-06T01:05:42,11.99,684.312,,,659.000,13.000,646.000,1000
21.442,2026-08-06T01:05:43,11.51,689.234,,,662.000,14.000,648.000,1000
21.995,2026-08-06T01:05:43,12.65,694.031,,,666.000,15.000,651.000,1000
22.549,2026-08-06T01:05:44,12.99,699.547,,,671.000,15.000,656.000,1000
23.097,2026-08-06T01:05:45,10.78,702.859,,,674.000,16.000,658.000,1000
23.647,2026-08-06T01:05:45,12.72,708.906,,,679.000,16.000,663.000,1000
24.199,2026-08-06T01:05:46,11.01,714.781,,,685.000,16.000,669.000,1000
24.755,2026-08-06T01:05:46,10.97,719.906,,,691.000,17.000,674.000,998
25.312,2026-08-06T01:05:47,13.38,725.172,,,695.000,17.000,678.000,998
25.864,2026-08-06T01:05:47,13.37,728.625,,,699.000,16.000,683.000,1002
26.413,2026-08-06T01:05:48,12.89,733.812,,,702.000,19.000,683.000,1001
