elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-06T00:51:06,0.00,18.891,,,8.626,0.000,8.626,0
0.568,2026-08-06T00:51:07,0.00,18.891,,,8.626,0.000,8.626,0
1.121,2026-08-06T00:51:07,0.00,18.891,,,8.626,0.000,8.626,0
1.673,2026-08-06T00:51:08,0.00,18.891,,,8.626,0.000,8.626,0
2.217,2026-08-06T00:51:08,0.51,36.781,,,24.000,0.109,23.891,10
2.775,2026-08-06T00:51:09,0.00,36.781,,,24.000,0.109,23.891,10
3.332,2026-08-06T00:51:09,0.00,36.781,,,24.000,0.109,23.891,10
3.869,2026-08-06T00:51:10,0.34,41.219,,,26.000,0.891,25.109,10
4.428,2026-08-06T00:51:10,0.00,41.219,,,26.000,0.891,25.109,10
4.984,2026-08-06T00:51:11,0.42,42.484,,,28.000,0.359,27.641,10
5.535,2026-08-06T00:51:12,0.18,42.938,,,28.000,0.406,27.594,10
6.090,2026-08-06T00:51:12,0.00,42.938,,,28.000,0.406,27.594,10
6.637,2026-08-06T00:51:13,0.56,43.906,,,29.000,0.375,28.625,10
7.191,2026-08-06T00:51:13,0.00,43.906,,,29.000,0.375,28.625,10
7.736,2026-08-06T00:51:14,0.00,43.906,,,29.000,0.375,28.625,10
8.295,2026-08-06T00:51:14,0.41,44.734,,,30.000,0.406,29.594,10
8.825,2026-08-06T00:51:15,0.00,44.734,,,30.000,0.406,29.594,10
9.383,2026-08-06T00:51:15,0.00,44.734,,,30.000,0.406,29.594,10
9.919,2026-08-06T00:51:16,0.24,45.031,,,30.000,0.234,29.766,10
10.475,2026-08-06T00:51:16,0.00,45.031,,,30.000,0.234,29.766,10
11.026,2026-08-06T00:51:17,0.34,45.594,,,31.000,0.234,30.766,10
11.577,2026-08-06T00:51:18,0.17,46.078,,,31.000,0.234,30.766,10
12.115,2026-08-06T00:51:18,0.00,46.078,,,31.000,0.234,30.766,10
12.666,2026-08-06T00:51:19,0.61,46.516,,,32.000,0.234,31.766,10
13.223,2026-08-06T00:51:19,0.00,46.516,,,32.000,0.234,31.766,10
13.783,2026-08-06T00:51:20,0.00,46.516,,,32.000,0.234,31.766,10
14.325,2026-08-06T00:51:20,0.39,47.141,,,32.000,0.344,31.656,10
14.883,2026-08-06T00:51:21,0.00,47.141,,,32.000,0.344,31.656,10
15.441,2026-08-06T00:51:21,0.00,47.141,,,32.000,0.344,31.656,10
16.003,2026-08-06T00:51:22,0.38,48.312,,,33.000,0.344,32.656,13
16.559,2026-08-06T00:51:23,0.00,48.312,,,33.000,0.344,32.656,13
17.100,2026-08-06T00:51:23,0.46,49.547,,,34.000,0.797,33.203,13
17.641,2026-08-06T00:51:24,0.15,49.562,,,34.000,0.797,33.203,13
18.197,2026-08-06T00:51:24,0.00,49.562,,,34.000,0.797,33.203,13
18.745,2026-08-06T00:51:25,0.38,50.062,,,34.000,0.828,33.172,7
19.293,2026-08-06T00:51:25,0.00,50.062,,,34.000,0.828,33.172,7
19.851,2026-08-06T00:51:26,0.00,50.062,,,34.000,0.828,33.172,7
20.415,2026-08-06T00:51:26,0.34,50.281,,,35.000,0.734,34.266,7
20.970,2026-08-06T00:51:27,0.00,50.281,,,35.000,0.734,34.266,7
21.525,2026-08-06T00:51:28,0.00,50.281,,,35.000,0.703,34.297,7
22.076,2026-08-06T00:51:28,0.19,50.359,,,35.000,0.719,34.281,7
22.616,2026-08-06T00:51:29,0.00,50.359,,,35.000,0.719,34.281,7
23.167,2026-08-06T00:51:29,0.46,50.578,,,35.000,0.672,34.328,6
23.723,2026-08-06T00:51:30,0.04,50.578,,,35.000,0.672,34.328,6
24.276,2026-08-06T00:51:30,0.00,50.578,,,35.000,0.672,34.328,6
24.836,2026-08-06T00:51:31,0.44,50.703,,,35.000,0.625,34.375,6
25.393,2026-08-06T00:51:31,0.00,50.703,,,35.000,0.625,34.375,6
25.950,2026-08-06T00:51:32,0.00,50.703,,,35.000,0.625,34.375,6
26.505,2026-08-06T00:51:32,0.16,50.766,,,35.000,0.719,34.281,6
27.042,2026-08-06T00:51:33,0.00,50.766,,,35.000,0.719,34.281,6
27.594,2026-08-06T00:51:34,0.07,50.766,,,35.000,0.672,34.328,6
28.146,2026-08-06T00:51:34,0.14,50.875,,,35.000,0.750,34.250,6
28.694,2026-08-06T00:51:35,0.00,50.875,,,35.000,0.750,34.250,6
29.240,2026-08-06T00:51:35,0.30,51.016,,,35.000,0.906,34.094,6
29.797,2026-08-06T00:51:36,0.01,51.016,,,35.000,0.906,34.094,6
30.352,2026-08-06T00:51:36,0.00,51.016,,,35.000,0.906,34.094,6
30.901,2026-08-06T00:51:37,0.42,51.125,,,35.000,1.078,33.922,5
31.434,2026-08-06T00:51:37,0.00,51.125,,,35.000,1.078,33.922,5
31.986,2026-08-06T00:51:38,0.00,51.125,,,35.000,1.078,33.922,5
32.540,2026-08-06T00:51:39,0.21,51.203,,,35.000,1.047,33.953,5
33.088,2026-08-06T00:51:39,0.00,51.203,,,35.000,1.047,33.953,5
33.640,2026-08-06T00:51:40,0.04,51.203,,,35.000,1.141,33.859,5
34.194,2026-08-06T00:51:40,0.16,51.312,,,35.000,1.172,33.828,5
34.749,2026-08-06T00:51:41,0.00,51.312,,,35.000,1.172,33.828,5
35.309,2026-08-06T00:51:41,0.27,51.453,,,35.000,1.281,33.719,4
35.865,2026-08-06T00:51:42,0.00,51.453,,,35.000,1.281,33.719,4
36.425,2026-08-06T00:51:42,0.00,51.453,,,35.000,1.281,33.719,4
36.976,2026-08-06T00:51:43,0.14,51.453,,,35.000,1.469,33.531,2
37.530,2026-08-06T00:51:44,0.00,51.453,,,35.000,1.469,33.531,2
38.087,2026-08-06T00:51:44,0.00,51.453,,,35.000,1.469,33.531,2
38.644,2026-08-06T00:51:45,0.06,51.516,,,35.000,1.516,33.484,2
39.186,2026-08-06T00:51:45,0.00,51.516,,,35.000,1.516,33.484,2
39.736,2026-08-06T00:51:46,0.07,51.516,,,35.000,1.578,33.422,1
40.296,2026-08-06T00:51:46,0.02,51.516,,,35.000,1.578,33.422,1
40.855,2026-08-06T00:51:47,0.00,51.516,,,35.000,1.578,33.422,1
41.395,2026-08-06T00:51:47,0.04,51.516,,,35.000,1.578,33.422,1
41.939,2026-08-06T00:51:48,0.00,51.516,,,35.000,1.578,33.422,1
42.497,2026-08-06T00:51:48,0.00,51.516,,,35.000,1.578,33.422,1
43.053,2026-08-06T00:51:49,0.06,51.516,,,35.000,1.578,33.422,1
43.610,2026-08-06T00:51:50,0.00,51.516,,,35.000,1.578,33.422,1
44.153,2026-08-06T00:51:50,0.00,51.516,,,35.000,1.578,33.422,1
44.707,2026-08-06T00:51:51,0.04,51.516,,,35.000,1.578,33.422,1
45.262,2026-08-06T00:51:51,0.00,51.516,,,35.000,1.578,33.422,1
45.813,2026-08-06T00:51:52,0.10,51.516,,,35.000,1.578,33.422,1
46.366,2026-08-06T00:51:52,0.00,51.516,,,35.000,1.578,33.422,1
46.921,2026-08-06T00:51:53,0.00,51.516,,,35.000,1.578,33.422,1
47.480,2026-08-06T00:51:53,0.06,51.516,,,35.000,1.516,33.484,1
48.038,2026-08-06T00:51:54,0.00,51.516,,,35.000,1.516,33.484,1
48.593,2026-08-06T00:51:55,0.00,51.516,,,35.000,1.516,33.484,1
49.126,2026-08-06T00:51:55,0.01,51.516,,,35.000,1.516,33.484,1
49.674,2026-08-06T00:51:56,0.00,51.516,,,35.000,1.516,33.484,1
50.228,2026-08-06T00:51:56,0.00,51.516,,,35.000,1.516,33.484,1
50.781,2026-08-06T00:51:57,0.01,51.516,,,35.000,1.516,33.484,1
51.322,2026-08-06T00:51:57,0.00,51.516,,,35.000,1.516,33.484,1
51.870,2026-08-06T00:51:58,0.11,51.516,,,35.000,1.516,33.484,1
52.427,2026-08-06T00:51:58,0.00,51.516,,,35.000,1.516,33.484,1
52.973,2026-08-06T00:51:59,0.00,51.516,,,35.000,1.516,33.484,1
53.532,2026-08-06T00:52:00,0.10,51.516,,,35.000,1.516,33.484,1
54.080,2026-08-06T00:52:00,0.00,51.516,,,35.000,1.516,33.484,1
54.629,2026-08-06T00:52:01,0.00,51.516,,,35.000,1.516,33.484,1
55.189,2026-08-06T00:52:01,0.05,51.516,,,35.000,1.516,33.484,1
55.747,2026-08-06T00:52:02,0.00,51.516,,,35.000,1.516,33.484,1
56.303,2026-08-06T00:52:02,0.00,51.516,,,35.000,1.516,33.484,1
56.844,2026-08-06T00:52:03,0.03,51.516,,,35.000,1.516,33.484,1
57.404,2026-08-06T00:52:03,0.00,51.516,,,35.000,1.516,33.484,1
57.964,2026-08-06T00:52:04,0.08,51.516,,,35.000,1.453,33.547,1
58.526,2026-08-06T00:52:05,0.00,51.516,,,35.000,1.453,33.547,1
59.073,2026-08-06T00:52:05,0.00,51.516,,,35.000,1.453,33.547,1
59.629,2026-08-06T00:52:06,0.11,51.516,,,35.000,1.641,33.359,0
60.183,2026-08-06T00:52:06,0.00,51.516,,,35.000,1.641,33.359,0
60.739,2026-08-06T00:52:07,0.00,51.516,,,35.000,1.641,33.359,0
61.298,2026-08-06T00:52:07,0.00,51.516,,,35.000,1.641,33.359,0
61.850,2026-08-06T00:52:08,0.00,51.516,,,35.000,1.641,33.359,0
