elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T00:54:43,0.00,18.781,,,8.548,0.000,8.548,0
0.578,2026-08-06T00:54:44,0.00,18.781,,,8.548,0.000,8.548,0
1.132,2026-08-06T00:54:44,0.00,18.781,,,8.548,0.000,8.548,0
1.671,2026-08-06T00:54:45,0.00,18.781,,,8.548,0.000,8.548,0
2.228,2026-08-06T00:54:46,0.47,36.750,,,24.000,0.062,23.938,10
2.789,2026-08-06T00:54:46,0.00,36.750,,,24.000,0.062,23.938,10
3.348,2026-08-06T00:54:47,0.00,36.750,,,24.000,0.062,23.938,10
3.901,2026-08-06T00:54:47,0.37,41.219,,,26.000,0.828,25.172,10
4.459,2026-08-06T00:54:48,0.00,41.219,,,26.000,0.828,25.172,10
5.012,2026-08-06T00:54:48,0.51,42.172,,,27.000,1.094,25.906,10
5.571,2026-08-06T00:54:49,0.14,42.203,,,27.000,1.094,25.906,10
6.130,2026-08-06T00:54:49,0.00,42.203,,,27.000,1.094,25.906,10
6.678,2026-08-06T00:54:50,0.75,43.484,,,28.000,0.688,27.312,10
7.241,2026-08-06T00:54:51,0.00,43.484,,,28.000,0.688,27.312,10
7.800,2026-08-06T00:54:51,0.00,43.484,,,28.000,0.688,27.312,10
8.360,2026-08-06T00:54:52,0.36,44.375,,,29.000,0.531,28.469,10
8.919,2026-08-06T00:54:52,0.00,44.375,,,29.000,0.531,28.469,10
9.461,2026-08-06T00:54:53,0.13,44.703,,,29.000,0.688,28.312,10
10.020,2026-08-06T00:54:53,0.24,44.859,,,29.000,0.734,28.266,10
10.577,2026-08-06T00:54:54,0.00,44.859,,,29.000,0.734,28.266,10
11.128,2026-08-06T00:54:54,0.78,45.250,,,30.000,0.547,29.453,10
11.687,2026-08-06T00:54:55,0.02,45.250,,,30.000,0.547,29.453,10
12.230,2026-08-06T00:54:56,0.00,45.250,,,30.000,0.547,29.453,10
12.789,2026-08-06T00:54:56,0.44,45.672,,,30.000,0.641,29.359,10
13.347,2026-08-06T00:54:57,0.00,45.672,,,30.000,0.641,29.359,10
13.907,2026-08-06T00:54:57,0.00,45.672,,,30.000,0.641,29.359,10
14.456,2026-08-06T00:54:58,0.16,45.844,,,31.000,0.641,30.359,10
15.013,2026-08-06T00:54:58,0.00,45.844,,,31.000,0.641,30.359,10
15.553,2026-08-06T00:54:59,0.50,46.953,,,32.000,0.094,31.906,10
16.111,2026-08-06T00:54:59,0.19,47.391,,,33.000,0.094,32.906,13
16.670,2026-08-06T00:55:00,0.00,47.391,,,33.000,0.094,32.906,13
17.225,2026-08-06T00:55:01,1.11,48.484,,,33.000,0.562,32.438,13
17.778,2026-08-06T00:55:01,0.06,48.484,,,33.000,0.562,32.438,13
18.334,2026-08-06T00:55:02,0.00,48.484,,,33.000,0.562,32.438,13
18.889,2026-08-06T00:55:02,0.70,48.953,,,34.000,0.656,33.344,10
19.447,2026-08-06T00:55:03,0.00,48.953,,,34.000,0.656,33.344,10
20.003,2026-08-06T00:55:03,0.00,48.953,,,34.000,0.641,33.359,10
20.565,2026-08-06T00:55:04,0.19,49.500,,,34.000,0.719,33.281,10
21.120,2026-08-06T00:55:04,0.00,49.500,,,34.000,0.719,33.281,10
21.673,2026-08-06T00:55:05,0.66,49.891,,,34.000,0.797,33.203,10
22.230,2026-08-06T00:55:06,0.00,49.891,,,34.000,0.797,33.203,10
22.790,2026-08-06T00:55:06,0.00,49.891,,,34.000,0.797,33.203,10
23.349,2026-08-06T00:55:07,0.54,50.234,,,35.000,0.906,34.094,9
23.908,2026-08-06T00:55:07,0.00,50.234,,,35.000,0.906,34.094,9
24.466,2026-08-06T00:55:08,0.00,50.234,,,35.000,0.906,34.094,9
25.020,2026-08-06T00:55:08,0.34,50.547,,,35.000,1.047,33.953,9
25.578,2026-08-06T00:55:09,0.00,50.547,,,35.000,1.047,33.953,9
26.129,2026-08-06T00:55:09,0.31,50.828,,,35.000,1.234,33.766,9
26.688,2026-08-06T00:55:10,0.13,50.875,,,35.000,1.234,33.766,9
27.226,2026-08-06T00:55:11,0.00,50.875,,,35.000,1.234,33.766,9
27.787,2026-08-06T00:55:11,0.63,51.094,,,35.000,1.359,33.641,9
28.339,2026-08-06T00:55:12,0.00,51.094,,,35.000,1.359,33.641,9
28.899,2026-08-06T00:55:12,0.00,51.094,,,35.000,1.359,33.641,9
29.446,2026-08-06T00:55:13,0.64,51.328,,,35.000,1.391,33.609,9
30.006,2026-08-06T00:55:13,0.01,51.328,,,35.000,1.391,33.609,9
30.566,2026-08-06T00:55:14,0.00,51.328,,,35.000,1.500,33.500,9
31.126,2026-08-06T00:55:14,0.23,51.688,,,35.000,1.688,33.312,8
31.682,2026-08-06T00:55:15,0.00,51.688,,,35.000,1.688,33.312,8
32.238,2026-08-06T00:55:16,0.64,51.844,,,35.000,1.578,33.422,8
32.797,2026-08-06T00:55:16,0.03,51.844,,,35.000,1.578,33.422,8
33.347,2026-08-06T00:55:17,0.00,51.844,,,35.000,1.578,33.422,8
33.907,2026-08-06T00:55:17,0.33,52.203,,,36.000,1.703,34.297,8
34.461,2026-08-06T00:55:18,0.00,52.203,,,36.000,1.703,34.297,8
35.015,2026-08-06T00:55:18,0.00,52.203,,,36.000,1.703,34.297,8
35.574,2026-08-06T00:55:19,0.16,52.312,,,36.000,1.875,34.125,7
36.133,2026-08-06T00:55:19,0.00,52.312,,,36.000,1.875,34.125,7
36.687,2026-08-06T00:55:20,0.19,52.406,,,36.000,2.000,34.000,6
37.245,2026-08-06T00:55:21,0.03,52.406,,,36.000,2.000,34.000,6
37.801,2026-08-06T00:55:21,0.00,52.406,,,36.000,2.000,34.000,6
38.355,2026-08-06T00:55:22,0.54,52.453,,,36.000,1.922,34.078,6
38.910,2026-08-06T00:55:22,0.00,52.453,,,36.000,1.922,34.078,6
39.470,2026-08-06T00:55:23,0.00,52.453,,,36.000,1.922,34.078,6
40.017,2026-08-06T00:55:23,0.49,52.625,,,36.000,2.047,33.953,5
40.576,2026-08-06T00:55:24,0.00,52.625,,,36.000,2.047,33.953,5
41.134,2026-08-06T00:55:24,0.00,52.625,,,36.000,2.047,33.953,5
41.695,2026-08-06T00:55:25,0.12,52.719,,,36.000,1.891,34.109,5
42.248,2026-08-06T00:55:26,0.00,52.719,,,36.000,1.891,34.109,5
42.809,2026-08-06T00:55:26,0.28,52.766,,,36.000,2.062,33.938,5
43.367,2026-08-06T00:55:27,0.00,52.766,,,36.000,2.062,33.938,5
43.923,2026-08-06T00:55:27,0.00,52.766,,,36.000,2.062,33.938,5
44.477,2026-08-06T00:55:28,0.25,52.812,,,36.000,2.172,33.828,5
45.037,2026-08-06T00:55:28,0.00,52.812,,,36.000,2.172,33.828,5
45.595,2026-08-06T00:55:29,0.00,52.812,,,36.000,2.172,33.828,5
46.153,2026-08-06T00:55:30,0.15,52.953,,,36.000,2.047,33.953,4
46.709,2026-08-06T00:55:30,0.00,52.953,,,36.000,2.047,33.953,4
