run_id,start_seconds,end_seconds
wide-researcher-1786004664-4df1ddbb87fa,1.840,208.130
reviewer-1786004664-264f603ef992,1.849,250.009
deep-researcher-1786004664-7f397cf65d7e,1.928,53.836
data-analyst-1786004664-84894a4bc7ad,1.942,345.943
wide-researcher-1786004664-2b9e9500d9cb,1.956,30.798
reviewer-1786004665-e69a94610825,1.967,479.683
deep-researcher-1786004665-8e44bc619d91,2.000,56.192
data-analyst-1786004665-eab61e25a1f0,2.010,170.449
wide-researcher-1786004665-35341120b09e,2.020,49.267
reviewer-1786004665-989a4182fc84,2.030,309.464
deep-researcher-1786004665-a7b849c64187,2.058,32.151
data-analyst-1786004665-5ff69d3e4366,2.069,305.130
wide-researcher-1786004665-3f0550a6e074,2.080,193.172
reviewer-1786004665-60c5870cbed0,2.096,362.502
deep-researcher-1786004665-133fe5860313,2.120,261.659
data-analyst-1786004665-3f0264f05548,2.130,167.385
wide-researcher-1786004665-3e7ed9ab3438,2.141,86.118
reviewer-1786004665-0174a6ce8352,2.152,368.743
deep-researcher-1786004665-da0d5fe9822b,2.180,490.707
data-analyst-1786004665-251609310e9c,2.190,104.104
wide-researcher-1786004665-3f60a7fea160,2.201,88.378
reviewer-1786004665-825fb49ad5aa,2.212,283.317
deep-researcher-1786004665-976b5a11a711,2.235,34.009
data-analyst-1786004665-d15233cebbbf,2.245,163.978
wide-researcher-1786004665-64f96ade0ec7,2.255,34.055
reviewer-1786004665-84e32e525252,2.266,283.359
deep-researcher-1786004665-7a487a8ff7bf,2.290,33.115
data-analyst-1786004665-c9456ea9a44f,2.300,376.895
wide-researcher-1786004665-ec59bde0aa5f,2.311,255.164
reviewer-1786004665-aaee663ede3b,2.324,349.520
deep-researcher-1786004665-cc35ce235839,2.357,374.049
data-analyst-1786004665-4dcaa6e8c01a,2.367,262.725
wide-researcher-1786004665-89bb44500900,2.380,53.036
reviewer-1786004665-a3b8e76696ba,2.390,262.445
deep-researcher-1786004665-cbe38e46109a,2.421,366.657
data-analyst-1786004665-5e0998fdea6a,2.433,105.273
wide-researcher-1786004665-3d11a7a57d11,2.449,251.099
reviewer-1786004665-f918440c6ef8,2.460,162.424
deep-researcher-1786004665-8672693a5cf5,2.485,587.870
data-analyst-1786004665-dbe3fc267de8,2.499,164.291
wide-researcher-1786004665-e77c2c8d6eef,2.510,55.157
reviewer-1786004665-884192fb4e7b,2.521,192.147
deep-researcher-1786004665-31ea77040128,2.552,52.397
data-analyst-1786004665-851cdf4027de,2.563,362.976
wide-researcher-1786004665-896915e57975,2.574,31.175
reviewer-1786004665-a5f30b4255a9,2.586,267.065
deep-researcher-1786004665-6b2eedd8fd08,2.614,44.687
data-analyst-1786004665-5d42d173443b,2.627,162.134
wide-researcher-1786004665-0e6bcd843ef1,2.641,253.801
reviewer-1786004665-839ba4bf6fb1,2.652,247.919
deep-researcher-1786004665-d7569ceeb772,2.681,98.473
data-analyst-1786004665-c5fad61331c4,2.691,364.640
wide-researcher-1786004665-5a5d0d4c44f7,2.702,54.281
reviewer-1786004665-58e16a2cb95e,2.714,233.056
deep-researcher-1786004665-622431e04d96,2.742,53.519
data-analyst-1786004665-0625d043b443,2.755,253.307
wide-researcher-1786004665-343d8cff5294,2.770,44.959
reviewer-1786004665-3c6068537233,2.781,132.613
deep-researcher-1786004665-3734dae791cd,2.809,597.651
data-analyst-1786004665-45874a177894,2.821,284.343
wide-researcher-1786004665-2cd2cc1a117e,2.834,161.648
reviewer-1786004665-d86eb0daacbe,2.845,359.917
deep-researcher-1786004665-c36824dfa089,2.872,508.638
data-analyst-1786004665-a13862c9dbf5,2.884,253.227
wide-researcher-1786004665-915a2b2fa1a7,2.896,52.236
reviewer-1786004666-94ce03ac99a0,2.907,463.804
deep-researcher-1786004666-2db4b107fa2c,2.931,52.341
data-analyst-1786004666-6e57d78e8d12,2.942,331.971
wide-researcher-1786004666-e92d87a3513b,2.956,48.459
reviewer-1786004666-c22df2bb4cce,2.966,305.909
deep-researcher-1786004666-d2773974d513,2.991,34.442
data-analyst-1786004666-c88fd3d4b0dc,3.001,486.438
wide-researcher-1786004666-1fbe96b933be,3.012,32.271
reviewer-1786004666-7abb538156e1,3.021,261.365
deep-researcher-1786004666-9209d019794b,3.042,372.652
data-analyst-1786004666-85823810f2d9,3.051,164.733
wide-researcher-1786004666-9a6eb3361a72,3.061,369.605
reviewer-1786004666-b76a756fa316,3.072,252.470
deep-researcher-1786004666-aa2d0899096a,3.102,34.971
data-analyst-1786004666-b88469be6077,3.114,106.477
wide-researcher-1786004666-261bb919f3e6,3.127,252.877
reviewer-1786004666-07e47a2ee3ec,3.141,500.763
deep-researcher-1786004666-9e69f5004616,3.162,32.190
data-analyst-1786004666-36d4550f4ba0,3.173,588.102
wide-researcher-1786004666-f3c50fafa43a,3.191,53.201
reviewer-1786004666-ce10046b639f,3.202,167.449
deep-researcher-1786004666-3c73293e7d87,3.225,53.391
data-analyst-1786004666-0b0e5d576070,3.241,96.704
wide-researcher-1786004666-a2bf13e86141,3.249,165.067
reviewer-1786004666-678df7242bd7,3.265,365.764
deep-researcher-1786004666-858735792450,3.290,34.180
data-analyst-1786004666-77e11f3c4c68,3.301,155.801
wide-researcher-1786004666-e1e3c8a48607,3.312,373.503
reviewer-1786004666-6a367c45c42b,3.324,249.696
deep-researcher-1786004666-c4b91f7ba9f8,3.352,98.525
data-analyst-1786004666-9b96c691a396,3.362,610.382
wide-researcher-1786004666-524aa8c07753,3.374,33.262
reviewer-1786004666-557d888b7a3e,3.386,480.229
deep-researcher-1786004666-bd0e12e27cd1,3.413,35.359
data-analyst-1786004666-f01701a68038,3.423,181.928
wide-researcher-1786004666-41f0a1c22085,3.436,37.802
reviewer-1786004666-b5bcda9f40df,3.448,260.285
deep-researcher-1786004666-aac6735b09cc,3.472,501.906
data-analyst-1786004666-089de0319979,3.485,607.867
wide-researcher-1786004666-213293b829cf,3.498,163.425
reviewer-1786004666-437418ce384c,3.513,175.829
deep-researcher-1786004666-9f11bde0d665,3.546,97.915
data-analyst-1786004666-1dfeb643636b,3.556,162.164
wide-researcher-1786004666-8960d8e9cc97,3.567,28.293
reviewer-1786004666-5b122bc0cdff,3.581,257.168
deep-researcher-1786004666-1eb7d9c1c5fa,3.607,37.259
data-analyst-1786004666-d4e633a63bc7,3.618,161.076
wide-researcher-1786004666-4543052e7948,3.635,251.810
reviewer-1786004666-bfea422350ea,3.646,165.344
deep-researcher-1786004666-681e5c6457c6,3.673,97.899
data-analyst-1786004666-099b8ced4cad,3.685,367.052
wide-researcher-1786004666-664ff5dd9461,3.696,152.158
reviewer-1786004666-8bceedfa9fa7,3.707,485.199
deep-researcher-1786004666-4c768bf7316c,3.735,28.051
data-analyst-1786004666-b9a4b8defac9,3.745,249.640
wide-researcher-1786004666-f13040692ce0,3.756,30.594
reviewer-1786004666-420f1a21974b,3.767,367.707
deep-researcher-1786004666-0501da95b02f,3.791,71.112
data-analyst-1786004666-6be50d3e17ba,3.805,307.374
wide-researcher-1786004666-78c373bddccd,3.812,32.999
reviewer-1786004666-ce9584cb96d5,3.828,361.216
deep-researcher-1786004666-e89ebee5781e,3.856,30.290
data-analyst-1786004666-1c774f76de59,3.866,504.115
wide-researcher-1786004666-d93609f9f30f,3.879,31.131
reviewer-1786004666-f8688481a81c,3.889,314.476
deep-researcher-1786004666-66e129f3ded8,3.915,30.108
data-analyst-1786004667-a57cf2452000,3.925,254.195
wide-researcher-1786004667-24407c6993eb,3.935,54.122
reviewer-1786004667-7da44da8c1c6,3.946,257.581
deep-researcher-1786004667-7f8e8751330c,3.973,48.892
data-analyst-1786004667-e7ee0d8a27df,3.982,372.928
wide-researcher-1786004667-44639377f88a,3.997,55.704
reviewer-1786004667-a24dba7b56ca,4.005,103.535
deep-researcher-1786004667-10c865881f5b,4.036,30.020
data-analyst-1786004667-021bd8ba7b90,4.043,260.144
wide-researcher-1786004667-be94b19fd3a4,4.059,101.086
reviewer-1786004667-9ebfb860aca6,4.070,473.427
deep-researcher-1786004667-09a2a86a9255,4.097,476.224
data-analyst-1786004667-f426fff64da1,4.108,372.849
wide-researcher-1786004667-8492ff7cfef1,4.119,166.301
reviewer-1786004667-817c229a3841,4.131,259.964
deep-researcher-1786004667-f37479523004,4.156,462.339
data-analyst-1786004667-48f421483f2d,4.172,166.895
wide-researcher-1786004667-64a0a932984a,4.185,67.975
reviewer-1786004667-5359fce4ed58,4.200,166.959
deep-researcher-1786004667-9ea95a3f7f06,4.220,52.167
data-analyst-1786004667-12785d9804b2,4.230,125.825
wide-researcher-1786004667-2fbd368b6de0,4.239,30.357
reviewer-1786004667-0d7d9ddca07e,4.249,250.156
deep-researcher-1786004667-ca7beb978030,4.272,88.155
data-analyst-1786004667-b7755f4fe886,4.286,481.334
wide-researcher-1786004667-4081ebde140d,4.296,261.261
reviewer-1786004667-2c3c51b86224,4.307,248.878
deep-researcher-1786004667-fdb552ff7ba4,4.336,195.473
data-analyst-1786004667-9e97a5a78412,4.346,477.720
wide-researcher-1786004667-22c046cf08fa,4.357,57.861
reviewer-1786004667-204592034603,4.373,493.090
deep-researcher-1786004667-6a82b24e79d2,4.402,351.817
data-analyst-1786004667-48464ac17351,4.418,360.854
wide-researcher-1786004667-f4d979a3c263,4.431,347.458
reviewer-1786004667-4d9de3ed0064,4.441,361.405
deep-researcher-1786004667-cade13a9f321,4.469,30.127
data-analyst-1786004667-f3ed7ca9eee5,4.481,362.284
wide-researcher-1786004667-1cb420375e8f,4.497,52.442
reviewer-1786004667-77d19a6baeb5,4.508,98.807
deep-researcher-1786004667-05ff2f9bcfcc,4.540,363.288
data-analyst-1786004667-0c10820863ad,4.552,167.943
wide-researcher-1786004667-2f52ba705757,4.567,31.112
reviewer-1786004667-e35a9e08cd5a,4.580,331.717
deep-researcher-1786004667-22dbd7b1eacd,4.605,52.462
data-analyst-1786004667-3278cf5a372d,4.615,248.999
wide-researcher-1786004667-f6e11b8351e0,4.628,100.335
reviewer-1786004667-2e299e6f2129,4.639,166.924
deep-researcher-1786004667-ca13ce428b23,4.663,176.921
