elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T02:10:45,0.00,18.812,,,8.579,0.000,8.579,0
0.574,2026-08-06T02:10:46,0.00,18.812,,,8.579,0.000,8.579,0
1.130,2026-08-06T02:10:46,0.00,18.812,,,8.579,0.000,8.579,0
1.687,2026-08-06T02:10:47,0.00,18.812,,,8.579,0.000,8.579,0
2.218,2026-08-06T02:10:47,0.97,53.266,,,42.000,0.188,41.812,25
2.754,2026-08-06T02:10:48,1.45,101.734,,,93.000,0.031,92.969,63
3.298,2026-08-06T02:10:48,1.56,153.562,,,142.000,0.062,141.938,100
3.841,2026-08-06T02:10:49,1.79,198.688,,,185.000,0.656,184.344,139
4.391,2026-08-06T02:10:49,1.84,222.375,,,208.000,1.281,206.719,180
4.927,2026-08-06T02:10:50,1.95,237.172,,,222.000,1.812,220.188,219
5.468,2026-08-06T02:10:51,2.27,253.594,,,239.000,0.922,238.078,258
6.018,2026-08-06T02:10:51,2.13,263.812,,,250.000,0.344,249.656,297
6.568,2026-08-06T02:10:52,2.33,273.703,,,259.000,0.500,258.500,335
7.113,2026-08-06T02:10:52,2.82,284.500,,,271.000,0.312,270.688,376
7.661,2026-08-06T02:10:53,2.81,291.672,,,277.000,0.516,276.484,418
8.201,2026-08-06T02:10:53,3.32,300.375,,,286.000,0.531,285.469,458
8.741,2026-08-06T02:10:54,3.36,307.234,,,293.000,0.156,292.844,497
9.291,2026-08-06T02:10:54,3.53,314.609,,,301.000,0.297,300.703,536
9.832,2026-08-06T02:10:55,3.93,322.156,,,308.000,0.766,307.234,576
10.379,2026-08-06T02:10:55,4.16,329.438,,,315.000,0.875,314.125,615
10.921,2026-08-06T02:10:56,4.56,336.969,,,322.000,0.812,321.188,657
11.461,2026-08-06T02:10:57,5.41,345.062,,,331.000,0.516,330.484,696
12.001,2026-08-06T02:10:57,6.43,351.656,,,338.000,0.203,337.797,732
12.541,2026-08-06T02:10:58,5.71,356.500,,,342.000,0.422,341.578,770
13.088,2026-08-06T02:10:58,6.49,363.000,,,349.000,0.094,348.906,809
13.637,2026-08-06T02:10:59,7.88,368.859,,,355.000,0.109,354.891,855
14.180,2026-08-06T02:10:59,10.04,375.391,,,361.000,0.922,360.078,900
14.726,2026-08-06T02:11:00,9.98,381.906,,,368.000,0.609,367.391,944
15.277,2026-08-06T02:11:00,10.40,388.891,,,374.000,1.453,372.547,989
15.829,2026-08-06T02:11:01,11.73,393.766,,,377.000,2.641,374.359,1000
16.383,2026-08-06T02:11:01,12.01,397.406,,,380.000,3.906,376.094,1000
16.927,2026-08-06T02:11:02,10.38,400.203,,,381.000,5.047,375.953,1000
17.467,2026-08-06T02:11:03,13.06,403.875,,,383.000,7.266,375.734,1000
18.012,2026-08-06T02:11:03,10.82,406.625,,,385.000,7.375,377.625,1000
18.565,2026-08-06T02:11:04,10.39,408.234,,,387.000,7.719,379.281,1000
19.114,2026-08-06T02:11:04,14.16,411.078,,,390.000,7.750,382.250,1000
19.667,2026-08-06T02:11:05,10.63,413.641,,,391.000,9.391,381.609,1000
20.208,2026-08-06T02:11:05,12.02,416.484,,,393.000,10.000,383.000,1000
20.759,2026-08-06T02:11:06,14.94,419.453,,,394.000,12.000,382.000,1000
21.305,2026-08-06T02:11:06,11.12,422.188,,,395.000,13.000,382.000,1000
21.849,2026-08-06T02:11:07,10.94,424.906,,,397.000,14.000,383.000,1000
22.398,2026-08-06T02:11:07,13.65,427.250,,,399.000,14.000,385.000,1000
22.951,2026-08-06T02:11:08,12.28,429.141,,,401.000,14.000,387.000,1000
23.500,2026-08-06T02:11:09,12.73,432.219,,,403.000,15.000,388.000,1000
24.049,2026-08-06T02:11:09,12.76,433.859,,,405.000,15.000,390.000,1000
24.599,2026-08-06T02:11:10,10.44,435.125,,,405.000,16.000,389.000,1000
25.149,2026-08-06T02:11:10,13.02,437.375,,,407.000,17.000,390.000,1000
25.701,2026-08-06T02:11:11,11.74,438.531,,,407.000,17.000,390.000,1000
26.249,2026-08-06T02:11:11,12.51,440.312,,,408.000,18.000,390.000,1000
26.804,2026-08-06T02:11:12,12.88,441.609,,,410.000,17.000,393.000,1000
27.349,2026-08-06T02:11:12,10.87,443.391,,,411.000,18.000,393.000,1000
27.896,2026-08-06T02:11:13,11.40,444.438,,,412.000,18.000,394.000,1000
28.443,2026-08-06T02:11:14,12.47,446.797,,,415.000,18.000,397.000,1000
28.996,2026-08-06T02:11:14,10.96,448.359,,,416.000,18.000,398.000,1000
29.542,2026-08-06T02:11:15,13.12,450.750,,,419.000,18.000,401.000,1000
30.090,2026-08-06T02:11:15,12.89,452.859,,,420.000,19.000,401.000,1000
30.634,2026-08-06T02:11:16,9.99,454.750,,,421.000,20.000,401.000,1000
31.186,2026-08-06T02:11:16,12.39,457.297,,,422.000,21.000,401.000,1000
31.739,2026-08-06T02:11:17,11.36,458.531,,,425.000,20.000,405.000,1000
32.287,2026-08-06T02:11:17,12.74,460.156,,,426.000,20.000,406.000,1000
32.827,2026-08-06T02:11:18,10.66,461.406,,,428.000,20.000,408.000,1000
33.377,2026-08-06T02:11:18,9.44,462.797,,,431.000,18.000,413.000,1000
33.937,2026-08-06T02:11:19,9.15,464.922,,,432.000,19.000,413.000,1000
34.485,2026-08-06T02:11:20,14.14,466.500,,,432.000,20.000,412.000,1000
35.035,2026-08-06T02:11:20,10.27,467.812,,,433.000,21.000,412.000,1000
35.584,2026-08-06T02:11:21,11.18,469.500,,,435.000,20.000,415.000,1000
36.135,2026-08-06T02:11:21,14.31,472.188,,,435.000,23.000,412.000,1000
36.682,2026-08-06T02:11:22,10.16,473.047,,,436.000,23.000,413.000,1000
37.234,2026-08-06T02:11:22,12.26,474.984,,,436.000,25.000,411.000,1000
37.785,2026-08-06T02:11:23,10.38,476.609,,,436.000,27.000,409.000,1000
38.339,2026-08-06T02:11:23,11.19,478.016,,,436.000,28.000,408.000,1000
38.887,2026-08-06T02:11:24,13.07,480.922,,,437.000,30.000,407.000,1000
39.442,2026-08-06T02:11:25,10.74,482.109,,,438.000,30.000,408.000,999
39.988,2026-08-06T02:11:25,13.66,483.094,,,439.000,30.000,409.000,998
40.536,2026-08-06T02:11:26,15.66,484.547,,,441.000,30.000,411.000,996
41.082,2026-08-06T02:11:26,11.86,485.391,,,442.000,30.000,412.000,997
41.629,2026-08-06T02:11:27,13.65,487.172,,,444.000,29.000,415.000,997
42.181,2026-08-06T02:11:27,13.02,488.812,,,447.000,28.000,419.000,997
42.732,2026-08-06T02:11:28,13.81,490.125,,,448.000,28.000,420.000,995
43.284,2026-08-06T02:11:28,13.83,491.625,,,450.000,27.000,423.000,996
43.836,2026-08-06T02:11:29,14.19,492.781,,,451.000,27.000,424.000,995
44.385,2026-08-06T02:11:29,13.93,493.922,,,453.000,27.000,426.000,994
44.935,2026-08-06T02:11:30,15.78,495.594,,,456.000,26.000,430.000,994
45.483,2026-08-06T02:11:31,11.38,496.266,,,458.000,24.000,434.000,993
46.037,2026-08-06T02:11:31,14.35,497.328,,,459.000,24.000,435.000,993
46.584,2026-08-06T02:11:32,14.69,498.984,,,463.000,22.000,441.000,991
47.125,2026-08-06T02:11:32,11.97,499.656,,,464.000,22.000,442.000,986
47.673,2026-08-06T02:11:33,12.47,500.812,,,465.000,21.000,444.000,982
48.232,2026-08-06T02:11:33,13.31,501.844,,,467.000,21.000,446.000,977
48.785,2026-08-06T02:11:34,11.80,503.391,,,468.000,22.000,446.000,973
49.335,2026-08-06T02:11:34,14.74,505.500,,,470.000,22.000,448.000,964
49.878,2026-08-06T02:11:35,11.32,506.703,,,470.000,22.000,448.000,965
50.429,2026-08-06T02:11:35,12.53,508.891,,,471.000,24.000,447.000,967
50.985,2026-08-06T02:11:36,13.92,510.688,,,472.000,25.000,447.000,970
51.532,2026-08-06T02:11:37,10.21,511.984,,,472.000,26.000,446.000,970
52.088,2026-08-06T02:11:37,12.61,513.344,,,473.000,26.000,447.000,970
52.640,2026-08-06T02:11:38,13.25,514.203,,,476.000,24.000,452.000,972
53.182,2026-08-06T02:11:38,10.92,514.734,,,477.000,24.000,453.000,966
53.734,2026-08-06T02:11:39,12.84,515.891,,,478.000,25.000,453.000,971
54.282,2026-08-06T02:11:39,11.86,516.828,,,479.000,24.000,455.000,972
54.834,2026-08-06T02:11:40,10.37,518.938,,,481.000,24.000,457.000,973
55.381,2026-08-06T02:11:40,12.68,520.484,,,483.000,23.000,460.000,972
55.918,2026-08-06T02:11:41,11.78,521.938,,,485.000,23.000,462.000,967
56.474,2026-08-06T02:11:42,10.69,522.438,,,487.000,22.000,465.000,967
57.024,2026-08-06T02:11:42,11.54,523.812,,,487.000,23.000,464.000,962
57.588,2026-08-06T02:11:43,9.39,525.047,,,489.000,22.000,467.000,964
58.144,2026-08-06T02:11:43,12.13,526.031,,,491.000,21.000,470.000,962
58.697,2026-08-06T02:11:44,10.91,528.016,,,493.000,21.000,472.000,960
59.256,2026-08-06T02:11:44,10.29,529.156,,,494.000,21.000,473.000,958
59.810,2026-08-06T02:11:45,11.55,530.844,,,497.000,20.000,477.000,945
60.357,2026-08-06T02:11:45,9.82,532.031,,,498.000,21.000,477.000,938
60.901,2026-08-06T02:11:46,10.57,535.547,,,499.000,23.000,476.000,934
61.460,2026-08-06T02:11:47,10.67,536.328,,,500.000,23.000,477.000,919
62.015,2026-08-06T02:11:47,10.64,537.422,,,500.000,23.000,477.000,907
62.563,2026-08-06T02:11:48,10.94,538.516,,,501.000,23.000,478.000,916
63.120,2026-08-06T02:11:48,10.46,540.734,,,503.000,24.000,479.000,909
63.662,2026-08-06T02:11:49,8.86,542.062,,,502.000,26.000,476.000,914
64.218,2026-08-06T02:11:49,9.39,543.109,,,504.000,25.000,479.000,910
64.767,2026-08-06T02:11:50,9.71,544.359,,,504.000,26.000,478.000,905
65.324,2026-08-06T02:11:50,7.27,545.297,,,506.000,26.000,480.000,902
65.866,2026-08-06T02:11:51,9.22,546.562,,,507.000,25.000,482.000,904
66.422,2026-08-06T02:11:51,7.60,547.438,,,509.000,24.000,485.000,906
66.969,2026-08-06T02:11:52,9.15,548.891,,,511.000,24.000,487.000,903
67.524,2026-08-06T02:11:53,9.08,550.438,,,513.000,24.000,489.000,900
68.077,2026-08-06T02:11:53,8.33,552.125,,,514.000,24.000,490.000,897
68.631,2026-08-06T02:11:54,7.76,552.938,,,515.000,24.000,491.000,895
69.191,2026-08-06T02:11:54,8.42,559.203,,,518.000,28.000,490.000,894
69.734,2026-08-06T02:11:55,7.61,561.266,,,522.000,26.000,496.000,893
70.287,2026-08-06T02:11:55,6.78,562.484,,,523.000,25.000,498.000,891
70.841,2026-08-06T02:11:56,7.74,564.781,,,525.000,26.000,499.000,892
71.404,2026-08-06T02:11:56,6.34,566.016,,,528.000,24.000,504.000,889
71.962,2026-08-06T02:11:57,7.09,567.172,,,530.000,23.000,507.000,889
72.516,2026-08-06T02:11:58,6.48,569.703,,,533.000,23.000,510.000,889
73.081,2026-08-06T02:11:58,5.66,571.047,,,535.000,23.000,512.000,884
73.631,2026-08-06T02:11:59,7.47,572.625,,,536.000,22.000,514.000,867
74.195,2026-08-06T02:11:59,5.04,573.641,,,537.000,23.000,514.000,851
74.747,2026-08-06T02:12:00,6.71,574.578,,,538.000,23.000,515.000,836
75.305,2026-08-06T02:12:00,6.22,576.000,,,540.000,23.000,517.000,828
75.870,2026-08-06T02:12:01,6.01,577.000,,,540.000,23.000,517.000,814
76.423,2026-08-06T02:12:01,6.34,578.000,,,542.000,22.000,520.000,807
76.980,2026-08-06T02:12:02,5.81,578.594,,,543.000,22.000,521.000,803
77.541,2026-08-06T02:12:03,5.43,579.859,,,544.000,21.000,523.000,791
78.082,2026-08-06T02:12:03,7.28,581.719,,,546.000,22.000,524.000,782
78.635,2026-08-06T02:12:04,5.34,582.500,,,546.000,22.000,524.000,777
