elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-06T02:33:23,0.00,18.750,,,8.517,0.000,8.517,0
0.577,2026-08-06T02:33:24,0.00,18.750,,,8.517,0.000,8.517,0
1.138,2026-08-06T02:33:24,0.00,18.750,,,8.517,0.000,8.517,0
1.696,2026-08-06T02:33:25,0.00,18.750,,,8.517,0.000,8.517,0
2.232,2026-08-06T02:33:25,1.03,58.047,,,46.000,0.250,45.750,28
2.779,2026-08-06T02:33:26,1.50,109.578,,,98.000,0.219,97.781,67
3.317,2026-08-06T02:33:26,1.54,161.984,,,152.000,0.078,151.922,107
3.866,2026-08-06T02:33:27,1.83,205.781,,,193.000,0.781,192.219,147
4.414,2026-08-06T02:33:27,1.86,243.062,,,231.000,0.078,230.922,186
4.957,2026-08-06T02:33:28,2.02,282.875,,,270.000,0.547,269.453,226
5.495,2026-08-06T02:33:29,2.26,321.953,,,311.000,0.188,310.812,267
6.048,2026-08-06T02:33:29,2.35,363.625,,,352.000,0.094,351.906,309
6.601,2026-08-06T02:33:30,2.46,403.453,,,393.000,0.219,392.781,351
7.151,2026-08-06T02:33:30,2.79,441.672,,,431.000,0.219,430.781,391
7.695,2026-08-06T02:33:31,2.72,481.141,,,470.000,0.219,469.781,431
8.244,2026-08-06T02:33:31,2.92,523.328,,,510.000,1.109,508.891,473
8.803,2026-08-06T02:33:32,3.11,570.547,,,559.000,0.359,558.641,517
9.353,2026-08-06T02:33:32,3.19,613.734,,,603.000,0.031,602.969,559
9.902,2026-08-06T02:33:33,3.51,660.547,,,650.000,0.266,649.734,604
10.455,2026-08-06T02:33:33,3.73,711.047,,,701.000,1.062,699.938,651
11.010,2026-08-06T02:33:34,3.76,761.219,,,750.000,0.219,749.781,698
11.566,2026-08-06T02:33:35,4.14,807.484,,,796.000,0.297,795.703,742
12.128,2026-08-06T02:33:35,4.24,854.484,,,842.000,2.344,839.656,786
12.690,2026-08-06T02:33:36,5.08,906.609,,,898.000,0.406,897.594,839
13.259,2026-08-06T02:33:36,5.86,963.578,,,953.000,0.234,952.766,898
13.822,2026-08-06T02:33:37,5.81,984.234,,,972.000,1.422,970.578,955
14.380,2026-08-06T02:33:37,6.09,1010.406,,,998.000,1.031,996.969,1000
14.947,2026-08-06T02:33:38,6.35,1027.234,,,1016.000,0.109,1015.891,1000
15.505,2026-08-06T02:33:39,6.95,1041.609,,,1030.000,0.547,1029.453,1000
16.064,2026-08-06T02:33:39,7.01,1061.125,,,1046.000,3.688,1042.312,1000
16.631,2026-08-06T02:33:40,6.14,1073.516,,,1061.000,1.906,1059.094,1000
17.199,2026-08-06T02:33:40,6.15,1087.266,,,1076.000,0.406,1075.594,1000
17.754,2026-08-06T02:33:41,7.04,1107.594,,,1096.000,0.812,1095.188,1000
18.316,2026-08-06T02:33:41,6.42,1122.906,,,1111.000,1.000,1110.000,1000
18.874,2026-08-06T02:33:42,7.06,1142.875,,,1130.000,2.125,1127.875,1000
19.438,2026-08-06T02:33:42,6.53,1157.391,,,1145.000,1.312,1143.688,1000
19.997,2026-08-06T02:33:43,6.16,1169.703,,,1157.000,1.656,1155.344,1000
20.555,2026-08-06T02:33:44,6.83,1187.203,,,1172.000,3.859,1168.141,1000
21.118,2026-08-06T02:33:44,6.21,1200.047,,,1183.000,6.016,1176.984,1000
21.676,2026-08-06T02:33:45,6.58,1213.156,,,1194.000,7.938,1186.062,1000
22.240,2026-08-06T02:33:45,6.59,1228.344,,,1208.000,9.531,1198.469,1000
22.801,2026-08-06T02:33:46,6.01,1239.172,,,1215.000,13.000,1202.000,1000
23.364,2026-08-06T02:33:46,6.41,1252.469,,,1228.000,16.000,1212.000,1000
23.926,2026-08-06T02:33:47,6.24,1266.391,,,1238.000,16.000,1222.000,1000
24.485,2026-08-06T02:33:48,5.45,1274.250,,,1247.000,17.000,1230.000,1000
25.048,2026-08-06T02:33:48,6.10,1283.422,,,1254.000,18.000,1236.000,1000
25.619,2026-08-06T02:33:49,5.70,1290.312,,,1256.000,23.000,1233.000,987
26.186,2026-08-06T02:33:49,6.01,1296.625,,,1259.000,27.000,1232.000,970
26.743,2026-08-06T02:33:50,6.24,1303.031,,,1260.000,31.000,1229.000,962
27.304,2026-08-06T02:33:50,4.98,1306.406,,,1256.000,38.000,1218.000,959
27.870,2026-08-06T02:33:51,5.68,1312.281,,,1255.000,45.000,1210.000,949
28.437,2026-08-06T02:33:51,5.18,1316.844,,,1253.000,52.000,1201.000,944
29.002,2026-08-06T02:33:52,5.01,1319.953,,,1253.000,56.000,1197.000,942
29.568,2026-08-06T02:33:53,5.50,1323.500,,,1254.000,58.000,1196.000,934
30.143,2026-08-06T02:33:53,4.76,1326.875,,,1258.000,57.000,1201.000,926
30.717,2026-08-06T02:33:54,4.89,1331.656,,,1261.000,59.000,1202.000,915
31.294,2026-08-06T02:33:54,5.25,1336.156,,,1269.000,56.000,1213.000,910
31.866,2026-08-06T02:33:55,4.39,1340.047,,,1273.000,56.000,1217.000,901
32.432,2026-08-06T02:33:55,5.45,1344.828,,,1277.000,56.000,1221.000,892
33.007,2026-08-06T02:33:56,4.62,1348.797,,,1282.000,56.000,1226.000,883
33.576,2026-08-06T02:33:57,5.18,1355.203,,,1286.000,58.000,1228.000,886
34.143,2026-08-06T02:33:57,5.09,1360.234,,,1288.000,61.000,1227.000,886
34.706,2026-08-06T02:33:58,4.24,1364.547,,,1291.000,63.000,1228.000,892
35.283,2026-08-06T02:33:58,5.16,1369.406,,,1294.000,64.000,1230.000,894
35.860,2026-08-06T02:33:59,5.07,1373.094,,,1295.000,66.000,1229.000,893
36.441,2026-08-06T02:33:59,4.21,1375.953,,,1299.000,66.000,1233.000,893
37.017,2026-08-06T02:34:00,4.88,1378.656,,,1300.000,67.000,1233.000,897
37.590,2026-08-06T02:34:01,4.76,1381.344,,,1300.000,70.000,1230.000,899
38.163,2026-08-06T02:34:01,4.84,1385.266,,,1299.000,74.000,1225.000,900
38.738,2026-08-06T02:34:02,4.88,1387.094,,,1297.000,79.000,1218.000,904
39.310,2026-08-06T02:34:02,4.49,1390.781,,,1298.000,81.000,1217.000,905
39.882,2026-08-06T02:34:03,3.90,1393.078,,,1297.000,84.000,1213.000,907
40.455,2026-08-06T02:34:03,4.66,1394.844,,,1297.000,86.000,1211.000,911
41.024,2026-08-06T02:34:04,3.91,1396.781,,,1297.000,89.000,1208.000,916
41.601,2026-08-06T02:34:05,4.47,1398.672,,,1294.000,93.000,1201.000,919
42.171,2026-08-06T02:34:05,4.05,1400.219,,,1291.000,97.000,1194.000,921
42.759,2026-08-06T02:34:06,4.16,1401.875,,,1288.000,102.000,1186.000,922
43.331,2026-08-06T02:34:06,4.17,1403.562,,,1284.000,108.000,1176.000,924
43.910,2026-08-06T02:34:07,3.56,1404.922,,,1284.000,109.000,1175.000,929
44.493,2026-08-06T02:34:08,4.03,1406.594,,,1281.000,114.000,1167.000,928
45.068,2026-08-06T02:34:08,3.24,1407.422,,,1279.000,116.000,1163.000,926
45.642,2026-08-06T02:34:09,3.53,1408.953,,,1277.000,120.000,1157.000,925
46.226,2026-08-06T02:34:09,3.62,1410.078,,,1274.000,124.000,1150.000,931
46.809,2026-08-06T02:34:10,3.53,1411.469,,,1271.000,128.000,1143.000,901
47.396,2026-08-06T02:34:10,3.37,1412.406,,,1269.000,131.000,1138.000,865
47.972,2026-08-06T02:34:11,3.52,1413.203,,,1266.000,136.000,1130.000,831
48.553,2026-08-06T02:34:12,3.42,1413.906,,,1263.000,139.000,1124.000,795
49.145,2026-08-06T02:34:12,3.02,1414.344,,,1260.000,142.000,1118.000,759
49.710,2026-08-06T02:34:13,3.01,1415.766,,,1257.000,147.000,1110.000,723
50.287,2026-08-06T02:34:13,3.14,1416.219,,,1255.000,150.000,1105.000,702
50.863,2026-08-06T02:34:14,3.09,1416.484,,,1254.000,151.000,1103.000,687
51.453,2026-08-06T02:34:14,3.01,1416.859,,,1249.000,156.000,1093.000,653
52.041,2026-08-06T02:34:15,2.81,1417.141,,,1245.000,160.000,1085.000,617
52.629,2026-08-06T02:34:16,2.91,1417.344,,,1238.000,167.000,1071.000,580
53.217,2026-08-06T02:34:16,3.07,1417.656,,,1232.000,174.000,1058.000,543
