elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-06T02:05:00,0.00,18.844,,,8.595,0.000,8.595,0
0.576,2026-08-06T02:05:00,0.00,18.844,,,8.595,0.000,8.595,0
1.133,2026-08-06T02:05:01,0.00,18.844,,,8.595,0.000,8.595,0
1.687,2026-08-06T02:05:01,0.00,18.844,,,8.595,0.000,8.595,0
2.223,2026-08-06T02:05:02,0.94,51.578,,,40.000,0.141,39.859,23
2.766,2026-08-06T02:05:02,1.48,100.828,,,91.000,0.109,90.891,62
3.312,2026-08-06T02:05:03,1.29,113.125,,,101.000,0.125,100.875,99
3.850,2026-08-06T02:05:04,1.97,132.141,,,118.000,0.484,117.516,136
4.395,2026-08-06T02:05:04,2.02,146.047,,,131.000,1.141,129.859,175
4.944,2026-08-06T02:05:05,1.51,149.953,,,135.000,0.703,134.297,211
5.481,2026-08-06T02:05:05,2.75,163.078,,,147.000,1.844,145.156,250
6.026,2026-08-06T02:05:06,2.88,171.016,,,157.000,0.141,156.859,291
6.564,2026-08-06T02:05:06,2.31,175.672,,,161.000,0.344,160.656,330
7.111,2026-08-06T02:05:07,3.94,183.906,,,169.000,0.531,168.469,370
7.659,2026-08-06T02:05:07,3.47,189.656,,,175.000,0.578,174.422,411
8.202,2026-08-06T02:05:08,3.85,195.375,,,181.000,0.609,180.391,451
8.745,2026-08-06T02:05:08,5.38,200.609,,,186.000,0.594,185.406,491
9.298,2026-08-06T02:05:09,4.29,207.062,,,193.000,0.047,192.953,535
9.842,2026-08-06T02:05:10,5.98,213.688,,,199.000,1.031,197.969,576
10.383,2026-08-06T02:05:10,6.09,220.031,,,205.000,0.969,204.031,614
10.928,2026-08-06T02:05:11,4.75,224.672,,,210.000,0.625,209.375,657
11.475,2026-08-06T02:05:11,7.40,230.328,,,216.000,0.641,215.359,694
12.021,2026-08-06T02:05:12,7.51,236.766,,,222.000,0.781,221.219,731
12.559,2026-08-06T02:05:12,5.63,240.922,,,226.000,0.734,225.266,770
13.103,2026-08-06T02:05:13,9.39,246.328,,,232.000,0.516,231.484,809
13.654,2026-08-06T02:05:13,11.00,251.750,,,237.000,0.562,236.438,856
14.192,2026-08-06T02:05:14,10.24,257.516,,,242.000,1.250,240.750,901
14.742,2026-08-06T02:05:14,13.54,263.297,,,248.000,1.406,246.594,946
15.299,2026-08-06T02:05:15,8.19,268.422,,,253.000,1.016,251.984,989
15.853,2026-08-06T02:05:16,9.17,271.516,,,255.000,2.547,252.453,1000
16.400,2026-08-06T02:05:16,14.68,276.109,,,258.000,4.266,253.734,1000
16.970,2026-08-06T02:05:17,4.24,276.828,,,258.000,4.328,253.672,1000
17.518,2026-08-06T02:05:17,12.72,278.312,,,260.000,4.406,255.594,1000
18.060,2026-08-06T02:05:18,15.57,280.281,,,261.000,5.281,255.719,1000
18.605,2026-08-06T02:05:18,2.79,280.406,,,261.000,5.234,255.766,1000
19.145,2026-08-06T02:05:19,16.02,281.953,,,263.000,4.844,258.156,1000
19.711,2026-08-06T02:05:19,10.76,283.062,,,263.000,5.469,257.531,1000
20.250,2026-08-06T02:05:20,8.01,284.188,,,263.000,6.516,256.484,1000
20.806,2026-08-06T02:05:21,11.39,285.641,,,264.000,7.172,256.828,1000
21.378,2026-08-06T02:05:21,7.67,286.219,,,265.000,7.141,257.859,1000
21.925,2026-08-06T02:05:22,9.97,286.938,,,266.000,7.125,258.875,1000
22.471,2026-08-06T02:05:22,15.24,288.188,,,266.000,7.891,258.109,1000
23.040,2026-08-06T02:05:23,2.05,288.234,,,266.000,7.797,258.203,1000
23.589,2026-08-06T02:05:23,13.60,289.094,,,266.000,8.984,257.016,1000
24.146,2026-08-06T02:05:24,13.31,289.922,,,267.000,8.953,258.047,1000
24.688,2026-08-06T02:05:24,3.74,290.109,,,267.000,9.062,257.938,1000
25.231,2026-08-06T02:05:25,14.37,291.672,,,266.000,11.000,255.000,1000
25.795,2026-08-06T02:05:26,8.64,292.156,,,266.000,11.000,255.000,1000
26.337,2026-08-06T02:05:26,5.79,292.469,,,267.000,12.000,255.000,1000
26.885,2026-08-06T02:05:27,14.17,293.422,,,268.000,11.000,257.000,1000
27.451,2026-08-06T02:05:27,6.00,293.797,,,268.000,11.000,257.000,1000
27.998,2026-08-06T02:05:28,8.78,294.609,,,269.000,12.000,257.000,1000
28.546,2026-08-06T02:05:28,13.79,295.906,,,269.000,12.000,257.000,1000
29.087,2026-08-06T02:05:29,1.49,295.906,,,269.000,12.000,257.000,1000
29.638,2026-08-06T02:05:29,10.26,296.781,,,269.000,13.000,256.000,1000
30.191,2026-08-06T02:05:30,11.49,297.641,,,270.000,14.000,256.000,1000
30.733,2026-08-06T02:05:30,3.33,297.797,,,270.000,14.000,256.000,1000
31.280,2026-08-06T02:05:31,11.99,298.781,,,271.000,13.000,258.000,1000
31.848,2026-08-06T02:05:32,8.39,299.469,,,271.000,14.000,257.000,1000
32.403,2026-08-06T02:05:32,5.58,299.797,,,272.000,14.000,258.000,1000
32.951,2026-08-06T02:05:33,12.54,300.828,,,272.000,14.000,258.000,1000
33.526,2026-08-06T02:05:33,3.83,300.984,,,272.000,14.000,258.000,1000
34.077,2026-08-06T02:05:34,10.01,302.203,,,273.000,15.000,258.000,1000
34.626,2026-08-06T02:05:34,13.62,302.688,,,273.000,15.000,258.000,1000
35.189,2026-08-06T02:05:35,1.70,302.688,,,273.000,15.000,258.000,1000
35.729,2026-08-06T02:05:35,14.19,304.141,,,275.000,15.000,260.000,1000
36.292,2026-08-06T02:05:36,8.11,305.062,,,276.000,15.000,261.000,1000
36.836,2026-08-06T02:05:37,5.11,305.297,,,276.000,15.000,261.000,1000
37.387,2026-08-06T02:05:37,12.33,306.719,,,277.000,16.000,261.000,1000
37.953,2026-08-06T02:05:38,6.27,307.047,,,277.000,16.000,261.000,1000
38.506,2026-08-06T02:05:38,6.31,307.578,,,277.000,16.000,261.000,1000
39.053,2026-08-06T02:05:39,15.72,308.609,,,276.000,18.000,258.000,1000
39.626,2026-08-06T02:05:39,2.58,308.703,,,277.000,18.000,259.000,1000
40.172,2026-08-06T02:05:40,10.01,309.859,,,278.000,17.000,261.000,1000
40.721,2026-08-06T02:05:40,10.95,310.984,,,279.000,17.000,262.000,1000
41.268,2026-08-06T02:05:41,2.49,311.016,,,279.000,17.000,262.000,1000
41.806,2026-08-06T02:05:42,11.93,311.844,,,279.000,18.000,261.000,1000
42.376,2026-08-06T02:05:42,8.73,312.422,,,280.000,18.000,262.000,1000
42.918,2026-08-06T02:05:43,6.36,312.719,,,280.000,18.000,262.000,1000
43.462,2026-08-06T02:05:43,11.43,313.297,,,280.000,19.000,261.000,1000
44.021,2026-08-06T02:05:44,4.92,313.562,,,279.000,20.000,259.000,1000
44.571,2026-08-06T02:05:44,7.26,313.922,,,280.000,20.000,260.000,1000
45.115,2026-08-06T02:05:45,14.09,314.500,,,282.000,18.000,264.000,1000
45.679,2026-08-06T02:05:45,1.72,314.500,,,282.000,18.000,264.000,1000
46.225,2026-08-06T02:05:46,11.44,315.203,,,283.000,18.000,265.000,1000
46.782,2026-08-06T02:05:47,11.51,315.641,,,284.000,18.000,266.000,1000
47.335,2026-08-06T02:05:47,3.02,315.859,,,284.000,18.000,266.000,1000
47.880,2026-08-06T02:05:48,13.31,317.047,,,285.000,17.000,268.000,999
48.434,2026-08-06T02:05:48,7.31,317.391,,,286.000,17.000,269.000,999
48.991,2026-08-06T02:05:49,4.78,317.609,,,286.000,17.000,269.000,999
49.531,2026-08-06T02:05:49,13.86,318.297,,,286.000,18.000,268.000,999
50.103,2026-08-06T02:05:50,4.16,318.469,,,286.000,19.000,267.000,999
50.654,2026-08-06T02:05:50,9.18,318.844,,,287.000,18.000,269.000,999
51.206,2026-08-06T02:05:51,12.29,319.141,,,288.000,17.000,271.000,999
51.780,2026-08-06T02:05:52,1.58,319.141,,,289.000,16.000,273.000,999
