elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.022,2026-08-06T01:54:14,0.00,18.844,,,8.595,0.000,8.595,0
0.576,2026-08-06T01:54:15,0.00,18.844,,,8.595,0.000,8.595,0
1.133,2026-08-06T01:54:15,0.00,18.844,,,8.595,0.000,8.595,0
1.692,2026-08-06T01:54:16,0.00,18.844,,,8.595,0.000,8.595,0
2.230,2026-08-06T01:54:17,1.12,58.172,,,48.000,0.125,47.875,29
2.777,2026-08-06T01:54:17,1.44,109.219,,,96.000,0.266,95.734,70
3.321,2026-08-06T01:54:18,1.29,114.406,,,101.000,0.594,100.406,107
3.862,2026-08-06T01:54:18,2.00,132.688,,,118.000,0.391,117.609,142
4.412,2026-08-06T01:54:19,1.93,145.188,,,130.000,0.719,129.281,179
4.958,2026-08-06T01:54:19,1.67,150.734,,,136.000,0.812,135.188,216
5.504,2026-08-06T01:54:20,2.93,162.719,,,148.000,0.953,147.047,255
6.049,2026-08-06T01:54:20,2.49,169.984,,,156.000,0.188,155.812,294
6.586,2026-08-06T01:54:21,3.12,175.203,,,161.000,0.469,160.531,331
7.131,2026-08-06T01:54:21,3.79,183.125,,,169.000,0.438,168.562,370
7.678,2026-08-06T01:54:22,3.02,188.391,,,174.000,0.141,173.859,410
8.218,2026-08-06T01:54:23,4.06,193.391,,,179.000,0.484,178.516,447
8.750,2026-08-06T01:54:23,4.86,200.266,,,186.000,0.688,185.312,486
9.302,2026-08-06T01:54:24,3.81,204.984,,,190.000,0.688,189.312,527
9.842,2026-08-06T01:54:24,5.14,212.531,,,197.000,1.750,195.250,567
10.379,2026-08-06T01:54:25,6.51,217.062,,,202.000,0.734,201.266,602
10.930,2026-08-06T01:54:25,4.46,221.953,,,207.000,0.828,206.172,645
11.475,2026-08-06T01:54:26,7.26,227.578,,,212.000,1.406,210.594,678
12.017,2026-08-06T01:54:26,6.84,232.781,,,218.000,0.922,217.078,715
12.563,2026-08-06T01:54:27,5.55,237.031,,,222.000,0.859,221.141,755
13.109,2026-08-06T01:54:27,8.13,242.688,,,229.000,0.203,228.797,790
13.663,2026-08-06T01:54:28,7.78,247.594,,,233.000,0.281,232.719,835
14.203,2026-08-06T01:54:29,9.81,252.656,,,238.000,0.453,237.547,876
14.752,2026-08-06T01:54:29,12.57,258.531,,,242.000,2.312,239.688,915
15.310,2026-08-06T01:54:30,8.15,261.547,,,247.000,0.609,246.391,958
15.859,2026-08-06T01:54:30,12.29,268.016,,,253.000,0.703,252.297,999
16.406,2026-08-06T01:54:31,14.79,270.562,,,255.000,1.281,253.719,1000
16.982,2026-08-06T01:54:31,1.23,270.578,,,255.000,1.281,253.719,1000
17.522,2026-08-06T01:54:32,14.34,272.562,,,256.000,2.484,253.516,1000
18.082,2026-08-06T01:54:32,11.65,274.062,,,257.000,2.312,254.688,1000
18.633,2026-08-06T01:54:33,3.72,274.578,,,258.000,2.547,255.453,1000
19.181,2026-08-06T01:54:34,15.31,276.594,,,259.000,3.406,255.594,1000
19.754,2026-08-06T01:54:34,6.86,277.828,,,260.000,3.328,256.672,1000
