elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T02:28:50,0.00,18.781,,,8.532,0.000,8.532,0
0.578,2026-08-06T02:28:50,0.00,18.781,,,8.532,0.000,8.532,0
1.133,2026-08-06T02:28:51,0.00,18.781,,,8.532,0.000,8.532,0
1.680,2026-08-06T02:28:51,0.00,18.781,,,8.532,0.000,8.532,0
2.219,2026-08-06T02:28:52,1.02,56.719,,,45.000,0.062,44.938,27
2.758,2026-08-06T02:28:52,1.49,108.484,,,98.000,0.219,97.781,67
3.305,2026-08-06T02:28:53,1.47,159.938,,,151.000,0.156,150.844,107
3.853,2026-08-06T02:28:53,1.81,204.750,,,191.000,0.656,190.344,145
4.397,2026-08-06T02:28:54,1.89,244.750,,,231.000,1.062,229.938,185
4.945,2026-08-06T02:28:55,2.00,282.750,,,269.000,1.703,267.297,225
5.493,2026-08-06T02:28:55,2.24,320.781,,,308.000,0.125,307.875,265
6.036,2026-08-06T02:28:56,2.34,358.922,,,347.000,0.141,346.859,304
6.587,2026-08-06T02:28:56,2.38,398.531,,,386.000,0.438,385.562,345
7.130,2026-08-06T02:28:57,2.70,438.047,,,426.000,1.031,424.969,387
7.675,2026-08-06T02:28:57,2.83,477.328,,,466.000,0.422,465.578,427
8.220,2026-08-06T02:28:58,3.11,517.281,,,506.000,0.359,505.641,468
8.768,2026-08-06T02:28:58,3.17,557.344,,,546.000,0.281,545.719,509
9.329,2026-08-06T02:28:59,3.28,599.906,,,590.000,0.391,589.609,551
9.880,2026-08-06T02:29:00,3.72,643.453,,,632.000,0.281,631.719,593
10.436,2026-08-06T02:29:00,3.70,688.094,,,677.000,0.453,676.547,634
10.996,2026-08-06T02:29:01,3.89,731.891,,,722.000,0.047,721.953,674
11.550,2026-08-06T02:29:01,3.94,777.422,,,767.000,0.531,766.469,715
12.108,2026-08-06T02:29:02,4.24,823.203,,,813.000,0.750,812.250,755
12.670,2026-08-06T02:29:02,4.16,873.047,,,862.000,1.156,860.844,797
13.234,2026-08-06T02:29:03,5.42,930.656,,,923.000,0.031,922.969,852
13.804,2026-08-06T02:29:03,5.36,983.578,,,973.000,0.453,972.547,910
14.367,2026-08-06T02:29:04,6.20,1007.344,,,996.000,0.141,995.859,964
14.927,2026-08-06T02:29:05,6.42,1032.609,,,1021.000,1.094,1019.906,1000
15.496,2026-08-06T02:29:05,6.06,1049.641,,,1038.000,0.266,1037.734,1000
16.060,2026-08-06T02:29:06,6.91,1066.688,,,1055.000,0.859,1054.141,1000
16.618,2026-08-06T02:29:06,6.47,1087.000,,,1074.000,2.094,1071.906,1000
17.178,2026-08-06T02:29:07,5.54,1099.125,,,1087.000,0.953,1086.047,1000
17.739,2026-08-06T02:29:07,6.36,1113.953,,,1101.000,1.922,1099.078,1000
18.296,2026-08-06T02:29:08,6.51,1131.281,,,1118.000,1.969,1116.031,1000
18.860,2026-08-06T02:29:08,6.47,1147.688,,,1134.000,1.812,1132.188,1000
19.423,2026-08-06T02:29:09,7.51,1168.031,,,1153.000,3.938,1149.062,1000
19.996,2026-08-06T02:29:10,6.53,1182.859,,,1167.000,5.797,1161.203,1000
20.551,2026-08-06T02:29:10,7.25,1196.359,,,1182.000,3.453,1178.547,1000
21.109,2026-08-06T02:29:11,6.52,1209.969,,,1197.000,1.578,1195.422,1000
21.669,2026-08-06T02:29:11,5.88,1221.375,,,1208.000,2.672,1205.328,1000
22.229,2026-08-06T02:29:12,6.58,1234.219,,,1220.000,2.781,1217.219,1000
