elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.024,2026-08-06T01:59:40,0.00,18.812,,,8.563,0.000,8.563,0
0.582,2026-08-06T01:59:40,0.00,18.812,,,8.563,0.000,8.563,0
1.142,2026-08-06T01:59:41,0.00,18.812,,,8.563,0.000,8.563,0
1.699,2026-08-06T01:59:42,0.00,18.812,,,8.563,0.000,8.563,0
2.237,2026-08-06T01:59:42,1.03,52.875,,,41.000,0.172,40.828,24
2.781,2026-08-06T01:59:43,1.52,103.078,,,93.000,0.094,92.906,63
3.325,2026-08-06T01:59:43,1.29,113.531,,,100.000,0.422,99.578,101
3.859,2026-08-06T01:59:44,2.04,130.828,,,117.000,0.453,116.547,139
4.391,2026-08-06T01:59:44,2.14,145.594,,,131.000,0.281,130.719,179
4.935,2026-08-06T01:59:45,1.57,150.000,,,136.000,0.250,135.750,215
5.472,2026-08-06T01:59:45,2.63,159.891,,,146.000,0.141,145.859,253
6.020,2026-08-06T01:59:46,2.52,169.328,,,155.000,0.203,154.797,291
6.562,2026-08-06T01:59:46,2.42,174.500,,,160.000,0.328,159.672,329
7.100,2026-08-06T01:59:47,3.84,182.125,,,167.000,0.844,166.156,367
7.639,2026-08-06T01:59:47,3.56,187.656,,,173.000,0.234,172.766,411
8.184,2026-08-06T01:59:48,3.91,193.062,,,179.000,0.562,178.438,449
8.728,2026-08-06T01:59:49,5.59,200.672,,,186.000,0.703,185.297,488
9.281,2026-08-06T01:59:49,3.83,205.297,,,191.000,0.328,190.672,528
9.821,2026-08-06T01:59:50,5.69,211.672,,,197.000,0.766,196.234,566
10.364,2026-08-06T01:59:50,5.99,218.000,,,203.000,0.578,202.422,604
10.908,2026-08-06T01:59:51,5.19,223.453,,,209.000,0.375,208.625,651
11.449,2026-08-06T01:59:51,7.56,229.453,,,215.000,0.797,214.203,690
11.995,2026-08-06T01:59:52,7.64,235.344,,,221.000,0.797,220.203,728
12.530,2026-08-06T01:59:52,5.02,239.688,,,225.000,0.812,224.188,769
13.069,2026-08-06T01:59:53,7.84,245.109,,,230.000,0.688,229.312,802
13.620,2026-08-06T01:59:53,10.16,251.234,,,236.000,0.781,235.219,848
14.172,2026-08-06T01:59:54,8.61,256.219,,,241.000,0.812,240.188,894
14.712,2026-08-06T01:59:55,12.81,263.312,,,248.000,0.875,247.125,937
15.270,2026-08-06T01:59:55,9.91,268.625,,,254.000,0.703,253.297,981
15.820,2026-08-06T01:59:56,9.46,271.875,,,257.000,0.984,256.016,1000
16.366,2026-08-06T01:59:56,14.19,276.844,,,258.000,4.609,253.391,1000
16.936,2026-08-06T01:59:57,3.99,277.531,,,258.000,5.141,252.859,1000
17.471,2026-08-06T01:59:57,10.51,279.172,,,258.000,6.672,251.328,1000
18.020,2026-08-06T01:59:58,13.51,281.422,,,261.000,6.438,254.562,1000
18.576,2026-08-06T01:59:58,1.93,281.438,,,261.000,6.406,254.594,1000
19.129,2026-08-06T01:59:59,13.10,284.156,,,261.000,9.031,251.969,1000
19.693,2026-08-06T02:00:00,10.89,286.500,,,261.000,11.000,250.000,1000
20.249,2026-08-06T02:00:00,4.91,287.000,,,261.000,12.000,249.000,1000
20.789,2026-08-06T02:00:01,16.41,288.984,,,263.000,12.000,251.000,1000
21.346,2026-08-06T02:00:01,6.33,289.562,,,264.000,12.000,252.000,1000
21.892,2026-08-06T02:00:02,9.14,290.406,,,265.000,11.000,254.000,1000
22.441,2026-08-06T02:00:02,15.88,291.859,,,267.000,11.000,256.000,1000
23.010,2026-08-06T02:00:03,3.27,291.891,,,267.000,11.000,256.000,1000
23.550,2026-08-06T02:00:03,11.33,292.625,,,267.000,11.000,256.000,1000
24.103,2026-08-06T02:00:04,14.31,293.203,,,267.000,12.000,255.000,1000
24.664,2026-08-06T02:00:04,2.25,293.234,,,267.000,12.000,255.000,1000
25.214,2026-08-06T02:00:05,15.02,294.375,,,269.000,11.000,258.000,1000
25.769,2026-08-06T02:00:06,8.71,295.109,,,270.000,11.000,259.000,1000
26.317,2026-08-06T02:00:06,5.86,295.516,,,270.000,11.000,259.000,1000
26.856,2026-08-06T02:00:07,14.39,296.531,,,271.000,11.000,260.000,1000
27.428,2026-08-06T02:00:07,4.76,296.734,,,271.000,11.000,260.000,1000
27.983,2026-08-06T02:00:08,9.25,297.125,,,271.000,11.000,260.000,1000
