elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T02:17:47,0.00,18.750,,,8.501,0.000,8.501,0
0.574,2026-08-06T02:17:48,0.00,18.750,,,8.501,0.000,8.501,0
1.132,2026-08-06T02:17:48,0.00,18.750,,,8.501,0.000,8.501,0
1.690,2026-08-06T02:17:49,0.00,18.750,,,8.501,0.000,8.501,0
2.226,2026-08-06T02:17:50,1.01,53.250,,,42.000,0.078,41.922,24
2.771,2026-08-06T02:17:50,1.50,104.000,,,93.000,0.078,92.922,63
3.315,2026-08-06T02:17:51,1.55,155.922,,,146.000,0.078,145.922,103
3.863,2026-08-06T02:17:51,1.83,202.641,,,189.000,1.391,187.609,143
4.406,2026-08-06T02:17:52,1.96,224.688,,,209.000,1.641,207.359,183
4.941,2026-08-06T02:17:52,2.05,239.469,,,225.000,1.641,223.359,223
5.484,2026-08-06T02:17:53,2.17,254.500,,,241.000,0.531,240.469,262
6.034,2026-08-06T02:17:53,2.21,264.906,,,251.000,0.562,250.438,304
6.584,2026-08-06T02:17:54,2.55,275.250,,,261.000,0.547,260.453,344
7.132,2026-08-06T02:17:54,2.79,285.625,,,271.000,0.812,270.188,386
7.675,2026-08-06T02:17:55,3.07,293.453,,,279.000,0.750,278.250,424
8.222,2026-08-06T02:17:56,3.23,299.047,,,286.000,0.641,285.359,466
8.766,2026-08-06T02:17:56,3.77,309.094,,,295.000,0.609,294.391,506
9.311,2026-08-06T02:17:57,3.89,316.578,,,302.000,1.141,300.859,544
9.859,2026-08-06T02:17:57,4.60,326.500,,,312.000,1.234,310.766,586
10.404,2026-08-06T02:17:58,4.72,332.797,,,318.000,0.734,317.266,626
10.953,2026-08-06T02:17:58,5.33,340.844,,,326.000,1.344,324.656,665
11.501,2026-08-06T02:17:59,5.91,347.781,,,332.000,1.719,330.281,703
12.045,2026-08-06T02:17:59,5.66,353.016,,,338.000,1.438,336.562,739
12.589,2026-08-06T02:18:00,6.09,358.766,,,344.000,1.203,342.797,775
13.130,2026-08-06T02:18:00,6.66,364.172,,,349.000,1.156,347.844,812
13.686,2026-08-06T02:18:01,7.66,370.141,,,356.000,0.547,355.453,854
14.230,2026-08-06T02:18:02,9.03,376.578,,,363.000,0.516,362.484,895
14.781,2026-08-06T02:18:02,9.34,383.547,,,369.000,0.734,368.266,935
15.323,2026-08-06T02:18:03,10.22,390.031,,,375.000,1.422,373.578,974
15.873,2026-08-06T02:18:03,11.46,397.125,,,380.000,3.297,376.703,1000
