run_id,start_seconds,end_seconds
wide-researcher-1786008078-9922f6bf9288,1.821,31.371
deep-researcher-1786008078-5d0ea91ddbb6,1.831,31.587
reviewer-1786008078-15c81c9935fd,1.908,70.087
data-analyst-1786008078-17b0b4289456,1.941,68.519
wide-researcher-1786008078-81266939ccff,1.948,34.724
deep-researcher-1786008078-5b790bb59e95,1.956,32.746
reviewer-1786008078-9ae598f3cf2b,1.964,67.358
data-analyst-1786008078-43d7e2a72414,1.988,77.934
wide-researcher-1786008078-5f72a19cd872,1.996,70.273
deep-researcher-1786008078-6e3508ab30fb,2.004,32.006
reviewer-1786008078-d08fb1d094c0,2.012,77.552
data-analyst-1786008078-bdbf0bc0260b,2.039,54.515
wide-researcher-1786008078-6b3c5438b35a,2.049,49.443
deep-researcher-1786008078-5421c1917e78,2.058,81.841
reviewer-1786008078-894a35abe39b,2.068,78.910
data-analyst-1786008078-55932203a7a2,2.095,61.919
wide-researcher-1786008078-d35fa2fc8905,2.104,32.699
deep-researcher-1786008078-c7d9312a26bb,2.113,42.886
reviewer-1786008078-3a2f37f45452,2.124,70.444
data-analyst-1786008078-f46f8565aa22,2.148,69.704
wide-researcher-1786008078-c3274508052c,2.158,31.322
deep-researcher-1786008078-99d746119488,2.168,80.079
reviewer-1786008078-43ae14eea69a,2.178,68.037
data-analyst-1786008078-f9ffef0dbfa5,2.203,52.022
wide-researcher-1786008078-d1e58b5ab4b1,2.212,37.032
deep-researcher-1786008078-09275074beda,2.221,87.843
reviewer-1786008078-20bd250e2760,2.230,69.138
data-analyst-1786008078-980a95cf6176,2.251,69.284
wide-researcher-1786008078-ca049f62dbfe,2.259,31.925
deep-researcher-1786008078-ed72ba683f92,2.268,81.774
reviewer-1786008078-d9e32deba697,2.278,66.393
data-analyst-1786008078-42d89462a29a,2.303,73.499
wide-researcher-1786008078-ba756d472c0f,2.316,31.603
deep-researcher-1786008078-16fa5c374a85,2.326,78.892
reviewer-1786008078-db40b1100e57,2.336,72.928
data-analyst-1786008078-4269bedda182,2.357,57.001
wide-researcher-1786008078-017c7558e507,2.371,37.694
deep-researcher-1786008078-140e5c8e1b48,2.381,32.221
reviewer-1786008078-01fcb4067a1e,2.391,78.418
data-analyst-1786008078-181ae83e38f2,2.412,68.444
wide-researcher-1786008078-d627224cc357,2.425,32.205
deep-researcher-1786008078-4476e33015c6,2.435,32.397
reviewer-1786008078-dbf6c25cab16,2.445,68.995
data-analyst-1786008078-6ca6272f6d77,2.470,71.636
wide-researcher-1786008078-4b4a0fdd45ad,2.484,39.544
deep-researcher-1786008079-7a3a16f6b860,2.494,32.828
reviewer-1786008079-ec560e612224,2.504,78.045
data-analyst-1786008079-7754fbbea0b4,2.529,55.046
wide-researcher-1786008079-0822a061fd36,2.539,33.370
deep-researcher-1786008079-dbdad37813ef,2.550,33.172
reviewer-1786008079-11b487cf429b,2.559,77.570
data-analyst-1786008079-3c09b726bbe1,2.585,69.029
wide-researcher-1786008079-3fa2fe440085,2.595,31.731
deep-researcher-1786008079-f759d1147458,2.605,64.077
reviewer-1786008079-77a7e4d32451,2.615,67.885
data-analyst-1786008079-1f721c0ea530,2.636,67.278
wide-researcher-1786008079-486576828126,2.651,70.983
deep-researcher-1786008079-46efccc8c24d,2.661,32.812
reviewer-1786008079-efcd5217840d,2.671,69.155
data-analyst-1786008079-fe4abd25aae5,2.697,62.005
wide-researcher-1786008079-472d7de17b18,2.708,71.527
deep-researcher-1786008079-122eeb0e3805,2.722,39.759
reviewer-1786008079-b5b4b9f721e9,2.732,77.777
data-analyst-1786008079-659ee1a79d61,2.756,68.359
wide-researcher-1786008079-ab7ae4a1fefe,2.765,33.301
deep-researcher-1786008079-622b460bfa71,2.780,31.682
reviewer-1786008079-a47275f5fe70,2.789,67.835
data-analyst-1786008079-93132b3be0ee,2.813,54.372
wide-researcher-1786008079-6f7a8fa24da5,2.823,43.582
deep-researcher-1786008079-b7ffe53041d7,2.832,56.748
reviewer-1786008079-0064281bfb5e,2.843,81.141
data-analyst-1786008079-f45118f091bd,2.868,57.402
wide-researcher-1786008079-1c7e306b1bb2,2.878,68.410
deep-researcher-1786008079-2de1139bdc88,2.888,32.124
reviewer-1786008079-b1c23bd9d2bf,2.898,69.965
data-analyst-1786008079-98afbfea2399,2.923,70.856
wide-researcher-1786008079-ac58e95ac5f3,2.933,74.551
deep-researcher-1786008079-2ecb936bdef0,2.944,32.557
reviewer-1786008079-06ca10233778,2.954,78.519
data-analyst-1786008079-fd8199189d9b,2.979,55.558
wide-researcher-1786008079-2d7197a52cf6,2.989,52.568
deep-researcher-1786008079-b08a9a81629f,2.999,33.338
reviewer-1786008079-24d30ef42c6b,3.009,78.713
data-analyst-1786008079-1437784aca8a,3.033,65.930
wide-researcher-1786008079-9845a358de88,3.043,79.000
deep-researcher-1786008079-993ef095d007,3.053,34.856
reviewer-1786008079-6aad0f092332,3.064,72.983
data-analyst-1786008079-fd73eef61970,3.089,68.930
wide-researcher-1786008079-bccbf39223ca,3.099,35.523
deep-researcher-1786008079-40288b56786d,3.110,41.744
reviewer-1786008079-6b836d398cd3,3.121,69.444
data-analyst-1786008079-16d2f221405e,3.145,67.198
wide-researcher-1786008079-897d204b1da6,3.156,69.526
deep-researcher-1786008079-781704d7183e,3.166,31.175
reviewer-1786008079-985fded7508d,3.176,67.262
data-analyst-1786008079-4f56daacdc18,3.201,67.510
wide-researcher-1786008079-bc2e78257dfb,3.211,31.259
deep-researcher-1786008079-283953a24086,3.221,31.989
reviewer-1786008079-df3355aa40e0,3.231,81.069
data-analyst-1786008079-1ef488ec22f9,3.253,55.111
wide-researcher-1786008079-0e242a05e763,3.266,41.164
deep-researcher-1786008079-ad3387ff8a0b,3.276,33.838
reviewer-1786008079-4549b1fdcd4b,3.285,70.712
data-analyst-1786008079-49fb0e9e918d,3.311,56.163
wide-researcher-1786008079-8cde95633e29,3.321,40.755
deep-researcher-1786008079-f982f28ea591,3.329,30.989
reviewer-1786008079-b32aa1cf1cbf,3.340,77.981
data-analyst-1786008079-e591d1b6e86f,3.363,56.530
wide-researcher-1786008079-9d022a05002c,3.372,57.305
deep-researcher-1786008079-03221b3701d7,3.382,83.405
reviewer-1786008079-b00cbb817449,3.392,79.757
data-analyst-1786008079-e5c1684345c2,3.417,67.246
wide-researcher-1786008079-f7a7ed25d931,3.428,30.920
deep-researcher-1786008079-cf5a1498603c,3.438,31.714
reviewer-1786008079-d7782263feb3,3.447,70.176
data-analyst-1786008079-029a0d47f6cd,3.472,73.481
wide-researcher-1786008080-bed925ab741c,3.482,57.148
deep-researcher-1786008080-ec061de8f9a8,3.492,79.047
reviewer-1786008080-7dbb4aebca51,3.502,77.824
data-analyst-1786008080-a12d9f262bd2,3.527,68.722
wide-researcher-1786008080-74e40e7f6da0,3.537,33.067
deep-researcher-1786008080-c58a8c87779d,3.548,50.820
reviewer-1786008080-02cf0c0e31f4,3.562,72.202
data-analyst-1786008080-8395c6bd5112,3.587,69.396
wide-researcher-1786008080-e20548613f6c,3.601,39.169
deep-researcher-1786008080-af20c263bb39,3.611,80.810
reviewer-1786008080-d355a47a2919,3.621,67.148
data-analyst-1786008080-9b0fd1a09381,3.647,67.669
wide-researcher-1786008080-304357068f09,3.657,31.768
deep-researcher-1786008080-7c9848eee6f9,3.667,31.142
reviewer-1786008080-73786bd21920,3.675,67.767
data-analyst-1786008080-bde7df18befa,3.704,56.657
wide-researcher-1786008080-c3d78d48e378,3.713,36.930
deep-researcher-1786008080-05ac3e359c80,3.723,31.018
reviewer-1786008080-5962e163367a,3.733,71.515
data-analyst-1786008080-7da5cc60e036,3.757,65.882
wide-researcher-1786008080-1dc0539cc933,3.766,32.093
deep-researcher-1786008080-f1d26cd479c1,3.776,30.973
reviewer-1786008080-a5997db56199,3.786,69.380
data-analyst-1786008080-7ba5df01eb48,3.813,70.052
wide-researcher-1786008080-4b1024a57a9f,3.821,32.447
deep-researcher-1786008080-22674c800f5d,3.832,33.475
reviewer-1786008080-24daee373ddc,3.842,79.143
data-analyst-1786008080-a678b15ae35a,3.862,59.016
wide-researcher-1786008080-3dc55f2cedf5,3.871,31.910
deep-researcher-1786008080-9ca2a660073d,3.880,31.080
reviewer-1786008080-8a7f6228ee10,3.890,67.573
data-analyst-1786008080-80d3b96e2188,3.908,67.230
wide-researcher-1786008080-19f437ccffa3,3.919,48.698
deep-researcher-1786008080-30c955568116,3.929,48.829
reviewer-1786008080-0c347e80b432,3.939,78.696
data-analyst-1786008080-468572704349,3.958,57.744
wide-researcher-1786008080-553b98ee231f,3.968,68.675
