run_id,start_seconds,end_seconds
wide-researcher-1786007660-bb27fd9ce78f,1.835,51.707
deep-researcher-1786007660-1da3ee691dae,1.844,139.971
reviewer-1786007660-a71c743b0286,1.920,121.321
data-analyst-1786007660-41491938fb42,1.947,115.329
wide-researcher-1786007660-652925c30ebd,1.959,73.997
deep-researcher-1786007661-520ffea59feb,1.967,116.425
reviewer-1786007661-716f0e72f02f,1.975,102.634
data-analyst-1786007661-854a36847a76,1.999,101.181
wide-researcher-1786007661-0745665abc72,2.009,131.974
deep-researcher-1786007661-894931f10e90,2.019,156.364
reviewer-1786007661-409a4ed30929,2.028,95.662
data-analyst-1786007661-a58d4551ba5d,2.053,116.971
wide-researcher-1786007661-4d09fe70756f,2.063,33.727
deep-researcher-1786007661-aa10f43ccbe5,2.070,147.167
reviewer-1786007661-10ea3a7a026f,2.083,93.567
data-analyst-1786007661-e1fa4ac03719,2.108,96.357
wide-researcher-1786007661-b3bcf21ea62c,2.118,33.681
deep-researcher-1786007661-da53c5c7d866,2.129,129.608
reviewer-1786007661-a987fe08f39c,2.139,106.168
data-analyst-1786007661-33c3ec2c4746,2.164,102.229
wide-researcher-1786007661-94772fbf509d,2.174,64.310
deep-researcher-1786007661-438e047d7a32,2.184,132.210
reviewer-1786007661-f95f3123ba57,2.194,117.133
data-analyst-1786007661-e5a0be627ea0,2.214,115.362
wide-researcher-1786007661-4a84fed7ac34,2.227,114.980
deep-researcher-1786007661-0d834855db0a,2.237,71.092
reviewer-1786007661-f8e568a3f499,2.247,101.944
data-analyst-1786007661-601f5fe77798,2.271,108.769
wide-researcher-1786007661-acdd3cef0769,2.284,44.421
deep-researcher-1786007661-e71f498a569f,2.294,56.686
reviewer-1786007661-c19cf3bc195c,2.304,102.489
data-analyst-1786007661-ca5b4879bb14,2.325,115.901
wide-researcher-1786007661-f8dd0ebf8615,2.339,121.214
deep-researcher-1786007661-2ea66e1a66f3,2.349,40.879
reviewer-1786007661-ccd1eb396de8,2.359,109.847
data-analyst-1786007661-c80900420a99,2.388,108.720
wide-researcher-1786007661-898329327bd2,2.398,122.094
deep-researcher-1786007661-08dd4157353a,2.408,54.975
reviewer-1786007661-bac67ebeee72,2.418,122.358
data-analyst-1786007661-0eab716657da,2.443,90.712
wide-researcher-1786007661-db871b51f0a9,2.450,51.380
deep-researcher-1786007661-4fc670b96fd9,2.463,77.106
reviewer-1786007661-feb13264cd38,2.477,132.929
data-analyst-1786007661-b26b24a43f8d,2.506,65.358
wide-researcher-1786007661-3d194252962a,2.516,100.464
deep-researcher-1786007661-b82c4f665668,2.526,51.069
reviewer-1786007661-4e519c5b2c90,2.537,115.221
data-analyst-1786007661-469fa5743e2a,2.562,117.489
wide-researcher-1786007661-fc2c5908635d,2.572,96.299
deep-researcher-1786007661-aacb08005e98,2.582,51.839
reviewer-1786007661-dd1880a37ecf,2.592,110.326
data-analyst-1786007661-f309b333c076,2.617,108.012
wide-researcher-1786007661-f6aec11520f6,2.627,77.219
deep-researcher-1786007661-e882ffcedde7,2.637,29.817
reviewer-1786007661-bfb8a7b6fb68,2.647,108.590
data-analyst-1786007661-191bb010a591,2.672,108.222
wide-researcher-1786007661-b45d2720fa05,2.682,89.883
deep-researcher-1786007661-376e9951e926,2.693,69.201
reviewer-1786007661-808402590277,2.703,109.022
data-analyst-1786007661-6885c14cd562,2.728,109.182
wide-researcher-1786007661-7c1d8a3b25ee,2.738,38.341
deep-researcher-1786007661-bf02d8c85d50,2.748,66.621
reviewer-1786007661-c3b004cd9f5b,2.758,123.586
data-analyst-1786007661-984b7a9375a1,2.778,104.528
wide-researcher-1786007661-fa67f952e321,2.786,121.250
deep-researcher-1786007661-33cdd67542d8,2.794,44.510
reviewer-1786007661-83ed22c170d8,2.804,100.538
data-analyst-1786007661-eccc3e8d3e8d,2.825,115.823
wide-researcher-1786007661-58a9f5861fbb,2.838,59.983
deep-researcher-1786007661-a366996d8ea8,2.848,52.950
reviewer-1786007661-97b9a9337315,2.858,116.162
data-analyst-1786007661-57c1cda666a4,2.883,115.413
wide-researcher-1786007661-4649f15f08cf,2.892,51.500
deep-researcher-1786007661-f26641f5b227,2.904,69.771
reviewer-1786007662-b3e7e2f51ea9,2.914,113.886
data-analyst-1786007662-f709e4befc5a,2.939,115.642
wide-researcher-1786007662-e5227fbd8630,2.949,121.650
deep-researcher-1786007662-9e69fe32499b,2.959,43.615
reviewer-1786007662-85c4c71536dc,2.968,105.345
data-analyst-1786007662-0f93731a3e5c,2.993,115.593
wide-researcher-1786007662-99ea2d9d7faf,3.003,68.791
deep-researcher-1786007662-23cf66835029,3.013,154.310
reviewer-1786007662-05cf84d4cfc0,3.023,112.281
data-analyst-1786007662-9f53f042fbed,3.048,78.114
wide-researcher-1786007662-77819828091c,3.060,42.162
deep-researcher-1786007662-b5f93c0d4710,3.073,131.282
reviewer-1786007662-2880acf9e7f0,3.083,121.990
data-analyst-1786007662-1c1965a71a8b,3.108,115.696
wide-researcher-1786007662-c98a13858d5a,3.118,109.449
deep-researcher-1786007662-4f127b68e2dc,3.128,54.198
reviewer-1786007662-d0ec453d88ed,3.138,110.211
data-analyst-1786007662-c8338f78a90e,3.163,114.607
wide-researcher-1786007662-1033784dd024,3.172,76.973
deep-researcher-1786007662-751c7516cca9,3.182,92.081
reviewer-1786007662-cdf6e150e175,3.192,92.841
data-analyst-1786007662-f3365ccc1cca,3.217,121.356
wide-researcher-1786007662-b52b486d912e,3.227,94.740
deep-researcher-1786007662-c5241134b01d,3.237,55.106
reviewer-1786007662-be44002971b9,3.247,120.566
data-analyst-1786007662-b3e9d1e029b3,3.272,124.826
wide-researcher-1786007662-8f6e6aaaaac4,3.282,103.389
deep-researcher-1786007662-f682c17f8bff,3.291,38.902
reviewer-1786007662-7bac46862ff1,3.300,128.519
data-analyst-1786007662-db811f0167bb,3.320,117.286
wide-researcher-1786007662-967cd7a8fb45,3.333,66.226
deep-researcher-1786007662-709748761d9d,3.342,126.445
reviewer-1786007662-88cf902f6d49,3.352,114.998
data-analyst-1786007662-f262e89b2368,3.372,111.307
wide-researcher-1786007662-423a4d39a659,3.378,79.328
deep-researcher-1786007662-0b269849c901,3.392,121.526
reviewer-1786007662-d057d05befa9,3.398,95.562
data-analyst-1786007662-dc799f89c12d,3.424,86.812
wide-researcher-1786007662-783459f25c58,3.438,52.879
deep-researcher-1786007662-7bfdd5e5d890,3.448,73.251
reviewer-1786007662-4b1d7260c26e,3.459,109.416
data-analyst-1786007662-8ce85288f99f,3.484,109.550
wide-researcher-1786007662-f458c447d356,3.493,46.720
deep-researcher-1786007662-cc7cc41db83b,3.503,121.950
reviewer-1786007662-ee13c2d65a68,3.513,121.735
data-analyst-1786007662-e9a29c498203,3.538,101.133
wide-researcher-1786007662-461bcbeeac7e,3.548,63.286
deep-researcher-1786007662-dda9ce630dbf,3.558,50.618
reviewer-1786007662-e4814a00d631,3.568,124.306
data-analyst-1786007662-7a6ec83bd85b,3.593,94.859
wide-researcher-1786007662-bc11a67858e1,3.603,45.952
deep-researcher-1786007662-040f9ed7f222,3.614,42.132
reviewer-1786007662-43ef21ccc723,3.624,109.738
data-analyst-1786007662-821deaf6bed7,3.650,109.534
wide-researcher-1786007662-c23d38aa6cd2,3.660,49.741
deep-researcher-1786007662-e8dfded19ed1,3.670,133.751
reviewer-1786007662-b40ae34e3779,3.680,93.001
data-analyst-1786007662-34a09cbcb7c1,3.706,88.463
wide-researcher-1786007662-01ed46e24dd4,3.717,55.492
deep-researcher-1786007662-6b65f201cb8d,3.729,54.849
reviewer-1786007662-0d2faaa3d088,3.743,112.583
data-analyst-1786007662-071a3b542085,3.768,115.314
wide-researcher-1786007662-f15a8b14a47f,3.778,130.145
deep-researcher-1786007662-89cbc0ccc199,3.789,132.416
reviewer-1786007662-d7e3e22ba7fe,3.798,117.521
data-analyst-1786007662-7f1b1b66a325,3.823,111.701
wide-researcher-1786007662-f12ff3836f0d,3.833,97.509
deep-researcher-1786007662-4d49a4b0ea58,3.847,136.244
reviewer-1786007662-6da258ec5bb4,3.856,115.189
data-analyst-1786007662-f13946100b5f,3.876,132.700
wide-researcher-1786007662-63bebec7401a,3.888,63.471
deep-researcher-1786007662-4ceba92c6bc2,3.897,50.922
reviewer-1786007663-3a35bc13c0a3,3.906,116.182
data-analyst-1786007663-019338a76971,3.930,115.577
wide-researcher-1786007663-e4decb327208,3.940,77.283
deep-researcher-1786007663-02de63e71fd6,3.955,65.897
reviewer-1786007663-173bee7a715d,3.965,108.028
data-analyst-1786007663-ec3ddb1b3afb,3.990,109.518
wide-researcher-1786007663-88c8d711890a,4.000,95.043
deep-researcher-1786007663-aa7e8c7d80e6,4.010,65.986
reviewer-1786007663-73e08c7695b8,4.020,115.807
data-analyst-1786007663-777fc87247eb,4.045,110.363
wide-researcher-1786007663-58b3fe081205,4.055,115.136
deep-researcher-1786007663-cd84fd11d82f,4.066,123.441
reviewer-1786007663-9dc34568bf73,4.076,117.571
data-analyst-1786007663-2c37bb8ba5b5,4.101,117.116
wide-researcher-1786007663-cbc021dbdbe4,4.115,108.963
deep-researcher-1786007663-069890f8750f,4.125,63.532
reviewer-1786007663-3d01c39fc750,4.135,100.821
data-analyst-1786007663-aaae6acadc02,4.160,115.838
wide-researcher-1786007663-cb4a50a6c6a4,4.170,65.971
deep-researcher-1786007663-b9f1fcc47640,4.180,54.305
reviewer-1786007663-14cf24fa0185,4.190,115.030
data-analyst-1786007663-fb4701dae63d,4.215,98.233
wide-researcher-1786007663-b82a6b12ec24,4.225,116.565
deep-researcher-1786007663-c384cd0b27ab,4.235,53.105
reviewer-1786007663-4268d7106df3,4.244,129.040
data-analyst-1786007663-6a2ddbcadbdd,4.269,115.379
wide-researcher-1786007663-ebcfc425e482,4.278,51.634
deep-researcher-1786007663-b23e8c29914c,4.293,63.680
reviewer-1786007663-1402e946fc7e,4.302,129.073
data-analyst-1786007663-8fc242759945,4.327,115.047
wide-researcher-1786007663-a1f06ef7d32e,4.337,51.965
deep-researcher-1786007663-672cf8731b2f,4.347,41.601
reviewer-1786007663-2ad24ecc8034,4.357,127.225
data-analyst-1786007663-01ae4fc299b8,4.378,100.448
wide-researcher-1786007663-57d7e1bfb9ee,4.391,119.227
deep-researcher-1786007663-e6e626d6f72c,4.400,65.751
reviewer-1786007663-096116c5c833,4.410,110.933
data-analyst-1786007663-e371a31e1f11,4.431,115.775
wide-researcher-1786007663-b30c98665678,4.445,66.476
deep-researcher-1786007663-75ea27495d06,4.455,97.693
reviewer-1786007663-acc1b726158a,4.465,97.147
data-analyst-1786007663-02c40474f8db,4.486,118.512
wide-researcher-1786007663-95d6689d6596,4.494,91.986
deep-researcher-1786007663-5f31ff4d0deb,4.504,83.447
reviewer-1786007663-4342f062f2a8,4.514,115.494
data-analyst-1786007663-562bd7235476,4.538,115.718
wide-researcher-1786007663-1aca620b1f0d,4.548,115.560
deep-researcher-1786007663-2a7e9f449608,4.558,93.064
reviewer-1786007663-c92dd177c296,4.568,100.401
data-analyst-1786007663-cf4f8bbabdac,4.594,98.948
wide-researcher-1786007663-78458df1ed7a,4.604,78.510
deep-researcher-1786007663-818c1267fd97,4.615,78.331
reviewer-1786007663-364798847ed3,4.626,121.806
data-analyst-1786007663-a27968fbceef,4.653,109.037
wide-researcher-1786007663-482a14a7547e,4.663,145.501
deep-researcher-1786007663-f6f6e1f855fe,4.673,44.308
