elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,footprint_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-06T02:21:16,0.00,18.766,,,8.500,0.000,8.500,0
0.578,2026-08-06T02:21:17,0.00,18.766,,,8.500,0.000,8.500,0
1.134,2026-08-06T02:21:17,0.00,18.766,,,8.500,0.000,8.500,0
1.690,2026-08-06T02:21:18,0.00,18.766,,,8.500,0.000,8.500,0
2.232,2026-08-06T02:21:18,0.99,54.031,,,43.000,0.078,42.922,26
2.782,2026-08-06T02:21:19,1.48,106.016,,,95.000,0.000,95.000,65
3.327,2026-08-06T02:21:19,1.49,158.625,,,148.000,0.125,147.875,104
3.869,2026-08-06T02:21:20,1.91,201.969,,,189.000,0.484,188.516,144
4.416,2026-08-06T02:21:20,1.83,240.625,,,228.000,2.031,225.969,183
4.957,2026-08-06T02:21:21,1.93,276.891,,,265.000,0.625,264.375,220
5.509,2026-08-06T02:21:22,2.27,316.938,,,304.000,0.438,303.562,260
6.045,2026-08-06T02:21:22,2.21,351.109,,,339.000,0.125,338.875,298
6.594,2026-08-06T02:21:23,2.36,389.828,,,376.000,0.859,375.141,338
7.142,2026-08-06T02:21:23,2.51,428.125,,,417.000,0.109,416.891,379
7.696,2026-08-06T02:21:24,2.76,461.922,,,448.000,0.969,447.031,419
8.241,2026-08-06T02:21:24,2.84,476.812,,,463.000,0.578,462.422,461
8.792,2026-08-06T02:21:25,3.01,494.672,,,481.000,1.422,479.578,503
9.343,2026-08-06T02:21:25,3.06,509.406,,,495.000,1.422,493.578,543
9.888,2026-08-06T02:21:26,3.31,520.812,,,507.000,1.359,505.641,583
10.434,2026-08-06T02:21:27,3.48,535.906,,,521.000,1.797,519.203,623
10.980,2026-08-06T02:21:27,3.66,546.406,,,532.000,1.047,530.953,662
11.531,2026-08-06T02:21:28,4.16,556.953,,,544.000,0.719,543.281,700
12.084,2026-08-06T02:21:28,4.32,568.062,,,554.000,1.344,552.656,739
12.635,2026-08-06T02:21:29,4.47,576.984,,,562.000,1.766,560.234,778
13.184,2026-08-06T02:21:29,5.28,585.953,,,571.000,1.406,569.594,817
13.749,2026-08-06T02:21:30,6.27,594.953,,,581.000,1.062,579.938,864
14.294,2026-08-06T02:21:30,6.76,605.188,,,590.000,1.844,588.156,905
14.850,2026-08-06T02:21:31,8.39,613.344,,,599.000,1.094,597.906,947
15.401,2026-08-06T02:21:31,8.88,622.875,,,609.000,1.188,607.812,992
15.957,2026-08-06T02:21:32,11.12,630.406,,,615.000,2.219,612.781,1000
16.510,2026-08-06T02:21:33,13.86,636.609,,,621.000,2.094,618.906,1000
17.061,2026-08-06T02:21:33,13.82,641.578,,,625.000,3.047,621.953,1000
17.615,2026-08-06T02:21:34,11.54,647.094,,,629.000,4.969,624.031,1000
18.162,2026-08-06T02:21:34,16.34,652.875,,,633.000,6.484,626.516,1000
18.710,2026-08-06T02:21:35,13.19,655.781,,,636.000,6.578,629.422,1000
19.268,2026-08-06T02:21:35,14.89,661.516,,,640.000,8.000,632.000,1000
19.824,2026-08-06T02:21:36,13.84,665.938,,,644.000,9.031,634.969,1000
20.376,2026-08-06T02:21:36,12.12,672.328,,,648.000,12.000,636.000,1000
20.923,2026-08-06T02:21:37,14.03,677.500,,,653.000,11.000,642.000,1000
21.470,2026-08-06T02:21:38,12.03,682.344,,,658.000,11.000,647.000,1000
22.024,2026-08-06T02:21:38,10.89,687.297,,,662.000,13.000,649.000,1000
22.580,2026-08-06T02:21:39,13.84,692.484,,,666.000,14.000,652.000,1000
23.122,2026-08-06T02:21:39,11.85,696.156,,,670.000,13.000,657.000,1000
23.679,2026-08-06T02:21:40,11.74,702.953,,,675.000,15.000,660.000,1000
24.224,2026-08-06T02:21:40,12.76,706.766,,,679.000,14.000,665.000,1000
24.787,2026-08-06T02:21:41,11.40,710.234,,,683.000,14.000,669.000,1000
25.345,2026-08-06T02:21:41,13.06,715.734,,,689.000,14.000,675.000,1000
25.892,2026-08-06T02:21:42,10.94,720.203,,,696.000,11.000,685.000,1000
26.445,2026-08-06T02:21:43,8.96,725.297,,,701.000,11.000,690.000,1000
26.993,2026-08-06T02:21:43,9.57,729.797,,,707.000,9.672,697.328,1000
27.550,2026-08-06T02:21:44,9.81,733.969,,,712.000,9.219,702.781,1000
28.097,2026-08-06T02:21:44,9.76,738.688,,,718.000,8.031,709.969,1000
28.645,2026-08-06T02:21:45,10.03,744.078,,,721.000,9.422,711.578,1000
29.200,2026-08-06T02:21:45,8.10,748.406,,,727.000,7.906,719.094,1000
29.751,2026-08-06T02:21:46,8.98,753.844,,,733.000,7.703,725.297,1000
30.311,2026-08-06T02:21:46,7.69,757.984,,,739.000,5.625,733.375,1000
30.863,2026-08-06T02:21:47,6.63,763.297,,,744.000,6.125,737.875,1000
31.428,2026-08-06T02:21:47,7.50,770.266,,,746.000,11.000,735.000,983
31.979,2026-08-06T02:21:48,7.97,773.625,,,750.000,11.000,739.000,974
32.531,2026-08-06T02:21:49,7.83,777.672,,,752.000,13.000,739.000,961
