run_id,start_seconds,end_seconds
deep-researcher-1785976314-b3fa744458ba,1.810,41.381
wide-researcher-1785976314-be45322a63d3,1.822,37.138
reviewer-1785976314-7babde4fb7e3,1.903,305.120
data-analyst-1785976314-60c42cd88dce,1.944,399.037
deep-researcher-1785976314-6c4d18adf1dc,1.952,305.232
wide-researcher-1785976314-9dcb74b43499,1.961,37.587
reviewer-1785976314-6ea8b041254a,1.970,163.298
data-analyst-1785976314-891461d58ec2,2.001,196.823
deep-researcher-1785976314-a3829f339bda,2.009,38.351
wide-researcher-1785976314-4a12d8b85fa0,2.017,74.147
reviewer-1785976314-ce1bcbf593aa,2.025,438.298
data-analyst-1785976314-e48420cfea97,2.053,423.894
deep-researcher-1785976314-6398f24cb383,2.063,39.791
wide-researcher-1785976314-c00726c441c2,2.073,104.858
reviewer-1785976314-c4528204c7fa,2.083,130.579
data-analyst-1785976314-c12f16280dd0,2.103,202.939
deep-researcher-1785976314-ace7bf4cff09,2.117,41.103
wide-researcher-1785976314-1064de7c9513,2.126,307.719
reviewer-1785976314-1aaa91ceb088,2.135,130.028
data-analyst-1785976314-f9866ae2cb8e,2.159,306.885
deep-researcher-1785976314-7cc9dfecb788,2.169,38.548
wide-researcher-1785976314-d3ad8eb79681,2.179,205.373
reviewer-1785976314-4385b340bc98,2.189,137.460
data-analyst-1785976314-e0c6f4a6b3d2,2.214,204.848
deep-researcher-1785976314-2883485a0840,2.223,78.693
wide-researcher-1785976314-d3ff2bd92d53,2.229,37.172
reviewer-1785976314-a37c9501d374,2.243,467.069
data-analyst-1785976314-743451e05b26,2.268,582.464
deep-researcher-1785976314-c13a379a424b,2.278,423.179
wide-researcher-1785976314-c9c2c6186f8f,2.288,39.955
reviewer-1785976314-0a641a1131fa,2.298,425.984
data-analyst-1785976314-10157e6f8705,2.323,170.034
deep-researcher-1785976314-911e99369834,2.332,39.441
wide-researcher-1785976314-ba652238d3f1,2.342,37.363
reviewer-1785976314-20f79c93bf5c,2.352,322.749
data-analyst-1785976314-90651c2c356a,2.377,539.003
deep-researcher-1785976314-7ca7c76617f3,2.387,39.630
wide-researcher-1785976314-eb6bc097fd5d,2.397,38.364
reviewer-1785976314-5c18dd754cdd,2.407,351.474
data-analyst-1785976314-b8a761632d01,2.432,431.314
deep-researcher-1785976314-9ca2c62aaf59,2.442,348.319
wide-researcher-1785976314-9a9c49f97c52,2.451,37.532
reviewer-1785976314-85b698575125,2.461,125.339
data-analyst-1785976314-955b34bb9ffb,2.487,419.978
deep-researcher-1785976315-a074a3c4c236,2.497,37.927
wide-researcher-1785976315-684a5ce21dce,2.507,204.895
reviewer-1785976315-47b000fa454e,2.517,203.051
data-analyst-1785976315-63c835630982,2.542,211.749
deep-researcher-1785976315-8e7b8629c70d,2.552,313.512
wide-researcher-1785976315-28d53a45ce0f,2.561,106.762
reviewer-1785976315-e91220911eae,2.571,546.946
data-analyst-1785976315-caa76b1f9a53,2.591,416.378
deep-researcher-1785976315-850d66c53e95,2.601,113.352
wide-researcher-1785976315-4ea265e09be9,2.611,103.479
reviewer-1785976315-9e3c6a25d499,2.621,250.051
data-analyst-1785976315-fd746f8c117f,2.642,304.269
deep-researcher-1785976315-5210cf94163e,2.655,202.323
wide-researcher-1785976315-72a5e284e5e7,2.664,38.591
reviewer-1785976315-7ec34666672d,2.673,212.313
data-analyst-1785976315-d9e2ca3661d8,2.694,126.571
deep-researcher-1785976315-3b61ecdf6fc5,2.708,128.412
wide-researcher-1785976315-737cb6acbc3f,2.718,39.847
reviewer-1785976315-852f572da737,2.728,209.492
data-analyst-1785976315-3d8e205909fa,2.753,208.515
deep-researcher-1785976315-1e217a0127ee,2.763,316.492
wide-researcher-1785976315-a14b45f4d06e,2.778,38.561
reviewer-1785976315-1043703b3907,2.788,320.024
data-analyst-1785976315-3f04c3292936,2.813,321.761
deep-researcher-1785976315-0c6294a8f1c8,2.823,37.553
wide-researcher-1785976315-75d49799771b,2.833,37.445
reviewer-1785976315-bf35beb8f212,2.843,314.259
data-analyst-1785976315-5f4f9c8bb8be,2.868,126.875
deep-researcher-1785976315-43ca57b44542,2.878,94.639
wide-researcher-1785976315-3d809abdb37e,2.888,41.188
reviewer-1785976315-acaa97bba66d,2.898,313.213
data-analyst-1785976315-f19e8e604259,2.923,189.675
deep-researcher-1785976315-1f221c3ee700,2.932,540.724
wide-researcher-1785976315-64e8c3510479,2.942,37.714
reviewer-1785976315-0d65595c3cf5,2.952,201.642
data-analyst-1785976315-bb447e6522d3,2.977,169.523
deep-researcher-1785976315-bad2038be333,2.987,42.379
wide-researcher-1785976315-ff82e995d7fe,2.997,41.207
reviewer-1785976315-c78d80837132,3.007,128.623
data-analyst-1785976315-c6baae93627b,3.032,309.222
deep-researcher-1785976315-d19a266186aa,3.042,637.325
wide-researcher-1785976315-01b35c0032bc,3.052,78.045
reviewer-1785976315-901fa735d43a,3.062,212.567
data-analyst-1785976315-11e4171bb6ca,3.087,302.095
deep-researcher-1785976315-864623e408d0,3.097,420.831
wide-researcher-1785976315-3e54e798c0d2,3.106,37.314
reviewer-1785976315-bbeaf648fc34,3.113,347.893
data-analyst-1785976315-3dc04d706fb5,3.142,264.615
deep-researcher-1785976315-c4ba8f295609,3.151,37.763
wide-researcher-1785976315-33d6ceb8a650,3.161,360.625
reviewer-1785976315-e4e9b5d6e9ea,3.170,458.974
data-analyst-1785976315-9533d6f6864e,3.195,127.057
deep-researcher-1785976315-0b6c89ee206f,3.204,127.983
wide-researcher-1785976315-d61490ff47e3,3.213,39.904
reviewer-1785976315-50194b5c11e8,3.222,211.129
data-analyst-1785976315-58c24affea18,3.246,103.688
deep-researcher-1785976315-ac33f3b9689b,3.255,38.095
wide-researcher-1785976315-b478835fc7a0,3.264,37.780
reviewer-1785976315-a1bbfca9b4ed,3.273,204.271
data-analyst-1785976315-c2a0769df113,3.297,207.647
deep-researcher-1785976315-6adefcb9ead9,3.306,36.790
wide-researcher-1785976315-92e2318a15d6,3.316,202.640
reviewer-1785976315-66a2d6c79fc6,3.330,131.220
data-analyst-1785976315-ae469b854ab4,3.354,129.314
deep-researcher-1785976315-b131d58dab9b,3.368,71.960
wide-researcher-1785976315-5791da417ec3,3.377,98.474
reviewer-1785976315-cb5e2cfa92c8,3.386,349.738
data-analyst-1785976315-77beed07a9fa,3.410,207.869
deep-researcher-1785976315-a78b14b6d4fc,3.420,457.456
wide-researcher-1785976315-58928d5085ca,3.429,37.892
reviewer-1785976315-037e28f8509d,3.438,281.722
data-analyst-1785976315-cfb683490947,3.462,323.241
deep-researcher-1785976315-55064370c533,3.471,36.955
wide-researcher-1785976315-cf3fec084475,3.480,72.444
reviewer-1785976316-19af584ac193,3.490,427.698
data-analyst-1785976316-bb3aceddf7fd,3.515,417.427
deep-researcher-1785976316-2a819f8b454c,3.525,37.797
wide-researcher-1785976316-81f387e456f1,3.535,36.826
reviewer-1785976316-b0cb98bb9bf0,3.546,416.228
data-analyst-1785976316-67cf61c7b253,3.571,80.457
deep-researcher-1785976316-3551f5c56161,3.581,439.185
wide-researcher-1785976316-a44167a3103c,3.590,40.349
reviewer-1785976316-ad17e9615d22,3.599,206.963
data-analyst-1785976316-dccde3a4b9a1,3.623,425.090
deep-researcher-1785976316-21faeed714e6,3.634,77.349
wide-researcher-1785976316-babb24a8ff3a,3.643,323.458
reviewer-1785976316-1aafc7702c83,3.652,238.746
data-analyst-1785976316-09769d5a022e,3.676,305.921
deep-researcher-1785976316-26ad0bb9d54e,3.685,87.766
wide-researcher-1785976316-f7c122cca7b7,3.694,326.844
reviewer-1785976316-f485891566b9,3.703,315.689
data-analyst-1785976316-ac783588e453,3.727,299.696
deep-researcher-1785976316-086a9c7a01b6,3.736,79.682
wide-researcher-1785976316-c4ff22ad4710,3.746,49.242
reviewer-1785976316-94f33f568c73,3.756,533.441
data-analyst-1785976316-d88eec19925c,3.781,636.189
deep-researcher-1785976316-04d1ad1b32f3,3.791,444.744
wide-researcher-1785976316-f6f9c75fbfd5,3.801,37.055
reviewer-1785976316-b7f288337cf1,3.811,306.556
data-analyst-1785976316-69633a51e0c1,3.836,218.923
deep-researcher-1785976316-c25ce5f9b8d5,3.846,78.377
wide-researcher-1785976316-cf1e61ee8573,3.860,38.819
reviewer-1785976316-5e0a74b6d255,3.869,209.602
data-analyst-1785976316-1a773baec6de,3.893,429.871
deep-researcher-1785976316-2788f66f5e14,3.903,71.664
wide-researcher-1785976316-d01b2b977f56,3.913,75.853
reviewer-1785976316-dc650b1d4d78,3.923,315.210
data-analyst-1785976316-2d0adcec07dc,3.948,206.398
deep-researcher-1785976316-9b6fdee5e0b4,3.958,416.417
wide-researcher-1785976316-85dfe55a3f70,3.967,38.737
reviewer-1785976316-75ebc9fa732a,3.976,213.045
data-analyst-1785976316-31b4a0ee8e01,3.999,203.916
deep-researcher-1785976316-cfad49ffba80,4.015,94.079
wide-researcher-1785976316-93fb6e91e06a,4.025,37.279
reviewer-1785976316-bc6239e2c7b5,4.034,309.760
data-analyst-1785976316-8a9afbe2c83f,4.058,481.368
deep-researcher-1785976316-aafc1d4abe0e,4.067,70.382
wide-researcher-1785976316-85cf93cf4735,4.076,544.423
reviewer-1785976316-c4dfdd5defd1,4.085,426.703
data-analyst-1785976316-817994a27df6,4.109,376.565
deep-researcher-1785976316-6991e64543a7,4.118,307.592
wide-researcher-1785976316-4bf4764a8214,4.127,417.228
reviewer-1785976316-fbd048846018,4.137,243.010
data-analyst-1785976316-8fbf6fe2e469,4.161,210.667
deep-researcher-1785976316-fb063a154a20,4.171,127.108
wide-researcher-1785976316-39bdda4f7f95,4.180,89.204
reviewer-1785976316-e0b9fae37c48,4.189,320.008
data-analyst-1785976316-838604b5ea76,4.208,541.435
