elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-05T17:31:52,0.00,18.516,,,0.000,8.438,0
1.056,2026-08-05T17:31:53,0.00,18.516,,,0.000,8.438,0
2.095,2026-08-05T17:31:54,0.34,39.734,,,0.000,29.000,15
3.139,2026-08-05T17:31:55,1.49,141.125,,,0.000,130.000,91
4.186,2026-08-05T17:31:56,1.78,228.859,,,0.000,217.000,169
5.230,2026-08-05T17:31:57,1.97,299.156,,,0.047,285.953,242
6.272,2026-08-05T17:31:58,2.24,364.703,,,0.000,353.000,315
7.325,2026-08-05T17:31:59,2.53,436.547,,,0.000,425.000,387
8.379,2026-08-05T17:32:00,2.76,479.578,,,0.000,467.000,463
9.432,2026-08-05T17:32:01,2.95,507.250,,,0.516,493.484,538
10.480,2026-08-05T17:32:03,3.24,533.797,,,0.172,520.828,610
11.534,2026-08-05T17:32:04,3.58,554.031,,,0.672,539.328,682
12.580,2026-08-05T17:32:05,3.97,572.688,,,1.141,556.859,750
13.628,2026-08-05T17:32:06,4.49,590.297,,,0.797,575.203,819
14.673,2026-08-05T17:32:07,4.94,606.844,,,1.281,590.719,885
15.731,2026-08-05T17:32:08,5.66,622.125,,,0.562,607.438,951
16.781,2026-08-05T17:32:09,6.85,639.484,,,1.578,623.422,1013
17.838,2026-08-05T17:32:10,7.53,652.031,,,0.578,637.422,1076
18.896,2026-08-05T17:32:11,8.84,665.156,,,4.078,643.922,1139
19.950,2026-08-05T17:32:12,9.29,676.500,,,3.859,656.141,1199
21.008,2026-08-05T17:32:13,10.49,688.812,,,4.297,666.703,1257
22.067,2026-08-05T17:32:14,10.88,702.797,,,5.453,678.547,1317
23.122,2026-08-05T17:32:15,11.72,716.094,,,5.469,691.531,1371
24.187,2026-08-05T17:32:16,13.22,726.109,,,2.531,707.469,1423
25.237,2026-08-05T17:32:17,14.50,737.016,,,0.359,722.641,1475
26.297,2026-08-05T17:32:18,15.01,747.875,,,0.000,734.000,1528
27.355,2026-08-05T17:32:19,16.01,758.844,,,0.000,746.000,1579
28.420,2026-08-05T17:32:20,18.20,772.469,,,0.000,759.000,1623
29.479,2026-08-05T17:32:22,16.83,783.625,,,0.000,770.000,1673
30.535,2026-08-05T17:32:23,20.02,794.406,,,0.000,781.000,1719
31.595,2026-08-05T17:32:24,17.61,806.438,,,0.000,793.000,1767
32.652,2026-08-05T17:32:25,21.34,819.078,,,0.578,804.422,1810
33.715,2026-08-05T17:32:26,21.57,829.156,,,1.672,812.328,1852
34.779,2026-08-05T17:32:27,19.32,839.766,,,1.203,823.797,1902
35.845,2026-08-05T17:32:28,20.81,849.422,,,1.297,833.703,1946
36.922,2026-08-05T17:32:29,23.31,861.406,,,0.594,846.406,1985
37.989,2026-08-05T17:32:30,22.68,869.766,,,1.438,853.562,2005
39.046,2026-08-05T17:32:31,23.41,880.078,,,13.000,841.000,2029
40.111,2026-08-05T17:32:32,23.26,888.297,,,13.000,849.000,2057
41.175,2026-08-05T17:32:33,25.04,895.875,,,15.000,853.000,2091
42.245,2026-08-05T17:32:34,21.43,901.844,,,16.000,857.000,2133
43.319,2026-08-05T17:32:35,22.13,908.844,,,14.000,867.000,2175
44.391,2026-08-05T17:32:36,24.27,916.391,,,13.000,877.000,2212
45.463,2026-08-05T17:32:38,25.04,924.031,,,13.000,885.000,2250
46.523,2026-08-05T17:32:39,21.69,930.219,,,11.000,895.000,2296
47.598,2026-08-05T17:32:40,24.59,937.469,,,11.000,902.000,2339
48.672,2026-08-05T17:32:41,24.94,943.141,,,8.578,912.422,2378
49.743,2026-08-05T17:32:42,24.57,949.797,,,3.766,929.234,2415
50.815,2026-08-05T17:32:43,25.75,957.766,,,1.125,941.875,2456
51.891,2026-08-05T17:32:44,25.68,964.047,,,1.500,947.500,2499
52.972,2026-08-05T17:32:45,26.21,971.016,,,0.375,956.625,2535
54.037,2026-08-05T17:32:46,28.57,979.359,,,0.703,965.297,2569
55.108,2026-08-05T17:32:47,28.10,990.719,,,1.281,974.719,2603
56.179,2026-08-05T17:32:48,26.57,999.297,,,1.000,984.000,2641
57.262,2026-08-05T17:32:49,27.19,1008.094,,,1.656,991.344,2682
58.339,2026-08-05T17:32:50,27.34,1016.516,,,2.125,998.875,2719
59.419,2026-08-05T17:32:51,29.02,1023.438,,,1.531,1007.469,2751
60.488,2026-08-05T17:32:53,28.53,1033.406,,,1.625,1017.375,2789
61.577,2026-08-05T17:32:54,30.43,1043.266,,,2.828,1024.172,2823
62.655,2026-08-05T17:32:55,29.27,1051.438,,,2.516,1033.484,2857
63.733,2026-08-05T17:32:56,29.69,1058.766,,,2.016,1041.984,2895
64.815,2026-08-05T17:32:57,28.86,1070.047,,,2.062,1052.938,2933
65.899,2026-08-05T17:32:58,31.39,1079.953,,,3.297,1060.703,2964
66.979,2026-08-05T17:32:59,30.15,1090.234,,,2.062,1072.938,2995
