elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.021,2026-08-05T17:27:13,0.00,18.438,,,0.000,8.360,0
0.570,2026-08-05T17:27:14,0.00,18.438,,,0.000,8.360,0
1.124,2026-08-05T17:27:14,0.00,18.438,,,0.000,8.360,0
1.677,2026-08-05T17:27:15,0.00,18.438,,,0.000,8.360,0
2.211,2026-08-05T17:27:16,1.00,59.328,,,0.000,49.000,30
2.753,2026-08-05T17:27:16,1.48,113.797,,,0.000,102.000,71
3.307,2026-08-05T17:27:17,1.58,156.078,,,0.000,143.000,100
3.856,2026-08-05T17:27:17,1.61,164.844,,,3.922,143.078,100
4.410,2026-08-05T17:27:18,2.09,169.641,,,0.594,154.406,100
4.953,2026-08-05T17:27:18,1.73,172.875,,,7.516,143.484,100
5.497,2026-08-05T17:27:19,1.98,175.625,,,5.609,150.391,100
6.049,2026-08-05T17:27:19,1.99,178.297,,,6.141,151.859,100
6.601,2026-08-05T17:27:20,1.83,179.812,,,5.219,154.781,100
7.142,2026-08-05T17:27:21,1.65,182.234,,,5.297,157.703,100
7.701,2026-08-05T17:27:21,1.59,184.359,,,3.672,162.328,100
8.253,2026-08-05T17:27:22,1.64,186.031,,,3.781,164.219,100
8.804,2026-08-05T17:27:22,1.90,187.594,,,3.406,166.594,100
9.357,2026-08-05T17:27:23,1.22,188.453,,,3.109,167.891,100
9.907,2026-08-05T17:27:23,1.92,189.391,,,3.391,168.609,100
10.455,2026-08-05T17:27:24,1.71,190.141,,,2.859,170.141,100
11.000,2026-08-05T17:27:24,1.70,190.703,,,3.016,169.984,100
11.552,2026-08-05T17:27:25,1.47,192.406,,,2.891,172.109,100
12.102,2026-08-05T17:27:25,1.99,193.812,,,3.719,172.281,100
12.652,2026-08-05T17:27:26,1.76,194.453,,,3.656,173.344,100
13.201,2026-08-05T17:27:27,1.74,195.625,,,4.375,172.625,100
13.758,2026-08-05T17:27:27,1.41,196.781,,,3.844,175.156,100
14.308,2026-08-05T17:27:28,1.81,197.438,,,4.000,175.000,100
14.859,2026-08-05T17:27:28,1.88,198.078,,,3.406,176.594,100
15.416,2026-08-05T17:27:29,0.92,198.531,,,3.750,176.250,100
15.966,2026-08-05T17:27:29,1.70,201.156,,,1.188,184.812,112
16.512,2026-08-05T17:27:30,1.96,205.969,,,0.000,192.000,121
17.065,2026-08-05T17:27:30,1.81,207.953,,,0.891,192.109,133
17.619,2026-08-05T17:27:31,1.48,210.719,,,0.391,195.609,136
18.171,2026-08-05T17:27:32,1.90,213.000,,,1.312,195.688,136
18.722,2026-08-05T17:27:32,2.02,213.672,,,1.312,196.688,136
19.270,2026-08-05T17:27:33,1.79,214.734,,,2.828,194.172,136
19.826,2026-08-05T17:27:33,1.43,215.281,,,2.438,195.562,136
20.376,2026-08-05T17:27:34,1.87,215.766,,,5.812,190.188,119
20.933,2026-08-05T17:27:34,1.77,216.453,,,4.578,192.422,103
21.490,2026-08-05T17:27:35,1.58,216.906,,,6.547,189.453,88
22.036,2026-08-05T17:27:35,1.39,217.359,,,6.578,189.422,70
22.588,2026-08-05T17:27:36,1.78,217.719,,,4.953,193.047,70
23.147,2026-08-05T17:27:37,1.53,217.906,,,5.656,192.344,70
23.696,2026-08-05T17:27:37,1.84,218.641,,,4.844,194.156,70
24.245,2026-08-05T17:27:38,1.19,218.797,,,6.578,191.422,66
24.799,2026-08-05T17:27:38,1.72,219.297,,,5.859,193.141,62
25.347,2026-08-05T17:27:39,1.81,219.906,,,6.188,192.812,62
25.893,2026-08-05T17:27:39,0.91,220.188,,,6.000,194.000,62
26.445,2026-08-05T17:27:40,1.26,220.562,,,5.984,194.016,62
27.003,2026-08-05T17:27:40,1.71,221.172,,,5.250,195.750,62
27.560,2026-08-05T17:27:41,0.78,221.234,,,5.547,195.453,62
28.109,2026-08-05T17:27:41,1.41,221.609,,,6.469,194.531,62
28.670,2026-08-05T17:27:42,1.25,221.969,,,5.406,196.594,62
29.223,2026-08-05T17:27:43,1.37,222.125,,,6.391,194.609,62
29.778,2026-08-05T17:27:43,1.86,222.531,,,5.391,197.609,62
30.332,2026-08-05T17:27:44,1.01,222.766,,,6.406,195.594,62
30.882,2026-08-05T17:27:44,1.07,223.125,,,5.438,197.562,61
31.434,2026-08-05T17:27:45,1.59,223.516,,,5.625,197.375,60
31.990,2026-08-05T17:27:45,0.69,223.609,,,5.469,198.531,58
32.548,2026-08-05T17:27:46,1.34,224.344,,,5.781,198.219,58
33.100,2026-08-05T17:27:46,1.61,225.000,,,5.203,199.797,58
33.654,2026-08-05T17:27:47,1.04,225.094,,,6.438,197.562,58
34.210,2026-08-05T17:27:48,1.88,225.656,,,7.344,196.656,58
34.762,2026-08-05T17:27:48,1.33,225.984,,,6.422,198.578,58
35.313,2026-08-05T17:27:49,1.01,226.000,,,7.109,196.891,55
35.858,2026-08-05T17:27:49,0.83,226.141,,,6.359,198.641,51
36.418,2026-08-05T17:27:50,0.64,226.250,,,9.125,193.875,50
36.959,2026-08-05T17:27:50,0.47,226.484,,,8.281,195.719,46
37.521,2026-08-05T17:27:51,0.73,226.672,,,9.453,193.547,42
38.084,2026-08-05T17:27:51,0.16,226.688,,,8.859,194.141,42
38.635,2026-08-05T17:27:52,1.51,226.984,,,11.000,191.000,42
39.176,2026-08-05T17:27:53,0.76,227.109,,,9.453,193.547,42
39.719,2026-08-05T17:27:53,0.35,227.203,,,11.000,191.000,42
40.271,2026-08-05T17:27:54,1.27,227.250,,,13.000,187.000,34
40.807,2026-08-05T17:27:54,0.99,227.344,,,12.000,189.000,30
41.364,2026-08-05T17:27:55,0.62,227.641,,,14.000,186.000,30
41.917,2026-08-05T17:27:55,1.10,227.750,,,12.000,189.000,30
42.476,2026-08-05T17:27:56,0.70,227.750,,,11.000,191.000,30
43.024,2026-08-05T17:27:56,0.62,227.891,,,13.000,188.000,30
43.581,2026-08-05T17:27:57,0.49,227.891,,,14.000,186.000,30
44.139,2026-08-05T17:27:57,0.44,227.891,,,13.000,187.000,30
44.691,2026-08-05T17:27:58,1.07,227.938,,,13.000,187.000,30
45.245,2026-08-05T17:27:59,0.50,228.141,,,12.000,189.000,30
45.797,2026-08-05T17:27:59,0.66,228.312,,,13.000,188.000,28
46.356,2026-08-05T17:28:00,1.02,228.359,,,13.000,188.000,19
46.914,2026-08-05T17:28:00,0.79,228.406,,,15.000,184.000,18
47.463,2026-08-05T17:28:01,0.45,228.578,,,14.000,186.000,18
48.022,2026-08-05T17:28:01,0.58,228.719,,,16.000,183.000,18
48.582,2026-08-05T17:28:02,0.46,228.828,,,15.000,184.000,17
49.140,2026-08-05T17:28:03,0.29,228.875,,,16.000,183.000,17
49.682,2026-08-05T17:28:03,0.20,228.938,,,16.000,183.000,17
