run_id,start_seconds,end_seconds
wide-researcher-1785975927-a36a573a3e77,1.801,18.400
deep-researcher-1785975927-0dbbcff17e96,1.813,59.084
reviewer-1785975927-799097da97a3,1.822,36.489
data-analyst-1785975927-b2f6e84622f5,1.849,39.509
wide-researcher-1785975927-9af043ce3ec4,1.864,22.961
deep-researcher-1785975927-bf15cadf6908,1.872,18.524
reviewer-1785975927-a3ac8417e4a8,1.881,45.601
data-analyst-1785975927-7def384b251a,1.905,35.042
wide-researcher-1785975927-f2d7ab94818b,1.914,18.587
deep-researcher-1785975927-78f403454911,1.924,18.571
data-analyst-1785975941-a020018a14bb,15.439,18.462
data-analyst-1785975941-2280f342a8c3,15.454,18.478
data-analyst-1785975941-1c177f1d5a0a,15.467,18.441
