run_id,start_seconds,end_seconds
wide-researcher-1785976035-0d1fbe026b45,1.798,19.888
reviewer-1785976035-49a883a53eb2,1.808,36.474
data-analyst-1785976035-b849ffabb26f,1.834,35.010
deep-researcher-1785976035-0a029dd3e2e6,1.848,59.092
wide-researcher-1785976035-6d26206338d6,1.857,19.935
reviewer-1785976035-88fd943d42b5,1.867,36.523
data-analyst-1785976035-febdc28ad415,1.892,39.730
deep-researcher-1785976035-e9a3158c8f30,1.901,65.160
wide-researcher-1785976035-bb5badbe39a6,1.911,59.130
reviewer-1785976035-e707e319c5ce,1.921,45.645
data-analyst-1785976035-48ecb370b589,1.947,35.089
deep-researcher-1785976035-1a12da436156,1.957,20.100
wide-researcher-1785976035-da53fa8cdade,1.966,20.118
reviewer-1785976035-f46a29025496,1.976,45.704
data-analyst-1785976035-e39768ae4397,2.000,39.770
deep-researcher-1785976035-f31e2a4a89a0,2.009,20.136
wide-researcher-1785976035-324713a185d0,2.019,53.236
reviewer-1785976035-2286e3dadb4f,2.029,36.706
data-analyst-1785976035-8c441c212b0f,2.054,39.812
deep-researcher-1785976035-c4adec055543,2.063,30.723
wide-researcher-1785976035-d63a10e4f93e,2.073,53.261
reviewer-1785976035-8aebac75f7a1,2.083,45.800
data-analyst-1785976035-d0c9944b819a,2.108,35.246
deep-researcher-1785976035-d5ba4c46ba4f,2.118,23.892
wide-researcher-1785976035-2d52c55b4dc3,2.128,20.331
reviewer-1785976035-0232b1a6dc3c,2.138,45.857
data-analyst-1785976035-6a7ad4d5ea15,2.163,39.856
deep-researcher-1785976035-c4ae50f83e42,2.173,20.348
wide-researcher-1785976035-e15e1f3f1279,2.183,59.425
reviewer-1785976036-6536a0828e76,2.193,36.864
data-analyst-1785976036-c929cb95da00,2.217,39.889
deep-researcher-1785976036-0eb94712c7cb,2.226,20.503
wide-researcher-1785976036-335dafde0d22,2.236,59.469
reviewer-1785976036-1a6643aad596,2.246,45.965
data-analyst-1785976036-69a9784a7f88,2.269,39.957
deep-researcher-1785976036-3c2b1fa68472,2.278,20.536
wide-researcher-1785976036-1166c988a6f1,2.288,24.014
reviewer-1785976036-a06646c290e1,2.297,46.002
data-analyst-1785976036-996c087bc054,2.321,35.456
deep-researcher-1785976036-62c021f2af09,2.331,24.096
wide-researcher-1785976036-227015e30572,2.341,24.111
reviewer-1785976036-953fcd417cc8,2.351,46.063
data-analyst-1785976036-7bb5ae9dc014,2.376,35.516
deep-researcher-1785976036-5d3df932adb9,2.385,20.766
wide-researcher-1785976036-6eab121d5f2a,2.395,59.633
reviewer-1785976036-b47b31acda40,2.405,46.122
data-analyst-1785976036-acbdbc94edd9,2.431,40.091
deep-researcher-1785976036-0e0ddb8800fb,2.440,20.816
wide-researcher-1785976036-baf05730f0aa,2.449,20.897
reviewer-1785976036-3bc05f194ea1,2.458,37.144
data-analyst-1785976036-bd1a003ef34b,2.483,35.661
deep-researcher-1785976036-dc511f78b058,2.492,20.944
wide-researcher-1785976036-4846810a7ff7,2.501,20.962
reviewer-1785976036-04a17f2395db,2.510,46.208
data-analyst-1785976036-2347db523ddc,2.532,35.680
deep-researcher-1785976036-0cfc3605ee01,2.540,21.018
wide-researcher-1785976036-60f8f507e24f,2.550,59.787
reviewer-1785976036-e4e4da7c44e5,2.560,46.274
data-analyst-1785976036-ee3978fefd68,2.583,40.262
deep-researcher-1785976036-b4b50aa6933f,2.591,21.110
wide-researcher-1785976036-d1fcc24b1879,2.600,21.160
reviewer-1785976036-51186e7bc02b,2.614,46.311
data-analyst-1785976036-66167dca15b6,2.639,40.309
deep-researcher-1785976036-e8db284059dc,2.649,24.375
wide-researcher-1785976036-ce09c38d2f9f,2.658,53.848
reviewer-1785976036-8d1d4bb73080,2.664,37.331
data-analyst-1785976036-ca373eaadc04,2.693,40.355
deep-researcher-1785976036-a1da3fcc8e95,2.702,59.947
wide-researcher-1785976036-2af9e8b9b5aa,2.712,31.340
reviewer-1785976036-cf27c6e5826a,2.722,46.411
data-analyst-1785976036-42e0dbe626f1,2.745,35.863
deep-researcher-1785976036-498a0c7e551c,2.754,21.474
wide-researcher-1785976036-c7b07b820901,2.763,53.983
reviewer-1785976036-ca0c2954cd66,2.772,37.428
data-analyst-1785976036-94d0cbeba012,2.802,40.469
