elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-05T19:01:33,0.00,18.922,,,0.000,8.517,0
0.570,2026-08-05T19:01:34,0.00,18.922,,,0.000,8.517,0
1.109,2026-08-05T19:01:34,0.00,18.922,,,0.000,8.517,0
1.664,2026-08-05T19:01:35,0.00,18.922,,,0.000,8.517,0
2.198,2026-08-05T19:01:35,0.98,53.094,,,0.000,41.000,24
2.736,2026-08-05T19:01:36,1.46,104.891,,,0.000,94.000,64
3.278,2026-08-05T19:01:36,1.48,155.219,,,0.000,146.000,102
3.812,2026-08-05T19:01:37,1.72,197.938,,,0.000,186.000,140
4.359,2026-08-05T19:01:37,1.77,237.047,,,0.000,224.000,179
4.908,2026-08-05T19:01:38,1.83,274.609,,,0.172,262.828,219
5.449,2026-08-05T19:01:39,2.17,313.922,,,0.000,301.000,258
5.993,2026-08-05T19:01:39,2.19,348.766,,,0.000,338.000,296
6.540,2026-08-05T19:01:40,2.26,385.641,,,0.000,373.000,333
7.092,2026-08-05T19:01:40,2.51,425.891,,,0.000,413.000,373
7.637,2026-08-05T19:01:41,2.69,461.953,,,0.000,449.000,412
8.184,2026-08-05T19:01:41,2.79,479.188,,,0.000,467.000,448
8.739,2026-08-05T19:01:42,2.92,500.125,,,0.000,487.000,490
9.287,2026-08-05T19:01:42,2.91,514.703,,,0.000,502.000,530
9.839,2026-08-05T19:01:43,3.12,527.578,,,0.000,514.000,572
10.385,2026-08-05T19:01:43,3.23,540.672,,,0.328,526.672,614
10.935,2026-08-05T19:01:44,3.17,551.516,,,0.000,539.000,656
11.491,2026-08-05T19:01:45,3.56,561.641,,,0.344,547.656,694
12.034,2026-08-05T19:01:45,4.58,571.500,,,0.047,557.953,731
12.582,2026-08-05T19:01:46,4.62,577.109,,,0.109,563.891,768
13.132,2026-08-05T19:01:46,5.22,584.016,,,0.109,570.891,806
13.686,2026-08-05T19:01:47,6.78,591.562,,,0.688,577.312,847
14.247,2026-08-05T19:01:47,6.46,599.562,,,0.688,585.312,895
14.798,2026-08-05T19:01:48,7.24,609.578,,,0.047,596.953,934
15.346,2026-08-05T19:01:48,7.78,618.156,,,0.031,604.969,977
15.899,2026-08-05T19:01:49,9.53,627.500,,,0.266,613.734,1000
16.446,2026-08-05T19:01:50,10.98,635.531,,,2.641,617.359,1000
