run_id,start_seconds,end_seconds
wide-researcher-1785981695-533cef165380,1.837,44.610
deep-researcher-1785981695-e0a0159d6952,1.847,82.472
data-analyst-1785981695-1561b1154cff,1.862,63.695
reviewer-1785981695-516ade8c736b,1.876,70.511
wide-researcher-1785981695-a6cd1bac71fc,1.903,63.781
deep-researcher-1785981695-fb4de22420f2,1.917,47.047
data-analyst-1785981695-e61b794d6204,1.927,63.852
reviewer-1785981695-a43e74fd59b5,1.937,78.987
wide-researcher-1785981695-fbe4dd8d373b,1.963,60.091
deep-researcher-1785981695-7ec72982891b,1.973,39.904
data-analyst-1785981695-97b70096bfe3,1.984,68.152
reviewer-1785981695-6fad4af8a0fb,1.994,68.169
wide-researcher-1785981695-9fb03e6bf3eb,2.019,41.327
deep-researcher-1785981695-d68900d71246,2.030,40.605
data-analyst-1785981695-670bad9ccc1f,2.037,62.620
reviewer-1785981695-b7e0b2bc0e41,2.051,68.774
wide-researcher-1785981695-b07ea748e53a,2.077,40.392
deep-researcher-1785981695-da75988153f0,2.087,64.003
data-analyst-1785981695-52aec26aa52a,2.101,65.784
reviewer-1785981695-75e40d4d8eeb,2.111,65.991
wide-researcher-1785981695-b6b3ebfb6c78,2.137,83.070
deep-researcher-1785981695-c3418fbb2fea,2.147,63.165
data-analyst-1785981695-b1c5c50270c3,2.157,70.267
reviewer-1785981695-c21b0f88479b,2.169,75.339
wide-researcher-1785981695-b44dd789b8c1,2.196,71.429
deep-researcher-1785981695-16547fd9d792,2.205,79.054
data-analyst-1785981695-ed9b565ab8a2,2.215,67.531
reviewer-1785981695-0aac474b8e3d,2.225,78.481
wide-researcher-1785981695-43413f7534ca,2.250,42.368
deep-researcher-1785981695-dcb0cdd40cd4,2.260,83.848
data-analyst-1785981695-96ee30411299,2.271,66.570
reviewer-1785981695-d1679b18a9cd,2.281,76.331
wide-researcher-1785981695-79dae37c234c,2.306,41.294
deep-researcher-1785981695-7c708a8cd6cc,2.316,29.618
data-analyst-1785981695-3579b491f2f2,2.326,67.326
reviewer-1785981695-f192088ad92c,2.336,82.830
wide-researcher-1785981695-fa965910024c,2.361,65.802
deep-researcher-1785981695-cea9cb1f405a,2.370,41.121
data-analyst-1785981695-50c8f0b3012a,2.380,64.158
reviewer-1785981695-a809d863bdd2,2.390,80.229
wide-researcher-1785981695-78d6e97c2520,2.412,41.586
deep-researcher-1785981695-49a1bb8de70a,2.426,80.191
data-analyst-1785981695-5f9f10dcfbb4,2.437,65.225
reviewer-1785981696-95acfb66ac2f,2.447,83.192
wide-researcher-1785981696-aef534536d1e,2.472,41.041
deep-researcher-1785981696-e5f96df622d8,2.482,43.853
data-analyst-1785981696-7d324705bf57,2.492,65.587
reviewer-1785981696-9d744096c58c,2.502,65.000
wide-researcher-1785981696-b98c4e3f8317,2.527,78.598
deep-researcher-1785981696-de2e1dde94d5,2.536,91.012
data-analyst-1785981696-f3dc82cd8fbb,2.546,66.976
reviewer-1785981696-bc2400db6e3f,2.556,77.741
wide-researcher-1785981696-e17cec3a8208,2.580,28.336
deep-researcher-1785981696-616b332ba017,2.589,93.476
data-analyst-1785981696-d22c9a21d7c3,2.599,78.336
reviewer-1785981696-8fefda08543d,2.609,66.047
wide-researcher-1785981696-0a7a41aecb29,2.631,74.079
deep-researcher-1785981696-ce39d926fd0a,2.646,40.894
