elapsed_seconds,timestamp,cpu_percent,rss_mb,pss_mb,uss_mb,lazy_free_mb,live_mb,active_runs
0.020,2026-08-05T18:57:59,0.00,18.938,,,0.000,8.532,0
0.576,2026-08-05T18:58:00,0.00,18.938,,,0.000,8.532,0
1.115,2026-08-05T18:58:00,0.00,18.938,,,0.000,8.532,0
1.673,2026-08-05T18:58:01,0.00,18.938,,,0.000,8.532,0
2.213,2026-08-05T18:58:01,0.94,55.422,,,0.000,44.000,26
2.747,2026-08-05T18:58:02,1.48,105.562,,,0.000,95.000,65
3.281,2026-08-05T18:58:03,1.52,158.844,,,0.047,148.953,106
3.827,2026-08-05T18:58:03,1.74,206.141,,,0.000,193.000,147
4.365,2026-08-05T18:58:04,1.76,222.359,,,0.000,209.000,186
4.907,2026-08-05T18:58:04,2.02,239.797,,,0.000,226.000,227
5.445,2026-08-05T18:58:05,2.13,254.594,,,0.000,241.000,266
5.984,2026-08-05T18:58:05,2.20,264.641,,,0.000,251.000,305
6.530,2026-08-05T18:58:06,2.47,275.641,,,0.000,262.000,346
7.078,2026-08-05T18:58:06,2.65,285.312,,,0.312,270.688,384
7.623,2026-08-05T18:58:07,2.81,292.016,,,0.312,277.688,424
8.174,2026-08-05T18:58:07,3.47,300.984,,,0.328,286.672,464
8.719,2026-08-05T18:58:08,3.91,308.703,,,0.047,294.953,503
9.260,2026-08-05T18:58:09,4.23,315.109,,,0.578,300.422,542
9.808,2026-08-05T18:58:09,4.40,322.469,,,0.578,307.422,581
10.353,2026-08-05T18:58:10,4.83,329.859,,,0.891,314.109,619
10.901,2026-08-05T18:58:10,4.95,336.078,,,0.047,321.953,656
11.442,2026-08-05T18:58:11,6.78,342.312,,,0.500,327.500,690
11.981,2026-08-05T18:58:11,6.47,348.391,,,0.500,333.500,726
12.528,2026-08-05T18:58:12,6.21,353.953,,,0.500,339.500,762
13.078,2026-08-05T18:58:12,6.53,360.344,,,1.141,343.859,797
13.620,2026-08-05T18:58:13,9.04,365.344,,,0.266,350.734,836
14.164,2026-08-05T18:58:13,9.38,371.719,,,0.203,357.797,881
14.717,2026-08-05T18:58:14,10.56,378.859,,,0.109,364.891,927
15.261,2026-08-05T18:58:15,12.36,384.438,,,0.203,369.797,969
15.811,2026-08-05T18:58:15,11.70,390.562,,,0.141,375.859,1000
16.358,2026-08-05T18:58:16,10.64,393.359,,,0.141,378.859,1000
16.897,2026-08-05T18:58:16,11.65,396.391,,,0.984,380.016,1000
17.452,2026-08-05T18:58:17,11.72,398.703,,,1.344,381.656,1000
18.003,2026-08-05T18:58:17,11.88,400.922,,,2.750,381.250,1000
18.551,2026-08-05T18:58:18,11.88,403.953,,,3.562,382.438,1000
19.093,2026-08-05T18:58:18,12.72,406.797,,,4.109,384.891,1000
19.635,2026-08-05T18:58:19,12.33,408.547,,,5.516,383.484,1000
20.183,2026-08-05T18:58:19,10.97,411.344,,,7.750,381.250,1000
20.729,2026-08-05T18:58:20,13.34,414.078,,,6.844,386.156,1000
21.286,2026-08-05T18:58:21,12.53,416.172,,,8.375,385.625,1000
21.826,2026-08-05T18:58:21,12.62,420.172,,,8.156,389.844,1000
22.368,2026-08-05T18:58:22,11.72,422.344,,,9.609,389.391,1000
22.920,2026-08-05T18:58:22,12.61,424.297,,,9.594,391.406,1000
23.468,2026-08-05T18:58:23,15.25,427.109,,,11.000,391.000,1000
24.012,2026-08-05T18:58:23,13.36,429.188,,,11.000,393.000,1000
24.564,2026-08-05T18:58:24,10.72,430.875,,,10.000,396.000,1000
25.118,2026-08-05T18:58:24,14.06,434.422,,,10.000,400.000,1000
25.667,2026-08-05T18:58:25,12.61,435.859,,,11.000,400.000,1000
26.214,2026-08-05T18:58:25,12.03,436.891,,,11.000,401.000,1000
26.760,2026-08-05T18:58:26,12.63,438.406,,,11.000,402.000,1000
27.314,2026-08-05T18:58:27,13.08,439.672,,,13.000,400.000,1000
27.860,2026-08-05T18:58:27,12.41,440.953,,,13.000,401.000,1000
28.399,2026-08-05T18:58:28,12.66,442.625,,,13.000,403.000,1000
28.953,2026-08-05T18:58:28,11.77,444.047,,,13.000,404.000,1000
29.502,2026-08-05T18:58:29,14.22,445.750,,,15.000,402.000,1000
30.049,2026-08-05T18:58:29,12.79,447.031,,,14.000,405.000,1000
30.600,2026-08-05T18:58:30,10.22,448.391,,,17.000,401.000,1000
31.158,2026-08-05T18:58:30,12.69,450.781,,,16.000,404.000,999
31.700,2026-08-05T18:58:31,13.14,452.281,,,17.000,404.000,999
32.242,2026-08-05T18:58:32,11.16,454.312,,,18.000,404.000,999
32.785,2026-08-05T18:58:32,12.93,456.953,,,18.000,407.000,999
33.334,2026-08-05T18:58:33,12.54,458.297,,,19.000,406.000,999
33.876,2026-08-05T18:58:33,13.56,460.125,,,19.000,408.000,999
34.422,2026-08-05T18:58:34,13.73,462.016,,,20.000,408.000,999
34.972,2026-08-05T18:58:34,11.99,463.438,,,20.000,410.000,999
35.515,2026-08-05T18:58:35,13.07,465.672,,,21.000,410.000,999
